#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1495812013960444812	451777634	4785380	1401030	107882735	1671359	213895289	24226
1495812014461320084	701255676	7691100	2236621	161852631	2632138	314154994	38991
1495812014961939439	700885163	7541333	2196164	164512090	2588626	323984777	38350
1495812015462532544	700829409	7306277	2144645	168159721	2556504	337566259	37278
1495812015963162400	700875183	4007663	2518678	184648679	3130371	274977617	30967
1495812016463835921	700929760	3392993	2227506	181933901	2943001	273205187	26324
1495812016964575151	701053676	3203227	1685749	191824635	2689185	337895505	29553
1495812017465198965	700879852	2030477	1056167	319499949	1483010	810889427	14627
1495812017965801987	700845960	1558380	801030	335962221	1112997	887792741	10814
1495812018466411300	700852482	1260178	593824	359638360	840974	1047493874	6733
1495812018967025447	700856858	1634777	719684	341238632	911349	937880282	8481
1495812019467643552	700870642	1306881	587355	329116109	749309	1029190410	6878
1495812019968248408	700847992	1722608	786480	344153370	1380974	947033688	9157
1495812020468968554	700848690	1735429	779935	348951229	1529354	946663911	9426
1495812020969600576	701042728	1679909	749385	333732032	1646654	951017973	8864
1495812021470216765	700864684	1791499	793833	345584889	1729528	926984996	9591
1495812021970823120	700849944	1912187	862959	368071112	1950758	955181087	10289
1495812022471426183	700844928	2396322	1120322	362285303	2669434	865859971	13247
1495812022972101872	700947764	3320693	1611542	282937272	3334460	537409839	19091
1495812023472712935	700856013	3406816	1649751	276338010	3315397	527100398	19709
1495812023973348457	700892759	3396789	1637880	278153341	3306655	531108980	19473
1495812024474003229	700914832	3315046	1603950	283072766	3327203	539245806	18887
1495812024974620793	700870406	3417416	1665814	274030990	3299631	524300484	19805
1495812025475243898	700862754	3410082	1652179	274587165	3293283	524564403	19758
1495812025975863211	700868964	3399248	1644079	274114252	3641196	516265235	19549
1495812026476477400	700865906	3465466	1692002	267655781	3599870	507230895	20354
1495812026977084297	700852580	3417219	1663431	271225576	3647315	511709357	20010
1495812027477725652	700895834	3381059	1643740	274405907	3600172	517145286	19606
1495812027978328424	700848876	3331592	1620413	275343932	3405300	525430561	19563
1495812028478984404	700912673	3395651	1664835	269899760	3440739	514136963	19975
1495812028979611134	700878875	3306622	1610823	276992346	3474898	525044817	19146
1495812029480251656	700902348	2975900	1446420	270689714	2541459	560055934	17134
1495812029980873011	700872004	3214123	1556452	266475703	2745867	549398639	18746
1495812030481483783	700853776	2988893	1451564	266892413	2474457	553936286	17143
1495812030982103388	700868848	3339390	1651393	233071131	2015575	541101595	19496
1495812031482714035	700856216	3486736	1722118	228919152	2123022	531408976	20007
1495812031983350265	700892960	3494050	1738180	228032548	2171066	510316033	19100
1495812032484047329	700963242	3500816	1738790	230730206	2131872	521872500	20251
1495812032984662725	700876802	3483631	1743535	228771783	2104171	530039853	19696
1495812033485280831	700863676	3301253	1637751	234254162	2007171	538912206	19134
1495812033985908644	700871926	3160569	1554828	232907033	1893562	547458076	18875
1495812034486522624	700866410	3103804	1535250	233807394	1893748	547823739	18516
1495812034987122771	700841764	3464978	1742321	227521586	2074559	528035447	19613
1495812035487726293	700842316	3146565	1557466	235386897	1921864	545455979	18797
1495812035988332732	700856256	3192455	1596893	231565457	1955164	542931846	18731
1495812036488986628	700841685	2972135	1480499	236114444	1849261	558793934	18038
1495812036989590192	700915443	3177054	1601096	234209577	1976055	547247959	18730
1495812037490211589	700874536	3347641	1697293	231484647	2068848	533637101	18884
1495812037990825194	700863492	3152117	1563252	235101476	1970872	547504290	18359
1495812038491427924	700843792	3273339	1648604	229478689	1996082	538584395	19388
1495812038992056613	700881798	3426465	1732310	229484784	2081270	531007255	19763
1495812039492658135	700842974	3204931	1580321	235447555	1970981	544428011	19203
1495812039993259365	700838484	3167697	1572794	233655997	1939983	545980024	18717
1495812040493923928	700864260	3767851	1920031	221742611	2250130	508339702	20509
1495812040994525700	700913292	3085346	1538876	235563235	1910507	539504411	17869
1495812041495134805	700853392	3399165	1704169	229855446	2071336	524499319	19084
1495812041995804952	700938920	3395577	1706360	232305618	2057497	533111523	19566
1495812042496395724	700829386	3389300	1701656	231855963	2062754	528444541	19884
1495812042996984121	700822034	3404856	1695091	231146726	2054943	532764391	19694
1495812043497592518	700852000	3328095	1659130	228553881	2035413	531385590	19694
1495812043998179456	700825116	3189322	1600448	232841192	1955186	538947121	19256
1495812044498777312	700836228	3649434	1928848	214409730	2241478	489407263	19928
1495812044999538708	701063128	3104196	1539108	234872091	1898480	543008842	18504
1495812045500227397	700968796	3524528	1780820	227466174	2118393	524262587	19763
1495812046000939960	700996974	3215366	1592378	233472393	1952329	536945758	18913
1495812046501645524	700992746	3336313	1670718	221363766	2084699	492648511	17883
1495812047002325712	700950580	3423180	1705791	231960167	2115418	532500623	19522
1495812047503002734	700950588	3521615	1759424	227137505	2239262	520781438	19631
1495812048003702964	700979193	3840339	1895106	222628474	2372225	505932466	20498
1495812048504521610	701143027	3310029	1631074	230277967	2104984	538169481	19294
1495812049005221424	700988280	3316181	1639690	231678919	2140803	536032775	19142
1495812049505916821	700971344	3345710	1664067	228628931	2128776	536596779	19405
1495812050006649051	701029472	3292902	1630420	229775917	2109338	536707422	18951
1495812050507325614	700944336	3195131	1578420	230782918	2063408	544134464	18881
1495812051008013719	700970156	3265987	1599350	230738497	2090141	538365891	19093
1495812051508712616	700975584	3548160	1741905	228774473	2242602	520325978	19934
1495812052009400596	700957885	3084712	1514591	234953217	2022892	547539319	18171
1495812052510012785	700863519	3394376	1668201	230045223	2184368	530398679	19443
1495812053010614015	700844192	3377176	1668041	233686894	2171029	535490785	19571
1495812053511217495	700839280	3351939	1655918	229293527	2130009	535996453	19317
1495812054011817600	700846924	3146311	1546790	232122802	2029893	552964964	18406
1495812054512443830	700869724	3195932	1587202	233217022	2055977	546061265	18678
1495812055013068769	700879756	3469917	1712128	228214996	2178152	527492028	19080
1495812055513687041	700868816	3224578	1581126	233277981	2066867	541242486	18896
1495812056014366521	700952706	3388280	1656778	230867470	2148654	534133041	19572
1495812056514979751	700857367	3403182	1693727	229568010	2175793	527622269	19399
1495812057015578648	700843109	3633667	1796094	223519422	2260140	520386291	20051
1495812057516181128	700838786	3241089	1602281	230497624	2092013	541453554	19184
1495812058016787817	700853084	3467775	1718857	228905571	2193521	526551051	19902
1495812058517411839	700874060	2352582	1202059	212372839	1755036	489494205	13261
1495812059018059235	474262345	4126436	1215403	102962622	1705182	208763308	20778
1495812059518701466	700877779	7702024	2225031	161063799	2624456	311207565	38883
1495812060019383612	700969500	7579541	2197507	164257662	2598361	322590405	38375
