#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496368130166556830	498029952	5310705	1570965	113427395	1803673	225596492	25379
1496368130667517976	773518782	8527693	2527733	170139780	2860045	332370192	40941
1496368131168366331	772193553	8391550	2500844	173524070	2845031	344913723	40444
1496368131669165645	801652750	8349207	2536533	181190231	2948687	359254459	40614
1496368132169910083	719280141	3580232	2466041	185913980	3238664	267671392	28766
1496368132670702729	936098844	3909370	2673118	217722808	3958293	338699430	31229
1496368133171518584	1000969528	3482952	2059740	350938065	3093897	783341682	31433
1496368133672234898	1337772747	3790566	1717143	573865295	2267116	1455973416	22190
1496368134172925378	1301505135	3561041	1317463	649962963	1954479	1808854620	14850
1496368134673695775	1329584828	3075172	1116466	641548931	1728065	2030930543	12217
1496368135174415546	1298392411	3910174	1435371	649335318	2316707	1775130349	15954
1496368135675166526	1332078896	4815839	1797510	619277794	3238837	1655753360	21702
1496368136175881506	1343473802	5477658	2078916	609049544	4000227	1508442045	25343
1496368136676731903	1396010655	6505815	2714192	561542437	6017733	1079146039	40022
1496368137177509133	1397117229	6238031	2609696	569289604	6002000	1094905749	40045
1496368137678374654	1399655965	6091006	2451315	573196322	3784127	1191954602	25474
1496368138179137968	1402395588	5968270	2307883	584868066	2399358	1287349709	13389
1496368138679922156	1396035438	3219717	1176649	649951840	1664654	1437359170	6881
1496368139180632428	1401999000	2390148	826017	661690600	1260769	1508305248	4813
1496368139681270825	1401779058	2213314	778854	643303585	1114582	1512397971	4641
1496368140181907971	1401793006	1893366	657899	633418228	944438	1523259078	4014
1496368140682546410	1401785612	2083198	806503	567568614	990035	1478714691	6947
1496368141183184598	1401783608	2815564	1176832	561538524	1340268	1432892947	10722
1496368141683883203	1401961516	2785576	1156149	559755820	1301584	1458440846	10539
1496368142184523225	1401802500	2129171	831086	565985962	958523	1490835076	7168
1496368142685184080	1401790608	2028415	798813	568324068	916434	1492730577	6594
1496368143185847769	1401904719	2122431	836011	570462944	997138	1486407204	7188
1496368143686508124	1401850033	2340789	940587	559758493	1080658	1479005144	8015
1496368144187169646	1401857325	2384118	973482	564414922	1135223	1477245242	8405
1496368144687807168	1401786155	3158218	1450798	532938558	1720448	1379846307	10582
1496368145188473314	1401862110	3743863	1721910	528904965	1894654	1355464591	12806
1496368145689138586	1401871474	4431572	2120591	510877097	2278156	1269619963	15847
1496368146189893608	1402121785	3968946	1846831	526665729	2014087	1343291671	13680
1496368146690616463	1402025921	4089691	1940551	520482612	2090035	1322833407	14459
1496368147191344943	1330768417	4246960	2058215	469962002	2466772	1162766742	15569
1496368147692092131	713352767	8597018	4382005	138724325	4427106	252568891	33755
1496368148192922903	712896353	8615721	4334569	138922166	4372800	253626031	33174
1496368148693728925	877022120	8622641	4505393	171434862	4726346	296827935	31949
1496368149194507404	499190305	2732092	1102675	100281705	1880480	215442429	10690
1496368149695356134	774776383	8566343	2527795	166775872	2871155	321628701	41058
1496368150196181948	773055322	8422990	2484600	171219821	2843939	336129815	40543
1496368150696980053	771091587	8319804	2465998	175051471	2829609	350201368	40108
1496368151197715533	767105559	4938785	1588608	239910424	1889810	536840018	24381
1496368151698456888	706003626	1343370	845050	300041587	1190505	704562426	11116
1496368152199162243	705998890	1410035	852915	155304808	1453913	440781903	14341
1496368152699866098	702771017	794309	349345	121543530	1128920	365517454	4487
1496368153200577619	701429778	94275	61346	161201241	766930	441994424	274
1496368153701281433	701880356	513588	189006	124173309	977040	386819286	1841
1496368154201996663	702133310	776652	239562	124146386	1363492	333250059	2539
1496368154702707810	703801064	871208	462170	155849092	1400824	362854882	6526
1496368155203506831	703336635	667090	378532	138064344	1141837	335034181	5448
1496368155704214936	703236297	652948	362607	136535924	1111953	331453397	5026
1496368156204923250	702835466	550410	323619	134096308	1089454	324252333	4316
1496368156705629063	702968132	508884	300674	145276953	904482	446048804	4430
1496368157206336085	701552504	106073	43070	355061664	473407	762754604	324
1496368157707040232	701714682	120930	54279	981417902	1321116	1237807619	609
1496368158207819753	701544420	132641	61865	171058414	379044	624840429	523
1496368158708505275	880676398	5390494	1528793	322546620	4600985	587741815	25956
1496368159209193922	1401927242	12711136	50007	693553841	11003773	1332909942	228
1496368159709899319	1272373961	11175708	81357	628362472	9749726	1210614122	753
1496368160210585424	1283714678	14793977	50350	575416413	8523990	1163181839	268
1496368160711271862	1401922086	18184476	48754	628002966	10137200	1260002054	229
1496368161211957634	1318715776	15002746	49018	546610236	8898559	1129427388	256
1496368161712696364	1358999041	1803052	117247	379609240	1572476	805509661	1115
1496368162213555052	1372807562	243661	96437	371889285	418550	764516679	681
1496368162714281157	1370415360	256157	99049	371520950	418211	763292929	685
1496368163214980762	1366147207	247857	96046	370995034	416481	763102194	673
1496368163715676701	1378323605	248330	95945	376661728	422698	775182348	671
1496368164216381222	1382513927	240199	93603	376117650	419906	773887815	657
1496368164717097702	1371373878	244410	95334	369448506	414899	759800650	669
1496368165217804099	1374072348	251253	98428	370871879	418051	762575960	686
1496368165718511413	1379279584	251748	98618	371832034	418725	763804156	674
1496368166219211893	1371066930	244381	94307	371142598	415971	763296039	662
1496368166719912831	1383107505	6907106	82242	463739878	4151887	944869677	523
1496368167220607978	1401953020	18319900	50094	616427522	10265458	1255758644	224
1496368167721377791	1402154752	18295037	49117	622092668	10259065	1264922061	224
1496368168222095771	1029621263	7454935	326841	420287917	5685491	929900802	788
1496368168722847959	708993900	1795098	704685	235971535	1470510	518905342	1416
1496368169223681481	513034567	2786708	832476	101665675	1236546	239646220	12943
1496368169724439044	773358569	8558164	2523097	168562331	2870343	326330743	41079
1496368170225197066	772814820	8416507	2486897	172402853	2835634	339682398	40463
1496368170725984879	771303521	8274095	2475338	175939881	2825858	354003447	40031
1496368171226692359	752098735	2941504	901321	104721348	1096503	226888402	14126
1496368171727402214	702989294	192723	99214	68262684	183239	164341263	1107
1496368172228105486	703096319	196842	103019	68466811	185903	164546542	1161
1496368172728874550	702773377	189293	98805	68388967	179322	164637346	1103
1496368173229577863	702714482	186167	96801	68360547	177538	164532345	1100
1496368173730278801	702990098	191386	98928	68398975	179321	164643383	1107
1496368174230982865	702999433	190860	98748	68366956	178979	164594242	1105
1496368174731680678	702744028	192377	98900	68358914	178393	164550141	1106
1496368175232383242	703103305	192713	99745	68427928	179675	164687064	1110
1496368175733083930	702976613	191908	99021	68389914	178996	164620936	1107
1496368176233837327	702825094	189552	100005	68413761	178954	164683562	1110
1496368176734546140	702830186	187193	99303	68380859	177502	164579867	1105
1496368177235328662	703063754	190133	98969	68430590	179156	164707797	1106
1496368177736029058	702760779	189140	98587	68344426	178445	164601736	1103
1496368178236731539	702664105	187077	97882	68402359	177053	164677545	1107
1496368178737444894	702918736	193601	100907	68393781	178369	164610242	1107
1496368179238300248	703016530	188536	99066	68421054	176503	164617006	1104
1496368179739058728	1049048194	454140	255999	208685648	715587	1096290423	2635
1496368180239819917	1366443277	1039088	632997	293327935	8717379	1443222885	7461
1496368180740588355	1359804908	2110040	1337356	344107056	6895328	784187418	17624
1496368181241348918	1402137948	218502	52010	800824159	1354130	1556994795	251
1496368181742107857	1402129780	212795	50552	835565299	1330394	1576548525	234
1496368182242867670	1402127102	208375	49642	850245321	1290568	1590525093	231
1496368182743678608	1402261042	214855	50645	864272137	1159704	1619296707	233
1496368183244442713	1402157869	205273	47399	874074213	1208572	1624998563	226
1496368183745199777	1402119779	210684	50133	865317284	1241193	1612097967	230
1496368184245950257	1402108573	208223	47960	866709640	1167583	1613768809	227
1496368184746697320	1402091701	208266	48570	860342564	1231920	1603326220	227
1496368185247452758	1402117450	208873	48589	864580366	1340237	1610924040	229
1496368185748205197	1402105946	208679	48749	870062900	1295612	1613881770	227
1496368186249034343	1402327236	209964	48679	849246932	1470798	1576851616	229
1496368186749855740	1402300221	210039	48998	864635034	1264808	1609603999	228
1496368187250533345	1401895335	208143	48541	851723729	1434920	1588797663	230
1496368187751212075	1401910804	207058	47898	868236868	1419864	1604087769	226
1496368188251887764	1401886047	207178	47241	855798943	1486903	1588083855	228
1496368188752587869	1401952783	206697	49670	814989498	1618508	1559629346	233
1496368189253412099	1398999606	242308	61484	532090585	1877643	1290587394	328
1496368189754166662	1383365590	313092	123863	519173703	2723587	1172671874	1396
