#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1495810857738952411	580925245	5925624	1721832	131307777	2060901	259177262	29762
1495810858239795433	901574209	9393613	2722587	198562872	3233053	385688963	47550
1495810858740414996	901101815	9191612	2673599	204543546	3182065	406606633	46739
1495810859241118060	901274297	6101775	2790653	210443194	3563828	351893078	39027
1495810859741757456	901148864	3843640	2794676	214576259	3639870	317353954	31439
1495810860242392020	901148260	3356211	1950334	237458637	3012513	444355878	32448
1495810860743122833	901325440	2322959	1263236	403348631	1707675	1034089581	17176
1495810861243748230	901125305	1743694	888528	439965687	1222558	1211590623	10897
1495810861744404377	901168574	1750688	800777	425767584	989399	1272807482	9346
1495810862245007190	901101311	1878783	886518	444761636	1146467	1217974380	10034
1495810862745602296	901067980	2061859	965075	437987973	1756113	1188954687	11216
1495810863246203568	901083650	2140693	1015420	436803268	2096405	1181091515	11783
1495810863746807256	901086959	2095899	979821	445826944	2127022	1203776258	11251
1495810864247413945	901096175	2226107	1052632	475212371	2566365	1235793814	12419
1495810864748018425	901086656	3796898	1885243	379558832	3882769	782022215	21841
1495810865248624947	901094309	4110129	2061480	346960925	4107438	660825221	24200
1495810865749293302	901199721	4099473	2022743	347335865	4094900	662401274	24186
1495810866249898782	901096460	4074845	1981188	350932430	4097849	668678279	23679
1495810866750579429	901217020	4189692	2101934	339941150	4084504	650186845	24747
1495810867251192867	901112224	4080677	2051559	342158836	4352005	648048884	24375
1495810867751826389	901141831	4173837	2126793	333970704	4455709	632052977	25170
1495810868252466328	901156099	4139147	2118024	335476989	4444859	634393478	25083
1495810868753077183	901095096	4075084	2071911	344535591	4408481	648706550	24077
1495810869253688621	901101000	4186518	2088759	338926892	4172024	648109283	24490
1495810869754361977	901215681	4096485	2027869	342679318	4253216	649533837	24093
1495810870254969040	901098344	3679297	1840597	334413256	3087515	701343689	21701
1495810870755588187	901113600	3951140	1995685	341624708	3504510	680043691	23079
