#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496375182921881046	parsec.dedup	1000	38	0.900000	0.292000	0.285000	355197364	3952925	1161164	86798744	1348813	174302273	18631
1496375183432202846	parsec.dedup	1000	38	0.900000	0.538000	0.520000	553911244	6455034	1906298	127388699	2166916	247422132	30795
1496375183942566938	parsec.dedup	1000	37	0.900000	0.538000	0.520000	552909538	6379095	1893308	128937943	2162822	253246581	30547
1496375184452995988	parsec.dedup	1000	37	0.900000	0.541000	0.523000	552934159	6145755	1822866	134217571	2101722	272305358	29219
1496375184962472831	parsec.dedup	1000	37	0.900000	0.544000	0.526000	547654132	3781882	2059025	148978584	2713412	227330129	26098
1496375185472616256	parsec.dedup	1000	37	0.900000	0.575000	0.556000	514406301	2787010	1965782	150863593	2648711	218346572	23364
1496375185982654390	parsec.dedup	1000	37	0.900000	0.533000	0.515000	703808802	3120533	2076810	178219947	3333381	284450806	27054
1496375186492522608	parsec.dedup	1000	38	0.900000	0.697000	0.676000	786280886	2610270	1517810	313721541	2196293	775903931	21668
1496375187002429325	parsec.dedup	1000	38	0.900000	0.712000	0.690000	949266846	3314318	1636292	393535773	2226237	951329662	21262
1496375187511855460	parsec.dedup	1000	38	0.900000	0.965000	0.937000	962046162	2770683	1022269	493529563	1567573	1341746100	11720
1496375188021404928	parsec.dedup	1000	38	0.900000	0.969000	0.940000	950855995	2703075	984376	480745204	1554105	1373566199	10504
1496375188530776188	parsec.dedup	1000	38	0.900000	1.029000	0.999000	956021941	2833432	1035090	463008876	1487048	1361953773	11654
1496375189040355572	parsec.dedup	1000	38	0.900000	0.969000	0.940000	947771073	2768991	1012802	465145502	1657502	1388802880	11296
1496375189549720457	parsec.dedup	1000	39	0.900000	1.000000	0.971000	946031858	3007927	1104882	461393823	1681311	1335892764	11613
1496375190059040717	parsec.dedup	1000	39	0.900000	0.962000	0.934000	955577620	3729879	1421601	438162810	2602623	1189374335	17142
1496375190568384685	parsec.dedup	1000	39	0.900000	0.971000	0.942000	960124105	3991850	1493910	453546951	2924211	1129944228	18336
1496375191077886487	parsec.dedup	1000	39	0.900000	0.985000	0.956000	988700447	4749585	1910722	422310883	4002980	900273008	26398
1496375191587391622	parsec.dedup	1000	39	0.900000	0.949000	0.921000	997143823	4804189	2006715	415454822	4471874	798872906	29357
1496375192097015631	parsec.dedup	1000	39	0.900000	0.948000	0.920000	997224454	4868472	2031005	414202650	4495559	796353217	29612
1496375192606734640	parsec.dedup	1000	39	0.900000	0.951000	0.923000	998457180	4693384	1912914	403539157	3120502	847121689	21405
1496375193116227483	parsec.dedup	1000	39	0.900000	0.942000	0.914000	1001346387	5475216	2131088	406882068	2108864	895923580	12429
1496375193625305952	parsec.dedup	1000	39	0.900000	0.953000	0.925000	1001346023	3062010	1135447	466092984	1496394	1008002047	6633
1496375194134433629	parsec.dedup	1000	39	0.900000	1.000000	0.971000	1001305788	1558271	522280	469280510	901338	1085580869	3015
1496375194643550389	parsec.dedup	1000	39	0.900000	1.013000	0.983000	1001343018	1789860	621976	479906753	1058178	1085999984	3617
1496375195152619941	parsec.dedup	1000	39	0.900000	1.016000	0.986000	1001319262	1876200	643330	482993885	1049849	1080898640	3761
1496375195661735618	parsec.dedup	1000	39	0.900000	1.018000	0.988000	1001330432	1650568	572950	460511007	828756	1086666255	3512
1496375196170776378	parsec.dedup	1000	39	0.900000	1.020000	0.990000	1001302422	1544221	526106	465561070	741684	1096858608	3194
1496375196679947180	parsec.dedup	1000	39	0.900000	1.019000	0.989000	1001309568	1574597	611270	422282040	771278	1072677995	4905
