#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496375182948579176	355197364	3952925	1161164	86798744	1348813	174302273	18631
1496375183449600739	553911244	6455034	1906298	127388699	2166916	247422132	30795
1496375183950414094	552909538	6379095	1893308	128937943	2162822	253246581	30547
1496375184451192574	552569694	6294075	1859217	131372117	2124239	261861393	30072
1496375184951930804	552934159	6145755	1822866	134217571	2101722	272305358	29219
1496375185452712034	547654132	3781882	2059025	148978584	2713412	227330129	26098
1496375185953620430	514406301	2787010	1965782	150863593	2648711	218346572	23364
1496375186454374160	703808802	3120533	2076810	178219947	3333381	284450806	27054
1496375186955129974	786280886	2610270	1517810	313721541	2196293	775903931	21668
1496375187455862996	949266846	3314318	1636292	393535773	2226237	951329662	21262
1496375187956587476	962046162	2770683	1022269	493529563	1567573	1341746100	11720
1496375188457307289	950855995	2703075	984376	480745204	1554105	1373566199	10504
1496375188958130936	956021941	2833432	1035090	463008876	1487048	1361953773	11654
1496375189458834291	947771073	2768991	1012802	465145502	1657502	1388802880	11296
1496375189959540187	946031858	3007927	1104882	461393823	1681311	1335892764	11613
1496375190460246417	955577620	3729879	1421601	438162810	2602623	1189374335	17142
1496375190961005772	960124105	3991850	1493910	453546951	2924211	1129944228	18336
1496375191461813752	988700447	4749585	1910722	422310883	4002980	900273008	26398
1496375191962609524	997143823	4804189	2006715	415454822	4471874	798872906	29357
1496375192463449129	997224454	4868472	2031005	414202650	4495559	796353217	29612
1496375192964116859	998457180	4693384	1912914	403539157	3120502	847121689	21405
1496375193464792297	1001346387	5475216	2131088	406882068	2108864	895923580	12429
1496375193965455903	1001346023	3062010	1135447	466092984	1496394	1008002047	6633
1496375194466113091	1001305788	1558271	522280	469280510	901338	1085580869	3015
1496375194966782904	1001343018	1789860	621976	479906753	1058178	1085999984	3617
1496375195467439968	1001319262	1876200	643330	482993885	1049849	1080898640	3761
1496375195968106906	1001330432	1650568	572950	460511007	828756	1086666255	3512
1496375196468755345	1001302422	1544221	526106	465561070	741684	1096858608	3194
1496375196969408950	1001309568	1574597	611270	422282040	771278	1072677995	4905
1496375197470065389	1001307726	1404289	515416	412798081	642662	1087425875	4213
1496375197970746369	1001369329	2311668	988916	398416245	1110395	1002739994	9092
1496375198471397932	1001302877	1655852	650984	408525985	759882	1068001024	5612
1496375198972048621	1001306310	1857074	752607	404428367	850581	1065076803	6618
1496375199472701434	1001301852	1488327	585202	411216839	685915	1072310168	5074
1496375199973503456	1001608479	1396880	509995	411038782	611099	1082927734	4121
1496375200474160227	1001289840	1772948	719746	405750282	801471	1058949154	6282
1496375200974810583	1001297007	1832094	722290	404261134	823332	1059011405	6347
1496375201475559979	1001510594	1566861	581555	407631602	703217	1081385971	4805
1496375201976216084	1001312539	1538399	596132	408896446	715368	1075128328	4963
1496375202476865481	1001300430	2389038	1112934	386467457	1344091	999249766	8025
1496375202977520211	996896689	2933719	1373595	384372383	1510831	986298283	10196
1496375203478319025	1001583660	2681810	1211835	391288249	1344992	1004354166	8897
1496375203979127921	1001615570	3244057	1545697	378355946	1659099	948107672	11456
1496375204479919360	999178763	3212105	1552297	383349379	1649675	959542131	11416
1496375204980668798	1001493534	2998546	1430390	383677478	1520432	987149446	10405
1496375205481424153	1001523505	2857846	1343606	387125647	1458640	983581556	9955
1496375205982156841	1001455652	3226743	1542633	379603396	1630266	962387767	11327
1496375206483000905	722144985	4620313	2313884	218942502	2607122	496783046	17746
1496375206983775051	508848094	6550842	3253860	106507738	3361468	193965046	25652
1496375207484545823	508560989	6517078	3264952	105907270	3327825	193381383	25272
1496375207985315678	508556188	6492858	3247309	106057699	3322855	193526734	25378
1496375208486095699	509008092	4788266	2466225	113184666	2876094	207351990	18210
1496375208986891888	369402641	2479665	730848	81366350	1296508	175507652	11180
1496375209487666951	553926684	6479145	1911857	126405667	2173970	243940662	30884
1496375209988627639	553087123	6398798	1892808	128640009	2160388	251948019	30523
1496375210489478994	552450073	6314762	1872869	130417636	2140133	258673571	30202
1496375210990380765	551754764	6215086	1872715	132372441	2136294	266754055	29966
1496375211491102912	553768439	3620282	1214025	205327677	1437962	448249514	18101
1496375211991810559	504709382	719262	425452	179837985	665663	467582684	5290
