#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481215176138584308	automotive_bitcount	1500	55	1.000000	0.357000	0.391000	473680023	0	221726	65370	53119	53889962	83057
1481215176647491212	automotive_bitcount	1500	56	1.000000	0.919000	0.997000	751248861	0	43007	18748	8882	93951318	18128
1481215177156262948	automotive_bitcount	1500	55	1.000000	0.918000	0.996000	750915284	0	44389	19457	9153	98311591	18544
1481215177665355478	automotive_bitcount	1500	55	1.000000	0.931000	1.010000	750920179	0	44928	19972	9437	98626791	18584
1481215178174188631	automotive_bitcount	1500	55	1.000000	0.925000	1.003000	750893290	0	42488	19393	8676	97867862	18021
1481215178683018910	automotive_bitcount	1500	55	1.000000	0.919000	0.997000	750866378	0	45425	21049	9495	95774543	18365
1481215179191781855	automotive_bitcount	1500	55	1.000000	0.919000	0.997000	750907669	0	44029	20431	9364	91172915	18286
1481215179700588425	automotive_bitcount	1500	55	1.000000	0.917000	0.994000	750913547	0	43563	19091	9204	90991859	18024
1481215180209284203	automotive_bitcount	1500	55	1.000000	0.931000	1.010000	750914205	0	43171	19573	9172	90977378	17759
1481215180718037565	automotive_bitcount	1500	55	1.000000	0.927000	1.005000	750906281	0	45090	20641	9613	90985180	18146
1481215181226817427	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750914094	0	43908	19804	9355	90961776	17807
1481215181735679414	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750910775	0	44976	20343	9812	90980767	18215
1481215182244481818	automotive_bitcount	1500	55	1.000000	0.918000	0.996000	750914561	0	42609	19594	9092	90971283	17337
1481215182753273221	automotive_bitcount	1500	55	1.000000	0.930000	1.009000	750920789	0	44157	20112	9605	90951494	17752
1481215183261984333	automotive_bitcount	1500	55	1.000000	0.931000	1.010000	750910146	0	43942	19866	9525	90974276	17648
1481215183770861195	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	751015229	0	43675	19787	9448	90976271	17872
