#Timestamp	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481215176155430507	473680023	0	221726	65370	53119	53889962	83057
1481215176656232104	751248861	0	43007	18748	8882	93951318	18128
1481215177156844741	750915284	0	44389	19457	9153	98311591	18544
1481215177657432421	750884233	0	44502	19035	8801	98573400	17865
1481215178158050100	750920179	0	44928	19972	9437	98626791	18584
1481215178658636654	750893290	0	42488	19393	8676	97867862	18021
1481215179159224667	750866378	0	45425	21049	9495	95774543	18365
1481215179659829680	750907669	0	44029	20431	9364	91172915	18286
1481215180160440859	750913547	0	43563	19091	9204	90991859	18024
1481215180661049413	750914205	0	43171	19573	9172	90977378	17759
1481215181161655426	750906281	0	45090	20641	9613	90985180	18146
1481215181662265313	750914094	0	43908	19804	9355	90961776	17807
1481215182162875701	750910775	0	44976	20343	9812	90980767	18215
1481215182663490172	750914561	0	42609	19594	9092	90971283	17337
1481215183164099435	750920789	0	44157	20112	9605	90951494	17752
1481215183664772447	750910146	0	43942	19866	9525	90974276	17648
1481215184165386668	751015229	0	43675	19787	9448	90976271	17872
1481215184665993889	750911231	0	42447	19144	9350	90956711	17690
1481215185166598944	750905518	0	44005	20311	9485	90953357	18116
1481215185667269832	751006086	0	44255	19439	9337	90950874	17765
1481215186167856386	750876890	0	45555	20169	9590	90982347	18245
1481215186668446857	750883764	0	43973	19669	9045	90940581	17555
1481215187169033203	750881595	0	44283	19798	9546	90971772	18095
1481215187669621340	750877264	0	44079	20253	9221	90940577	17959
1481215188170330228	751063281	0	45079	19894	9357	90969831	18378
1481215188670916616	750877694	0	42493	18509	8910	90951598	18413
1481215189171508462	750886954	0	43450	18917	9230	90956589	18504
1481215189672093766	750875733	0	42750	18566	8897	90832519	18237
1481215190172676445	750870697	0	45871	20690	9552	90856168	18323
1481215190673265874	750885939	0	43317	19480	9119	90861940	17672
1481215191173857012	750886859	0	43491	20208	9273	90871582	17961
1481215191674440400	750869292	0	42594	19113	9179	90819338	17728
1481215192175156371	751074338	0	43750	20121	9490	90870445	18228
1481215192675734883	750865933	0	43144	19736	9339	90821383	17701
1481215193176323229	750881231	0	43149	18713	9220	92449451	17860
1481215193676913825	750881582	0	42382	19272	9459	94000398	17822
1481215194177506588	750888520	0	45073	20038	9762	94297432	18192
1481215194678111892	750907243	0	42554	19226	9384	98476162	17480
1481215195178701488	750884177	0	44263	19462	9335	99162053	17861
1481215195679360459	618117272	0	64189	24500	13780	66862247	23039
1481215196180158347	639691155	0	385799	149296	749186	234972950	211946
1481215196680779235	750930345	0	165792	87287	867083	279411385	139911
1481215197181395248	750920500	0	172145	86691	874448	279359815	140627
1481215197682012635	750925653	0	171304	84597	876875	279584977	140242
1481215198182625315	750919223	0	170845	85472	874953	279589062	139789
1481215198683241244	750919940	0	168367	85272	875385	279543859	140313
1481215199183856298	750922252	0	162683	83790	864557	279304378	140167
1481215199684475436	750928720	0	153725	85246	879969	278996808	140095
1481215200185145240	751002004	0	164137	84617	880481	278771421	140298
1481215200685765711	750926536	0	167536	83799	880152	278852874	139989
1481215201186380057	750922849	0	170518	86490	879960	278926812	140051
1481215201686999278	750927391	0	167734	82010	879751	278909744	140613
1481215202187616124	750922616	0	171443	84236	880300	278809830	140326
1481215202688235887	750928245	0	169128	84165	880551	278847366	140451
1481215203188853400	750924671	0	171366	84989	880300	278914475	140094
1481215203689465246	750913748	0	168218	83456	881012	279382733	140352
1481215204190128717	750997240	0	168172	86722	881124	279366661	139768
1481215204690741563	750918028	0	167709	84931	880856	279332253	140393
1481215205191348284	750907376	0	162830	86419	880698	279362588	140228
1481215205691951171	750903664	0	153910	84038	879759	279041709	139893
1481215206192606059	750980164	0	163010	87327	880770	278815769	140735
1481215206693187613	750870088	0	171319	84920	880747	278905471	140072
1481215207193771543	750877736	0	169394	84918	881512	278978888	140252
1481215207694350222	750863500	0	169967	85805	880985	279153362	140019
1481215208194987859	750957140	0	170527	88303	881542	279281637	140036
1481215208695587747	750893560	0	168721	84775	880781	279401951	139941
1481215209196189135	750900944	0	149150	86424	881192	279418098	139721
1481215209696899898	751068456	0	168084	84791	880647	279421978	140369
1481215210197575660	751014400	0	167211	83118	881727	279249260	140817
1481215210698252715	751012780	0	167916	84351	881166	279488155	140097
1481215211198935269	751022116	0	167246	85231	880900	279323106	140226
1481215211699610490	751013168	0	153988	85536	880774	279541575	140045
1481215212200325212	751069220	0	158838	87189	881686	279483560	140012
1481215212701003141	751013400	0	169069	85939	881703	279370259	140018
1481215213201676737	751008340	0	174021	89381	881855	279688814	140360
1481215213702346000	751003792	0	169331	88208	881305	278761679	140207
1481215214203022596	751013304	0	170108	85318	881492	278818672	140318
1481215214703752776	714422068	0	188912	90180	871453	263289900	141887
1481215215204476080	539496699	0	1735246	773989	924831	356564888	990168
1481215215705278635	751202276	0	2128752	1019403	1256736	518355895	1272142
