#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1496408925140403985	495486313	43997	3007909	45568569	112967588	131487442	8621108
1496408925641327090	773332703	71822	4779666	67794988	170329616	204008117	13770836
1496408926142117195	771759499	71195	4738624	70188257	173400889	205163337	13613451
1496408926642888300	797166928	71555	4643376	72703823	180384365	208265844	14081211
1496408927143680946	720045203	57700	2076494	48327154	186541906	151862812	15811397
1496408927644437635	935293276	62463	2446654	60928754	217862485	192284405	17627041
1496408928145226573	1009937111	56765	3488061	78840689	380689272	282768580	17860721
1496408928645925761	1331657405	46295	6140369	115632984	546989535	403606379	22534211
1496408929146639700	1328864748	24103	5125948	125105965	663769471	442573529	14614035
1496408929647332471	1320745163	22525	4760537	135054369	617106683	406832820	14040057
1496408930148007535	1390380955	8859	5520799	160959479	715020118	467504312	13782746
1496408930648848931	1398880163	7221	6134187	158546158	761484557	500352026	13902564
1496408931149529662	1401921054	12317	10251405	190887000	699745834	507347554	22093560
1496408931650231642	1401886680	40628	12034750	189218218	601181014	487777960	27041633
1496408932150918705	1401871155	72860	8713545	153862431	572341122	449334368	27238910
1496408932651599727	1401861319	65636	9527174	166744232	566942720	454561043	26378125
1496408933152301624	1401838047	70309	9939509	178933318	540409574	448651540	24044161
1496408933653067895	1399138137	68182	10226223	174472762	531742054	447857694	24954600
1496408934153859708	1391422885	60895	10845896	174581804	526168559	449665553	24763519
1496408934654509355	1401659503	67950	10470261	184938392	538140107	458623857	23078661
1496408935155155169	1401820154	67014	10717416	189097477	537816913	458821612	22811463
1496408935655845316	1393248411	61592	11595636	189526234	504372942	455747899	22271093
1496408936156490671	1390503764	49657	12346215	198602562	523034188	467165054	22903333
1496408936657136484	1397214447	62669	12356376	223139560	489186382	465073120	17953648
1496408937157818298	1390492450	69093	11336283	206272225	468325853	444677468	18298455
1496408937658581403	1394312979	57868	13473367	209238444	477601740	464120889	20437130
1496408938159213924	1394528783	68788	12020302	210636823	481573238	455471660	18354692
1496408938659863946	1392811748	67341	11792552	212561668	484570039	449992520	18413489
1496408939160505551	1378455175	59629	12174687	198979949	444739017	435470711	19290410
1496408939661148573	1401769004	64913	12089276	225066919	486985478	464157634	17648720
1496408940161814387	1401852031	65522	12267748	222211367	489958478	465030617	17591556
1496408940662497992	1387337594	62880	12288841	205413770	462062562	444873226	19798020
1496408941163140639	1389359448	61620	12433461	214957448	477057984	455978492	18384017
1496408941663945369	1402244557	66664	12254925	219121419	488890351	463614047	18440850
1496408942164584557	1385341777	62999	11939268	209962472	462876500	444188815	19255139
1496408942665241371	1387424092	58954	12329081	209078351	464830451	446560827	19739652
1496408943165979226	1364507871	62827	11574710	210626391	472084529	446598665	17553923
1496408943666623164	1389873180	56849	10616883	190301459	423374709	411837263	22965275
1496408944167280103	1372143433	37760	10580276	173337532	387089476	381028527	29757992
1496408944667928874	1382751265	52529	10355936	173424001	392258228	389633480	30903087
1496408945168746229	1375267161	40688	9816263	156870985	370436155	364445208	37284371
1496408945669518959	1379896734	50162	10473477	167374417	391837117	388090462	32472715
1496408946170264439	1394237561	51964	10850904	179719874	414352413	403447030	32798820
1496408946670994544	1386819806	54174	10589519	185387787	410417118	401428655	28371371
1496408947171782899	1313719445	50879	9627292	162730325	378810650	377952503	26482696
1496408947672513046	714717843	33131	2627917	49339228	140501511	162433930	11341551
1496408948173257484	713099192	33420	2740856	48693341	139312079	162346432	11532185
1496408948674061589	712845623	33597	2684797	48822795	139661765	162276746	11247743
1496408949174814778	714005381	22362	2138255	51099385	143264154	153998360	10173427
1496408949675599174	523102696	38846	2780675	45539392	109505574	125689698	8895266
1496408950176392738	773482846	71871	4783095	67318787	169760052	203989358	13826987
1496408950677141926	772372077	70992	4749761	69945373	173127862	205385621	13708858
1496408951177951781	781423712	70026	4716490	73169776	178130716	208109059	13678883
1496408951678775011	732962805	20136	1346701	115254769	286029445	199100824	7039868
1496408952179523866	707124454	24407	1063669	82935674	236329921	185288100	8380729
1496408952680345971	705985845	18901	6932740	94517148	149953488	188230292	6883973
1496408953181054242	704122762	7416	4887229	82293698	121222820	149719302	5220322
1496408953681758931	702677710	1585	5958917	95006547	160800030	192340537	4951523
1496408954182468828	703271685	3693	9157667	102960577	123498028	202920206	4005525
1496408954683164349	704353148	9184	3345166	71017429	139572741	136246171	5769780
1496408955183934121	704849973	11392	2096997	69218974	147214527	122994966	4892404
1496408955684637768	704492348	11022	2146959	67312843	137564898	118240668	4353486
1496408956185353414	704980284	12673	2156444	67955431	139173368	120334913	4633627
1496408956686109061	704780082	10525	2047360	66183361	134814827	115720785	4324227
1496408957186898333	702662090	264	13940276	146941323	157796491	296850149	3690464
1496408957687605729	702642721	652	5387975	78378117	771153269	324463213	74209964
1496408958188424918	703362197	1595	8944531	107728552	566564123	328228448	50498110
1496408958689137773	707827717	28925	10944000	121059273	184813512	273318298	6167116
