#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496368961482341927	354392833	3929946	1161115	86754202	1347892	174255927	18710
1496368961983301657	554047527	6451973	1907854	127480224	2160933	247711147	30844
1496368962484136178	553166180	6396884	1899333	129083260	2160353	253719879	30651
1496368962984879033	552357339	6291675	1878515	131166464	2144571	261702803	30235
1496368963485608555	553228981	6127814	1827377	134300954	2107655	272501841	29281
1496368963986435535	548828351	3714899	2083895	150798789	2761028	229296356	26221
1496368964487290765	514362790	2878391	2036273	151876543	2665808	219712322	23546
1496368964988106328	703305564	3746909	2184263	176490129	3241462	283039179	26990
1496368965488845683	803878850	3155087	1703848	308685112	2485395	708206902	24050
1496368965989666371	964618236	2935652	1355426	429818494	1819241	1079996535	18241
1496368966490374935	979112713	2397456	896433	505849938	1177839	1383777912	10809
1496368966991102998	955116943	2692851	1003181	495651400	1581807	1360823097	11489
1496368967491830228	968291249	2985970	1090594	484032922	1765697	1371299751	12280
1496368967992527583	954483284	2975782	1102369	481466814	1780301	1331949421	12192
1496368968493294022	961834813	3251009	1213357	482621128	2219054	1257065696	15113
1496368968994005335	960818427	4217716	1577753	446389242	2895970	1108914617	18788
1496368969494787982	945241879	4022559	1511232	440973895	2760812	1120432701	17749
1496368969995508170	997002569	4757028	1980712	417230024	4414012	801688971	29541
1496368970496259150	996523887	4753379	1977416	419282526	4412085	805361230	29356
1496368970996937714	996508560	4898744	2007461	400946884	3582834	821792157	24748
1496368971497614860	996448400	5073409	1959764	406815898	1894914	915247069	11262
1496368971998278549	1001318100	3110600	1153283	463834874	1483137	1007389910	6715
1496368972498940904	1001333055	1651865	562075	470292667	957748	1083165507	3245
1496368972999617759	1001342529	1746984	602025	472173622	1010696	1081076951	3474
1496368973500284489	1001348928	1813525	622600	477202994	975152	1085880695	3627
1496368974000940219	1001312709	1788542	607821	476745318	976373	1077696453	3478
1496368974501593741	1001310873	1389630	469635	449216596	665907	1096508226	2832
1496368975002242388	1001298868	1717767	597005	478853836	848705	1077163548	3599
1496368975502895868	1001307374	1556982	587269	406319164	705302	1073872955	5120
1496368976003632931	1001472156	1924332	774250	409841542	895400	1057981752	7113
1496368976504287953	1001310727	1777618	690119	402515922	823263	1042622804	6160
1496368977004961183	1001341664	1736333	684474	407272915	790458	1067349474	5978
1496368977505639330	1001364900	2240715	930440	400732779	1020930	1033437619	8607
1496368978006292810	1001309427	1416860	517826	411383689	622537	1082386673	4233
1496368978506939207	1001294556	1686469	659742	408059203	765715	1064443709	5658
1496368979007613479	1001335333	1476045	560561	408801854	672388	1080839147	4770
1496368979508309876	1001396577	1678860	663594	406889059	756656	1069230991	5704
1496368980009058439	1001508921	1649348	636744	408088462	748315	1074481013	5344
1496368980509713086	1001313444	1863889	806644	396149977	1075601	1025370851	5922
1496368981010372191	1001315034	2994937	1390608	382845196	1500087	985129963	10266
1496368981511023921	1001311566	2932677	1337936	389262544	1454833	994003702	10002
