#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496368961456285046	parsec.dedup	1000	38	0.900000	0.331000	0.323000	354392833	3929946	1161115	86754202	1347892	174255927	18710
1496368961966713846	parsec.dedup	1000	38	0.900000	0.538000	0.520000	554047527	6451973	1907854	127480224	2160933	247711147	30844
1496368962476928188	parsec.dedup	1000	38	0.900000	0.540000	0.522000	553166180	6396884	1899333	129083260	2160353	253719879	30651
1496368962986954988	parsec.dedup	1000	38	0.900000	0.541000	0.523000	553228981	6127814	1827377	134300954	2107655	272501841	29281
1496368963497287789	parsec.dedup	1000	38	0.900000	0.542000	0.524000	548828351	3714899	2083895	150798789	2761028	229296356	26221
1496368964007540172	parsec.dedup	1000	38	0.900000	0.573000	0.554000	514362790	2878391	2036273	151876543	2665808	219712322	23546
1496368964517465140	parsec.dedup	1000	38	0.900000	0.535000	0.517000	703305564	3746909	2184263	176490129	3241462	283039179	26990
1496368965027446857	parsec.dedup	1000	38	0.900000	0.534000	0.516000	803878850	3155087	1703848	308685112	2485395	708206902	24050
1496368965536932117	parsec.dedup	1000	38	0.900000	0.535000	0.518000	964618236	2935652	1355426	429818494	1819241	1079996535	18241
1496368966046468835	parsec.dedup	1000	39	0.900000	0.980000	0.951000	979112713	2397456	896433	505849938	1177839	1383777912	10809
1496368966555758553	parsec.dedup	1000	39	0.900000	1.031000	1.001000	955116943	2692851	1003181	495651400	1581807	1360823097	11489
1496368967064975938	parsec.dedup	1000	39	0.900000	1.032000	1.002000	968291249	2985970	1090594	484032922	1765697	1371299751	12280
1496368967574313406	parsec.dedup	1000	39	0.900000	1.002000	0.972000	954483284	2975782	1102369	481466814	1780301	1331949421	12192
1496368968083509000	parsec.dedup	1000	39	0.900000	1.001000	0.971000	961834813	3251009	1213357	482621128	2219054	1257065696	15113
1496368968592852093	parsec.dedup	1000	39	0.900000	0.983000	0.954000	960818427	4217716	1577753	446389242	2895970	1108914617	18788
1496368969102183269	parsec.dedup	1000	39	0.900000	0.962000	0.934000	945241879	4022559	1511232	440973895	2760812	1120432701	17749
1496368969611677821	parsec.dedup	1000	39	0.900000	0.968000	0.939000	997002569	4757028	1980712	417230024	4414012	801688971	29541
1496368970121346497	parsec.dedup	1000	39	0.900000	0.948000	0.920000	996523887	4753379	1977416	419282526	4412085	805361230	29356
1496368970631021131	parsec.dedup	1000	39	0.900000	0.953000	0.925000	996508560	4898744	2007461	400946884	3582834	821792157	24748
1496368971140415183	parsec.dedup	1000	39	0.900000	0.950000	0.922000	996448400	5073409	1959764	406815898	1894914	915247069	11262
1496368971649664401	parsec.dedup	1000	39	0.900000	0.962000	0.934000	1001318100	3110600	1153283	463834874	1483137	1007389910	6715
1496368972159034994	parsec.dedup	1000	39	0.900000	1.000000	0.971000	1001333055	1651865	562075	470292667	957748	1083165507	3245
1496368972668167963	parsec.dedup	1000	39	0.900000	1.007000	0.977000	1001342529	1746984	602025	472173622	1010696	1081076951	3474
1496368973177303140	parsec.dedup	1000	39	0.900000	1.019000	0.989000	1001348928	1813525	622600	477202994	975152	1085880695	3627
1496368973686458733	parsec.dedup	1000	39	0.900000	1.010000	0.980000	1001312709	1788542	607821	476745318	976373	1077696453	3478
1496368974195475785	parsec.dedup	1000	39	0.900000	1.022000	0.992000	1001310873	1389630	469635	449216596	665907	1096508226	2832
1496368974704822253	parsec.dedup	1000	39	0.900000	1.004000	0.974000	1001298868	1717767	597005	478853836	848705	1077163548	3599
1496368975213867180	parsec.dedup	1000	39	0.900000	1.015000	0.985000	1001307374	1556982	587269	406319164	705302	1073872955	5120
1496368975722935649	parsec.dedup	1000	39	0.900000	0.986000	0.957000	1001472156	1924332	774250	409841542	895400	1057981752	7113
1496368976232055826	parsec.dedup	1000	39	0.900000	0.984000	0.955000	1001310727	1777618	690119	402515922	823263	1042622804	6160
1496368976741200211	parsec.dedup	1000	39	0.900000	0.987000	0.958000	1001341664	1736333	684474	407272915	790458	1067349474	5978
1496368977250120263	parsec.dedup	1000	39	0.900000	0.986000	0.957000	1001364900	2240715	930440	400732779	1020930	1033437619	8607
1496368977759173732	parsec.dedup	1000	39	0.900000	0.972000	0.943000	1001309427	1416860	517826	411383689	622537	1082386673	4233
1496368978268172534	parsec.dedup	1000	39	0.900000	0.987000	0.958000	1001294556	1686469	659742	408059203	765715	1064443709	5658
1496368978777443294	parsec.dedup	1000	39	0.900000	0.983000	0.954000	1001335333	1476045	560561	408801854	672388	1080839147	4770
1496368979286714471	parsec.dedup	1000	39	0.900000	0.975000	0.946000	1001396577	1678860	663594	406889059	756656	1069230991	5704
1496368979795957022	parsec.dedup	1000	39	0.900000	0.974000	0.945000	1001508921	1649348	636744	408088462	748315	1074481013	5344
1496368980305096699	parsec.dedup	1000	39	0.900000	0.982000	0.953000	1001313444	1863889	806644	396149977	1075601	1025370851	5922
1496368980814284959	parsec.dedup	1000	39	0.900000	0.971000	0.942000	1001315034	2994937	1390608	382845196	1500087	985129963	10266
1496368981323460553	parsec.dedup	1000	39	0.900000	0.965000	0.937000	1001311566	2932677	1337936	389262544	1454833	994003702	10002
1496368981832972521	parsec.dedup	1000	39	0.900000	0.966000	0.937000	1001308578	3251732	1553434	374500934	1690605	942399983	11833
1496368982342842571	parsec.dedup	1000	39	0.900000	0.952000	0.924000	1001578515	3063346	1391349	385166947	1562632	968836073	10922
1496368982852385748	parsec.dedup	1000	39	0.900000	0.954000	0.926000	1001625726	3115762	1400091	385791643	1550926	979624817	10638
1496368983361821299	parsec.dedup	1000	39	0.900000	0.949000	0.921000	1001513103	2709907	1186801	389889593	1318738	1004359460	8889
1496368983871043934	parsec.dedup	1000	39	0.900000	0.966000	0.937000	995703184	3051775	1364566	380322285	1514199	966214794	10676
1496368984380307153	parsec.dedup	1000	39	0.900000	0.960000	0.932000	905637832	3629154	1721784	318448509	2062968	768952558	13230
1496368984889750621	parsec.dedup	1000	38	0.900000	0.689000	0.668000	509811292	6736024	3224138	107370993	3363033	194916174	26237
1496368985399160797	parsec.dedup	1000	38	0.900000	0.504000	0.487000	509722167	6642494	3126165	107072255	3299932	195840669	25430
1496368985908649265	parsec.dedup	1000	38	0.900000	0.504000	0.487000	509381773	6675067	3190460	106694617	3317202	194686399	25408
1496368986418152358	parsec.dedup	1000	38	0.900000	0.504000	0.487000	509375969	6585285	3057899	108022656	3308186	196621748	25768
1496368986927964909	parsec.facesim	1000	38	0.900000	0.504000	0.487000	354012727	1034668	497184	74165114	1296608	151346841	3364
1496368987438383626	parsec.facesim	1000	38	0.900000	0.311000	0.303000	553138069	6294977	1849626	132510429	2118560	262978256	29883
1496368987948783801	parsec.facesim	1000	38	0.900000	0.538000	0.520000	553294748	6414114	1898920	128008830	2164022	249529814	30727
1496368988459037560	parsec.facesim	1000	37	0.900000	0.539000	0.521000	552717505	6362888	1884482	129695897	2154047	256231442	30417
1496368988969155027	parsec.facesim	1000	37	0.900000	0.541000	0.523000	551955457	6262843	1861151	131696587	2128310	263818477	30046
1496368989478605953	parsec.facesim	1000	37	0.900000	0.543000	0.526000	569591894	5454701	1678136	171499439	1956160	355625857	26297
1496368989987991046	parsec.facesim	1000	37	0.900000	0.604000	0.585000	505125315	732928	455467	204120714	661064	484974706	5508
1496368990497250640	parsec.facesim	1000	37	0.900000	0.603000	0.583000	504570629	762398	516250	198689687	772037	559373611	7121
1496368991007052441	parsec.facesim	1000	37	0.900000	0.507000	0.490000	506739801	1336766	889751	127394105	1447807	283333811	14179
1496368991516339326	parsec.facesim	1000	37	0.900000	0.518000	0.501000	502671045	536015	177043	96616604	592581	318198675	1534
1496368992025631211	parsec.facesim	1000	37	0.900000	0.497000	0.481000	503273779	397032	233113	98910603	1081524	266605253	3413
1496368992535032512	parsec.facesim	1000	37	0.900000	0.526000	0.509000	502748892	490073	175273	96696483	723548	303573988	1684
1496368993044257730	parsec.facesim	1000	37	0.900000	0.517000	0.500000	502632045	434643	210231	99028254	1093802	267728730	2229
1496368993553612949	parsec.facesim	1000	37	0.900000	0.518000	0.501000	503921014	647121	377868	122833559	1083044	298917434	5453
1496368994063049583	parsec.facesim	1000	37	0.900000	0.503000	0.486000	503231379	459887	270879	110595378	1034016	254069041	3387
1496368994572348635	parsec.facesim	1000	37	0.900000	0.532000	0.514000	503515080	459206	278692	107162964	873736	260278894	3800
1496368995081633145	parsec.facesim	1000	37	0.900000	0.496000	0.480000	503612913	538100	324250	110122149	949815	268395781	4752
1496368995590812988	parsec.facesim	1000	37	0.900000	0.502000	0.485000	503626432	481277	288445	107628153	911417	261272362	4034
1496368996100173582	parsec.facesim	1000	37	0.900000	0.487000	0.471000	503814880	525049	317281	101867923	961525	251092731	4739
1496368996609384133	parsec.facesim	1000	37	0.900000	0.484000	0.468000	502169653	74681	31225	126771610	275796	465386122	131
1496368997118669393	parsec.facesim	1000	37	0.900000	0.526000	0.509000	502312378	94046	41820	355388382	458627	629246853	327
1496368997628011737	parsec.facesim	1000	37	0.900000	0.543000	0.526000	502508829	77701	27909	782031939	1021431	950103904	130
1496368998137740204	parsec.facesim	1000	37	0.900000	0.826000	0.801000	502310685	164787	74491	231520215	427145	538480022	800
1496368998647119839	parsec.facesim	1000	37	0.900000	0.544000	0.526000	504495318	621388	389692	133843826	690511	419889416	6029
1496368999157067848	parsec.facesim	1000	37	0.900000	0.542000	0.525000	681493310	3723097	1128900	285273645	4373236	499179340	20287
1496368999666554025	parsec.facesim	1000	37	0.900000	0.712000	0.690000	1001423340	5645556	48304	508456749	8152690	977545679	229
1496369000175775410	parsec.facesim	1000	38	0.900000	1.006000	0.976000	1001432268	5790047	49258	517996832	8208017	990936915	227
