#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495874958733655847	parsec.dedup	1400	37	1.000000	0.310000	0.333000	452058672	42290	2779594	43527786	107948089	124099914	7926523
1495874959243593023	parsec.dedup	1400	37	1.000000	0.769000	0.815000	701208254	68136	4376577	64164152	161950225	191886984	12476125
1495874959753420157	parsec.dedup	1400	37	1.000000	0.774000	0.820000	700943664	67620	4346773	66315077	164722249	193252483	12341196
1495874960263182500	parsec.dedup	1400	37	1.000000	0.781000	0.827000	700853484	60687	2142879	50311932	184971873	155733249	14987724
1495874960773223509	parsec.dedup	1400	37	1.000000	0.778000	0.824000	700892936	53054	1859616	49598806	182492376	154110730	14299547
1495874961282658977	parsec.dedup	1400	37	1.000000	0.789000	0.836000	700959058	58968	1876487	47925547	187524300	161857468	15414125
1495874961792378195	parsec.dedup	1400	38	1.000000	0.784000	0.831000	701039198	27400	2430828	61156313	321752474	220431243	9794681
1495874962301717663	parsec.dedup	1400	38	1.000000	0.925000	0.980000	700841084	20365	2798521	65677218	337129195	231497175	8872274
1495874962811352256	parsec.dedup	1400	38	1.000000	0.916000	0.970000	700855776	12940	2688512	66760375	364299043	243539887	6455419
1495874963320697182	parsec.dedup	1400	38	1.000000	0.948000	1.004000	700847172	12624	3224477	72393008	342727396	239564958	6786322
1495874963829995734	parsec.dedup	1400	38	1.000000	0.951000	1.008000	700847888	13322	2905548	71099880	342809739	235476316	6683322
1495874964339158619	parsec.dedup	1400	38	1.000000	0.944000	1.001000	700838704	13581	1875857	73585524	339049474	216152544	6744466
1495874964848494337	parsec.dedup	1400	38	1.000000	0.909000	0.964000	700849940	15438	2105267	67304655	346124509	230473571	7399427
1495874965357638639	parsec.dedup	1400	38	1.000000	0.924000	0.980000	700837584	15355	2107029	71584116	336381618	224211779	7523418
1495874965866907691	parsec.dedup	1400	38	1.000000	0.955000	1.012000	700920857	14979	1989719	67352207	350788016	230612416	7445674
1495874966376326825	parsec.dedup	1400	38	1.000000	0.940000	0.997000	700878027	16695	2241410	58195023	370605841	239854308	8098473
1495874966885506044	parsec.dedup	1400	38	1.000000	0.943000	1.000000	700852574	25225	3204770	58236142	346243202	239314436	10357448
1495874967394829470	parsec.dedup	1400	38	1.000000	0.942000	0.999000	700973890	34480	4174738	74778034	282313619	224711632	12863601
1495874967904220647	parsec.dedup	1400	38	1.000000	0.871000	0.923000	700861616	35242	4224760	74603205	277755680	224288328	12705855
1495874968413528657	parsec.dedup	1400	38	1.000000	0.863000	0.914000	700862376	34741	4240699	74785518	279073518	224781050	12735552
1495874968922976375	parsec.dedup	1400	38	1.000000	0.863000	0.914000	700860552	34051	4253043	75125357	282514150	225839050	12820777
1495874969432434676	parsec.dedup	1400	38	1.000000	0.871000	0.923000	700856832	35790	4279850	74287393	272725185	223629945	12496145
1495874969941945311	parsec.dedup	1400	38	1.000000	0.854000	0.905000	700946984	35174	4278450	74701221	277184693	225064804	12684463
1495874970451469154	parsec.dedup	1400	38	1.000000	0.867000	0.919000	700844680	35435	4057670	72226361	273337698	219966261	13063844
1495874970961077705	parsec.dedup	1400	38	1.000000	0.856000	0.907000	700860794	36585	4082604	72143127	267814036	218923197	12756706
1495874971471024131	parsec.dedup	1400	38	1.000000	0.858000	0.909000	700889366	36036	4066590	72230479	271162983	219561078	12924760
1495874971980512682	parsec.dedup	1400	38	1.000000	0.860000	0.911000	700856504	34814	4155455	72628838	275783976	221839176	13130116
1495874972490012234	parsec.dedup	1400	38	1.000000	0.857000	0.908000	700845128	35335	4366593	74470349	273778916	224345593	12410757
1495874972999440618	parsec.dedup	1400	38	1.000000	0.862000	0.913000	700856320	35738	4294640	73156631	271017058	222650839	12658186
1495874973508844128	parsec.dedup	1400	38	1.000000	0.858000	0.909000	700851260	34298	4314643	73777439	277270769	224320763	12897647
1495874974018235471	parsec.dedup	1400	38	1.000000	0.855000	0.906000	700952832	30012	5622694	93723680	267635842	236882308	10714455
1495874974527701565	parsec.dedup	1400	38	1.000000	0.867000	0.919000	700864728	33855	4771712	84062703	269693087	227906187	11438130
1495874975037118908	parsec.dedup	1400	38	1.000000	0.868000	0.920000	700852101	30420	5680705	91285887	264936513	236919302	10910509
1495874975546542667	parsec.dedup	1400	38	1.000000	0.848000	0.898000	700835827	32906	5470011	100992212	233749288	222207094	8536473
1495874976056100927	parsec.dedup	1400	37	1.000000	0.843000	0.893000	700866456	32322	5506446	98340373	225099774	222139266	8793788
1495874976565468229	parsec.dedup	1400	38	1.000000	0.825000	0.874000	700947216	30047	6302075	96684742	230470190	230359570	9723771
1495874977074788655	parsec.dedup	1400	37	1.000000	0.846000	0.896000	700878110	33678	5675703	96717860	230839678	223690674	8513239
1495874977584126873	parsec.dedup	1400	38	1.000000	0.835000	0.885000	700916654	31118	5603379	100917130	229495278	221075418	8808293
1495874978093480175	parsec.dedup	1400	38	1.000000	0.848000	0.898000	701075728	32412	5739317	100004407	233864926	224832973	8532898
1495874978602835143	parsec.dedup	1400	37	1.000000	0.843000	0.893000	700874502	32292	5727464	105146008	232748842	229131417	8015343
1495874979112144320	parsec.dedup	1400	37	1.000000	0.837000	0.887000	700915062	31630	5865100	103413388	234185270	227873214	8573353
1495874979621519746	parsec.dedup	1400	37	1.000000	0.844000	0.894000	700929162	31525	5680715	100643609	228021254	223032910	8511583
1495874980130748881	parsec.dedup	1400	37	1.000000	0.834000	0.884000	700904486	32532	5831127	102047082	235051927	227240695	8263167
1495874980640205266	parsec.dedup	1400	37	1.000000	0.846000	0.896000	700877360	31355	5810558	103389353	232252388	227681812	8356728
1495874981149568026	parsec.dedup	1400	37	1.000000	0.844000	0.894000	700881448	30902	5827626	107604527	237112853	229957159	8298545
1495874981658928911	parsec.dedup	1400	37	1.000000	0.840000	0.890000	700924444	31698	5628193	102408758	234358711	224182724	8895338
1495874982168198171	parsec.dedup	1400	37	1.000000	0.836000	0.886000	700873422	30698	5794127	100581653	231089399	224935896	8850728
1495874982677674514	parsec.dedup	1400	37	1.000000	0.845000	0.895000	700912750	31155	5759120	102990574	235523634	228290115	8576482
1495874983187200357	parsec.dedup	1400	37	1.000000	0.839000	0.889000	700883125	32301	5575750	103331047	230203014	225359078	8344473
1495874983696614033	parsec.dedup	1400	37	1.000000	0.838000	0.888000	700902331	32021	5589702	100688749	229265580	222281163	8706769
1495874984205942918	parsec.dedup	1400	37	1.000000	0.841000	0.891000	700886124	32884	5620242	101549810	235439795	227496953	8358966
1495874984715321386	parsec.dedup	1400	37	1.000000	0.840000	0.890000	700890036	31712	5691313	101264305	229360567	225615957	8669596
1495874985224693521	parsec.dedup	1400	37	1.000000	0.844000	0.894000	700890769	31438	5738786	95327133	222722114	221306644	9173597
1495874985734140823	parsec.dedup	1400	37	1.000000	0.847000	0.897000	700876335	30565	6199968	103580933	238863169	231815562	8761639
1495874986245317413	parsec.dedup	1400	37	1.000000	0.837000	0.887000	701000530	30529	5931678	95903312	226441238	223916342	9087512
1495874986755559505	parsec.dedup	1400	37	1.000000	0.843000	0.893000	701142618	32041	5634915	99882911	232459299	222660591	8536182
1495874987265279723	parsec.dedup	1400	37	1.000000	0.837000	0.887000	700961702	33249	5712064	98023589	232060429	222984078	8604992
1495874987775010274	parsec.dedup	1400	37	1.000000	0.841000	0.891000	700966066	32345	5644944	100815064	230835013	223093451	8401347
1495874988284443784	parsec.dedup	1400	37	1.000000	0.837000	0.887000	700970648	33361	5630582	101315093	228457396	226038299	8400271
1495874988793856252	parsec.dedup	1400	37	1.000000	0.835000	0.885000	700930876	33189	5810207	101240380	233634222	228404899	8180709
1495874989303279803	parsec.dedup	1400	37	1.000000	0.840000	0.890000	700983242	32298	5855536	102171537	234788067	228225980	8358631
1495874989812697355	parsec.dedup	1400	37	1.000000	0.836000	0.886000	700951998	31679	5640302	97784023	225827887	223720380	8870265
1495874990322155781	parsec.dedup	1400	37	1.000000	0.846000	0.896000	701058580	32540	5776899	98099045	230888631	224918292	8829533
1495874990831623749	parsec.dedup	1400	37	1.000000	0.848000	0.898000	700996264	27377	5584538	93917635	226861726	222939334	8809285
1495874991343147215	parsec.dedup	1400	37	1.000000	0.824000	0.873000	700997761	31817	5552175	99330892	231134954	220485470	8697062
1495874991853209307	parsec.dedup	1400	37	1.000000	0.835000	0.885000	700998168	30803	5700910	98369933	225378872	221613507	9056521
1495874992362555067	parsec.dedup	1400	37	1.000000	0.834000	0.884000	701001913	31546	5689237	95178697	224521479	222259554	9324717
1495874992872038535	parsec.dedup	1400	37	1.000000	0.851000	0.902000	701005008	32638	5593286	102665960	229480314	225433023	8283992
1495874993381576503	parsec.dedup	1400	37	1.000000	0.840000	0.890000	700962622	31558	5737154	101232181	233714683	225702395	8693728
1495874993891176471	parsec.dedup	1400	37	1.000000	0.846000	0.896000	700975284	32373	5564229	102908732	226902501	224341486	8256488
1495874994400648814	parsec.dedup	1400	37	1.000000	0.831000	0.880000	700968856	32144	5684400	102233790	230987236	226936909	8626260
1495874994910172573	parsec.dedup	1400	37	1.000000	0.843000	0.893000	700955700	32138	5667881	105128774	232716474	228016591	8113901
1495874995419606666	parsec.dedup	1400	37	1.000000	0.840000	0.890000	701009302	32080	5745057	102915212	231914378	227909799	8346464
1495874995928895510	parsec.dedup	1400	37	1.000000	0.843000	0.893000	700871126	32311	5827022	96392781	230196460	224743309	8919636
1495874996438204436	parsec.dedup	1400	37	1.000000	0.842000	0.892000	700891668	31670	5746676	103155467	232288720	227268261	8397899
1495874996947678071	parsec.dedup	1400	37	1.000000	0.852000	0.903000	700864370	32778	5652927	99644162	234105898	224755626	8761994
1495874997457179956	parsec.dedup	1400	37	1.000000	0.833000	0.882000	700861222	32119	5625546	101231767	232209347	224310703	8739000
1495874997966614715	parsec.dedup	1400	37	1.000000	0.833000	0.882000	700838269	32013	5653687	102440153	229659668	225298758	8343698
1495874998475977309	parsec.dedup	1400	37	1.000000	0.835000	0.885000	700858081	30917	5700662	107033054	233145331	227940413	8100129
1495874998985521152	parsec.dedup	1400	37	1.000000	0.841000	0.891000	700869880	31830	5675233	102022329	231001515	226671220	8441116
1495874999494982453	parsec.dedup	1400	37	1.000000	0.841000	0.891000	700840414	30643	5824676	101378732	231630491	226116138	8768396
1495875000004336755	parsec.dedup	1400	37	1.000000	0.847000	0.897000	700842608	32247	5820804	102045708	232490889	228613011	8354380
1495875000513750431	parsec.dedup	1400	37	1.000000	0.834000	0.884000	700901233	32503	5662626	97901251	228547078	222258910	8928891
1495875001023284524	parsec.dedup	1400	37	1.000000	0.834000	0.884000	700892123	32140	5687262	102301897	232597357	226263785	8578101
1495875001532677575	parsec.dedup	1400	37	1.000000	0.841000	0.891000	700834038	31892	5536262	99446259	223265843	221537683	8789852
1495875002042055460	parsec.dedup	1400	37	1.000000	0.832000	0.881000	700839772	32438	5622461	104253847	230864280	226259090	8173567
1495875002551558845	parsec.dedup	1400	37	1.000000	0.843000	0.893000	700968382	31140	5422919	97407919	225777445	221785192	8358135
1495875003061025230	parsec.dedup	1400	37	1.000000	0.844000	0.894000	700880172	21443	3917873	81701628	191745185	184932991	8417229
1495875003570947864	parsec.facesim	1400	37	1.000000	0.783000	0.829000	472673328	43721	2903454	45362219	112691474	129825536	8220914
1495875004080720873	parsec.facesim	1400	37	1.000000	0.769000	0.815000	700832067	68148	4369367	64105507	162006810	192080722	12441413
1495875004590753757	parsec.facesim	1400	37	1.000000	0.775000	0.821000	701032950	67413	4344087	66441931	165059606	193588124	12331977
1495875005100645350	parsec.facesim	1400	37	1.000000	0.778000	0.824000	701092579	65769	4283936	69063603	168277873	194337958	12085884
1495875005609911568	parsec.facesim	1400	37	1.000000	0.831000	0.880000	700876507	20048	1322210	114554753	281728841	192789928	6652936
1495875006119748410	parsec.facesim	1400	37	1.000000	0.918000	0.973000	700883724	22567	1033946	81370353	233868417	186476155	8361415
1495875006629019670	parsec.facesim	1400	37	1.000000	0.797000	0.844000	700891516	21141	6407213	91315262	151244526	181949941	7537602
1495875007138117889	parsec.facesim	1400	37	1.000000	0.786000	0.833000	700860276	7563	5332475	83799167	120088423	154722788	5378117
1495875007647285899	parsec.facesim	1400	37	1.000000	0.758000	0.803000	700843940	709	5943760	94737851	159740409	190917117	5053508
1495875008156504243	parsec.facesim	1400	37	1.000000	0.754000	0.799000	700901204	3649	9126268	103474830	123834155	202531311	4151701
1495875008666297377	parsec.facesim	1400	37	1.000000	0.777000	0.823000	700852852	6978	3374687	68982990	134851297	131453148	5538386
1495875009175506304	parsec.facesim	1400	37	1.000000	0.757000	0.802000	700872436	13189	2078233	70816291	150247492	127029443	5420413
