#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495874958759085938	452058672	42290	2779594	43527786	107948089	124099914	7926523
1495874959259902334	701208254	68136	4376577	64164152	161950225	191886984	12476125
1495874959760567148	700943664	67620	4346773	66315077	164722249	193252483	12341196
1495874960261162711	700838294	65590	4279756	69159006	168217344	194126641	12083617
1495874960761774191	700853484	60687	2142879	50311932	184971873	155733249	14987724
1495874961262429130	700892936	53054	1859616	49598806	182492376	154110730	14299547
1495874961763087610	700959058	58968	1876487	47925547	187524300	161857468	15414125
1495874962263833507	701039198	27400	2430828	61156313	321752474	220431243	9794681
1495874962764434862	700841084	20365	2798521	65677218	337129195	231497175	8872274
1495874963265047967	700855776	12940	2688512	66760375	364299043	243539887	6455419
1495874963765649531	700847172	12624	3224477	72393008	342727396	239564958	6786322
1495874964266253219	700847888	13322	2905548	71099880	342809739	235476316	6683322
1495874964766853783	700838704	13581	1875857	73585524	339049474	216152544	6744466
1495874965267459346	700849940	15438	2105267	67304655	346124509	230473571	7399427
1495874965768058160	700837584	15355	2107029	71584116	336381618	224211779	7523418
1495874966268715348	700920857	14979	1989719	67352207	350788016	230612416	7445674
1495874966769340578	700878027	16695	2241410	58195023	370605841	239854308	8098473
1495874967269951809	700852574	25225	3204770	58236142	346243202	239314436	10357448
1495874967770645622	700973890	34480	4174738	74778034	282313619	224711632	12863601
1495874968271261519	700861616	35242	4224760	74603205	277755680	224288328	12705855
1495874968771875374	700862376	34741	4240699	74785518	279073518	224781050	12735552
1495874969272489479	700860552	34051	4253043	75125357	282514150	225839050	12820777
1495874969773103751	700856832	35790	4279850	74287393	272725185	223629945	12496145
1495874970273774981	700946984	35174	4278450	74701221	277184693	225064804	12684463
1495874970774379587	700844680	35435	4057670	72226361	273337698	219966261	13063844
1495874971274995858	700860794	36585	4082604	72143127	267814036	218923197	12756706
1495874971775625755	700889366	36036	4066590	72230479	271162983	219561078	12924760
1495874972276240277	700856504	34814	4155455	72628838	275783976	221839176	13130116
1495874972776841549	700845128	35335	4366593	74470349	273778916	224345593	12410757
1495874973277453863	700856320	35738	4294640	73156631	271017058	222650839	12658186
1495874973778058134	700851260	34298	4314643	73777439	277270769	224320763	12897647
1495874974278737948	700952832	30012	5622694	93723680	267635842	236882308	10714455
1495874974779357386	700864728	33855	4771712	84062703	269693087	227906187	11438130
1495874975279962075	700852101	30420	5680705	91285887	264936513	236919302	10910509
1495874975780559222	700835827	32906	5470011	100992212	233749288	222207094	8536473
1495874976281178077	700866456	32322	5506446	98340373	225099774	222139266	8793788
1495874976781854974	700947216	30047	6302075	96684742	230470190	230359570	9723771
1495874977282480412	700878110	33678	5675703	96717860	230839678	223690674	8513239
1495874977783134476	700916654	31118	5603379	100917130	229495278	221075418	8808293
1495874978283902539	701075728	32412	5739317	100004407	233864926	224832973	8532898
1495874978784524978	700874502	32292	5727464	105146008	232748842	229131417	8015343
1495874979285180749	700915062	31630	5865100	103413388	234185270	227873214	8573353
1495874979785845563	700929162	31525	5680715	100643609	228021254	223032910	8511583
1495874980286487251	700904486	32532	5831127	102047082	235051927	227240695	8263167
1495874980787112815	700877360	31355	5810558	103389353	232252388	227681812	8356728
1495874981287743712	700881448	30902	5827626	107604527	237112853	229957159	8298545
