#Timestamp	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481244724070504923	474513330	0	221707	67307	54728	54121776	84991
1481244724571277519	751201398	0	43292	18864	8610	93986582	18416
1481244725071864282	750878728	0	43283	19943	9047	97234769	18362
1481244725572436794	750859451	0	41880	19533	8595	98795394	17668
1481244726073030140	750885337	0	43373	19774	8851	98665860	18197
1481244726573590903	750854025	0	40922	19125	8629	98026545	17881
1481244727074155415	750832322	0	44393	20097	9218	95618647	18442
1481244727574740678	750875939	0	42596	19205	9011	91661606	17901
1481244728075458441	751074847	0	44086	20667	9076	90981134	18529
1481244728576043245	750875629	0	41550	18167	8582	90948187	18137
1481244729076628924	750876317	0	43338	18260	8887	90968304	18705
1481244729577218145	750881434	0	43884	18736	8982	90965387	18513
1481244730077806283	750882822	0	45005	20355	9438	90977567	18450
1481244730578393337	750880637	0	43702	19908	8649	90944894	18147
1481244731078982141	750881175	0	43777	20574	9217	90956941	18103
1481244731579568196	750877125	0	43839	19934	8863	90942957	18468
1481244732080288583	751078483	0	43808	20574	9189	90987068	18493
1481244732580877346	750881581	0	42737	19880	8919	90946134	18219
1481244733081459400	750873816	0	43968	20408	9071	90965965	18391
1481244733582118830	750986800	0	42923	19657	9114	90948671	17816
1481244734082700467	750867927	0	44685	20752	9538	90947404	18391
1481244734583285772	750875807	0	43165	20121	8921	90948582	17979
1481244735083873201	750881423	0	44867	19637	9272	90906449	18271
1481244735584457797	750876708	0	44037	19453	8797	90933138	18163
1481244736085041934	750873879	0	45006	20267	9115	90934754	18663
1481244736585621822	750871287	0	43916	20140	8976	90909311	18434
1481244737086204918	750870218	0	45477	20455	9051	90933545	18522
1481244737586785514	750870230	0	44551	19698	9227	90882903	17962
1481244738087368026	750870345	0	45376	20152	9075	90873260	18421
1481244738587952747	750876991	0	43318	19786	8852	90828797	18260
1481244739088546552	750885628	0	44542	19442	9099	90853998	18345
1481244739589213564	751004030	0	43534	18890	8736	90840930	18329
1481244740089983077	750985394	0	43424	18491	8851	90872443	19112
1481244740590644757	751158354	0	42257	18056	8273	90832211	18487
1481244741091301770	750984768	0	43918	19177	8785	92769073	18496
1481244741591961616	750988875	0	43218	19209	8738	93913142	18025
1481244742092619920	750981843	0	46756	20436	9451	94150394	18831
1481244742593279599	750986871	0	44715	19752	8960	97760356	18263
1481244743093951571	751007006	0	45245	19629	8945	99428645	18372
1481244743594665417	618592404	0	66365	25012	14219	67332888	23344
1481244744095432680	638807045	0	383999	147207	745486	234813398	210718
1481244744596029609	750892682	0	170962	84212	862340	279155087	138746
1481244745096626872	750896160	0	171949	87545	869638	279247178	138783
