#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1496402710775497623	495991153	43977	3018583	45641877	113143965	131853852	8694332
1496402711276434436	773578262	71584	4773578	67811116	170553404	204489078	13765763
1496402711777243458	771642989	70884	4734902	70284991	173435602	205296364	13574728
1496402712278031313	796090840	71779	4641154	72695188	180129743	208331508	13949810
1496402712778971334	719285227	58004	1861139	48680315	187129166	149248076	15698677
1496402713279729189	933484708	62890	2322773	61347653	219002845	192600333	17166996
1496402713780553503	998468218	56564	3602415	85438796	348581716	258658169	18120470
1496402714281279274	1331630773	41952	6664799	117143290	553345370	408959257	24502905
1496402714781978629	1346954503	22422	5207583	125096469	694668979	462450940	15995031
1496402715282674609	1303285885	23844	3857946	126826662	625174127	402819039	13814046
1496402715783389631	1313491187	26494	3933514	118495821	651918378	427415860	14863320
1496402716284115320	1321129008	35930	4975537	131216008	607845679	409631147	17064819
1496402716784802841	1354023076	44134	5907098	128890556	610066313	432902313	19805793
1496402717285560821	1393060967	73868	8778491	149158532	561098729	441186721	27257197
1496402717786267510	1394793024	74558	8871753	149850255	561816719	442706799	27248311
1496402718286976573	1394787705	75461	8822146	147223042	550214426	437545079	27619711
1496402718787682928	1399129201	43799	10711380	179815481	551341812	453873030	26976000
1496402719288501491	1395450032	12299	12017143	201447543	598892632	480912456	24492485
1496402719789146680	1401807806	11294	13264186	220760891	583981189	495542779	21647292
1496402720289801743	1401820996	5337	13818330	235808112	656401184	524032328	21786295
1496402720790456265	1401837731	4598	14770206	251114671	638920514	534787902	20992313
1496402721291094162	1401788992	6568	15646856	269945574	588260814	526227203	16978233
1496402721791730767	1401787076	11056	15406839	265801791	555937330	510850259	17445412
1496402722292377247	1401811303	7306	15925486	271360456	575304722	517010606	16497672
1496402722793023061	1401784266	7713	15312380	282862296	565441424	513000887	14728831
1496402723293914124	1402284266	7853	15825533	276574939	565829550	519223919	15226654
1496402723794620437	1402205024	8857	15428600	275940026	561192750	511008962	15552176
1496402724295256293	1401783378	7907	15800219	275229797	564959731	518052562	15144137
1496402724795895064	1401794054	7111	15446076	283204725	566188284	515238213	15092537
1496402725296531503	1401777512	9129	14918947	265554818	550416068	502653466	15887637
1496402725797234566	1401931779	13730	14179363	256127078	535292105	493718203	16416923
1496402726298073838	1402384663	14002	14760558	251026480	529423869	495281393	17425339
1496402726798876610	1397606009	16432	14206898	240181967	521747233	482158706	17385782
1496402727299621215	1402083020	13079	14702440	256430661	534718100	497573286	15926497
1496402727800365861	1402103994	15854	14458544	247069402	523646774	492297253	17017297
1496402728301091550	988002281	26260	6853712	114115987	278795089	282021948	14851546
1496402728801916405	713097125	33056	2813264	48491797	138212652	161235054	12181618
1496402729302654010	713074276	33369	2735727	48514965	138532805	161261260	12103062
1496402729803422990	713797613	21446	2105124	50694643	141882346	151608896	10566222
1496402730304195428	522892399	39607	2818599	45812330	110565351	127057556	8938704
1496402730805013908	773175469	71871	4781438	67357232	169787417	203885782	13779210
1496402731305766304	772286168	70979	4747242	69934165	173069194	205229234	13638608
1496402731806559784	781007467	70006	4696910	73015055	177782868	207502573	13600440
1496402732307343181	731137727	19391	1305905	114655012	285270344	198437108	7111495
1496402732808063203	707273309	24980	1068166	83274314	236777827	184869536	8384386
1496402733308851433	705648509	18348	6974832	95068304	149314389	187745998	7064249
1496402733809563829	704159065	7396	4838389	81570192	120858389	148729505	5423708
1496402734310277393	702927536	1591	5960547	95169743	161018528	192528250	5000640
1496402734810987956	703277477	3715	9180321	102711177	123207985	201734445	4253145
1496402735311696228	704469124	9170	3375104	70926179	139409489	136141666	6050789
1496402735812417666	704598005	11370	2113400	68854675	146518420	122482593	5256711
1496402736313255105	704322429	11006	2164361	66992618	137010520	117601333	4567930
1496402736813971085	705033548	11869	2206621	67256747	138079341	119273136	4627782
1496402737314700023	704954824	11348	2093968	66601149	135831707	116884735	4645772
1496402737815401670	702515238	265	13710568	145225573	156718317	293105275	3501866
1496402738316194983	703090598	654	5658326	80487740	756590343	324801769	72603139
1496402738816909588	703188921	1601	8755687	105718068	581334736	328867324	52102385
1496402739317612443	707456885	27821	11151101	122802537	184968580	275585703	6111924
1496402739818393048	1192968676	24828	1665853	63019941	553262509	319687912	16023567
1496402740319085403	1401935434	458	1554373	70240524	712177128	391365132	17288636
1496402740819767717	1161351386	1505	1193069	60919027	563844605	311370924	15024161
1496402741320449530	1401903520	458	1550530	72799469	641277505	368799742	21302167
1496402741821136677	1401930890	462	1535237	73397387	646684335	370833341	21282563
1496402742321830824	1301667426	1811	429503	46109037	411490504	237735158	29382564
1496402742822574762	1378411821	1184	133681	15035031	370943791	201389771	48300370
1496402743323357117	1366460443	1144	128284	14913672	367578035	199694761	47815455
1496402743824054680	1383685415	1212	129406	15103261	373295942	202472052	48692759
1496402744324752410	1376032784	1174	128446	15118772	374163678	203027131	48722614
1496402744825456974	1380134496	1166	126649	15047860	372069412	201906094	48403900
1496402745326161912	1372282410	1195	130683	14903870	367511137	199583744	47903379
1496402745826865226	1382863390	1180	128491	15182997	375773472	203819913	48883213
1496402746327569706	1374590918	1169	128010	15058583	372068675	201887065	48458953
1496402746828369269	1377370704	1184	131588	15132556	372910564	202389406	48539267
1496402747329070499	1377675714	1166	128131	15108325	373024134	202497112	48814440
1496402747829846604	1399324557	533	1461864	68137223	616464430	350869883	24005161
1496402748330540959	1401944552	452	1487105	73530854	646754299	366794030	21572836
1496402748831234689	1213927995	430	951143	67455698	518131175	293327403	15249369
1496402749331957919	777362384	2152	1130405	132454404	332256180	217058160	7755919
1496402749832732649	521429341	3160	761265	42445582	79289081	74074885	8518484
1496402750333533379	743523853	67222	4564463	67377929	168024203	197938282	13122874
1496402750834386567	772080713	71649	4756619	68329285	171087187	204537768	13746327
1496402751335125797	771550123	70656	4723600	71418210	175158860	206485939	13579530
1496402751835895527	776479483	47725	3274357	60386411	142283239	152869838	9622585
1496402752336600049	702669850	1751	514354	35068666	68355594	42464275	888440
1496402752837308029	703019762	1855	517818	35076606	68543759	42663325	931227
1496402753338012801	702786971	1748	502186	35044326	68311092	42245416	918569
1496402753838779323	702840155	1742	542712	35021899	68272257	42881099	919977
1496402754339492844	703051857	1746	555134	35041603	68306095	43129441	922162
1496402754840202449	703045580	1748	525750	35025495	68282974	42635859	930142
1496402755340912804	702677678	1743	533986	35022608	68257213	42754253	919407
1496402755841619118	703093974	1752	522409	35033365	68314591	42596346	928502
1496402756342327348	702879006	1749	532064	35032289	68295738	42728330	922847
1496402756843117203	702795652	1749	566723	35067147	68374061	43318839	924598
1496402757343953724	703166048	1750	561021	35082823	68397230	43258658	927488
1496402757844670996	702704908	1744	550336	35064286	68341805	43039632	920603
1496402758345387018	702561814	1732	542235	35027292	68280368	42862015	915953
1496402758846096331	702786529	1743	506684	35011273	68266675	42281818	928655
1496402759346811520	702891611	1746	511249	35043359	68332812	42390580	926273
1496402759847519958	702487650	1737	484781	35005824	68235995	41928857	921197
1496402760348276813	788453719	3753	1549308	43032037	106226404	97568046	2221981
1496402760848992168	1380758363	5289	5909733	73493133	337950600	425253532	8383114
1496402761349723940	1376006593	42877	4224963	151405970	277993604	181132302	52906064
1496402761850431628	1375549477	4128	11572320	202273323	633743636	424729229	16497950
1496402762351119567	1401932464	468	15904674	235268418	837540499	599110426	5199348
1496402762851810838	1401923674	464	16223382	232813688	839366083	604281605	5920499
1496402763352493819	1401923683	460	14977218	235992373	854338741	594719705	6457758
1496402763853216382	1401895936	454	14920816	237378723	868851222	602710323	5538065
1496402764353893695	1402032721	454	15081791	236634940	868715623	603879961	5183408
1496402764854572842	1401903019	460	15733390	235014203	853821128	604823367	5186281
1496402765355253697	1401913586	454	15653172	236867508	858305975	608297423	5017472
1496402765855940552	1401913410	454	15764134	234713545	852353098	603829935	5676605
1496402766356627324	1401931890	454	15348120	234999918	864991776	604084833	5787443
1496402766857374929	1402094318	456	16244472	232235631	847197606	608129789	6149219
1496402767358062076	1401922831	454	15929963	232947497	849537684	602910534	5454711
1496402767858796764	1402052528	460	15645793	232378950	848749521	597375460	5992618
1496402768359471453	1401903324	458	15447919	233158962	863894044	602839487	5598129
1496402768860138808	1401864666	450	16081589	230387037	847095530	601922666	5874297
1496402769360813913	1401890106	454	16003981	229823401	833140449	591136984	6129028
1496402769861481518	1398824129	540	10771020	223354056	630167676	405363141	13640385
1496402770362157332	1386054678	1680	13327971	207242362	595820554	444970045	13488771
1496402770862823562	1399059260	2633	18019475	191364466	447185890	479428149	18972656
1496402771363579875	1377324100	2415	18490483	190203768	448222030	500176587	19364651
1496402771864265688	535305242	46095	3170459	48502756	120481324	140277715	9191291
