#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495865289496972366	parsec.dedup	1000	35	0.900000	0.201000	0.199000	321229590	30769	2066699	33570023	82397495	93246615	5845572
1495865290007325458	parsec.dedup	1000	35	0.900000	0.511000	0.500000	501138496	51293	3310182	47390562	120491624	143427254	9427029
1495865290517414133	parsec.dedup	1000	35	0.900000	0.515000	0.504000	500805593	50916	3279618	48651563	122153134	144073337	9340798
1495865291027359476	parsec.dedup	1000	35	0.900000	0.516000	0.505000	500711794	49335	3265874	52850326	127514607	146711482	9133411
1495865291536907277	parsec.dedup	1000	35	0.900000	0.517000	0.506000	500767217	48084	2128285	42072447	137040866	128048117	11077898
1495865292046881578	parsec.dedup	1000	35	0.900000	0.524000	0.513000	500864687	46644	1583471	39481525	151076332	121514350	12456209
1495865292556881753	parsec.dedup	1000	35	0.900000	0.533000	0.522000	500823847	36728	1412814	38961463	135680096	120730230	10484870
1495865293066877846	parsec.dedup	1000	35	0.900000	0.526000	0.515000	500764104	51630	1540141	37215009	145971349	125629961	13096735
1495865293576286439	parsec.dedup	1000	36	0.900000	0.532000	0.521000	500688401	20990	1965092	45160150	236702732	164528962	7266637
1495865294086248490	parsec.dedup	1000	36	0.900000	0.613000	0.600000	500705353	20763	1756755	45432898	238028312	162418158	7633063
1495865294595431166	parsec.dedup	1000	36	0.900000	0.620000	0.607000	500723218	9220	2127909	51974218	254695482	172383450	5316877
1495865295104720176	parsec.dedup	1000	36	0.900000	0.621000	0.608000	500679413	8981	1799578	48811669	266670856	174053577	4691827
1495865295614036103	parsec.dedup	1000	36	0.900000	0.628000	0.615000	500696707	8973	2091891	56853765	236474924	160127156	4306878
1495865296123185863	parsec.dedup	1000	36	0.900000	0.620000	0.607000	500798549	9302	2424145	51650558	250481311	176720670	5508165
1495865296632527165	parsec.dedup	1000	36	0.900000	0.604000	0.591000	500706297	10662	2282858	49059016	252613062	176470235	5127551
