#Timestamp	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481211478457688611	1001222181	0	1350593	659347	1199759	676149756	777759
1481211478958335461	1001304884	0	1369946	659652	1177899	678180781	797334
1481211479458933896	1001199994	0	1283970	624455	1171839	683703523	760066
1481211479959532791	1001199246	0	1298418	627027	1168236	683966657	765280
1481211480460193270	1001324160	0	1298894	630122	1179599	683476880	770070
1481211480960791293	1001201961	0	1343045	637648	1185275	676678663	773728
1481211481461405190	1001232339	0	1392785	662786	1191752	677703591	801446
1481211481961995215	1001182790	0	1330517	631997	1167670	683806153	764274
1481211482462597572	1001205585	0	1315440	631942	1177324	684126539	764294
1481211482963200014	665722866	0	404669	140554	204473	338405812	162904
1481211483463787622	1001184116	0	210299	90520	155904	520279533	94685
1481211483964446023	1001321920	0	157698	66885	122896	522786775	69737
1481211484465089422	1001291841	0	213914	91402	154921	520086942	94569
1481211484965669864	1001164239	0	156913	66262	121094	522767127	70118
1481211485466278013	1001219005	0	211644	93775	155200	520033840	95237
1481211485966869454	1001184754	0	210962	90475	155136	520252582	94708
1481211486467482935	1001227039	0	155491	66499	121646	522684738	70498
1481211486968066792	1001175015	0	211960	90886	154280	520159019	95180
1481211487468643895	1001157830	0	152144	66884	122318	522849040	69655
1481211487969292292	1001304280	0	213490	91781	155294	520113002	95081
1481211488469950642	1001315126	0	158519	68716	121219	522854516	70116
1481211488970546536	1001190696	0	231306	92032	155952	519756147	95855
1481211489471154175	1001218880	0	213305	90623	154969	520329378	95002
1481211489971754940	1001209380	0	160439	69647	120908	522512756	70969
1481211490472357284	1001205964	0	211049	88887	153904	520221932	94340
1481211490972949587	1001186356	0	158450	67444	121120	522693471	70428
1481211491473547718	1001199738	0	210551	90551	153485	520050947	95131
1481211491974149350	1001205545	0	156951	66951	120023	522892123	70061
1481211492474773726	651323267	0	577202	222065	537305	296439834	407295
1481211492975402019	1001268269	0	1116184	471850	4007235	227001150	3427130
1481211493476009140	1001212220	0	1070890	482997	3503209	261574856	2899857
1481211493976669469	1001330924	0	1136584	498329	3834073	241235343	3276711
1481211494477302916	1001262934	0	1073576	492885	3651239	247910388	3040804
1481211494977899531	1001200126	0	1128092	503595	3684999	254754215	3135464
1481211495478497222	1001199086	0	1089129	485218	3793880	234308040	3187505
1481211495979105580	1001214790	0	1106219	509044	3541562	268819947	2996050
1481211496479803472	1001399471	0	1121446	485565	3946318	220105592	3330216
1481211496980483864	1001362464	0	1086167	502698	3433251	281418844	2848726
1481211497481147456	1001331490	0	1122346	484277	4004043	213115124	3427874
1481211497981814174	1001332941	0	1078981	496537	3471857	278929497	2838078
1481211498482496591	1001373634	0	1131812	501176	4061652	220886479	3505764
1481211498983161883	1001329644	0	1069301	485304	3432083	268250316	2833203
1481211499483828167	1001337691	0	1124990	486951	3907622	234283266	3351460
1481211499984498742	1001339304	0	1082047	485230	3578416	254823376	2978550
1481211500485244058	1001495111	0	1110991	494739	3764301	248018115	3213128
1481211500985925999	1001360490	0	1092899	486080	3713866	240957391	3110292
1481211501486601263	1001354445	0	1116869	506355	3623333	261845031	3078948
1481211501987281444	1001358491	0	1099199	486731	3866259	227030331	3253389
1481211502487953989	1001352529	0	1112154	501014	3472358	274566969	2936941
1481211502988632243	1001355020	0	1105293	485536	4008454	214410033	3392807
1481211503489307611	1001351849	0	1076897	485531	3418897	283811214	2789321
1481211503990048646	1001489431	0	1119871	488661	3957580	215596860	3426279
1481211504490638336	1001181275	0	1079800	494507	3531898	273937958	2903689
1481211504991243318	1001208080	0	1132564	521025	4020338	219493605	3468628
1481211505491880329	1001268099	0	1053092	491087	3414988	268992453	2822594
1481211505992521591	1001290916	0	1143120	499746	3927036	232228653	3373576
1481211506493166423	1001293765	0	1073562	479812	3548133	256554544	2951189
1481211506993769131	1001207965	0	1131048	497035	3790266	245157565	3245259
1481211507494372784	1001207916	0	1083543	484339	3693350	243808978	3093531
1481211507995047437	1001349684	0	1116421	499488	3645235	258626557	3100227
1481211508495683910	408483647	0	650998	336169	1869616	74947307	1460335
1481211508996294008	939828216	0	575384	297195	10715583	324386133	10208751
1481211509496902384	1001214980	0	632658	331760	9442242	387641064	8723008
1481211509997508302	1001215900	0	353912	180014	11207345	353206020	10029142
1481211510498200122	1001386620	0	653821	335139	10765346	365111069	10130140
1481211510998874693	1001348775	0	604133	312450	9694789	385956245	8598920
1481211511499572499	1001398840	0	383572	204609	11604244	341646693	10811409
1481211512000375180	1001606525	0	638045	331289	10279663	376437147	9642977
1481211512501048095	1001353126	0	527791	257384	10089816	385847384	8721036
1481211513001724386	1001354044	0	466455	256402	11700884	334282697	11199328
1481211513502440911	1001424609	0	628093	334783	9696999	384345196	9072990
1481211514003024229	1001175166	0	461713	217284	10652575	370047422	9242933
1481211514503622655	1001194690	0	519630	290783	11356509	344411483	10913586
1481211515004236124	1001227985	0	631570	332008	9538957	387704488	8884897
1481211515504830283	1001192400	0	457940	221318	10807015	364196334	9582649
1481211516005425569	1001192995	0	527121	295907	11306671	348175817	10701302
1481211516506032712	1001207680	0	613224	337103	9423120	391439566	8753946
1481211517006653523	1001269199	0	438723	221993	10937058	362147344	9762600
1481211517507230816	1001134176	0	526053	291217	11211765	355039793	10573835
1481211518007837151	1001212405	0	619135	339521	9496388	386048600	8758623
1481211518508438385	1001210095	0	345281	178173	11355793	350115085	10188589
1481211519009041578	1001199915	0	638080	342293	10678547	368907540	10051024
1481211519509708211	1001217000	0	586201	304933	9751599	386746732	8524736
1481211520010345720	1001398494	0	409429	216753	11643248	339970966	10999180
