#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495876442064568241	parsec.dedup	1000	34	1.000000	0.212000	0.212000	321748067	30961	2076501	33615174	82484411	93351694	5873076
1495876442574475583	parsec.dedup	1000	35	0.900000	0.510000	0.499000	500878204	51464	3305911	47379130	120466663	143371081	9429419
1495876443084242551	parsec.dedup	1000	34	0.900000	0.513000	0.502000	500682940	50891	3292438	48760929	122297046	144217875	9347648
1495876443594167852	parsec.dedup	1000	35	0.900000	0.515000	0.504000	500633525	49471	3272668	52570246	127114287	146482986	9185484
1495876444103354153	parsec.dedup	1000	35	0.900000	0.517000	0.506000	500642872	48076	2122547	41920498	137251504	127488525	11039937
1495876444613455662	parsec.dedup	1000	35	0.900000	0.519000	0.508000	500747021	47000	1456917	39597692	151864590	120453076	12335739
1495876445123381421	parsec.dedup	1000	35	0.900000	0.532000	0.521000	500638764	37023	1370001	39055949	136080023	121064994	10283400
1495876445632854306	parsec.dedup	1000	35	0.900000	0.531000	0.520000	500623222	51374	1380485	37752308	147550917	126409424	13009297
1495876446142246024	parsec.dedup	1000	35	0.900000	0.532000	0.521000	500629603	20580	1936517	45227838	237930675	164804984	7326984
1495876446652229408	parsec.dedup	1000	35	0.900000	0.601000	0.588000	500622871	20914	1771168	45509852	236305277	162019372	7794860
1495876447161961376	parsec.dedup	1000	35	0.900000	0.621000	0.608000	500752908	9051	2160939	49313881	262451399	177555234	5420989
1495876447671310969	parsec.dedup	1000	35	0.900000	0.646000	0.633000	500624580	9296	1935729	48787476	263599064	176036255	4988305
1495876448180498271	parsec.dedup	1000	35	0.900000	0.624000	0.611000	500621962	9338	2275348	54717022	241170329	167994098	4868427
1495876448689843156	parsec.dedup	1000	35	0.900000	0.625000	0.612000	500603456	8956	2365681	50291079	255827121	178412822	5297337
