#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495876442091780710	321748067	30961	2076501	33615174	82484411	93351694	5873076
1495876442592624315	500878204	51464	3305911	47379130	120466663	143371081	9429419
1495876443093298045	500682940	50891	3292438	48760929	122297046	144217875	9347648
1495876443594000858	500699426	50487	3261558	50403544	124529232	145119032	9261479
1495876444094629505	500633525	49471	3272668	52570246	127114287	146482986	9185484
1495876444595283485	500642872	48076	2122547	41920498	137251504	127488525	11039937
1495876445096013924	500747021	47000	1456917	39597692	151864590	120453076	12335739
1495876445596655446	500638764	37023	1370001	39055949	136080023	121064994	10283400
1495876446097281634	500623222	51374	1380485	37752308	147550917	126409424	13009297
1495876446597906198	500629603	20580	1936517	45227838	237930675	164804984	7326984
1495876447098631636	500622871	20914	1771168	45509852	236305277	162019372	7794860
1495876447599282866	500752908	9051	2160939	49313881	262451399	177555234	5420989
1495876448099908221	500624580	9296	1935729	48787476	263599064	176036255	4988305
1495876448600527701	500621962	9338	2275348	54717022	241170329	167994098	4868427
1495876449101131682	500603456	8956	2365681	50291079	255827121	178412822	5297337
1495876449601752037	500620435	9513	1952165	54946832	239522482	161345912	4718595
1495876450102391267	500643857	11074	1560880	48063944	258466976	170483984	5543269
1495876450603006622	500612103	11292	1605848	49662609	250483568	167911356	5604217
1495876451103786144	500784745	11561	1566307	48027425	254666286	169548281	5557621
1495876451604400916	500612691	11340	1558743	51562080	246697425	165963138	5621868
1495876452105053021	500653181	10645	1427153	48105725	261271751	169740204	5515210
1495876452605693418	500641329	11103	1474379	49102725	255497960	168395785	5528279
1495876453106317398	500618421	13538	1784507	39072050	273947169	177563239	6289332
1495876453606938503	500624937	18935	2374338	43008694	252127889	174966314	7759653
1495876454107558608	500623230	25695	3119785	55192672	207328849	165941653	9492969
1495876454608168547	500612709	25354	3111164	55219337	208683574	166167773	9551431
1495876455108872235	500703034	26035	3158681	54960005	203560782	165515994	9423827
1495876455609536174	500652344	25766	3167542	55104611	204642884	165810154	9422760
1495876456110148362	500625847	25466	3103683	55333344	208717060	166124123	9527091
1495876456610773634	500625365	25281	3174714	55255824	205835714	166038168	9471669
1495876457111400031	500619903	26626	3187299	54851137	200162568	164986093	9265672
1495876457612041928	500647459	26082	3171186	55041148	203448573	165795908	9411800
1495876458112689700	500648846	25649	3040351	53867239	204445011	163618087	9756264
1495876458613311138	500621509	26689	3011603	53250225	199174914	161762322	9586383
1495876459114045451	500734076	26923	3041538	53315912	197741498	161789314	9502747
1495876459614680807	500640295	26301	3014366	53355199	201381377	162508999	9697072
1495876460115386245	500702043	26966	3051298	53412037	198894551	162279955	9511689
1495876460616044600	500659020	25278	3116146	53872199	204930834	164597763	9760950
1495876461116688330	500646842	25916	3270918	55470758	203048854	166418141	9130341
1495876461617323560	500636142	26465	3177843	54233587	200703337	164702265	9367562
1495876462117953666	500632527	25442	3154172	54342652	204772131	165452667	9655544
1495876462618626771	500672256	24617	3471496	62445715	194705748	164989015	8628964
1495876463119256001	500631100	22749	4012615	61402448	205414024	175856357	8803122
1495876463619861814	500605701	25295	3625257	62156012	195097688	168856262	8437451
1495876464120487836	500625032	23378	3770514	63236952	202130074	171533278	8633955
1495876464621123191	500637412	21895	4319903	73363695	185283893	172397826	7408219
1495876465121738755	500615096	24045	4027322	73639978	170567461	162855759	6666496
1495876465622353902	500617077	24329	4132513	75035854	173814649	166286518	6468850
1495876466122975382	500619462	21929	4299963	64934595	156857425	162472630	7904936
1495876466623621029	500645758	23259	4484500	75538068	173993031	169054491	6722448
1495876467124250342	500634680	24501	4230232	69898535	169473198	165086588	6709469
1495876467624859156	500607378	24104	4031577	73175148	166851928	161164535	6583546
1495876468125495803	500636048	23087	4174642	75848198	172917504	164196959	6656595
1495876468626114783	500616905	23408	4241630	72730115	170514745	164657085	6714645
1495876469126760055	500650654	24131	4183760	76131133	170435718	167345838	6211244
1495876469627455743	500691929	23226	4223613	76426490	171832841	167235457	6497531
1495876470128097265	500646117	23106	4279098	74747230	168805271	166011767	6546148
1495876470628880120	500786177	23141	4197968	74581635	168092010	164164517	6651226
1495876471129521350	500638675	23617	4244423	76779566	174820593	166346584	6289655
1495876471630170747	500646602	23415	4284409	73180019	168486143	166107661	6517597
1495876472130835185	500668452	23017	4230240	77206184	171787061	167287962	6242766
1495876472631479832	500646010	22946	4233731	78048793	173039262	167821597	6387682
1495876473132111354	500632532	22720	4118668	75898053	171914800	163584776	6781303
1495876473632781793	500659131	22731	4409876	72867501	170139625	167802445	6862493
1495876474133569106	500741562	22949	4114029	76581969	172123624	164218028	6506111
1495876474634291336	500770503	22406	4185586	75332863	169178174	164332412	6694676
1495876475135165816	500885371	23063	4123460	74056931	169642321	165634457	6667395
1495876475635901546	500734529	24045	4139793	75021095	168416766	164709305	6397225
1495876476136663901	500757046	23692	4080163	73272517	167672469	162342247	6710790
1495876476637415131	500762144	24120	4103082	74481889	173900340	166802588	6403308
1495876477138158986	500742555	23395	4251547	75239450	171600158	167476048	6386778
1495876477639048757	500887078	23549	4105461	71652121	163666215	163249467	7083272
1495876478139796112	500748890	23389	4197285	75158917	170253388	164380680	6393100
1495876478640551384	500755701	22050	4684675	71562504	170289903	169207719	7163767
1495876479141321781	500774629	22554	4290750	77274589	174196543	167398907	6590729
1495876479641947427	500624742	23010	4429366	68994172	166829958	165875181	7032899
