#Timestamp	Benchmark	Run(#)	GPU Frequency (MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Power(W)	inst_executed_cs	sm_inst_executed_texture	sm_inst_executed_global_loads	m_inst_executed_global_stores	threads_launched	gpu_busy	sm_executed_ipc	sm_issued_ipc	l2_write_bytes	l2_read_bytes	sm_active_cycles	sm_active_warps	sm_warps_launched
504 stream_cluster 1 76 33 0.820000 0.338800  nan nan nan nan nan nan nan nan nan nan nan nan nan
1016 stream_cluster 1 76 33 0.820000 0.338800  nan nan nan nan nan nan nan nan nan nan 0.000000 nan nan
1528 stream_cluster 1 76 33 0.820000 0.338800  nan nan nan nan nan nan nan nan nan nan 0.204594 nan nan
2040 stream_cluster 1 76 33 0.820000 0.308000  nan nan nan nan nan nan nan nan nan nan 0.203536 nan nan
2552 stream_cluster 1 76 33 0.820000 0.354200  nan nan nan nan nan nan nan nan nan nan 0.206409 nan nan
3056 stream_cluster 1 76 33 0.820000 0.354200  nan nan nan nan nan nan nan nan nan nan 46.765679 nan nan
3568 stream_cluster 1 76 33 0.820000 0.646800  nan nan nan nan nan nan nan nan nan nan 108.122149 nan nan
4080 stream_cluster 1 76 33 0.820000 0.662200  nan nan nan nan nan nan nan nan nan nan 124.352734 nan nan
4584 stream_cluster 1 76 33 0.820000 0.662200  nan nan nan nan nan nan nan nan nan nan 137.245922 nan nan
5096 stream_cluster 1 76 33 0.820000 0.893400  nan nan nan nan nan nan nan nan nan nan 153.165158 nan nan
5608 stream_cluster 1 76 33 0.820000 0.770200  nan nan nan nan nan nan nan nan nan nan 129.797755 nan nan
6120 stream_cluster 1 76 33 0.820000 0.631600  nan nan nan nan nan nan nan nan nan nan 129.415367 nan nan
6632 stream_cluster 1 76 32 0.820000 0.662600  nan nan nan nan nan nan nan nan nan nan 126.650378 nan nan
7144 stream_cluster 1 76 32 0.820000 0.570000  nan nan nan nan nan nan nan nan nan nan 126.465566 nan nan
7656 stream_cluster 1 76 32 0.820000 0.646800  nan nan nan nan nan nan nan nan nan nan 132.323943 nan nan
8168 stream_cluster 1 76 32 0.820000 0.662600  nan nan nan nan nan nan nan nan nan nan 128.704434 nan nan
8680 stream_cluster 1 76 32 0.820000 0.785400  nan nan nan nan nan nan nan nan nan nan 130.612850 nan nan
9200 stream_cluster 1 76 32 0.820000 0.569800  nan nan nan nan nan nan nan nan nan nan 123.117732 nan nan
9712 stream_cluster 1 76 32 0.820000 0.754800  nan nan nan nan nan nan nan nan nan nan 127.924978 nan nan
10224 stream_cluster 1 76 32 0.820000 0.677800  nan nan nan nan nan nan nan nan nan nan 130.353261 nan nan
10736 stream_cluster 1 76 32 0.820000 0.662400  nan nan nan nan nan nan nan nan nan nan 130.055127 nan nan
11240 stream_cluster 1 76 33 0.820000 0.847000  nan nan nan nan nan nan nan nan nan nan 155.051812 nan nan
11752 stream_cluster 1 76 33 0.820000 0.847000  nan nan nan nan nan nan nan nan nan nan 154.631083 nan nan
12264 stream_cluster 1 76 33 0.820000 0.770000  nan nan nan nan nan nan nan nan nan nan 148.271604 nan nan
12776 stream_cluster 1 76 32 0.820000 0.678000  nan nan nan nan nan nan nan nan nan nan 130.777233 nan nan
13288 stream_cluster 1 76 32 0.820000 0.693200  nan nan nan nan nan nan nan nan nan nan 131.622836 nan nan
13800 stream_cluster 1 76 33 0.820000 0.785600  nan nan nan nan nan nan nan nan nan nan 130.533676 nan nan
14312 stream_cluster 1 76 32 0.820000 0.709000  nan nan nan nan nan nan nan nan nan nan 129.982371 nan nan
14824 stream_cluster 1 76 32 0.820000 0.662600  nan nan nan nan nan nan nan nan nan nan 130.926994 nan nan
15336 stream_cluster 1 76 32 0.820000 0.600800  nan nan nan nan nan nan nan nan nan nan 124.727504 nan nan
15856 stream_cluster 1 76 32 0.820000 0.739800  nan nan nan nan nan nan nan nan nan nan 128.566898 nan nan
16368 stream_cluster 1 76 32 0.820000 0.863000  nan nan nan nan nan nan nan nan nan nan 130.353089 nan nan
16880 stream_cluster 1 76 32 0.820000 0.678000  nan nan nan nan nan nan nan nan nan nan 130.929938 nan nan
17392 stream_cluster 1 76 32 0.820000 0.801800  nan nan nan nan nan nan nan nan nan nan 129.630365 nan nan
17904 stream_cluster 1 76 32 0.820000 0.616200  nan nan nan nan nan nan nan nan nan nan 131.174528 nan nan
18408 stream_cluster 1 76 33 0.820000 0.415800  nan nan nan nan nan nan nan nan nan nan 147.279767 nan nan
18920 stream_cluster 1 76 33 0.820000 0.693000  nan nan nan nan nan nan nan nan nan nan 153.289759 nan nan
19432 stream_cluster 1 76 32 0.820000 0.755000  nan nan nan nan nan nan nan nan nan nan 138.627549 nan nan
19944 stream_cluster 1 76 32 0.820000 0.693400  nan nan nan nan nan nan nan nan nan nan 128.874550 nan nan
20456 stream_cluster 1 76 32 0.820000 0.770400  nan nan nan nan nan nan nan nan nan nan 125.285993 nan nan
20968 stream_cluster 1 76 32 0.820000 0.770200  nan nan nan nan nan nan nan nan nan nan 135.126982 nan nan
21480 stream_cluster 1 76 32 0.820000 0.569800  nan nan nan nan nan nan nan nan nan nan 126.916691 nan nan
21992 stream_cluster 1 76 31 0.820000 0.755000  nan nan nan nan nan nan nan nan nan nan 131.976479 nan nan
22504 stream_cluster 1 76 31 0.820000 0.631400  nan nan nan nan nan nan nan nan nan nan 131.197854 nan nan
23016 stream_cluster 1 76 32 0.820000 0.647200  nan nan nan nan nan nan nan nan nan nan 129.234321 nan nan
23528 stream_cluster 1 76 32 0.820000 0.770400  nan nan nan nan nan nan nan nan nan nan 126.388625 nan nan
24040 stream_cluster 1 76 32 0.820000 0.693400  nan nan nan nan nan nan nan nan nan nan 135.353689 nan nan
24552 stream_cluster 1 76 32 0.820000 0.724000  nan nan nan nan nan nan nan nan nan nan 117.230306 nan nan
25064 stream_cluster 1 76 32 0.820000 0.431400  nan nan nan nan nan nan nan nan nan nan 111.255525 nan nan
25576 stream_cluster 1 76 32 0.820000 0.678000  nan nan nan nan nan nan nan nan nan nan 125.215264 nan nan
26080 stream_cluster 1 76 33 0.820000 0.662200  nan nan nan nan nan nan nan nan nan nan 135.508155 nan nan
