#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495863806407778474	parsec.dedup	1400	38	1.000000	0.303000	0.324000	450171022	41884	2765030	43521373	107927788	124142433	7840840
1495863806917614525	parsec.dedup	1400	38	1.000000	0.774000	0.820000	701366246	68364	4370838	64077427	161986029	192246393	12436808
1495863807427314951	parsec.dedup	1400	38	1.000000	0.776000	0.821000	700821035	67550	4345635	66533403	165164209	193755644	12297172
1495863807937159419	parsec.dedup	1400	38	1.000000	0.779000	0.824000	700906388	59763	2074360	50289382	183425458	155828437	15530310
1495863808447267511	parsec.dedup	1400	38	1.000000	0.792000	0.837000	700890600	52582	1844351	49558388	181890813	153873279	14890448
1495863808956987395	parsec.dedup	1400	38	1.000000	0.791000	0.836000	700893202	59692	1885841	47693891	180957921	159359932	15817941
1495863809466650280	parsec.dedup	1400	38	1.000000	0.793000	0.838000	700827604	27105	2448172	61124527	323527264	221414094	9760163
1495863809976234664	parsec.dedup	1400	38	1.000000	0.893000	0.946000	700914326	21393	2842845	65323960	333719504	230399478	9240818
1495863810485556883	parsec.dedup	1400	39	1.000000	0.946000	1.002000	700843788	12554	2612803	67059103	364517289	242869837	6530989
1495863810994822143	parsec.dedup	1400	39	1.000000	0.983000	1.041000	700849353	12617	3086390	75222101	333775689	232251259	6617479
1495863811504193236	parsec.dedup	1400	39	1.000000	0.942000	0.998000	700861251	13950	3182356	67883905	348753792	243509753	7236130
1495863812013488829	parsec.dedup	1400	39	1.000000	0.932000	0.987000	700852864	14127	2024167	68079791	351600646	228614112	7333149
1495863812522855714	parsec.dedup	1400	39	1.000000	0.924000	0.979000	700848064	15528	2093674	67535880	345874072	230366509	7453272
1495863813032344307	parsec.dedup	1400	39	1.000000	0.944000	1.000000	700851712	15231	2099496	69724778	342193170	228584219	7581338
1495863813541786733	parsec.dedup	1400	39	1.000000	0.945000	1.001000	700847036	14469	1956598	66829515	353939507	231284621	7431568
1495863814051279785	parsec.dedup	1400	39	1.000000	0.953000	1.008000	700958470	16445	2222245	58313110	369882000	239190359	8159700
1495863814560785003	parsec.dedup	1400	39	1.000000	0.938000	0.994000	700849818	26284	3287934	59371242	338752384	236992192	10739425
1495863815070368637	parsec.dedup	1400	39	1.000000	0.935000	0.991000	700979788	34310	4227550	74705066	281621221	224586516	13072480
1495863815579905064	parsec.dedup	1400	39	1.000000	0.871000	0.921000	700900528	35023	4260223	74582446	277753247	224336604	12945595
1495863816089378115	parsec.dedup	1400	38	1.000000	0.860000	0.909000	700882028	34669	4281069	74827559	279226815	224820065	12973760
1495863816598783333	parsec.dedup	1400	38	1.000000	0.863000	0.913000	700866160	33961	4280526	75092808	281870263	225566959	13049206
1495863817108292051	parsec.dedup	1400	38	1.000000	0.865000	0.915000	700881980	35764	4295081	74143273	271619467	222984697	12720056
1495863817617921811	parsec.dedup	1400	38	1.000000	0.868000	0.918000	700904196	35037	4292728	74672692	276757617	224520201	12935188
1495863818127449487	parsec.dedup	1400	38	1.000000	0.856000	0.905000	701005728	35328	4073747	72175442	272728424	219533765	13320891
1495863818636999622	parsec.dedup	1400	38	1.000000	0.856000	0.905000	700923428	36455	4097233	72055448	267380179	218477090	13053707
1495863819146496506	parsec.dedup	1400	38	1.000000	0.857000	0.908000	700915996	35913	4086817	72134903	270428182	219150300	13204555
1495863819656147807	parsec.dedup	1400	38	1.000000	0.863000	0.914000	700916846	34836	4181037	72638573	274836650	221505650	13341764
1495863820165570692	parsec.dedup	1400	38	1.000000	0.865000	0.916000	700887170	35157	4379898	74554834	274532395	224338153	12683729
1495863820675122660	parsec.dedup	1400	38	1.000000	0.858000	0.909000	700914560	35602	4309292	73030608	269827641	221997664	12899603
1495863821184650170	parsec.dedup	1400	38	1.000000	0.864000	0.915000	700904792	34359	4307673	73750044	276925215	223758091	13170576
1495863821694147513	parsec.dedup	1400	38	1.000000	0.861000	0.912000	700907556	30083	5590617	92253523	267685485	236017035	11143138
1495863822203701272	parsec.dedup	1400	38	1.000000	0.860000	0.911000	700994404	33479	4808417	85319782	268153541	227684083	11595331
1495863822713296865	parsec.dedup	1400	38	1.000000	0.860000	0.911000	700911318	30577	5674572	90304510	265520193	236932785	11144653
1495863823222735000	parsec.dedup	1400	38	1.000000	0.865000	0.916000	700880578	32657	5482489	101610419	233298357	222300925	8741722
1495863823732136052	parsec.dedup	1400	38	1.000000	0.835000	0.885000	700910596	32411	5483684	98957935	227013948	222254218	8883347
1495863824241610770	parsec.dedup	1400	38	1.000000	0.829000	0.878000	700963972	29946	6225871	95794551	229113896	228784384	10122239
1495863824751203988	parsec.dedup	1400	38	1.000000	0.837000	0.887000	700841554	33687	5659728	96664769	230684535	223353607	8788624
1495863825260541831	parsec.dedup	1400	38	1.000000	0.835000	0.885000	700869650	31228	5572919	101087357	229854127	220640966	8911246
1495863825770086132	parsec.dedup	1400	38	1.000000	0.831000	0.879000	700834214	32100	5736810	100127043	233648751	224073508	8826534
1495863826279506517	parsec.dedup	1400	38	1.000000	0.834000	0.884000	700878048	32276	5709026	104988016	232819390	228546481	8314330
1495863826788961985	parsec.dedup	1400	38	1.000000	0.845000	0.895000	700845708	31822	5825402	103113512	233807390	227297832	8789536
1495863827298440870	parsec.dedup	1400	38	1.000000	0.847000	0.897000	700855814	31484	5703152	100696382	227575083	223109993	8717243
1495863827807979004	parsec.dedup	1400	38	1.000000	0.843000	0.893000	700850468	32254	5826830	102110232	235064580	226578103	8563669
1495863828317647680	parsec.dedup	1400	38	1.000000	0.843000	0.891000	700848312	31391	5801033	103502776	232386311	227568673	8611621
1495863828827136065	parsec.dedup	1400	38	1.000000	0.844000	0.892000	700839568	31116	5805693	106713482	236383055	229510032	8613914
1495863829336527783	parsec.dedup	1400	38	1.000000	0.846000	0.896000	700853960	31795	5594446	102885466	233614857	223412583	9070038
1495863829845921793	parsec.dedup	1400	38	1.000000	0.840000	0.890000	700838522	30395	5802732	100886661	231641178	224735652	9208795
1495863830355244928	parsec.dedup	1400	38	1.000000	0.845000	0.895000	700932003	30999	5747567	103135562	235648373	227733063	8789727
1495863830864675146	parsec.dedup	1400	38	1.000000	0.841000	0.889000	700846395	32372	5556320	103040459	229768185	224686203	8585706
1495863831374098531	parsec.dedup	1400	38	1.000000	0.834000	0.884000	700852606	32186	5568007	100676874	229622718	221975300	8878360
1495863831883561541	parsec.dedup	1400	38	1.000000	0.840000	0.888000	700853982	32924	5604694	101648183	235420741	227232564	8532819
1495863832392987550	parsec.dedup	1400	38	1.000000	0.846000	0.895000	700865000	31687	5693400	102922292	231665183	226311355	8483955
1495863832902569602	parsec.dedup	1400	38	1.000000	0.826000	0.873000	700907080	31836	5599367	95186698	222107647	219235543	9488983
