#Timestamp	Benchmark	Run(#)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1496402064082154695	parsec.dedup	1	1800	43	1.200000	2.297000	2.763000	1802557445	8945	19066107	351888375	715273994	647012588	19168818
1496402064591389289	parsec.dedup	1	1800	43	1.200000	2.261000	2.719000	1792336396	17253	18568352	312843615	665558797	621046333	22407705
1496402065100513840	parsec.dedup	1	1800	43	1.200000	2.153000	2.590000	1794059484	18999	17758557	313635630	666191860	609923893	20972676
1496402065609876517	parsec.dedup	1	1800	43	1.200000	2.224000	2.675000	1802629523	16226	18557445	323235663	677975311	630917391	20434262
1496402066119303777	parsec.dedup	1	1800	43	1.200000	2.196000	2.641000	1426033734	30996	10495840	176562796	412097007	408100856	18633164
1496402066628921661	parsec.dedup	1	1800	42	1.200000	1.590000	1.908000	916434036	39928	3336073	58248341	165898461	194094767	14248944
1496402067138385921	parsec.dedup	1	1800	41	1.100000	1.143000	1.369000	915860921	40159	3356309	58022437	165489617	194152885	14234263
1496402067647805514	parsec.dedup	1	1800	40	1.100000	1.139000	1.364000	639576770	15192	1684341	44704802	114179699	118572308	7957571
1496402068157920606	parsec.facesim	1	1800	40	1.100000	1.125000	1.347000	995079409	87328	5828445	82659717	208344220	249605485	16781462
1496402068668070865	parsec.facesim	1	1800	40	1.100000	1.221000	1.462000	993445621	87006	5790566	85092448	211030496	250848970	16666297
1496402069178296624	parsec.facesim	1	1800	40	1.100000	1.225000	1.467000	1013263719	80602	5273687	102412677	249351726	261863826	16018820
1496402069687792383	parsec.facesim	1	1800	40	1.100000	1.239000	1.484000	906489136	15594	1318609	149953727	368100557	248007927	7633955
1496402070197714393	parsec.facesim	1	1800	40	1.100000	1.360000	1.629000	908245266	36453	3167372	72133167	189312791	186058794	11492210
1496402070707330194	parsec.facesim	1	1800	40	1.100000	1.210000	1.449000	903301765	8575	8650522	108988651	142584554	211609150	5822873
1496402071216714704	parsec.facesim	1	1800	40	1.100000	1.091000	1.305000	902151679	1878	6503498	110508956	184761767	216397312	5652925
1496402071726011172	parsec.facesim	1	1800	40	1.100000	1.134000	1.358000	902455256	4997	9619894	114361321	146752403	223350746	5048253
1496402072235119390	parsec.facesim	1	1800	40	1.100000	1.121000	1.342000	904054226	13675	3597764	85570053	173450317	162267634	7281471
1496402072744565650	parsec.facesim	1	1800	39	1.100000	1.105000	1.323000	903717399	11465	2546501	78160432	161308846	137058564	4903230
1496402073253709702	parsec.facesim	1	1800	39	1.100000	1.097000	1.314000	903735812	11221	2565001	77278876	158811245	135803839	4488575
1496402073763073587	parsec.facesim	1	1800	39	1.100000	1.093000	1.309000	904690197	16623	2411792	80936337	165297787	143157190	5686609
1496402074272199889	parsec.facesim	1	1800	39	1.100000	1.108000	1.327000	902018820	462	15646326	168916091	187640006	339558488	4146562
1496402074781512315	parsec.facesim	1	1800	40	1.100000	1.230000	1.473000	902128515	650	4035739	76716551	1153947093	414031527	115050003
1496402075290607159	parsec.facesim	1	1800	40	1.200000	1.747000	2.098000	901944727	2029	18710440	192609723	272199281	411711992	10617152
1496402075799790669	parsec.facesim	1	1800	40	1.100000	1.197000	1.434000	1288429627	51873	2553803	73285095	507703555	322245569	17351447
1496402076308914054	parsec.facesim	1	1800	41	1.200000	2.287000	2.751000	1802429755	454	2101661	86998960	884367996	489139902	21593724
1496402076818164648	parsec.facesim	1	1800	41	1.200000	2.307000	2.775000	1536243693	1511	1624268	77694142	707337928	397746482	20856592
1496402077327489241	parsec.facesim	1	1800	42	1.200000	2.148000	2.584000	1802458244	452	1973625	91529189	807968691	466206241	27712507
1496402077836725334	parsec.facesim	1	1800	42	1.200000	2.274000	2.735000	1687890918	1620	1120146	74500251	603222934	352619255	27574893
1496402078346453760	parsec.facesim	1	1800	42	1.200000	1.938000	2.329000	1754120079	1192	141380	16674455	417032061	229578372	53490118
1496402078855813687	parsec.facesim	1	1800	42	1.200000	1.931000	2.321000	1764125821	1138	132853	16470777	414939013	228404068	53076422
1496402079365348280	parsec.facesim	1	1800	43	1.200000	1.950000	2.343000	1771250826	1121	127684	16666744	421434617	231654439	53914379
1496402079874709165	parsec.facesim	1	1800	43	1.200000	1.912000	2.298000	1757507305	1171	138605	16603101	414934625	228895716	53595251
1496402080384172508	parsec.facesim	1	1800	43	1.200000	1.961000	2.357000	1764554398	1121	128073	16575397	416344167	228769052	53310848
1496402080893657517	parsec.facesim	1	1800	43	1.200000	1.949000	2.342000	1771567593	1129	131950	16515202	414893425	228409439	52987311
1496402081402995069	parsec.facesim	1	1800	43	1.200000	1.901000	2.285000	1759915838	1145	132316	16588735	417101133	229570425	53365293
1496402081912486662	parsec.facesim	1	1800	43	1.200000	1.904000	2.288000	1776671502	1135	130234	16730572	421015143	231884471	54323010
1496402082421834755	parsec.facesim	1	1800	43	1.200000	1.917000	2.304000	1761407203	1151	132636	16373586	412081946	226752987	52591064
1496402082931255973	parsec.facesim	1	1800	44	1.200000	1.935000	2.325000	1790158868	695	1447380	68268519	681862878	386636698	35602187
1496402083440447317	parsec.facesim	1	1800	44	1.200000	2.274000	2.735000	1368036508	1143	1119703	110022002	549178115	323676331	15956440
1496402083949795535	parsec.facesim	1	1800	44	1.200000	1.950000	2.343000	910222867	1440	1148227	108997020	230830677	167161444	10779397
1496402084459443128	parsec.facesim	1	1800	42	1.200000	1.292000	1.550000	681299875	50067	3483647	57506591	143641441	163569937	11281715
1496402084969774345	parsec.freqmine	1	1800	42	1.100000	0.776000	0.928000	994990608	87338	5805979	83169878	208937687	250422904	16739851
1496402085479761145	parsec.freqmine	1	1800	41	1.100000	1.228000	1.471000	992229155	86155	5759052	87307516	214038035	252392750	16527874
1496402085989862738	parsec.freqmine	1	1800	41	1.100000	1.230000	1.473000	974253924	36930	2655946	60399620	136677028	133342465	7716771
1496402086499200289	parsec.freqmine	1	1800	40	1.100000	1.033000	1.236000	903803378	1970	552951	40041449	78013718	47809848	955514
1496402087008367549	parsec.freqmine	1	1800	40	1.100000	0.984000	1.177000	903224311	2067	570088	40074298	78228572	48244783	1004364
1496402087517521851	parsec.freqmine	1	1800	39	1.100000	0.984000	1.177000	903449793	1959	543210	40042099	78003814	47642715	990521
1496402088026674361	parsec.freqmine	1	1800	39	1.100000	0.982000	1.175000	903604057	1961	541294	40049029	78025875	47634577	993139
1496402088536469995	parsec.freqmine	1	1800	39	1.100000	0.982000	1.175000	903549107	1961	567389	40039633	78001852	48007469	982264
1496402089045565922	parsec.freqmine	1	1800	38	1.100000	0.981000	1.174000	903479990	1961	533012	40049545	78004694	47469975	980334
1496402089554695433	parsec.freqmine	1	1800	38	1.100000	0.982000	1.175000	903713131	1973	542013	40054475	78049424	47642617	989014
1496402090063767151	parsec.freqmine	1	1800	38	1.100000	0.980000	1.173000	903479473	1970	547622	40052770	78029629	47700429	981270
1496402090572869370	parsec.freqmine	1	1800	38	1.100000	0.980000	1.173000	903355342	1969	539851	40058763	78041211	47605440	979176
1496402091081942338	parsec.freqmine	1	1800	38	1.100000	0.978000	1.170000	903698602	1963	563467	40065257	78039884	47995801	979601
1496402091591228140	parsec.freqmine	1	1800	38	1.100000	0.980000	1.173000	903533469	1964	543365	40065814	78041534	47645826	974001
1496402092100318692	parsec.freqmine	1	1800	37	1.100000	0.979000	1.171000	903370044	1963	535152	40058896	78029120	47512405	971445
1496402092609453077	parsec.freqmine	1	1800	37	1.100000	0.979000	1.171000	903725512	1971	541592	40073067	78079924	47651354	981722
1496402093118595546	parsec.freqmine	1	1800	37	1.100000	0.977000	1.169000	903675846	1970	541056	40074266	78066188	47634589	980202
1496402093627676056	parsec.freqmine	1	1800	37	1.100000	0.978000	1.170000	1411436555	6034	4845140	73158502	283924970	337271841	8134738
1496402094137186649	parsec.freqmine	1	1800	40	1.200000	2.302000	2.769000	1762736345	38170	5933497	168444764	372194977	317414572	48870894
1496402094646604909	parsec.freqmine	1	1800	40	1.200000	1.754000	2.106000	1737457344	10935	13091682	228313020	719987387	489265261	25460071
1496402095155672377	parsec.freqmine	1	1800	41	1.200000	2.398000	2.889000	1803192325	474	20796401	302777606	1082040670	777696609	6378254
1496402095664855346	parsec.freqmine	1	1800	42	1.200000	2.416000	2.911000	1802681158	472	19966621	303633460	1092923835	770285914	6235992
1496402096173932439	parsec.freqmine	1	1800	42	1.200000	2.390000	2.879000	1802680425	452	19526360	307088481	1123686810	782442702	5157283
1496402096683003908	parsec.freqmine	1	1800	43	1.200000	2.422000	2.918000	1802649512	454	19658130	304807303	1118815361	780695123	6465009
1496402097192175460	parsec.freqmine	1	1800	43	1.200000	2.427000	2.924000	1802706721	458	20067363	304615698	1105104287	780237687	6060500
1496402097701257887	parsec.freqmine	1	1800	43	1.200000	2.410000	2.904000	1802691144	458	20312148	303319906	1097091449	779896431	6921155
1496402098210339480	parsec.freqmine	1	1800	44	1.200000	2.424000	2.920000	1802685195	460	19853304	303398587	1116449662	780603511	6993728
1496402098719419074	parsec.freqmine	1	1800	44	1.200000	2.436000	2.935000	1802765720	456	21138452	300856695	1091678361	785089948	6289084
1496402099228492959	parsec.freqmine	1	1800	44	1.200000	2.421000	2.917000	1802414995	458	19973712	300775113	1102826742	773832459	6860463
1496402099737680594	parsec.freqmine	1	1800	44	1.200000	2.415000	2.910000	1802451256	458	20257227	299429278	1106000181	778029990	7352105
1496402100246800438	parsec.freqmine	1	1800	44	1.200000	2.440000	2.940000	1802470374	454	20760992	298292269	1099153232	780229046	6525984
1496402100756002448	parsec.freqmine	1	1800	45	1.200000	2.422000	2.918000	1802428775	460	19043732	293584000	1019037052	706963548	9611026
1496402101265237083	parsec.freqmine	1	1800	44	1.200000	2.212000	2.661000	1798875855	684	13678225	265152297	713576779	485903838	17375560
1496402101774346676	parsec.freqmine	1	1800	44	1.200000	2.156000	2.593000	1784412711	3841	21411072	233732560	551201146	573465048	23078854
1496402102283688020	parsec.freqmine	1	1800	44	1.200000	2.175000	2.614000	1441032103	5173	18312883	188820023	447286589	499691118	18961464
1496402102793698570	parsec.streamcluster	1	1800	43	1.100000	0.814000	0.973000	850021409	73249	4955160	72878724	181626615	214114521	14281195
1496402103303926912	parsec.streamcluster	1	1800	42	1.100000	1.228000	1.471000	993422437	87471	5811254	84328305	210063678	250468395	16781806
1496402103814169588	parsec.streamcluster	1	1800	42	1.100000	1.230000	1.473000	997975661	85425	5738714	88882868	216267166	252817745	16557695
1496402104323649389	parsec.streamcluster	1	1800	42	1.100000	1.264000	1.514000	1625246656	14509	2335152	73103235	486826034	322729682	46645712
1496402104833198315	parsec.streamcluster	1	1800	43	1.200000	2.186000	2.629000	1802513130	950	2200226	60472903	516802887	341914890	57095963
1496402105342538450	parsec.streamcluster	1	1800	44	1.200000	2.192000	2.636000	1802499825	971	2225360	60464382	516966830	342701201	57093855
1496402105851936085	parsec.streamcluster	1	1800	44	1.200000	2.194000	2.639000	1802474255	919	2210791	60510543	516901229	342215138	57101070
1496402106361594678	parsec.streamcluster	1	1800	45	1.200000	2.197000	2.642000	1802507585	912	2202618	60568646	516958846	341951480	57072529
1496402106871146437	parsec.streamcluster	1	1800	45	1.200000	2.196000	2.641000	1802780060	1000	2165124	60200557	515979348	340669724	57607019
1496402107380480739	parsec.streamcluster	1	1800	45	1.200000	2.196000	2.641000	1802725429	997	2014663	59771035	513741350	335702305	59868753
1496402107889832374	parsec.streamcluster	1	1800	45	1.200000	2.200000	2.646000	1802747606	958	1955752	59380309	513084622	334235756	59728015
1496402108399273675	parsec.streamcluster	1	1800	45	1.200000	2.199000	2.645000	1802764299	1136	1890082	59322576	513104661	332483998	58942027
1496402108908594352	parsec.streamcluster	1	1800	45	1.200000	2.198000	2.644000	1802695233	1138	1863113	59282540	512482543	331390436	58726421
1496402109418000903	parsec.streamcluster	1	1800	46	1.200000	2.197000	2.642000	1802459812	1035	1832467	59104909	512411645	330786372	58670515
1496402109927369205	parsec.streamcluster	1	1800	46	1.200000	2.194000	2.639000	1802434047	1089	1814927	59052353	511815689	330044640	57416653
1496402110436775715	parsec.streamcluster	1	1800	46	1.200000	2.193000	2.638000	1802446595	1127	1797202	59096430	511860094	329385339	57377261
1496402110946357141	parsec.streamcluster	1	1800	46	1.200000	2.192000	2.636000	1802486885	1121	1795830	59091660	511918892	329258439	57369517
1496402111455916567	parsec.streamcluster	1	1800	46	1.200000	2.191000	2.635000	1802479740	1079	1792883	59274517	511632327	329134663	57605313
1496402111965396910	parsec.streamcluster	1	1800	46	1.200000	2.193000	2.638000	1802768761	1128	1777654	58993141	511178377	328454389	57786817
1496402112474798670	parsec.streamcluster	1	1800	46	1.200000	2.192000	2.636000	1803310323	1130	1776307	59056730	511641016	328690308	57818621
1496402112985134137	parsec.streamcluster	1	1800	46	1.200000	2.192000	2.636000	687898842	58560	3963745	59244923	147319617	172959212	11482575
1496402113495336062	splash2x.barnes	1	1800	45	1.100000	0.806000	0.963000	994228826	87666	5796665	83598305	209422399	250517091	16751629
1496402114005401446	splash2x.barnes	1	1800	44	1.100000	1.234000	1.478000	992361725	86388	5737314	88250945	215196944	252664547	16599382
1496402114515238247	splash2x.barnes	1	1800	43	1.100000	1.238000	1.483000	1144656556	43791	4212203	85022233	223793698	235908917	18512324
1496402115024669715	splash2x.barnes	1	1800	43	1.100000	1.318000	1.578000	1802845809	3062	4593618	100860644	505055068	374272926	28373426
1496402115533781392	splash2x.barnes	1	1800	44	1.200000	2.324000	2.795000	1802692590	458	3919107	107603242	628974191	438855603	29102691
1496402116042947527	splash2x.barnes	1	1800	44	1.200000	2.351000	2.828000	1802718540	452	3891110	107691561	629825346	439084991	28971123
1496402116552212704	splash2x.barnes	1	1800	45	1.200000	2.353000	2.835000	1802786685	456	3851887	107658047	629489958	438248559	29532517
1496402117061497005	splash2x.barnes	1	1800	45	1.200000	2.354000	2.831000	1802928035	454	3820055	107608277	629127042	437745548	29588138
1496402117570614682	splash2x.barnes	1	1800	45	1.200000	2.355000	2.833000	1802409455	458	3894783	107482691	627852426	437279786	28779347
1496402118080061859	splash2x.barnes	1	1800	45	1.200000	2.355000	2.833000	1802859449	464	4127681	107355560	626862378	439573858	26711963
1496402118589327660	splash2x.barnes	1	1800	45	1.200000	2.346000	2.826000	1724068301	442	3913665	100200462	582398699	409981325	25112500
1496402119098594962	splash2x.barnes	1	1800	45	1.200000	2.343000	2.823000	1697976813	3609	3584793	109876582	465484174	337942694	23090997
1496402119607807930	splash2x.barnes	1	1800	45	1.200000	1.681000	2.018000	1802423420	456	3934773	107416218	628252371	438945319	28987444
1496402120116985024	splash2x.barnes	1	1800	45	1.200000	2.349000	2.830000	1802435130	452	3882233	107391003	628168967	438584529	30182981
1496402120626254659	splash2x.barnes	1	1800	46	1.200000	2.360000	2.843000	1802417990	456	3836522	107399916	628208018	437872470	29536093
1496402121135381877	splash2x.barnes	1	1800	46	1.200000	2.359000	2.842000	1802400370	452	3793019	107382312	628118664	437023459	30493958
1496402121644598429	splash2x.barnes	1	1800	46	1.200000	2.360000	2.843000	1802465640	454	3839374	107518181	628539482	437309207	29120077
1496402122153733231	splash2x.barnes	1	1800	46	1.200000	2.358000	2.841000	1802872360	462	4121715	107555747	628259380	440810927	25933611
1496402122662940783	splash2x.barnes	1	1800	46	1.200000	2.343000	2.823000	1797984079	458	4049848	104945926	610826303	429507417	25496753
1496402123172281543	splash2x.barnes	1	1800	45	1.200000	2.316000	2.790000	1502854366	2865	3160024	97811239	397696729	290556692	19715697
1496402123681560469	splash2x.barnes	1	1800	45	1.200000	2.175000	2.616000	1802443875	458	3967990	107554180	628755284	439243907	27682144
1496402124190653688	splash2x.barnes	1	1800	46	1.200000	2.355000	2.837000	1802437755	454	3892957	107454565	628811400	438565489	29017430
1496402124699930740	splash2x.barnes	1	1800	46	1.200000	2.359000	2.842000	1802435454	458	3826428	107459357	628666152	437573815	29685662
1496402125209208125	splash2x.barnes	1	1800	46	1.200000	2.358000	2.841000	1802445051	452	3827439	107524176	628746238	437647854	29176945
1496402125718318301	splash2x.barnes	1	1800	46	1.200000	2.358000	2.841000	1802954620	456	3809547	107599285	629029849	436934686	29244337
1496402126227475895	splash2x.barnes	1	1800	46	1.200000	2.359000	2.837000	1802456520	448	4106522	107743877	629115578	440740011	25112856
1496402126736735113	splash2x.barnes	1	1800	46	1.200000	2.346000	2.822000	1802722910	454	4154825	107575028	628734099	441209479	24678995
1496402127246068206	splash2x.barnes	1	1800	45	1.200000	2.345000	2.825000	1525714611	2833	3166075	97069460	390654014	286583627	19368068
1496402127755265508	splash2x.barnes	1	1800	46	1.200000	1.672000	2.008000	1802501745	458	4019493	107566779	628701424	439556008	27326721
1496402128264427768	splash2x.barnes	1	1800	46	1.200000	2.348000	2.829000	1802525995	454	3892302	107510138	629037598	438632210	28864670
1496402128773620695	splash2x.barnes	1	1800	46	1.200000	2.358000	2.841000	1802496905	458	3850759	107482128	628885778	437990253	29847255
1496402129282842122	splash2x.barnes	1	1800	46	1.200000	2.360000	2.843000	1802711695	458	3853801	107472699	628710258	437788058	29588672
1496402129792094007	splash2x.barnes	1	1800	46	1.200000	2.361000	2.845000	1802492365	458	3797437	107502450	628802219	436793856	29861893
1496402130301367100	splash2x.barnes	1	1800	46	1.200000	2.361000	2.845000	1802504525	458	4047900	107683114	628906628	439925139	25905080
1496402130810593944	splash2x.barnes	1	1800	46	1.200000	2.342000	2.822000	1802491985	458	4180382	107554193	628329431	441035044	24462179
1496402131319820079	splash2x.barnes	1	1800	46	1.200000	2.340000	2.815000	1052101310	3258	2245457	59216005	320420965	231895497	14426986
1496402131830011296	splash2x.fmm	1	1800	44	1.100000	0.794000	0.949000	927355394	79683	5373069	79186357	197792999	233740710	15459439
1496402132340225054	splash2x.fmm	1	1800	44	1.100000	1.233000	1.477000	993625705	86927	5766095	84399879	210287662	250557444	16668327
1496402132850266938	splash2x.fmm	1	1800	43	1.100000	1.235000	1.479000	1011028299	86467	5724621	88814508	217057223	254162568	16690400
1496402133359811990	splash2x.fmm	1	1800	43	1.100000	1.258000	1.507000	918786350	12727	1057121	49812543	123315697	110506338	5216208
1496402133869681415	splash2x.fmm	1	1800	43	1.100000	1.135000	1.359000	1371736391	133603	3091015	82345207	265019948	263702601	20178683
1496402134379031009	splash2x.fmm	1	1800	42	1.100000	1.201000	1.438000	1141168604	7080	5199509	60873041	172165031	229771546	18460255
1496402134888206394	splash2x.fmm	1	1800	43	1.200000	1.959000	2.354000	1802431645	460	948624	62631677	327304526	380270807	16773325
1496402135397448321	splash2x.fmm	1	1800	44	1.200000	2.148000	2.584000	1802436175	454	905331	66538397	343725919	399414390	17675866
1496402135906749247	splash2x.fmm	1	1800	44	1.200000	2.141000	2.575000	1802525240	460	916959	67467527	348056357	405411230	17940961
1496402136416589840	splash2x.fmm	1	1800	44	1.200000	2.396000	2.887000	1781231603	751	3476319	104241041	340986488	422341253	23621151
1496402136926022016	splash2x.fmm	1	1800	44	1.200000	1.770000	2.125000	1802419040	515	1167717	62162225	328982423	361676956	16592030
1496402137435154818	splash2x.fmm	1	1800	45	1.200000	2.093000	2.515000	1802438765	452	904735	65914136	341216568	396382202	17512335
1496402137944277162	splash2x.fmm	1	1800	45	1.200000	2.176000	2.617000	1802420475	454	921474	65871783	341001738	396414048	17483040
1496402138453420338	splash2x.fmm	1	1800	45	1.200000	2.170000	2.610000	1800377449	471	766412	93552517	394508212	459380928	21289501
1496402138962580515	splash2x.fmm	1	1800	45	1.200000	1.803000	2.165000	1800513997	593	3809928	76050604	296094200	351141034	20047358
1496402139471720984	splash2x.fmm	1	1800	45	1.200000	2.107000	2.532000	1802387230	454	917738	63808021	332335574	386094207	17035475
1496402139981051660	splash2x.fmm	1	1800	45	1.200000	2.131000	2.561000	1802882235	462	916211	65127624	337948532	392472100	17200427
1496402140490159087	splash2x.fmm	1	1800	45	1.200000	2.112000	2.538000	1799074171	467	838852	85170552	420521544	492331026	21595540
1496402140999368972	splash2x.fmm	1	1800	45	1.200000	2.272000	2.733000	1800092039	596	3724173	84650858	270339724	318525812	19761468
1496402141508497607	splash2x.fmm	1	1800	45	1.200000	2.086000	2.509000	1802423765	452	931209	63452881	330923510	384243125	16831696
1496402142017665243	splash2x.fmm	1	1800	45	1.200000	2.149000	2.585000	1802377630	460	930069	65919451	341144882	396661324	17495544
1496402142526795836	splash2x.fmm	1	1800	45	1.200000	2.140000	2.574000	1789133369	577	3671590	95170340	309193107	363175011	21843086
1496402143036083388	splash2x.fmm	1	1800	45	1.200000	2.139000	2.573000	1802759415	458	942956	62759237	327913871	380907689	16649082
1496402143545187815	splash2x.fmm	1	1800	45	1.200000	2.096000	2.521000	1802833410	458	910716	65493512	339515144	394133653	17307135
1496402144054300825	splash2x.fmm	1	1800	45	1.200000	2.139000	2.573000	1802412270	454	918272	66473944	343853822	400313119	17651789
1496402144563375835	splash2x.fmm	1	1800	46	1.200000	2.135000	2.568000	1617473664	516	876649	90892492	338917294	388439071	19041554
1496402145073296136	splash2x.fmm	1	1800	45	1.200000	2.014000	2.420000	686842133	55532	3799084	58563183	145811960	170138550	11016655
1496402145583418895	splash2x.radiosity	1	1800	44	1.100000	1.195000	1.431000	994191141	87798	5800042	83296607	208734137	249934662	16729103
1496402146093630237	splash2x.radiosity	1	1800	43	1.100000	1.234000	1.478000	992401124	86459	5745257	87787349	214578633	252387096	16515799
1496402146604041995	splash2x.radiosity	1	1800	43	1.200000	1.236000	1.483000	973645455	84699	3215295	71833900	203934702	208026327	15918909
1496402147114073171	splash2x.radiosity	1	1800	42	1.100000	1.256000	1.504000	920336141	97908	2192546	66307513	213100362	192157714	12837571
1496402147623841972	splash2x.radiosity	1	1800	41	1.100000	1.190000	1.425000	912556803	119814	2177735	71445129	231951560	195209870	13612225
1496402148134200772	splash2x.radiosity	1	1800	41	1.100000	1.175000	1.407000	906010441	37345	629131	24491391	92489063	60108842	24133358
1496402148643382532	splash2x.radiosity	1	1800	41	1.100000	1.124000	1.346000	1726668879	12061	12901164	284235423	609187671	739688417	7666293
1496402149152370834	splash2x.radiosity	1	1800	43	1.200000	1.790000	2.151000	1802512217	560	17541716	345613460	662594947	892733611	7517523
1496402149661405594	splash2x.radiosity	1	1800	44	1.200000	2.513000	3.028000	1802842036	701	14249349	330892301	681455296	846040396	5287132
1496402150170301272	splash2x.radiosity	1	1800	45	1.200000	2.498000	3.010000	1802512683	800	14783016	319858520	680209858	831470358	4967435
1496402150679334574	splash2x.radiosity	1	1800	45	1.200000	2.467000	2.972000	1802482451	870	15579052	317216723	677984043	827625402	5506254
1496402151188168376	splash2x.radiosity	1	1800	45	1.200000	2.459000	2.963000	1802526484	900	13766708	317747940	692860954	813309785	5109818
1496402151697345511	splash2x.radiosity	1	1800	46	1.200000	2.479000	2.987000	1802839600	727	14229984	325730783	675818929	827716851	6047736
1496402152206586354	splash2x.radiosity	1	1800	46	1.200000	2.472000	2.978000	1802772079	921	13512541	314071953	678734803	801129312	5524501
1496402152715588906	splash2x.radiosity	1	1800	46	1.200000	2.448000	2.949000	1802777166	1124	12646863	299183852	678659729	771449303	5695317
1496402153224581292	splash2x.radiosity	1	1800	46	1.200000	2.421000	2.917000	1803228496	1050	14860513	305248024	674100151	800404903	6511755
1496402153733672010	splash2x.radiosity	1	1800	46	1.200000	2.466000	2.971000	1802754959	1240	14075948	296534941	682134645	776654080	5900662
1496402154242775312	splash2x.radiosity	1	1800	46	1.200000	2.463000	2.967000	1802784053	1271	13970299	298745938	685230637	778432553	6037912
1496402154751847531	splash2x.radiosity	1	1800	46	1.200000	2.440000	2.940000	1802762029	969	13679269	318032833	691042234	807043963	6396023
1496402155260819666	splash2x.radiosity	1	1800	47	1.200000	2.463000	2.967000	1802613009	1209	13476433	302650823	679633428	781273744	5734466
1496402155769961051	splash2x.radiosity	1	1800	47	1.200000	2.435000	2.934000	1802260994	1226	13227300	300877354	672330162	769306089	4459981
1496402156278898353	splash2x.radiosity	1	1800	47	1.200000	2.410000	2.904000	1802092048	1232	12149672	302022309	691405206	768197334	4637438
1496402156787929114	splash2x.radiosity	1	1800	47	1.200000	2.448000	2.949000	1802482226	1242	13045459	271454384	708456083	751560018	4576336
