#Timestamp	Benchmark	Run(#)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495831282067402300	splash2x.radiosity	1	1800	42	1.2	1.440	1.728	901111399	104201	32030	351862512	665088	938423069	118	226	5424536	135436115	367596163	367254413	1588352
1495831282576460191	splash2x.radiosity	1	1800	42	1.2	1.442	1.730	901061441	98639	31219	365807126	648848	932095814	116	224	7440119	153335247	350784280	404820037	1846911
1495831283085499709	splash2x.radiosity	1	1800	42	1.2	1.433	1.720	901055022	101214	41576	347419107	605119	974550881	117	226	6684935	147642049	359567466	392267597	1773212
1495831283594521811	splash2x.radiosity	1	1800	42	1.2	1.450	1.740	901043638	98071	34724	357504587	758783	969711548	116	226	7762221	145139162	349890599	399709510	1966946
1495831284103624518	splash2x.radiosity	1	1800	42	1.2	1.444	1.732	901044033	110074	39198	347708451	931742	934189199	117	226	5843771	145801263	359151295	376133774	1846602
1495831284612668164	splash2x.radiosity	1	1800	42	1.2	1.442	1.730	901043429	108635	36621	355974666	872967	980724734	116	226	6270287	146529304	354064869	383893681	1907682
1495831285121663332	splash2x.radiosity	1	1800	42	1.2	1.429	1.715	901045119	112601	38534	352564214	848500	976854325	118	226	7269142	154440887	353460050	403620963	2249771
1495831285630865480	splash2x.radiosity	1	1800	42	1.2	1.456	1.747	901042505	106320	46280	350177103	811333	993719386	114	224	7063350	150873655	349087341	395578254	1997162
1495831286140059378	splash2x.radiosity	1	1800	42	1.2	1.445	1.734	901123092	110056	47413	345374060	790894	980882452	117	226	7088651	148829672	342990419	393124701	1990466
1495831286649115153	splash2x.radiosity	1	1800	42	1.2	1.440	1.728	901041418	112554	41943	342783352	848011	965826034	116	224	6706585	153726876	348033486	394736904	2047080
1495831287158206095	splash2x.radiosity	1	1800	42	1.2	1.436	1.723	901044430	111764	41589	343646740	839464	992296132	117	226	6635438	150530818	348268202	388605483	2122258
1495831287667310123	splash2x.radiosity	1	1800	42	1.2	1.444	1.732	901134193	112301	38398	345836419	827148	979769091	116	224	6535809	150292942	348745699	386858300	2374458
1495831288176352150	splash2x.radiosity	1	1800	42	1.2	1.433	1.719	901114164	123256	38532	345322077	808910	970523625	117	228	5916831	152045333	339114409	378622602	2167564
1495831288685454117	splash2x.radiosity	1	1800	42	1.2	1.436	1.723	901105912	117307	32720	335863757	625276	992851361	116	226	5806066	144024272	339322095	365637003	2234972
1495831289194531146	splash2x.radiosity	1	1800	42	1.2	1.420	1.704	901049938	128301	33276	337986377	494728	952369725	119	226	6266002	139843283	344672003	370779358	2444290
1495831289703638100	splash2x.radiosity	1	1800	42	1.2	1.421	1.706	901042743	123811	37957	340734236	679548	936204739	116	224	6966552	141366307	344189974	382670211	2624336
1495831290212729264	splash2x.radiosity	1	1800	42	1.2	1.424	1.709	901098354	128091	37661	340667482	903052	925598674	118	226	6320181	140600318	341647897	371251309	2986906
1495831290721786600	splash2x.radiosity	1	1800	42	1.2	1.429	1.714	901051577	142268	40023	338886842	963272	931769420	116	224	6346736	140644149	332830380	367480194	3436399
1495831291230868068	splash2x.radiosity	1	1800	42	1.2	1.418	1.701	901048657	146059	38192	331908917	931415	928830272	117	226	6193955	133495496	323531689	352813129	4234829
1495831291739887530	splash2x.radiosity	1	1800	42	1.2	1.406	1.687	901050445	141468	37199	322616752	826079	891227415	115	224	5677897	125863907	307659067	329592334	6075657
1495831292248983367	splash2x.radiosity	1	1800	42	1.2	1.385	1.661	901050435	159180	40043	312546876	1139961	860662718	113	226	4301400	95753751	253840721	250700800	10902139
1495831292758132428	splash2x.radiosity	1	1800	41	1.2	1.308	1.569	901247538	148195	39025	270128565	1478563	722045286	115	230	1604680	49365037	168587779	119163372	17801974
1495831293267364342	splash2x.radiosity	1	1800	41	1.1	1.233	1.478	901115312	103324	31303	179122089	2253097	436097724	118	257	2535410	249140692	252681478	78677167	15274385
1495831293776392687	splash2x.radiosity	1	1800	41	1.1	1.125	1.347	901113839	67506	26223	232309989	878802	677361726	135	250	2158036	205318403	248741368	121466772	12503611
1495831294540577158	splash2x.raytrace	1	1800	40	1.1	1.121	1.342	612249694	3693898	1094392	144214533	1410928	309456676	18332	46047	3210015	55585570	138574766	157728354	8930637
1495831295050331039	splash2x.raytrace	1	1800	40	1.1	1.036	1.240	901201124	9379718	2732839	196044667	3219121	379456815	47519	83620	5352729	78683725	198441800	235397448	15233693
1495831295560130456	splash2x.raytrace	1	1800	40	1.1	1.174	1.406	901226187	9206377	2679888	201638576	3171187	397828315	46861	82598	5295173	83012364	204419426	238306297	15006234
1495831296069666143	splash2x.raytrace	1	1800	40	1.1	1.181	1.414	893935498	7887494	2032767	220221683	2505842	549383692	34388	46014	4274457	106388563	237383748	251303114	25868304
1495831296578952409	splash2x.raytrace	1	1800	40	1.2	1.356	1.626	901124240	158925	45047	164387339	988741	401232354	378	260	471667	92477835	268318538	211319052	84927833
1495831297088014965	splash2x.raytrace	1	1800	41	1.2	1.419	1.703	901161993	92782	28426	165678489	992635	402525343	138	228	514921	90239003	267724122	211867889	86116649
1495831297597166204	splash2x.raytrace	1	1800	41	1.2	1.437	1.724	901191648	90674	27509	177162107	1043293	422122195	117	226	430054	91875435	268312484	212014672	86677930
1495831298106219318	splash2x.raytrace	1	1800	41	1.2	1.443	1.732	901135186	84681	28487	177534885	1055255	426353277	117	224	419387	90589158	270153121	211185960	84481803
1495831298615257427	splash2x.raytrace	1	1800	41	1.2	1.442	1.731	901130690	79875	27249	181778791	1076090	439679062	116	226	335312	89905314	268225835	210165200	86867285
1495831299124337055	splash2x.raytrace	1	1800	41	1.2	1.475	1.770	901067281	79727	27089	214633171	1295831	515413778	117	224	450521	87194971	266782151	210628015	86175740
1495831299633387595	splash2x.raytrace	1	1800	41	1.2	1.470	1.764	901066521	76973	26906	153797698	911212	370991192	116	226	499306	87039895	267118168	211315132	86526798
1495831300142433448	splash2x.raytrace	1	1800	41	1.1	1.400	1.679	901067488	81405	27467	140473167	824618	338125005	117	224	468309	87632525	267120625	211536939	87150246
1495831300651551483	splash2x.raytrace	1	1800	41	1.2	1.408	1.690	901062228	81421	27191	141887647	830355	340937507	116	226	342257	88545464	265770193	209355531	87021008
1495831301160860475	splash2x.raytrace	1	1800	41	1.2	1.407	1.689	901071103	87708	28722	151704625	885841	356209389	118	226	394115	88187926	266434721	209596780	86601928
1495831301670016901	splash2x.raytrace	1	1800	41	1.2	1.417	1.701	901153038	86076	27614	151590079	894327	356439984	117	228	374058	88666021	268056339	210616273	86130518
1495831302179178284	splash2x.raytrace	1	1800	41	1.2	1.418	1.702	901073712	89094	28180	155470467	898097	367952003	117	224	349561	90230070	268747419	210365113	86012247
1495831302688368434	splash2x.raytrace	1	1800	41	1.2	1.422	1.706	901055157	83750	28037	145464441	840728	350913592	117	226	410431	88594607	265196807	208849191	85693428
1495831303197504769	splash2x.raytrace	1	1800	41	1.2	1.405	1.686	901057613	80978	26566	149503426	858775	359274661	116	224	451567	87158740	265371071	209504950	86321199
1495831303706615184	splash2x.raytrace	1	1800	41	1.1	1.416	1.698	901053557	84473	27685	151198009	877675	361350048	117	226	388896	87302261	263956954	207644474	86133433
1495831304215738931	splash2x.raytrace	1	1800	41	1.1	1.413	1.695	901050611	75546	28100	152669543	884632	365153218	116	224	473883	89804008	266914896	211614259	87617317
1495831304724989488	splash2x.raytrace	1	1800	41	1.2	1.420	1.704	901044532	89546	28665	150998721	871140	361232219	116	226	468961	89035666	266709112	211058440	87197691
1495831305234139584	splash2x.raytrace	1	1800	41	1.2	1.416	1.700	901063575	82095	27181	153626351	889948	368936034	117	226	385680	88971271	267153253	210360949	87051025
1495831305743338864	splash2x.raytrace	1	1800	41	1.2	1.420	1.704	901135572	81400	28178	135467588	807557	328258129	117	228	398408	87680708	265307857	208848727	87245737
1495831306252484705	splash2x.raytrace	1	1800	41	1.1	1.394	1.672	901051616	80568	26848	130288728	764921	313948339	116	224	397230	87192271	265563258	209015299	87302346
1495831306761565668	splash2x.raytrace	1	1800	41	1.1	1.398	1.676	901059820	83801	28354	135135359	790910	323948477	117	226	447449	88246356	268504561	211461318	86370957
1495831307270691025	splash2x.raytrace	1	1800	41	1.1	1.401	1.680	901061880	82469	27403	128788882	747933	309460683	116	226	417849	87807503	267710385	210854014	87985759
1495831307779863046	splash2x.raytrace	1	1800	41	1.1	1.402	1.682	901144660	86544	28105	143374280	821652	338654229	117	238	377787	86886711	262539183	206285434	86327128
1495831308289101168	splash2x.raytrace	1	1800	41	1.1	1.400	1.679	901116233	82308	27955	132262631	745711	313947888	116	226	348938	86140847	264639889	207257677	87464642
1495831308798242351	splash2x.raytrace	1	1800	41	1.2	1.393	1.672	901065570	81275	28405	128045606	730995	307058323	118	226	343224	86529998	264248127	207067718	87088401
1495831309307430656	splash2x.raytrace	1	1800	41	1.1	1.395	1.673	901080823	82064	27660	139480878	793251	330120742	117	228	356086	86034336	264702513	206682613	87130817
1495831309816617439	splash2x.raytrace	1	1800	41	1.1	1.397	1.675	901197608	82952	28426	140503025	809282	336451848	116	224	444771	87369217	268678009	211361186	87978454
1495831310325741156	splash2x.raytrace	1	1800	41	1.1	1.405	1.685	901144198	80356	27642	139587109	805852	335513141	116	226	506517	87487290	269134020	212801836	88335604
1495831310834887351	splash2x.raytrace	1	1800	41	1.1	1.402	1.681	901152262	81538	28379	130914609	746134	311532501	117	224	484345	87137469	267918391	211618526	87855430
1495831311343947375	splash2x.raytrace	1	1800	41	1.1	1.395	1.673	901144527	81154	27242	144323475	822138	345394579	116	226	464071	86207735	269275705	211522093	88250535
1495831311853142503	splash2x.raytrace	1	1800	41	1.1	1.411	1.693	901141061	85772	28226	145786845	832561	348441883	117	224	457400	86608292	267221390	210967215	87734237
1495831312362233752	splash2x.raytrace	1	1800	41	1.1	1.412	1.693	901147779	83973	28679	146410134	840423	349150242	116	226	475705	86716557	267087305	210936680	86492837
1495831312871353126	splash2x.raytrace	1	1800	41	1.1	1.414	1.696	901147099	82963	28265	141995376	810353	338210153	116	226	401274	87713131	265691761	209981009	86240334
1495831313380488120	splash2x.raytrace	1	1800	41	1.1	1.406	1.687	901211706	81103	26872	134959496	772585	320519523	112	228	319778	88517290	266021541	209244694	87166869
1495831313889622322	splash2x.raytrace	1	1800	41	1.1	1.397	1.675	901177588	83206	28347	139710728	792680	332790935	114	224	347941	86662031	264927994	208584505	87250962
1495831314398746625	splash2x.raytrace	1	1800	42	1.2	1.409	1.691	901139750	82462	27782	143887726	829225	342750108	112	226	366274	86596528	264609748	208843738	86912410
1495831314907939740	splash2x.raytrace	1	1800	41	1.2	1.407	1.689	901135300	85725	27921	142341975	825618	337888384	113	224	394582	86485854	266820548	209314345	87957219
1495831315417075497	splash2x.raytrace	1	1800	41	1.1	1.405	1.685	901135079	82981	26740	138630702	807867	335192736	112	226	423262	86134085	267056827	209833737	87709989
1495831315926205627	splash2x.raytrace	1	1800	41	1.1	1.405	1.685	901140024	80272	25998	127735631	720273	303635316	113	224	517906	86741738	269342691	212679418	88234988
1495831316435361067	splash2x.raytrace	1	1800	41	1.2	1.397	1.677	901140034	81269	26459	129074850	725801	305694609	112	226	542055	87114819	271312892	214171133	88457726
1495831316944397611	splash2x.raytrace	1	1800	42	1.1	1.398	1.676	901177035	82637	27205	126991935	718221	301060764	114	224	495227	86245532	270707305	212919857	88706902
1495831317453565901	splash2x.raytrace	1	1800	41	1.1	1.395	1.674	901091303	81100	27008	125924954	720051	300496202	112	226	469995	85519743	267597268	210637734	87729082
1495831317962748961	splash2x.raytrace	1	1800	41	1.2	1.393	1.672	901192493	83806	27753	124785431	709196	297428230	121	224	464818	85194409	266222612	209924165	86969433
1495831318471980934	splash2x.raytrace	1	1800	41	1.2	1.389	1.667	901079090	78295	26322	123313730	699189	292940974	112	226	479843	85838819	266584215	210910351	87030472
1495831318981095428	splash2x.raytrace	1	1800	42	1.2	1.392	1.671	901074216	78164	26887	120744272	676006	284604736	113	224	285791	90196050	266282443	209357659	87267562
1495831319490218772	splash2x.raytrace	1	1800	42	1.1	1.390	1.667	901071574	79010	25882	124104383	699555	294247522	112	226	302352	87765509	265411839	208588177	86640053
1495831319999298866	splash2x.raytrace	1	1800	42	1.1	1.390	1.667	901073178	80599	26456	123274176	699459	294176827	113	224	444450	87256890	267049004	210715865	86519881
1495831320508428602	splash2x.raytrace	1	1800	42	1.2	1.393	1.672	901077777	79744	26177	124159115	702228	294743471	112	226	359650	86500685	266539922	208658915	88626368
1495831321017558359	splash2x.raytrace	1	1800	42	1.1	1.390	1.668	901076882	80787	27293	123616749	694378	290896292	114	228	385686	87397696	267010604	209703644	88502232
1495831321526750028	splash2x.raytrace	1	1800	42	1.2	1.391	1.669	901084281	80188	26884	124268218	702880	293266599	113	226	515982	86598239	269088390	212321605	88388637
1495831322035937447	splash2x.raytrace	1	1800	42	1.2	1.396	1.675	901111835	86008	27718	130240041	739500	306418203	118	224	491875	86861181	269290073	212254124	88298471
1495831322545028696	splash2x.raytrace	1	1800	42	1.2	1.399	1.680	901137980	82132	27463	130829760	732054	307736361	116	226	491418	86795264	269786744	212374885	88247833
1495831323054228903	splash2x.raytrace	1	1800	42	1.2	1.398	1.678	901141395	84181	27680	130494465	729214	306437944	117	224	474826	86438398	268595856	211428519	88058802
1495831323563396190	splash2x.raytrace	1	1800	42	1.2	1.395	1.674	901139021	83413	27718	130727267	733104	307391182	116	226	430965	85693159	267751842	210416116	87371235
1495831324072478914	splash2x.raytrace	1	1800	42	1.2	1.395	1.675	901137495	85476	28363	133644496	749829	315192911	117	224	429599	86325671	266754681	210641265	85662910
1495831324581727697	splash2x.raytrace	1	1800	42	1.2	1.393	1.672	901135143	83218	27604	131275089	729695	307931402	116	226	332325	87694358	267652583	210382047	84669777
1495831325090847730	splash2x.raytrace	1	1800	42	1.2	1.392	1.671	901140292	83897	27500	131088499	726847	305064977	117	226	472367	87771497	268817900	212068354	86301486
1495831325599947864	splash2x.raytrace	1	1800	42	1.2	1.394	1.673	901181743	81711	27790	123480582	697314	289760973	116	228	432051	86857172	268008755	210859458	87950221
1495831326109119830	splash2x.raytrace	1	1800	42	1.2	1.397	1.677	901256180	82426	27926	130225879	725909	306816463	116	224	367086	86770364	267453405	210109025	87187158
1495831326618182981	splash2x.raytrace	1	1800	42	1.2	1.395	1.674	901135495	85523	28396	129783792	724710	304978048	117	226	420301	86571952	267644319	210900690	87277166
1495831327127280382	splash2x.raytrace	1	1800	42	1.2	1.398	1.677	901143417	84302	27922	130801919	739519	308722461	116	224	463310	86561367	268001567	211321810	87353595
1495831327636448467	splash2x.raytrace	1	1800	42	1.2	1.401	1.681	901191496	84331	28421	133817123	761727	316731775	117	226	516855	86386341	269094531	212656173	87056530
1495831328145527968	splash2x.raytrace	1	1800	42	1.2	1.405	1.687	901072746	84841	27358	137912575	768253	327977962	116	224	424524	86646493	268992673	211753020	86284384
1495831328654724278	splash2x.raytrace	1	1800	42	1.2	1.400	1.681	901064239	78717	26630	130584926	718400	314902337	117	226	322091	87948352	268617357	210662080	83929370
1495831329163946901	splash2x.raytrace	1	1800	41	1.2	1.396	1.675	901073498	80809	27128	126143282	704579	303817568	117	226	412490	87737190	268685083	211367619	85433198
1495831329673154125	splash2x.raytrace	1	1800	41	1.2	1.389	1.667	901144830	82330	27030	123766115	694857	296977704	118	228	395804	87734285	269150459	211812321	85521485
1495831330182399597	splash2x.raytrace	1	1800	42	1.2	1.389	1.667	901070745	79403	26681	122538427	688941	292153194	116	224	554901	87330030	270457072	214031555	85130891
1495831330691633464	splash2x.raytrace	1	1800	42	1.2	1.392	1.670	901061600	80963	27668	123843821	696276	294326194	117	226	452597	88205243	269811961	212567577	83369387
1495831348512457467	splash2x.water_nsquared	1	1800	41	1.1	1.210	1.451	759289178	9320641	2694913	194874326	3171676	377564177	46899	49349	3288779	56395036	143623310	158777068	13454167
1495831349022428180	splash2x.water_nsquared	1	1800	41	1.1	1.111	1.331	901098583	9145363	2645108	200328161	3116763	395927625	46175	83547	5357246	78764887	198404361	235227951	15356912
1495831349532409288	splash2x.water_nsquared	1	1800	41	1.1	1.177	1.409	894212915	7736735	1929867	215089615	2343920	576761856	33134	82278	5317489	82970092	204261456	238282678	15177965
1495831350041857270	splash2x.water_nsquared	1	1800	41	1.1	1.179	1.412	901200682	160848	26012	427497506	361961	1149610076	157	45278	4058988	128802037	287748069	300633064	12596278
1495831350551150856	splash2x.water_nsquared	1	1800	42	1.2	1.466	1.759	901103461	70896	22109	415436220	348433	1110096529	116	226	1411682	194155650	624354864	526881577	16175920
1495831351060269629	splash2x.water_nsquared	1	1800	42	1.2	1.633	1.962	901143468	70245	21911	392057222	329820	1043853441	117	228	1443475	194063245	624413964	527954642	16211078
1495831351569382588	splash2x.water_nsquared	1	1800	42	1.2	1.621	1.948	901078294	70089	21852	363236236	307262	966168722	117	224	1439641	195355617	624973492	529102218	16051049
1495831352078473025	splash2x.water_nsquared	1	1800	42	1.2	1.600	1.922	901079968	70095	22060	351428441	298450	934748161	117	226	1411089	195767337	623698039	527591870	16079397
1495831352587554170	splash2x.water_nsquared	1	1800	42	1.2	1.591	1.911	901202579	69961	21728	346932010	294818	924145624	117	224	1511148	194845081	621738591	526669706	16005869
1495831353096669459	splash2x.water_nsquared	1	1800	42	1.2	1.589	1.908	901145264	70228	21780	339415763	288402	902914479	117	226	1638846	193112385	620681752	526363029	15856776
1495831353605825436	splash2x.water_nsquared	1	1800	42	1.2	1.577	1.894	901077327	69458	21542	324483505	275033	862542012	116	224	1884469	194383454	604508853	518482981	15339946
1495831354114984265	splash2x.water_nsquared	1	1800	42	1.2	1.560	1.874	901077390	70044	21627	319967319	271703	847295751	117	222	1787767	201080300	583313544	499411473	14476594
1495831354624061448	splash2x.water_nsquared	1	1800	42	1.2	1.553	1.865	901237110	70486	21685	318986161	271793	845492510	116	226	1615671	206127874	574475181	492941369	13999735
1495831355133195213	splash2x.water_nsquared	1	1800	43	1.2	1.550	1.862	901151599	71292	22513	325774071	275394	864568348	117	224	1857399	208226651	564120216	486486469	13409801
1495831355642428978	splash2x.water_nsquared	1	1800	42	1.2	1.545	1.855	901070380	71075	23227	338916448	284063	911822792	114	236	2067235	192508078	551037927	477323499	14542173
1495831356151570595	splash2x.water_nsquared	1	1800	43	1.2	1.556	1.867	901086497	71116	22984	352957078	292967	963081080	113	224	2455610	188095654	605167172	524331517	15757244
1495831356660677108	splash2x.water_nsquared	1	1800	43	1.2	1.594	1.915	901144513	71269	22533	359730069	295054	993785744	113	230	2434634	186979845	608027382	525062522	15803378
1495831357169816245	splash2x.water_nsquared	1	1800	43	1.2	1.600	1.922	901106534	72640	22404	368806106	300202	1032951426	113	224	2487520	186993050	608162646	526645613	15715952
1495831357678930506	splash2x.water_nsquared	1	1800	43	1.2	1.610	1.933	901089808	71008	22902	376419095	302322	1066171867	112	226	2447833	188174079	606627667	525918968	15751144
1495831358188040328	splash2x.water_nsquared	1	1800	43	1.2	1.615	1.940	901093175	72678	22271	381637805	304609	1093825884	113	226	2458444	188276491	605743346	524844189	15683599
1495831358697177109	splash2x.water_nsquared	1	1800	43	1.2	1.622	1.949	901216422	71758	22568	404023048	318848	1173575571	112	228	2397318	187292936	609110334	525113657	15678201
1495831359206305387	splash2x.water_nsquared	1	1800	43	1.2	1.646	1.977	901155890	73107	24171	419061021	327439	1233127149	113	224	2368650	190627548	598169232	517981713	15305024
1495831359715461792	splash2x.water_nsquared	1	1800	43	1.2	1.644	1.974	901098672	75852	24315	408321982	335904	1155294140	118	226	2367081	195809252	585241541	508521315	14660468
1495831360224555777	splash2x.water_nsquared	1	1800	43	1.2	1.629	1.957	901092666	74981	24949	419739294	351350	1109095010	113	224	2452007	195765385	574965010	500091031	14393980
1495831360733794658	splash2x.water_nsquared	1	1800	43	1.2	1.636	1.965	901145544	74501	24782	403475277	339148	1069318016	113	226	2161598	202674571	567709457	493874812	13892636
1495831361242937434	splash2x.water_nsquared	1	1800	43	1.2	1.618	1.944	901098295	76243	25134	374550516	316188	990680474	115	224	2488527	202119766	556916268	487428248	13414329
1495831361752142126	splash2x.water_nsquared	1	1800	43	1.2	1.596	1.916	901168786	74224	24103	353102233	299544	931021125	112	230	2498737	191101759	535553225	470935295	14313266
1495831362261350713	splash2x.water_nsquared	1	1800	43	1.2	1.580	1.897	901189013	76196	23999	345654227	293516	912246996	113	226	2469584	187277582	606218977	524500515	15763180
1495831362770642174	splash2x.water_nsquared	1	1800	43	1.2	1.601	1.922	901314131	74025	23525	341368151	290318	901050143	112	228	2453349	186282701	607826829	525310704	15913514
1495831363279727322	splash2x.water_nsquared	1	1800	43	1.2	1.599	1.920	901180521	75275	24288	331018934	282800	872637708	113	224	2457771	188109559	607999425	527054142	15708800
1495831363788867177	splash2x.water_nsquared	1	1800	43	1.2	1.591	1.911	901184260	74947	24886	318867783	272123	839055515	113	226	2448929	188625717	606199812	525381925	15713184
1495831364298000678	splash2x.water_nsquared	1	1800	43	1.2	1.582	1.900	901184548	74272	24125	316341304	269697	830698789	113	224	2457627	187403308	607150804	524902486	15731778
1495831364807153198	splash2x.water_nsquared	1	1800	43	1.2	1.581	1.898	901232219	74938	24225	317795913	270542	836856490	113	226	2407922	186741886	609278638	525871166	15767883
1495831365316291760	splash2x.water_nsquared	1	1800	43	1.2	1.583	1.901	901183226	74472	24347	327072166	276391	868231732	113	224	2341868	191470309	598838558	518747151	15335555
1495831365825412529	splash2x.water_nsquared	1	1800	43	1.2	1.586	1.905	901185244	74349	23832	341790504	286094	918387848	112	226	2405700	194927360	586242596	509127191	14693261
1495831366334483714	splash2x.water_nsquared	1	1800	43	1.2	1.593	1.913	901309318	77262	25007	353339432	293079	960675748	117	228	2342707	196018346	577256836	501211318	14536116
1495831366843650066	splash2x.water_nsquared	1	1800	43	1.2	1.592	1.913	901182880	75310	24591	359447263	295869	990705868	116	226	2273042	202360575	566963134	494405728	13871696
1495831367352836624	splash2x.water_nsquared	1	1800	43	1.2	1.597	1.918	901176623	77057	25063	368569268	300536	1028544789	118	224	2351035	201947129	559679770	487908264	13542190
1495831367861977182	splash2x.water_nsquared	1	1800	43	1.2	1.600	1.921	901181017	77504	25153	373422325	300188	1052089214	116	234	2580611	192848415	530536309	467817951	13948882
1495831368371257364	splash2x.water_nsquared	1	1800	43	1.2	1.567	1.882	901176262	78167	25328	380511481	304332	1084995415	117	224	2475302	186191465	606992649	524464872	15841132
1495831368880362545	splash2x.water_nsquared	1	1800	43	1.2	1.645	1.976	901236349	77378	25587	406213609	321112	1174358163	117	226	2444042	187139255	607161793	526091573	15900428
1495831369389610726	splash2x.water_nsquared	1	1800	43	1.2	1.656	1.990	901224386	76522	25326	415488760	325235	1216587833	117	224	2455915	188671393	607430750	526318643	15656741
1495831369898834614	splash2x.water_nsquared	1	1800	43	1.2	1.658	1.992	901231774	74607	25147	403893662	342662	1113076235	120	230	2438145	188247438	606909372	525038979	15749693
1495831370408000460	splash2x.water_nsquared	1	1800	43	1.2	1.642	1.973	901158138	76221	24654	415956779	348359	1102791399	115	224	2484791	186250836	607687739	525010653	15749552
1495831370917190389	splash2x.water_nsquared	1	1800	43	1.2	1.647	1.978	901232491	74638	25352	399400522	335599	1059868558	115	226	2417482	187530315	607975230	526556949	15818652
1495831371426342046	splash2x.water_nsquared	1	1800	43	1.2	1.635	1.964	901270424	76136	25705	368908949	312423	975654927	118	224	2331358	191670517	599722775	518928731	15341084
1495831371935480369	splash2x.water_nsquared	1	1800	43	1.2	1.610	1.933	901158286	74470	24309	351381421	298138	926063181	116	226	2434176	193273207	587708857	509738579	14799972
1495831372444612025	splash2x.water_nsquared	1	1800	43	1.2	1.595	1.916	901172844	74960	24043	344625022	292647	909309794	118	224	2278480	196885828	578278424	502144826	14539816
1495831372953732722	splash2x.water_nsquared	1	1800	43	1.2	1.586	1.905	901192765	74388	24545	340418159	290126	898680344	116	226	2371050	201106571	566505416	494484154	13923382
1495831373462887564	splash2x.water_nsquared	1	1800	43	1.2	1.577	1.894	901265208	76691	24911	328089949	280529	863319531	117	226	2216644	202753098	562138115	488721107	13594439
1495831373972094363	splash2x.water_nsquared	1	1800	43	1.2	1.561	1.876	901155614	74168	25053	317909210	272029	835261965	116	232	2670300	198951162	539221772	479001949	13419818
1495831374481239871	splash2x.water_nsquared	1	1800	43	1.2	1.557	1.870	901145267	75244	25141	316047047	270256	828679337	117	224	2820610	186891002	570881529	521447952	15167267
1495831374990422648	splash2x.water_nsquared	1	1800	43	1.2	1.574	1.890	901139458	76964	25241	329642413	279031	875786860	118	226	2845571	188000740	568770412	522548927	15109151
1495831375499618342	splash2x.water_nsquared	1	1800	43	1.2	1.581	1.898	901135142	76060	24894	344099531	287960	926611531	116	220	2832802	188997606	568336208	521620589	15054684
1495831376008795118	splash2x.water_nsquared	1	1800	43	1.2	1.593	1.913	901179545	77123	25565	354513413	293310	966145334	116	226	2807722	188133824	570088945	521335223	15127204
1495831376517945185	splash2x.water_nsquared	1	1800	43	1.2	1.601	1.922	901135596	67808	24506	361323730	296475	998366866	112	224	2789921	187194975	571419549	521734715	15196964
1495831377027164085	splash2x.water_nsquared	1	1800	43	1.2	1.608	1.931	901154411	77363	25684	370235108	300666	1034752562	113	226	2824020	188206477	569045125	522364979	15100463
1495831377536374172	splash2x.water_nsquared	1	1800	43	1.2	1.608	1.931	901214893	77199	25607	373911952	300306	1055711569	112	226	2680856	192173422	564572450	515817514	14790655
1495831378045598280	splash2x.water_nsquared	1	1800	43	1.2	1.611	1.935	901152766	78301	25482	384144481	306703	1098905127	113	228	2683398	194130370	557989290	508570041	14443430
1495831378554717678	splash2x.water_nsquared	1	1800	43	1.2	1.612	1.937	901217063	76485	25516	410444211	323141	1189573758	112	224	2560676	199702214	549118492	502407455	14000865
1495831379063898825	splash2x.water_nsquared	1	1800	43	1.2	1.631	1.959	901097234	78920	26488	415906219	324596	1221799171	114	226	2653094	203571019	540658373	495830032	13532760
1495831379573117535	splash2x.water_nsquared	1	1800	43	1.2	1.635	1.964	901094478	75864	23670	407324436	350083	1101195652	120	224	2447975	205827483	537226969	490027670	13327139
1495831380082519098	splash2x.water_nsquared	1	1800	43	1.2	1.609	1.933	854831171	78119	24995	413164743	346114	1098021145	114	3060	2518948	179952135	456579936	422142051	11509361
1495832307495096914	parsec.dedup	1	1400	36	1.0	.311	.334	450587542	4785634	1394131	107823688	1665920	213712436	24087	41884	2765030	43521373	107927788	124142433	7840840
1495832308004967507	parsec.dedup	1	1400	36	1.0	.779	.825	701405200	7689375	2228276	161935320	2633075	314026734	38895	68364	4370838	64077427	161986029	192246393	12436808
1495832308514867245	parsec.dedup	1	1400	36	1.0	.785	.831	700849503	7550524	2194483	165004063	2598240	324904086	38394	67550	4345635	66533403	165164209	193755644	12297172
1495832309024657692	parsec.dedup	1	1400	36	1.0	.786	.832	700925370	3985024	2555941	183417910	3155884	273563653	30817	59763	2074360	50289382	183425458	155828437	15530310
1495832309534767096	parsec.dedup	1	1400	36	1.0	.795	.840	700887179	3230712	2230494	182295926	2966392	273402033	26183	52582	1844351	49558388	181890813	153873279	14890448
1495832310044656397	parsec.dedup	1	1400	36	1.0	.799	.845	700954199	2747927	1712568	190338742	2774545	328605325	30113	59692	1885841	47693891	180957921	159359932	15817941
1495832310554466844	parsec.dedup	1	1400	37	1.0	.798	.843	700836198	1919703	1031974	322433045	1410811	824071490	14254	27105	2448172	61124527	323527264	221414094	9760163
