#Timestamp	Benchmark	Run(#)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496367480194194107	parsec.dedup	1	1800	45	1.200000	2.189000	2.633000	1802289264	2381782	887405	720158560	1245419	1911063971	7967
1496367480703185034	parsec.dedup	1	1800	46	1.200000	2.267000	2.727000	1802470831	2423859	907298	725137221	1262762	1911062918	8141
1496367481212249502	parsec.dedup	1	1800	46	1.200000	2.284000	2.747000	1802258080	2766648	1069001	724435471	1352784	1898151030	9387
1496367481721263263	parsec.dedup	1	1800	46	1.200000	2.297000	2.763000	1802327655	2756109	1068935	732705326	1329723	1906968730	9570
1496367482230179357	parsec.dedup	1	1800	46	1.200000	2.304000	2.771000	1802243400	3326694	1363409	702937106	1606606	1839177430	12623
1496367482739277034	parsec.dedup	1	1800	46	1.200000	2.258000	2.716000	1802204961	3445358	1391483	715524020	1594973	1845662331	12499
1496367483248583585	parsec.dedup	1	1800	46	1.200000	2.289000	2.758000	1802298820	3156428	1261531	717860505	1463796	1865184616	11092
1496367483758009845	parsec.dedup	1	1800	46	1.200000	2.261000	2.719000	1802668964	3253935	1305937	705021596	1531788	1856536494	12162
1496367484267212855	parsec.dedup	1	1800	47	1.200000	2.276000	2.742000	1802537995	3285452	1410724	694123027	1805893	1789449258	11144
1496367484776620948	parsec.dedup	1	1800	47	1.200000	2.255000	2.712000	1208942765	9047079	4428603	302510138	4870512	661253378	34291
1496367485286042750	parsec.dedup	1	1800	45	1.200000	1.306000	1.567000	916239981	10599329	5112815	166697132	5262197	304355809	39794
1496367485795341510	parsec.dedup	1	1800	44	1.100000	1.151000	1.378000	909798326	10305446	4961338	165512813	5137464	302329000	39176
1496367486304911602	parsec.dedup	1	1800	44	1.100000	1.147000	1.374000	696103058	2079427	904829	121460800	1741157	239096959	5275
1496367486816103735	parsec.facesim	1	1800	43	1.100000	0.749000	0.895000	995270625	10382026	3060563	206072886	3493098	399806985	49854
1496367487326670785	parsec.facesim	1	1800	43	1.100000	1.230000	1.473000	994590301	10250254	3020848	210780239	3461464	415961381	49373
1496367487837389501	parsec.facesim	1	1800	43	1.100000	1.232000	1.475000	1005925242	9547040	2858610	240504153	3330871	489561245	45631
1496367488347127719	parsec.facesim	1	1800	43	1.100000	1.238000	1.483000	903532672	1272935	765422	358607363	1141690	869408689	8674
1496367488856921561	parsec.facesim	1	1800	42	1.100000	1.292000	1.547000	910102031	1846126	1140155	206919719	1910038	550582755	18662
1496367489366378863	parsec.facesim	1	1800	42	1.100000	1.192000	1.428000	904405658	828923	358746	143308822	1359827	432173079	4410
1496367489875643956	parsec.facesim	1	1800	42	1.100000	1.105000	1.323000	903961323	204088	128702	184393378	1039954	509470888	957
1496367490384991091	parsec.facesim	1	1800	42	1.100000	1.134000	1.358000	903810147	782680	251734	146799508	1197977	446632480	2360
1496367490894284518	parsec.facesim	1	1800	42	1.100000	1.140000	1.365000	906096472	906443	507345	172698793	1728082	409769991	6904
1496367491403656861	parsec.facesim	1	1800	41	1.100000	1.147000	1.374000	905202590	651152	380003	159521770	1375192	380106666	5013
1496367491913019746	parsec.facesim	1	1800	41	1.100000	1.105000	1.323000	905585907	735881	443018	160603692	1349997	390854426	6451
1496367492422324047	parsec.facesim	1	1800	41	1.100000	1.106000	1.324000	905687001	735408	440639	159855351	1369560	388400184	6505
1496367492931588349	parsec.facesim	1	1800	41	1.100000	1.136000	1.360000	903694163	270106	152107	189146055	720795	654057982	2123
1496367493440786942	parsec.facesim	1	1800	41	1.200000	1.594000	1.914000	903602505	105789	43656	1097913997	1405531	1463870448	329
1496367493950057952	parsec.facesim	1	1800	42	1.200000	1.933000	2.323000	903248600	184305	92737	329360372	615734	867935921	1012
1496367494459296046	parsec.facesim	1	1800	42	1.100000	1.226000	1.468000	1244266684	5545864	1544245	475355898	7241528	878606797	25968
1496367494968493639	parsec.facesim	1	1800	44	1.200000	2.287000	2.755000	1802563110	9105788	49873	888895216	14114373	1702468799	229
1496367495478184815	parsec.facesim	1	1800	44	1.200000	2.308000	2.776000	1555382469	10267090	84355	721426165	10641523	1437615604	797
1496367495987444784	parsec.facesim	1	1800	45	1.200000	1.949000	2.342000	1802438855	16767345	48726	808777740	13132059	1629700085	225
1496367496496755502	parsec.facesim	1	1800	45	1.200000	2.282000	2.745000	1710742157	8656924	88701	621374248	9236645	1310596668	860
1496367497006265762	parsec.facesim	1	1800	45	1.200000	1.910000	2.295000	1775034839	260562	100199	391694317	433439	798475217	745
1496367497515807438	parsec.facesim	1	1800	46	1.200000	1.917000	2.304000	1775730746	256249	100352	392545181	437778	800317805	742
1496367498025354822	parsec.facesim	1	1800	46	1.200000	1.910000	2.295000	1781541101	260086	102723	392644202	436492	800454701	731
1496367498534853040	parsec.facesim	1	1800	46	1.200000	1.923000	2.311000	1776678064	259191	102415	392366041	436501	799994172	741
1496367499044234884	parsec.facesim	1	1800	46	1.200000	1.917000	2.304000	1782313235	262672	103330	392626831	438643	800513309	759
1496367499553655560	parsec.facesim	1	1800	46	1.200000	1.926000	2.315000	1778794496	259091	101832	393252208	436807	801663067	738
1496367500063019695	parsec.facesim	1	1800	46	1.200000	1.907000	2.292000	1772953019	260086	101774	391771197	435958	798690090	738
1496367500572511621	parsec.facesim	1	1800	46	1.200000	1.909000	2.294000	1785061120	263620	103879	393329926	438643	801914308	760
1496367501082186006	parsec.facesim	1	1800	47	1.200000	1.923000	2.311000	1780784997	256886	100731	392306777	436529	799818863	735
1496367501591418432	parsec.facesim	1	1800	47	1.200000	1.919000	2.306000	1802634759	16839672	50017	799758725	13266715	1625751654	234
1496367502100569609	parsec.facesim	1	1800	47	1.200000	2.280000	2.747000	1643846762	14141812	47149	741919122	11406827	1517347452	223
1496367502609942161	parsec.facesim	1	1800	47	1.200000	2.289000	2.753000	1137171495	2542245	994933	434253709	4120586	973529887	2006
1496367503119426545	parsec.facesim	1	1800	46	1.200000	1.774000	2.132000	636969108	712146	221237	85084751	1218217	219703427	2838
1496367503629111680	parsec.freqmine	1	1800	45	1.200000	1.083000	1.299000	992778332	10249661	3036781	212220911	3482063	418388640	49322
1496367504139301355	parsec.freqmine	1	1800	45	1.100000	0.804000	0.962000	993501411	10305730	3063757	210588152	3501585	416114081	49653
1496367504649464031	parsec.freqmine	1	1800	44	1.100000	1.233000	1.477000	1015731939	9595188	2850000	207741778	3297549	418435217	46030
1496367505158675374	parsec.freqmine	1	1800	44	1.100000	1.235000	1.479000	904134662	218934	110021	78124678	197275	187884580	1281
1496367505667747884	parsec.freqmine	1	1800	43	1.100000	1.096000	1.311000	903137016	214560	109005	78064430	200994	187629215	1294
1496367506176839353	parsec.freqmine	1	1800	43	1.100000	0.992000	1.187000	903744635	207249	106208	77891420	194450	187403005	1245
1496367506686165571	parsec.freqmine	1	1800	42	1.100000	0.994000	1.189000	903479367	208277	106663	77796282	194380	187266816	1238
1496367507195289831	parsec.freqmine	1	1800	42	1.100000	0.991000	1.186000	903227174	203779	105907	77819702	194624	187273957	1240
1496367507704458883	parsec.freqmine	1	1800	42	1.100000	0.990000	1.185000	903575139	211182	109414	77836250	194007	187315793	1238
1496367508213669060	parsec.freqmine	1	1800	41	1.100000	0.990000	1.185000	902854933	203060	105841	77760422	192334	187197998	1235
1496367508722863528	parsec.freqmine	1	1800	41	1.100000	0.988000	1.182000	903623834	211097	110121	77875429	194134	187403412	1242
1496367509231985080	parsec.freqmine	1	1800	41	1.100000	0.990000	1.185000	903131867	208243	107554	77843315	193964	187373396	1239
1496367509741297465	parsec.freqmine	1	1800	41	1.100000	0.990000	1.185000	903262765	207917	106998	77834941	194660	187368564	1237
1496367510250453809	parsec.freqmine	1	1800	41	1.100000	0.989000	1.183000	903244718	208109	107471	77866547	194072	187432367	1241
1496367510759674277	parsec.freqmine	1	1800	41	1.100000	0.988000	1.182000	903422134	205970	106663	77823246	194049	187359996	1238
1496367511268785912	parsec.freqmine	1	1800	41	1.100000	0.988000	1.182000	903592674	207801	107269	77915626	194644	187527324	1246
1496367511777995714	parsec.freqmine	1	1800	41	1.100000	0.988000	1.182000	903219022	206020	107224	77866796	192953	187383778	1243
1496367512287250307	parsec.freqmine	1	1800	41	1.100000	0.987000	1.181000	911760328	296847	162567	85451218	270871	213650258	2067
1496367512796488609	parsec.freqmine	1	1800	42	1.100000	0.989000	1.183000	1762840040	915219	560636	414424927	3572587	2325792606	5867
1496367513306359327	parsec.freqmine	1	1800	43	1.200000	2.064000	2.480000	1728220907	2402317	1543566	372931906	12497069	852987001	20372
1496367513815595337	parsec.freqmine	1	1800	44	1.200000	1.751000	2.102000	1802416265	257815	54475	1022709486	1687783	1983478184	250
1496367514324659722	parsec.freqmine	1	1800	45	1.200000	2.391000	2.881000	1802412900	259842	53215	1074136971	1635381	2019645495	241
1496367514833746274	parsec.freqmine	1	1800	45	1.200000	2.434000	2.932000	1802407275	226821	51544	1109721880	1531757	2075324239	231
1496367515342841117	parsec.freqmine	1	1800	46	1.200000	2.422000	2.918000	1802396677	244655	50655	1119221196	1390143	2080608353	227
1496367515851955169	parsec.freqmine	1	1800	46	1.200000	2.445000	2.946000	1802424346	248881	50688	1106321297	1498407	2060290953	231
1496367516361334721	parsec.freqmine	1	1800	47	1.200000	2.437000	2.936000	1802405071	243821	51406	1110403509	1506497	2068724961	227
1496367516870482231	parsec.freqmine	1	1800	47	1.200000	2.438000	2.937000	1802708431	253763	50716	1104505916	1631794	2056862308	228
1496367517379712408	parsec.freqmine	1	1800	47	1.200000	2.426000	2.923000	1802791810	246797	49521	1110539197	1608898	2059988986	226
1496367517888855085	parsec.freqmine	1	1800	47	1.200000	2.452000	2.954000	1802409645	256155	50426	1089994538	1771946	2029624849	227
1496367518397950011	parsec.freqmine	1	1800	48	1.200000	2.437000	2.936000	1802386550	243817	50503	1100450050	1735959	2050049350	231
1496367518907110855	parsec.freqmine	1	1800	48	1.200000	2.429000	2.926000	1802406856	245581	50557	1111056801	1738253	2051949522	228
1496367519416373532	parsec.freqmine	1	1800	48	1.200000	2.453000	2.955000	1802403689	241995	50022	1086306752	1892833	2021205047	229
1496367519925563833	parsec.freqmine	1	1800	48	1.200000	2.423000	2.919000	1798727457	205178	56717	811597963	2062958	1761267960	272
1496367520434860635	parsec.freqmine	1	1800	48	1.200000	2.002000	2.406000	1782655187	306478	115075	680159810	2738563	1511745814	1217
1496367520944115770	parsec.freqmine	1	1800	48	1.200000	2.070000	2.490000	1802436645	320369	141123	567542532	5336943	1375997817	1534
1496367521453667905	parsec.streamcluster	1	1800	47	1.200000	2.116000	2.545000	957719009	3081374	929312	270056538	3082948	600608165	14281
1496367521963844247	parsec.streamcluster	1	1800	46	1.100000	1.237000	1.481000	995303618	10434076	3039572	206721122	3454673	400705035	49931
1496367522474021672	parsec.streamcluster	1	1800	45	1.100000	1.240000	1.485000	993775052	10262442	3007990	211918897	3417102	419941072	49102
1496367522983531973	parsec.streamcluster	1	1800	45	1.100000	1.245000	1.491000	1144400051	7486156	2288302	309317339	2990516	653788249	36744
1496367523492862150	parsec.streamcluster	1	1800	46	1.200000	1.819000	2.184000	1801714736	157028	62159	529466657	2009639	1215655345	827
1496367524002349743	parsec.streamcluster	1	1800	47	1.200000	2.229000	2.685000	1802435090	141099	56684	531073633	2007768	1219120994	804
1496367524511859419	parsec.streamcluster	1	1800	48	1.200000	2.233000	2.686000	1802464050	141369	58090	531214521	2008421	1219706446	797
1496367525021352971	parsec.streamcluster	1	1800	48	1.200000	2.235000	2.688000	1802443489	139930	57732	531213355	2008437	1219742366	799
1496367525530705856	parsec.streamcluster	1	1800	48	1.200000	2.237000	2.691000	1802459980	143059	57624	531092593	2007727	1219231757	795
1496367526040119782	parsec.streamcluster	1	1800	49	1.200000	2.238000	2.692000	1802461291	144499	59296	528909596	2013384	1218564348	783
1496367526549614042	parsec.streamcluster	1	1800	49	1.200000	2.245000	2.700000	1802471150	144204	57894	527867443	2017172	1218128894	787
1496367527058960968	parsec.streamcluster	1	1800	49	1.200000	2.244000	2.704000	1803338985	139077	57673	527911029	2019264	1219712228	865
1496367527568250770	parsec.streamcluster	1	1800	49	1.200000	2.241000	2.700000	1802549518	146827	58978	527268564	2030229	1219366605	904
1496367528077683446	parsec.streamcluster	1	1800	49	1.200000	2.239000	2.693000	1802455958	142755	57623	527008856	2053507	1219710441	925
1496367528587091456	parsec.streamcluster	1	1800	49	1.200000	2.238000	2.692000	1802456114	145929	57721	526123292	2159006	1218303972	886
1496367529096521633	parsec.streamcluster	1	1800	50	1.200000	2.233000	2.686000	1802475550	141813	58382	525933282	2192107	1218535635	913
1496367529605984892	parsec.streamcluster	1	1800	49	1.200000	2.234000	2.687000	1802583949	147422	59233	525923140	2213431	1218460376	873
1496367530115408152	parsec.streamcluster	1	1800	50	1.200000	2.234000	2.691000	1802466215	142760	58816	525761574	2206131	1218293808	889
1496367530624741912	parsec.streamcluster	1	1800	50	1.200000	2.236000	2.694000	1802464774	140189	58255	524664177	2244237	1215919257	863
1496367531134202172	parsec.streamcluster	1	1800	50	1.200000	2.236000	2.694000	1802584891	142646	57190	524711043	2249719	1216086498	902
1496367531643732640	parsec.streamcluster	1	1800	50	1.200000	2.236000	2.694000	708877529	6361855	1883658	160268362	2274116	324270171	30215
1496367532154073232	splash2x.barnes	1	1800	48	1.100000	1.131000	1.354000	995003226	10362911	3039641	209017672	3468361	408304689	49720
1496367532664281490	splash2x.barnes	1	1800	47	1.100000	1.246000	1.492000	992543486	10140876	2984707	214669113	3423937	428578854	48904
1496367533174522666	splash2x.barnes	1	1800	46	1.200000	1.245000	1.494000	1045782440	5234248	1796409	219827663	2776688	519797923	28375
1496367533684110050	splash2x.barnes	1	1800	46	1.200000	1.249000	1.498000	1801691606	572268	246842	459529058	7482435	983400011	2451
1496367534193253727	splash2x.barnes	1	1800	47	1.200000	1.562000	1.875000	1802697160	105061	59579	628361091	8402466	1310314150	231
1496367534702474570	splash2x.barnes	1	1800	48	1.200000	2.352000	2.834000	1802674750	101348	59721	629308072	7779846	1310992378	228
1496367535211704414	splash2x.barnes	1	1800	48	1.200000	2.364000	2.848000	1802705885	103674	62069	629309709	8109388	1312258305	226
1496367535720804591	splash2x.barnes	1	1800	48	1.200000	2.367000	2.852000	1802696895	101716	67319	629146551	8020606	1312576937	223
1496367536230098851	splash2x.barnes	1	1800	48	1.200000	2.370000	2.855000	1803182645	105834	69233	628424032	8496362	1313992985	226
1496367536739441944	splash2x.barnes	1	1800	49	1.200000	2.369000	2.854000	1802802439	101253	72186	625964152	9595300	1306535355	223
1496367537248574079	splash2x.barnes	1	1800	49	1.200000	2.358000	2.841000	1802730531	103629	69278	615297186	9472769	1283188064	225
1496367537757897214	splash2x.barnes	1	1800	48	1.200000	2.351000	2.832000	1591595670	349544	139471	424887803	4707768	939586225	1820
1496367538267092599	splash2x.barnes	1	1800	49	1.200000	2.116000	2.545000	1802703026	106645	44155	628382820	6126372	1310672516	231
1496367538776363067	splash2x.barnes	1	1800	49	1.200000	2.367000	2.852000	1802682155	103517	43877	628161536	6524886	1308448273	228
1496367539285643286	splash2x.barnes	1	1800	49	1.200000	2.371000	2.857000	1802693290	104068	42312	628289621	6394625	1309906433	229
1496367539794890129	splash2x.barnes	1	1800	49	1.200000	2.369000	2.854000	1803071634	102751	43260	628574626	6377596	1311732194	228
1496367540304095014	splash2x.barnes	1	1800	49	1.200000	2.372000	2.858000	1802690041	102443	43321	628399219	6153125	1313984640	229
1496367540813368483	splash2x.barnes	1	1800	49	1.200000	2.368000	2.853000	1802680130	102885	48550	628019458	5736428	1311128906	227
1496367541322596951	splash2x.barnes	1	1800	49	1.200000	2.356000	2.838000	1802720840	103943	46825	628155768	6183181	1308476699	228
1496367541831907544	splash2x.barnes	1	1800	49	1.200000	2.352000	2.834000	1507714199	331964	131670	386359633	4135389	861223504	1417
1496367542341179638	splash2x.barnes	1	1800	49	1.200000	2.058000	2.475000	1802704430	106358	46222	629008123	6147375	1312217170	231
1496367542850365439	splash2x.barnes	1	1800	49	1.200000	2.361000	2.845000	1803162885	104359	44636	628740436	6564154	1310573923	230
1496367543359505324	splash2x.barnes	1	1800	49	1.200000	2.366000	2.851000	1802699935	105040	44522	628402351	6732482	1310386214	229
1496367543868721668	splash2x.barnes	1	1800	49	1.200000	2.367000	2.852000	1802673395	101100	42197	628160263	6460136	1311112866	227
1496367544377899595	splash2x.barnes	1	1800	49	1.200000	2.369000	2.854000	1802667110	102116	42477	628715726	6415612	1314643078	227
1496367544887161896	splash2x.barnes	1	1800	49	1.200000	2.365000	2.849000	1802702740	101675	45852	628884448	5881685	1314088452	227
1496367545396392490	splash2x.barnes	1	1800	49	1.200000	2.353000	2.835000	1802670570	104922	46551	628682291	6158181	1311120181	229
1496367545905553208	splash2x.barnes	1	1800	49	1.200000	2.349000	2.830000	1512387750	333940	131014	386144458	4218035	858864403	1497
1496367546414971510	splash2x.barnes	1	1800	49	1.200000	1.883000	2.263000	1803196615	106602	44083	629872516	6010419	1313856478	233
1496367546924261020	splash2x.barnes	1	1800	49	1.200000	2.356000	2.838000	1802752600	105030	48491	629537436	6545153	1312107207	228
1496367547433598905	splash2x.barnes	1	1800	49	1.200000	2.370000	2.855000	1802672290	102582	46752	629578271	6695602	1311547923	229
1496367547942831081	splash2x.barnes	1	1800	49	1.200000	2.373000	2.859000	1802674920	102436	41175	629625633	6485288	1312761410	227
1496367548452031383	splash2x.barnes	1	1800	49	1.200000	2.373000	2.859000	1802701090	104708	49361	629727959	6317257	1316075225	226
1496367548961253268	splash2x.barnes	1	1800	50	1.200000	2.369000	2.854000	1802673800	102291	45714	629898640	5978228	1316142536	223
1496367549470971569	splash2x.barnes	1	1800	50	1.200000	2.355000	2.837000	1802899295	107900	46831	629514277	6044984	1312910386	227
1496367549980077163	splash2x.barnes	1	1800	49	1.200000	2.351000	2.832000	1264047714	474710	162537	395061340	4144509	826180997	1854
1496367550490142672	splash2x.fmm	1	1800	48	1.100000	0.813000	0.973000	804630752	8253372	2439941	172136181	2815565	339859385	39650
1496367551000327014	splash2x.fmm	1	1800	47	1.100000	1.242000	1.487000	993378252	10344571	3069598	209593182	3509217	411949740	49936
1496367551510304523	splash2x.fmm	1	1800	47	1.200000	1.249000	1.498000	993607519	10090491	3009599	215641844	3459562	434470841	48556
1496367552019830324	splash2x.fmm	1	1800	46	1.100000	1.215000	1.455000	947277213	2366842	783472	135192024	1317770	341596468	12022
1496367552530062958	splash2x.fmm	1	1800	46	1.200000	1.548000	1.859000	1371382611	6005292	4696491	257217969	5863385	428608438	62348
1496367553039488801	splash2x.fmm	1	1800	46	1.200000	1.177000	1.412000	1052859178	829973	534568	158773183	5255350	423408173	8728
1496367553548674811	splash2x.fmm	1	1800	47	1.200000	1.659000	1.992000	1802708665	134266	46287	335635822	10989578	1462375194	236
1496367554057908654	splash2x.fmm	1	1800	47	1.200000	2.075000	2.496000	1802674815	128012	43805	348082221	9592307	1537488026	227
1496367554567031789	splash2x.fmm	1	1800	47	1.200000	2.136000	2.569000	1802669720	125660	45157	348367669	9928782	1541561515	231
1496367555076755632	splash2x.fmm	1	1800	48	1.200000	2.129000	2.561000	1768386491	136439	57170	360075203	3591741	1516157738	387
1496367555586029975	splash2x.fmm	1	1800	48	1.200000	1.869000	2.246000	1802722136	136741	48808	327154934	9701548	1356068520	275
1496367556095164611	splash2x.fmm	1	1800	48	1.200000	2.089000	2.513000	1803000770	126060	45313	347136280	9695549	1534151866	228
1496367556604331162	splash2x.fmm	1	1800	48	1.200000	2.159000	2.597000	1802426370	127163	45622	347071169	9688063	1534202888	228
1496367557113577172	splash2x.fmm	1	1800	48	1.200000	2.170000	2.610000	1795063868	127424	43779	388960519	2746555	1723412091	247
1496367557622692141	splash2x.fmm	1	1800	48	1.200000	1.818000	2.183000	1802104703	142958	55731	310487540	10038022	1208693903	322
1496367558131823068	splash2x.fmm	1	1800	48	1.200000	2.109000	2.537000	1802361849	122507	43228	339208659	10588146	1499047520	227
1496367558641061786	splash2x.fmm	1	1800	48	1.200000	2.136000	2.569000	1802354301	127513	45785	343726515	9976265	1517776656	231
1496367559150198921	splash2x.fmm	1	1800	49	1.200000	2.233000	2.686000	1800655040	131693	44511	421385128	3920252	1877137796	241
1496367559659358015	splash2x.fmm	1	1800	49	1.200000	1.857000	2.232000	1801670008	140605	55960	283273937	8835388	1078216862	343
1496367560168374525	splash2x.fmm	1	1800	49	1.200000	2.119000	2.549000	1802351066	121987	43054	336922362	10647524	1487947652	226
1496367560677630952	splash2x.fmm	1	1800	49	1.200000	2.142000	2.576000	1802473795	120607	42226	425900550	5492458	1902431638	224
1496367561186912754	splash2x.fmm	1	1800	49	1.200000	2.342000	2.822000	1795796015	123743	52125	278591299	6920046	1052636835	354
1496367561696301597	splash2x.fmm	1	1800	49	1.200000	1.982000	2.382000	1802327210	128036	46120	335758726	10824750	1482155561	228
1496367562205448815	splash2x.fmm	1	1800	49	1.200000	2.098000	2.521000	1802415415	129245	46865	344619204	9884939	1521654581	231
1496367562714613617	splash2x.fmm	1	1800	49	1.200000	2.128000	2.559000	1802410895	122109	45740	393441670	7472434	1751551208	228
1496367563223658544	splash2x.fmm	1	1800	49	1.200000	2.124000	2.555000	1197797948	567646	175163	224607334	1623531	874210722	1893
1496367563733210637	splash2x.radiosity	1	1800	48	1.200000	2.425000	2.922000	878182788	9023926	2650413	187984573	3057736	370266510	43214
1496367564243274604	splash2x.radiosity	1	1800	47	1.100000	0.805000	0.963000	993925995	10343510	3052681	210723421	3503658	414350495	49807
1496367564753473738	splash2x.radiosity	1	1800	46	1.100000	1.243000	1.489000	1002621761	10140817	2997904	217106344	3470112	435837239	48636
1496367565263358830	splash2x.radiosity	1	1800	46	1.200000	1.244000	1.492000	944153063	4434285	2630362	201742279	3613611	380262476	44695
1496367565773262340	splash2x.radiosity	1	1800	45	1.100000	1.208000	1.447000	919085263	4100361	2655474	215651251	3948910	369045062	49584
1496367566283235224	splash2x.radiosity	1	1800	45	1.100000	1.174000	1.406000	909126517	3762234	1450049	210432537	2098398	359164282	55153
1496367566793740482	splash2x.radiosity	1	1800	45	1.100000	1.186000	1.420000	1065384648	1117704	482883	170043688	867911	408869720	17314
1496367567302937034	splash2x.radiosity	1	1800	46	1.100000	1.087000	1.302000	1802439009	205707	137626	673504506	1841245	2085626497	384
1496367567813587167	splash2x.radiosity	1	1800	47	1.200000	2.501000	3.016000	1802504935	189681	122322	670907423	1901144	2087669296	306
1496367568322704969	splash2x.radiosity	1	1800	48	1.200000	2.501000	3.016000	1802450545	210015	91305	686645002	1688997	2050613228	482
1496367568832022979	splash2x.radiosity	1	1800	48	1.200000	2.482000	2.993000	1802435971	227600	137570	674300710	1495732	1986393507	640
1496367569341251114	splash2x.radiosity	1	1800	48	1.200000	2.482000	2.993000	1802499963	228928	112626	683812683	1694055	1991092601	647
1496367569850397999	splash2x.radiosity	1	1800	49	1.200000	2.470000	2.976000	1802494228	220480	86563	691480478	1599423	2039808011	636
1496367570359496842	splash2x.radiosity	1	1800	49	1.200000	2.467000	2.975000	1802439462	217684	85300	680146819	1727138	2050682759	584
1496367570868651602	splash2x.radiosity	1	1800	49	1.200000	2.475000	2.984000	1802447953	219937	89375	677046739	1528047	1998884870	682
1496367571377774113	splash2x.radiosity	1	1800	49	1.200000	2.441000	2.943000	1802443565	240505	87550	681420409	1492014	1946782021	1052
1496367571886931956	splash2x.radiosity	1	1800	49	1.200000	2.416000	2.913000	1802463259	217445	84977	671630251	1641909	1945408464	816
1496367572396103841	splash2x.radiosity	1	1800	50	1.200000	2.468000	2.976000	1802458056	232654	90291	684046990	1533045	1940155608	962
1496367572905243976	splash2x.radiosity	1	1800	50	1.200000	2.482000	2.993000	1802457184	231368	95731	682486906	1521623	1953583641	925
1496367573414446903	splash2x.radiosity	1	1800	50	1.200000	2.463000	2.970000	1802446679	217663	99064	687157847	1441446	2044690475	681
1496367573923644163	splash2x.radiosity	1	1800	50	1.200000	2.495000	3.008000	1802781436	222106	82208	677081546	1256260	1958188297	977
1496367574432756715	splash2x.radiosity	1	1800	50	1.200000	2.461000	2.965000	1802446088	236541	80356	673159381	1142686	1980929844	1267
1496367574941985809	splash2x.radiosity	1	1800	50	1.200000	2.426000	2.925000	1802550785	226369	82172	701350416	1459258	1942637083	875
1496367575451191360	splash2x.radiosity	1	1800	50	1.200000	2.437000	2.936000	1802521286	235632	93787	706356262	1694583	1854835530	1057
1496367575960302662	splash2x.radiosity	1	1800	50	1.200000	2.447000	2.948000	1802445794	223063	90675	707620643	1586397	1929607719	968
1496367576469448339	splash2x.radiosity	1	1800	50	1.200000	2.449000	2.953000	1802890422	231230	96086	697329464	1796005	1930400229	1054
