#Timestamp	Benchmark	Run(#)	Cores(#)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495832519132333685	splash2x.radiosity	1	1	1400	37	1.0	.962	1.019	700880301	93957	38314	271082393	668437	798193721	113	224	5419321	126196232	268948668	324674253	2408104
1495832519641513153	splash2x.radiosity	1	1	1400	36	1.0	.952	1.008	700866466	91072	44139	266391981	669076	786900731	111	226	6010198	124170376	264102960	324662578	2759636
1495832520150565559	splash2x.radiosity	1	1	1400	36	1.0	.966	1.023	700815006	164516	56941	269933803	587436	792503161	113	226	5654427	123374949	271796432	321175091	2286371
1495832520659559674	splash2x.radiosity	1	1	1400	37	1.0	.960	1.017	700827723	92945	38617	273178609	549173	774988283	112	226	5221417	118014082	273094392	307537780	1649291
1495832521168520956	splash2x.radiosity	1	1	1400	37	1.0	.952	1.009	700822190	100601	45322	269437314	560916	777368153	114	224	5491866	121239182	268527250	316443936	1866626
1495832521677578007	splash2x.radiosity	1	1	1400	36	1.0	.952	1.009	700821221	94598	38390	275043415	587826	777772454	112	228	3972130	113241811	278436389	293456856	1251324
1495832522186529955	splash2x.radiosity	1	1	1400	37	1.0	.941	.997	700810204	94166	35398	274208982	580949	775456134	113	224	4567381	118155268	272612639	304521118	1501346
1495832522695498757	splash2x.radiosity	1	1	1400	36	1.0	.945	1.002	700815578	94845	31613	269205090	677458	779643354	112	226	4901198	120242329	271030632	307928015	1630933
1495832523204555768	splash2x.radiosity	1	1	1400	37	1.0	.948	1.005	700813987	95725	31244	272124007	647749	783842574	113	224	4880698	120056719	270994371	308522389	1508737
1495832523713571882	splash2x.radiosity	1	1	1400	37	1.0	.946	1.002	700812512	96149	39497	265754677	669974	749880680	112	226	5706917	114934416	267305721	307289100	2288798
1495832524222691142	splash2x.radiosity	1	1	1400	36	1.0	.951	1.007	700862850	99447	38862	268152840	656457	745700789	114	222	5708689	111809003	265678781	302688342	2465384
1495832524731745319	splash2x.radiosity	1	1	1400	37	1.0	.950	1.007	700817958	96310	41489	266817408	702330	748374813	112	226	5371782	116062135	270040536	306299056	2253500
1495832525240784850	splash2x.radiosity	1	1	1400	37	1.0	.951	1.008	700864958	96673	44981	275993459	543929	805512056	114	224	4874962	122727039	273296897	310417741	2685029
1495832525749789007	splash2x.radiosity	1	1	1400	36	1.0	.951	1.007	700827698	92861	42228	270358320	674980	793353233	112	226	5309250	118064449	269686649	307330316	2539862
1495832526259028412	splash2x.radiosity	1	1	1400	36	1.0	.964	1.021	700920097	98354	34696	274784735	521188	791848700	113	226	4575230	124999237	278285815	309063896	1244158
1495832526768133860	splash2x.radiosity	1	1	1400	37	1.0	.951	1.008	700814014	93775	29943	268005475	534426	826037508	112	226	6324904	134601848	258632636	337620404	3271837
1495832527277316162	splash2x.radiosity	1	1	1400	37	1.0	.964	1.021	700814140	92228	34144	258372905	663494	822637339	113	224	6474956	135598527	257256367	339639507	3671742
1495832527786393089	splash2x.radiosity	1	1	1400	37	1.0	.973	1.031	700816640	93521	34863	257730186	662696	802617909	112	226	6475333	125135486	257579035	325107616	2736038
1495832528295459183	splash2x.radiosity	1	1	1400	37	1.0	.960	1.017	700869456	93336	30697	258543275	470346	769352857	114	226	6362832	123407864	257601837	321848603	1799405
1495832528804491151	splash2x.radiosity	1	1	1400	37	1.0	.949	1.005	700821918	93124	29229	258577346	403578	769676210	112	226	5521275	122421992	262708321	315849618	1386865
1495832529313626703	splash2x.radiosity	1	1	1400	37	1.0	.944	1.000	700875390	92502	27628	270999252	345156	817601121	114	224	4362465	124529924	274150151	307667221	1131926
1495832529822661213	splash2x.radiosity	1	1	1400	37	1.0	.947	1.004	700819676	95555	28327	271100389	432062	787721464	112	226	5251330	118710966	269120493	306533824	1544906
1495832530331722411	splash2x.radiosity	1	1	1400	37	1.0	.946	1.002	700819529	99267	28909	265943511	369741	757789775	113	224	4832894	110412103	266948753	288384788	1520989
1495832530840696588	splash2x.radiosity	1	1	1400	36	1.0	.941	.997	700855542	94816	29982	264752712	395728	734184544	112	228	4882030	110380726	267415285	289974053	1805402
1495832531349820494	splash2x.radiosity	1	1	1400	37	1.0	.932	.988	700811924	95727	28971	267904480	450397	774359606	113	224	5906957	122354806	266714965	316434121	1936682
1495832531858929150	splash2x.radiosity	1	1	1400	36	1.0	.957	1.014	700814893	97388	29324	268122456	420656	776959669	112	226	5492231	117977983	266869327	308796553	1877550
1495832532368054557	splash2x.radiosity	1	1	1400	36	1.0	.951	1.007	700866718	99049	29901	262266659	475967	755704032	114	226	5977609	117674573	264345674	313213471	1894004
1495832532877126254	splash2x.radiosity	1	1	1400	36	1.0	.942	.998	700811329	96051	33615	261032530	480608	777354542	112	226	5704577	129207832	262649214	323601296	2271243
1495832533386343639	splash2x.radiosity	1	1	1400	36	1.0	.963	1.020	700818578	99926	29808	272818794	487662	797875259	114	224	4808716	120718932	276029537	302444296	2316902
1495832533895492524	splash2x.radiosity	1	1	1400	37	1.0	.958	1.015	700876913	96786	28485	272958864	458969	784539894	112	226	5016103	117787911	271915603	300779652	2919588
1495832534404591180	splash2x.radiosity	1	1	1400	37	1.0	.954	1.011	700864808	100964	28814	272489472	466887	771036034	113	224	5613233	118041325	269481447	306694507	2219647
1495832534913652003	splash2x.radiosity	1	1	1400	36	1.0	.954	1.011	700918615	92821	29465	278152097	552140	736573119	112	228	4812257	106960377	285437163	296719482	1629939
1495832535422833305	splash2x.radiosity	1	1	1400	36	1.0	.944	1.000	700869713	92746	29375	287508214	507738	724777538	113	224	4165898	104388620	287424246	283781559	1315213
1495832535931900773	splash2x.radiosity	1	1	1400	37	1.0	.942	.998	700871240	91256	34378	277489640	467927	758578218	113	226	5796052	119302340	273344132	315484951	2099334
1495832536441013825	splash2x.radiosity	1	1	1400	36	1.0	.960	1.017	700950476	93907	37206	274919682	545779	760653859	113	226	5168457	115641892	280086734	306193203	1577833
1495832536950093482	splash2x.radiosity	1	1	1400	36	1.0	.949	1.006	700869122	92759	31269	279919122	621003	758712197	112	226	5789138	116547751	274717398	311874684	2073997
1495832537459209679	splash2x.radiosity	1	1	1400	36	1.0	.947	1.003	700876373	97238	34970	273950415	732000	737599246	114	224	5841865	113289210	274388320	309973247	1843674
1495832537968312189	splash2x.radiosity	1	1	1400	37	1.0	.946	1.003	700860760	92388	34857	275224456	743191	767599643	112	226	4555607	114089362	280483012	294409817	1500443
1495832538477586116	splash2x.radiosity	1	1	1400	37	1.0	.942	.998	700879206	93328	32314	281146597	691809	757821864	112	224	4997379	113662396	277142268	299174624	1692086
1495832538986707439	splash2x.radiosity	1	1	1400	37	1.0	.947	1.004	700900608	92967	35600	275960336	604847	774214251	112	226	4983903	117036670	276027657	303122557	2439010
1495832539495766616	splash2x.radiosity	1	1	1400	37	1.0	.962	1.019	700882152	92448	41004	274493359	653043	777931598	113	226	5525641	117714237	274998970	309104015	2568205
1495832540004860501	splash2x.radiosity	1	1	1400	36	1.0	.949	1.005	700858955	91579	40636	272799835	591776	772228049	113	226	5715163	119142656	270606021	312798212	2297513
1495832540513986365	splash2x.radiosity	1	1	1400	37	1.0	.941	.997	700818820	95732	39047	269512032	687899	752190683	114	226	5601193	115516342	268068494	306940711	1644484
1495832541023082084	splash2x.radiosity	1	1	1400	37	1.0	.945	1.001	700804366	95447	39148	264704917	694096	773585075	112	226	5542578	120627379	268492098	312609022	2203192
1495832541532260573	splash2x.radiosity	1	1	1400	37	1.0	.951	1.007	700803703	97026	35387	273643614	594927	778510798	114	224	4991338	118591573	272216059	302660734	1765591
1495832542041421063	splash2x.radiosity	1	1	1400	37	1.0	.945	1.001	700794007	98927	35165	271462219	694993	768246887	112	226	5388207	115332258	271575589	303924465	2090216
1495832542550573760	splash2x.radiosity	1	1	1400	37	1.0	.946	1.003	700805720	98634	34243	271210758	654855	754214236	113	220	4939691	117774020	274494241	301484752	2280855
1495832543059666291	splash2x.radiosity	1	1	1400	36	1.0	.955	1.012	700813954	96051	33266	266746414	576998	791417613	112	226	5137807	120846977	261088854	303772073	2372920
1495832543568736405	splash2x.radiosity	1	1	1400	36	1.0	.939	.995	700850312	101433	30047	265008967	406038	746843501	113	224	4816061	113696212	268211549	293496038	1689769
1495832544077902749	splash2x.radiosity	1	1	1400	36	1.0	.937	.993	700860723	90971	34184	268315081	525144	741763207	113	228	4256319	111997953	266418172	282727736	2182226
1495832544587018259	splash2x.radiosity	1	1	1400	36	1.0	.939	.995	700854372	96828	33056	268054675	683357	719850753	112	226	5625126	111567378	269023382	302616089	2401937
1495832545096128103	splash2x.radiosity	1	1	1400	37	1.0	.941	.997	700825870	105425	35727	269552347	757958	739326339	114	224	5008313	109863561	270044964	292106014	2593574
1495832545605356509	splash2x.radiosity	1	1	1400	37	1.0	.943	.999	700816334	104491	34617	268069057	750156	738326396	112	226	5060031	109845816	266295062	291602427	2525532
1495832546114442352	splash2x.radiosity	1	1	1400	36	1.0	.939	.995	700822770	106669	34682	260645359	747891	729822529	113	224	4941609	110539980	258751054	287070284	3153012
1495832546623517196	splash2x.radiosity	1	1	1400	37	1.0	.936	.992	700817820	107210	32799	256407518	619486	711899292	112	226	5020310	105739687	256246995	281461604	3679793
1495832547132604498	splash2x.radiosity	1	1	1400	36	1.0	.928	.983	700818615	107958	35491	255198643	904588	695020290	113	224	4672879	102475106	250517960	270133621	4657278
1495832547641708196	splash2x.radiosity	1	1	1400	36	1.0	.929	.985	700821305	112668	33932	238383731	958019	652401458	113	228	4240706	92186032	231084900	242727755	6798767
1495832548150896080	splash2x.radiosity	1	1	1400	36	1.0	.913	.968	700817140	111171	32310	202468885	1433537	530494286	113	226	2446545	58934384	176931009	152303728	12713048
1495832548660107820	splash2x.radiosity	1	1	1400	36	1.0	.875	.927	700884910	83065	26669	150611747	2057950	358268733	112	259	1420202	77359902	151580303	87500567	13889808
1495832549169239997	splash2x.radiosity	1	1	1400	36	1.0	.797	.844	700897638	70971	25520	190911595	576254	562670426	133	224	2054316	212601277	211539381	59958041	13348917
1495832549678299278	splash2x.radiosity	1	1	1400	36	1.0	.739	.782	700894164	58711	23234	208084060	451904	629525161	112	252	1853027	178534496	203048987	86825218	10926977
1495832550187586267	splash2x.radiosity	1	1	1400	36	1.0	.721	.762	497580671	491211	155736	142621744	471917	360649323	1739	23536	1903011	48951312	119968899	125926086	5616256
1495832550697416297	splash2x.raytrace	1	1	1400	36	1.0	.641	.680	682820583	7142653	2090022	156782222	2480634	308481574	36035	68721	4395526	62990821	160266278	191279082	12527351
1495832551207401618	splash2x.raytrace	1	1	1400	36	1.0	.781	.826	700974908	7637841	2226226	162024668	2624280	315223220	38736	67911	4362153	65646123	164014501	193188547	12352615
1495832551717260044	splash2x.raytrace	1	1	1400	36	1.0	.784	.830	701108062	7509863	2191612	165749287	2585037	328054709	38198	67088	4328694	68700331	168054219	194955032	12221020
1495832552227222720	splash2x.raytrace	1	1	1400	36	1.0	.789	.835	700974449	6962880	1857369	175510918	2264878	406380065	32039	31231	3323461	89601129	195922640	204987496	21702827
1495832552736512668	splash2x.raytrace	1	1	1400	36	1.0	.881	.933	700877776	927111	99187	209277580	1157652	545934751	831	266	376875	72177092	209109246	165139520	65756474
1495832553245614532	splash2x.raytrace	1	1	1400	36	1.0	1.015	1.075	700876070	109059	28429	200117270	1181216	481782659	134	224	399388	69909594	208114767	164804246	66999766
1495832553754836604	splash2x.raytrace	1	1	1400	36	1.0	1.013	1.074	700925310	115762	27122	199522979	1165869	472261851	112	226	398635	70831545	207963209	165169044	66724648
1495832554263964198	splash2x.raytrace	1	1	1400	36	1.0	1.011	1.071	700864248	96538	26729	197156990	1161997	473379030	113	224	329851	71794340	208774955	164997701	67111656
1495832554773055563	splash2x.raytrace	1	1	1400	36	1.0	1.011	1.072	700862268	93880	26339	197419423	1147319	473471897	110	226	340600	70545924	210461964	164597262	64491212
1495832555282356843	splash2x.raytrace	1	1	1400	36	1.0	1.013	1.073	700848128	106177	26795	202455755	1210415	484517050	113	224	260804	70207347	209404038	164050733	66713498
1495832555791587979	splash2x.raytrace	1	1	1400	36	1.0	1.014	1.074	700938303	91433	26760	190766475	1093381	457605839	113	226	304460	69207091	208077973	164104090	66837572
1495832556300792322	splash2x.raytrace	1	1	1400	36	1.0	1.006	1.066	700854238	103163	27361	188091726	1079474	447310512	113	226	404030	67197063	207408956	164279338	66848180
1495832556809913478	splash2x.raytrace	1	1	1400	37	1.0	1.000	1.059	700870403	123347	27777	193414235	1116052	451335604	112	226	399518	67710005	207651267	164547205	67399162
1495832557319084509	splash2x.raytrace	1	1	1400	36	1.0	1.007	1.067	700860398	120615	28144	190731310	1096543	447232023	114	224	395044	67579562	208146793	165135042	67237987
1495832557828185290	splash2x.raytrace	1	1	1400	37	1.0	1.006	1.066	700863101	117050	27127	191941424	1083834	449467175	112	226	288227	68952453	205609015	162410538	67288907
1495832558337374904	splash2x.raytrace	1	1	1400	37	1.0	1.005	1.065	700913185	99465	27522	180747788	1028812	432387867	113	224	278730	68422766	206239540	162409798	67139554
1495832558846610976	splash2x.raytrace	1	1	1400	37	1.0	.993	1.052	700874268	95266	27190	182156930	1038316	435363361	112	226	319813	68847166	207696461	163551236	66519605
1495832559355808695	splash2x.raytrace	1	1	1400	37	1.0	.995	1.054	700855575	112341	28469	186394520	1060564	442059244	113	224	319720	69078685	208440636	164183225	66593941
1495832559864956205	splash2x.raytrace	1	1	1400	37	1.0	1.000	1.059	700920409	112449	28273	189389568	1080066	450575082	113	224	270187	70036699	209273382	164196555	66590073
1495832560374157298	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.063	700855768	103960	28826	189920192	1076713	453477477	113	226	325026	69688190	208125107	164342587	66957008
1495832560883346580	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.063	700853653	98133	27313	194417426	1125969	466400335	112	226	333463	68447237	205089506	161976477	66463565
1495832561392571256	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.064	700861725	103605	28982	187162750	1070225	446394177	114	224	375482	68031094	207650769	164015376	67644406
1495832561901806246	splash2x.raytrace	1	1	1400	37	1.0	1.001	1.060	700858036	105450	28590	182364631	1038265	433145393	112	226	290390	67917763	204324585	160567590	67359448
1495832562411050610	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.063	700856336	108165	27192	189804420	1059452	445998099	113	224	370261	68282400	206995125	164016639	67577890
1495832562920270932	splash2x.raytrace	1	1	1400	37	1.0	1.002	1.063	700856752	99541	27231	177624907	990964	422118872	112	226	386464	70639255	207875544	165019760	67862326
1495832563429518192	splash2x.raytrace	1	1	1400	37	1.0	.986	1.045	700916726	110785	27914	189280784	1056099	445787724	113	224	353552	69011694	208028012	164500064	68041865
1495832563938685098	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.064	700930680	114647	27256	187493129	1072340	447879081	113	228	317338	69282858	207728520	163902121	67314064
1495832564447879484	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.063	700861192	116743	27413	190392642	1071148	450569563	113	226	324640	68588749	206797396	162933543	68046930
1495832564957045640	splash2x.raytrace	1	1	1400	37	1.0	1.007	1.067	700901737	103455	27008	185700216	1043472	442145784	112	228	306992	67575865	206205801	162468332	68099226
1495832565466290462	splash2x.raytrace	1	1	1400	37	1.0	1.001	1.060	700864709	115257	29182	189037454	1070875	448121650	114	224	326770	68383622	207101537	163481501	68150955
1495832565975497993	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.064	700854748	110395	27271	188351953	1056911	444874752	112	226	375024	68517286	208850268	164882560	67125299
1495832566484683003	splash2x.raytrace	1	1	1400	37	1.0	1.001	1.061	700856995	110750	27946	189477112	1055820	446651578	113	224	301561	70063210	209737571	164352017	66162972
1495832566993875638	splash2x.raytrace	1	1	1400	37	1.0	1.009	1.069	700852991	108741	27836	190869724	1070234	451852933	112	226	314015	68373401	208269562	163832594	68330277
1495832567503149752	splash2x.raytrace	1	1	1400	37	1.0	1.005	1.065	700856704	114276	28027	192387817	1092501	453667503	113	224	332173	68436363	207821744	163758035	68174251
1495832568012358783	splash2x.raytrace	1	1	1400	37	1.0	1.006	1.066	700980687	99047	26807	200405218	1131082	477611674	113	242	291059	67542986	204177524	160404608	67535886
1495832568521582710	splash2x.raytrace	1	1	1400	37	1.0	1.013	1.073	700902070	101637	28070	203377205	1115243	478194057	113	226	267632	67180598	206630689	161824472	68595786
1495832569030857282	splash2x.raytrace	1	1	1400	37	1.0	1.018	1.079	700897774	106253	28175	198150539	1101469	466335797	112	226	287969	67542215	206296345	162424547	68260423
1495832569540137063	splash2x.raytrace	1	1	1400	37	1.0	.990	1.049	700892824	102971	28989	182324910	1015288	431458459	121	224	275627	67522255	206112820	161025025	67790626
1495832570049362990	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.063	700882349	94236	27378	183569606	1014819	431555998	112	226	284854	67136444	207306601	162188685	68484637
1495832570558604875	splash2x.raytrace	1	1	1400	37	1.0	1.000	1.059	700883586	94776	28442	185984114	1023602	436144789	113	224	373628	68085079	209339910	165006066	68809198
1495832571067806843	splash2x.raytrace	1	1	1400	37	1.0	.997	1.056	700887780	94595	27527	176842486	982963	417614200	112	226	405012	68151397	209525207	165868115	68625822
1495832571577037395	splash2x.raytrace	1	1	1400	37	1.0	.992	1.051	700935604	99722	28346	181356539	1003846	424535137	114	224	370821	68056345	208873252	164905055	68074163
1495832572086226009	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.064	700919368	103187	27412	192102945	1065974	448477440	112	228	412862	67579357	209108385	165555328	68676190
1495832572595406936	splash2x.raytrace	1	1	1400	37	1.0	1.013	1.074	700877046	114455	28923	198874048	1093500	464104823	113	226	342620	66848337	209141805	164090227	68655070
1495832573104536967	splash2x.raytrace	1	1	1400	37	1.0	1.017	1.077	700932082	114758	28009	197685705	1083730	461794665	112	226	384424	67224463	207848373	164358902	68134950
1495832573613676852	splash2x.raytrace	1	1	1400	37	1.0	1.010	1.070	700895089	103203	27525	201991627	1098510	468391474	112	224	351073	67508011	207552868	163794054	67863568
1495832574122869633	splash2x.raytrace	1	1	1400	37	1.0	1.012	1.072	700955716	104626	28364	192964671	1060079	447413165	113	224	275793	69089006	207505369	163658927	67339285
1495832574632283081	splash2x.raytrace	1	1	1400	37	1.0	1.002	1.062	700884928	107967	28970	191328816	1052272	445541336	112	226	260493	68874839	207069910	162914942	67932057
1495832575141503799	splash2x.raytrace	1	1	1400	37	1.0	1.005	1.065	700968844	104373	28920	188115138	1037670	440117780	114	224	250011	67430695	206215900	162226825	67947632
1495832575650769184	splash2x.raytrace	1	1	1400	37	1.0	.998	1.057	700929233	110674	28180	189799068	1054569	446577150	112	228	322447	67785967	206594679	163308987	67951847
1495832576159941131	splash2x.raytrace	1	1	1400	37	1.0	1.006	1.065	700897856	94707	28474	196544631	1065222	467087149	113	226	285825	67151724	206672643	162571235	68103334
1495832576669127704	splash2x.raytrace	1	1	1400	37	1.0	1.005	1.064	700897647	95459	28194	197551030	1075912	470475884	112	226	304727	67355551	207807450	163013336	68369243
1495832577178370443	splash2x.raytrace	1	1	1400	37	1.0	1.016	1.077	700902192	100576	27646	195447178	1067102	463182130	114	224	336697	67178799	208312133	163918051	68163085
1495832577687586953	splash2x.raytrace	1	1	1400	37	1.0	1.011	1.071	700933852	96327	27088	186833057	1024986	439953472	112	222	392806	67662623	209537232	165374949	68665990
1495832578196748859	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.064	700852898	98960	27168	187409997	1021985	442712822	113	224	436184	67543222	210354373	166493465	68564105
1495832578705946599	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.064	700894500	102596	27287	189025029	1044540	441579681	113	226	419993	67742290	211559931	166751663	69389540
1495832579215135817	splash2x.raytrace	1	1	1400	37	1.0	1.005	1.065	700843505	104153	27555	190429300	1049265	444714250	113	224	393379	67024220	210221397	165572445	68792480
1495832579724319598	splash2x.raytrace	1	1	1400	37	1.0	1.005	1.065	700885407	108425	27703	195124454	1078325	454043898	112	228	371797	66355174	207423530	163410896	68301266
1495832580233496754	splash2x.raytrace	1	1	1400	37	1.0	1.006	1.066	700849944	113775	28221	205690744	1123466	476137074	113	226	366139	66417319	207497109	163511884	68041971
1495832580742656723	splash2x.raytrace	1	1	1400	37	1.0	1.017	1.077	700847576	115193	26839	206701321	1129028	477098366	112	226	361391	66202829	207019273	163357572	67573493
1495832581251813066	splash2x.raytrace	1	1	1400	37	1.0	1.016	1.076	700856784	115125	28611	209437051	1135917	480845906	114	224	380112	67329595	207652486	164582077	67454291
1495832581760985159	splash2x.raytrace	1	1	1400	37	1.0	1.022	1.083	700847842	106503	27259	192265103	1054393	444969311	112	226	251005	69874937	207063432	163215082	67319979
1495832582270208315	splash2x.raytrace	1	1	1400	37	1.0	.994	1.053	700894254	106215	27596	189991144	1044623	439140468	113	224	179993	69447073	206614737	162302844	67418565
1495832582779372680	splash2x.raytrace	1	1	1400	37	1.0	1.004	1.063	700853830	106087	26674	188818828	1040545	437670749	113	226	344408	67754298	207174827	163575293	67376861
1495832583288721544	splash2x.raytrace	1	1	1400	37	1.0	.993	1.052	700851337	100435	27343	183239195	1002055	425198718	113	224	329875	67681853	208093401	163946553	68047738
1495832583798134220	splash2x.raytrace	1	1	1400	37	1.0	.997	1.056	700887508	105929	27562	186617471	1022465	433465646	112	228	291902	67501474	207899358	162793172	69268780
1495832584307346605	splash2x.raytrace	1	1	1400	37	1.0	1.008	1.068	700911509	96964	26302	186448083	1009903	446516936	113	226	299397	68202020	208075882	163338926	68988793
1495832584816469782	splash2x.raytrace	1	1	1400	37	1.0	1.005	1.065	700942889	86295	26032	185910884	1024194	449845369	112	226	362823	67664876	208885419	164668617	68642398
1495832585325753959	splash2x.raytrace	1	1	1400	37	1.0	1.001	1.061	700904490	98484	27379	195167612	1091246	462057042	114	224	418622	67629904	210509456	166168705	68863223
1495832585834919885	splash2x.raytrace	1	1	1400	37	1.0	1.008	1.068	700897137	115750	27513	203283276	1147135	477708279	112	226	392630	67711996	209765601	165604822	68686541
1495832586344129895	splash2x.raytrace	1	1	1400	37	1.0	1.015	1.075	700899977	100774	27476	187803740	1037117	438982131	113	224	397502	67604599	210133831	165720241	68708584
1495832586853260468	splash2x.raytrace	1	1	1400	37	1.0	1.002	1.062	700900663	99604	26442	186704072	1039483	438237808	112	226	389999	67199196	209120080	164880912	68654443
1495832587362486520	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.063	701004966	107477	27838	193894477	1076594	455331082	114	226	331768	67198853	208736519	163974753	68224578
1495832587871699593	splash2x.raytrace	1	1	1400	37	1.0	1.006	1.066	700903600	111943	27647	201866969	1114053	467947887	112	226	370585	66307988	207438536	163788159	67762062
1495832588380968019	splash2x.raytrace	1	1	1400	37	1.0	1.013	1.073	700902305	115581	28242	204923186	1127239	473698541	113	226	329788	67289653	207526696	164050163	66425787
1495832588890176612	splash2x.raytrace	1	1	1400	37	1.0	1.014	1.075	700896735	110496	27012	205034432	1130124	474963536	112	226	264500	68303708	208151251	164037738	65785489
1495832589399412747	splash2x.raytrace	1	1	1400	37	1.0	1.019	1.080	700893958	112372	27803	203078669	1126227	470364340	114	224	363151	68224947	209367148	165221393	66834011
1495832589908622299	splash2x.raytrace	1	1	1400	37	1.0	1.015	1.075	700906623	110053	26863	198505319	1099217	459435653	112	226	360002	68263473	209493060	165107866	67640046
1495832590417845330	splash2x.raytrace	1	1	1400	37	1.0	1.011	1.071	700904382	106347	26732	188850912	1041078	439401681	113	224	335800	67737113	208856932	164403920	68363544
1495832590927056965	splash2x.raytrace	1	1	1400	37	1.0	.998	1.057	700941988	102698	26907	183780989	1017118	426275924	112	228	307983	67661387	208310682	163931389	68051352
1495832591436276684	splash2x.raytrace	1	1	1400	37	1.0	1.000	1.059	700927424	103036	27036	188091202	1017120	440003866	114	224	295318	67400900	207832803	163795119	67577677
1495832591945448881	splash2x.raytrace	1	1	1400	37	1.0	1.000	1.059	700931918	91297	25549	200868500	1100865	476996435	110	226	373860	67314697	208381915	164610008	68204169
1495832592454630933	splash2x.raytrace	1	1	1400	37	1.0	1.012	1.072	700850940	113819	28088	204644537	1153804	482056545	113	226	383387	67663930	209306245	165396648	68079907
1495832592963791901	splash2x.raytrace	1	1	1400	37	1.0	1.016	1.076	700861686	120303	27872	205590992	1156833	481741196	112	226	403712	66927381	209042632	165385674	67807047
1495832593472975724	splash2x.raytrace	1	1	1400	37	1.0	1.019	1.080	700858700	113827	28088	202150341	1117066	471687448	114	224	380261	67114654	209136557	165202901	67812853
1495832593982143380	splash2x.raytrace	1	1	1400	37	1.0	1.013	1.073	700861724	109000	27081	198370263	1100438	463477673	112	226	261800	67973778	208449335	163916272	65805208
1495832594491321349	splash2x.raytrace	1	1	1400	37	1.0	1.001	1.060	700860105	102902	27032	188094248	1043557	442902333	113	224	306979	68617981	209297196	164556674	65859481
1495832595000533046	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.062	700892736	105521	27575	193805500	1079637	451699325	112	228	335878	68374478	209370879	165029248	66088235
1495832595509683452	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.062	700904626	108708	27849	193954395	1080233	452156043	114	224	311865	68247248	209232039	164991145	66023628
1495832596018901066	splash2x.raytrace	1	1	1400	37	1.0	1.015	1.076	700858609	112120	27291	197283853	1094450	458676681	112	222	414680	67941351	209995132	166179520	66141561
1495832596528372034	splash2x.raytrace	1	1	1400	37	1.0	1.003	1.062	700855097	112522	27865	196623719	1078225	455332536	113	226	427853	67998975	210253990	166681898	66542673
1495832597037683440	splash2x.raytrace	1	1	1400	37	1.0	1.009	1.069	674257620	107742	27066	193150823	1051299	450541154	112	3085	506352	63360049	191596028	153409132	55695334
1495832599330175047	splash2x.water_nsquared	1	1	1400	36	1.0	.811	.861	514063432	5286385	1525894	117659869	1820232	232617207	26425	49736	3293986	50920661	126690721	146474504	9332149
1495832599840231743	splash2x.water_nsquared	1	1	1400	36	1.0	.783	.829	700922552	7686982	2214321	161478346	2606548	313480314	38658	68022	4373241	64108211	161781708	191923430	12493499
1495832600350109898	splash2x.water_nsquared	1	1	1400	36	1.0	.784	.830	700912393	7558584	2181624	164519496	2565864	324414322	38170	67102	4350028	66746732	165203605	193584644	12351610
1495832600859918053	splash2x.water_nsquared	1	1	1400	36	1.0	.787	.833	700920292	2309013	390647	305354354	677838	904385229	6850	66017	4234689	67812533	166421595	192700498	12109719
1495832601369254938	splash2x.water_nsquared	1	1	1400	37	1.0	.837	.885	700949583	63443	22232	413252130	346843	1105572099	114	6938	2067253	140678186	360051130	331506267	9791880
1495832601878483844	splash2x.water_nsquared	1	1	1400	37	1.0	1.126	1.194	700955679	67631	21816	414666065	346670	1112514968	112	226	1180926	152909227	484648432	410190208	12100996
1495832602387668396	splash2x.water_nsquared	1	1	1400	37	1.0	1.128	1.196	700902627	70537	22091	420679791	351872	1130195536	113	226	1091251	151798712	488548133	412426379	12271977
1495832602896820989	splash2x.water_nsquared	1	1	1400	37	1.0	1.131	1.199	700906804	69142	21744	437094758	366587	1170199415	112	226	1166097	151454783	486361468	409728268	12179752
1495832603405966770	splash2x.water_nsquared	1	1	1400	37	1.0	1.142	1.211	700964229	69620	21848	454430392	379681	1214217705	114	224	1105143	153609021	486612325	412199884	12192676
1495832603915162739	splash2x.water_nsquared	1	1	1400	37	1.0	1.152	1.221	700891764	69200	21488	469943886	390379	1263599268	112	226	1182551	150538289	487117954	411338446	12233498
