#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481219964501137912	automotive_bitcount	1000	53	0.900000	0.247000	0.242000	314148036	0	220448	65513	55563	48717701	84040
1481219965010139483	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500826199	0	43406	18312	8710	46611684	17923
1481219965519132553	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500609518	0	43629	18584	8595	88998153	18105
1481219966028451791	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500604939	0	43282	19776	9045	47853212	17805
1481219966537468987	automotive_bitcount	1000	53	0.900000	0.525000	0.513000	500610594	0	43957	20148	9206	87768903	18101
1481219967046378682	automotive_bitcount	1000	53	0.900000	0.559000	0.546000	500590065	0	43399	19602	9213	47210536	17641
1481219967555369461	automotive_bitcount	1000	54	0.900000	0.530000	0.518000	500599581	0	45322	19940	9042	53468863	18008
1481219968064269115	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500600038	0	43725	19191	8768	82147061	17487
1481219968573257519	automotive_bitcount	1000	53	0.900000	0.547000	0.534000	500600630	0	46580	19306	9197	47231512	18124
1481219969082280298	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500598492	0	45436	19803	8891	63932229	17445
1481219969591306118	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500669343	0	46804	20652	9824	71718914	18526
1481219970100286605	automotive_bitcount	1000	54	0.900000	0.559000	0.546000	500600052	0	43127	18908	8996	47170510	17589
1481219970609193009	automotive_bitcount	1000	53	0.900000	0.563000	0.550000	500597041	0	45572	19934	9639	76651807	17839
1481219971118212996	automotive_bitcount	1000	53	0.900000	0.559000	0.546000	500599980	0	43136	19027	9048	58997345	17523
1481219971627087817	automotive_bitcount	1000	54	0.900000	0.538000	0.526000	500601161	0	44979	19577	9491	47003908	17993
1481219972136089721	automotive_bitcount	1000	54	0.900000	0.557000	0.544000	500604622	0	44535	19477	9240	86619683	18202
1481219972645000916	automotive_bitcount	1000	53	0.900000	0.555000	0.542000	500605452	0	45595	20077	8973	49266258	18181
1481219973154273571	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500600971	0	44031	20163	8775	46810746	17776
1481219973663267224	automotive_bitcount	1000	53	0.900000	0.525000	0.513000	500748551	0	46640	20874	9427	88750781	18705
1481219974172236837	automotive_bitcount	1000	53	0.900000	0.559000	0.546000	500600775	0	45186	20546	8847	47244827	18124
1481219974681115282	automotive_bitcount	1000	53	0.900000	0.530000	0.518000	500600787	0	46320	21410	9335	46631912	18285
1481219975190126311	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500604745	0	45195	20809	8713	88902246	18402
1481219975699095173	automotive_bitcount	1000	53	0.900000	0.544000	0.532000	500596720	0	45276	20997	9382	47231258	18435
1481219976208036744	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500606493	0	44644	20279	9553	46915984	18192
1481219976717010314	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500608536	0	46456	20602	9479	88614596	18494
1481219977226006676	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500607656	0	45737	20562	8831	47234563	17972
1481219977735103289	automotive_bitcount	1000	53	0.900000	0.563000	0.550000	500745346	0	46642	21569	9435	52375585	18593
1481219978244042151	automotive_bitcount	1000	53	0.900000	0.547000	0.534000	500604341	0	44059	20277	9303	83221504	18522
1481219978753013388	automotive_bitcount	1000	53	0.900000	0.560000	0.547000	500603327	0	45901	20855	8930	47225607	18342
1481219979261921917	automotive_bitcount	1000	53	0.900000	0.533000	0.521000	500603491	0	45543	20449	8944	62040922	18021
1481219979770983321	automotive_bitcount	1000	53	0.900000	0.560000	0.547000	500602495	0	46693	21034	9298	73529088	18337
1481219980279970058	automotive_bitcount	1000	53	0.900000	0.526000	0.515000	500605816	0	45434	20524	8769	47155140	17983
1481219980788974754	automotive_bitcount	1000	53	0.900000	0.526000	0.515000	500602445	0	46564	20844	9217	75654374	18482
1481219981298041450	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500610124	0	44407	20999	8851	60000684	18104
1481219981806951187	automotive_bitcount	1000	53	0.900000	0.525000	0.513000	500665580	0	47170	21872	9657	47019181	18925
1481219982315979007	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500611701	0	45667	20270	9032	86047850	18113
