#Timestamp	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481219964518108153	314148036	0	220448	65513	55563	48717701	84040
1481219965018904332	500826199	0	43406	18312	8710	46611684	17923
1481219965519585220	500609518	0	43629	18584	8595	88998153	18105
1481219966020188649	500673534	0	46050	19948	9349	47275334	18044
1481219966520801204	500604939	0	43282	19776	9045	47853212	17805
1481219967021396966	500610594	0	43957	20148	9206	87768903	18101
1481219967521996437	500590065	0	43399	19602	9213	47210536	17641
1481219968022597617	500599581	0	45322	19940	9042	53468863	18008
1481219968523198588	500600038	0	43725	19191	8768	82147061	17487
1481219969023800559	500600630	0	46580	19306	9197	47231512	18124
1481219969524400446	500598492	0	45436	19803	8891	63932229	17445
1481219970025070042	500669343	0	46804	20652	9824	71718914	18526
1481219970525670930	500600052	0	43127	18908	8996	47170510	17589
1481219971026270651	500597041	0	45572	19934	9639	76651807	17839
1481219971526870664	500599980	0	43136	19027	9048	58997345	17523
1481219972027474634	500601161	0	44979	19577	9491	47003908	17993
1481219972528079647	500604622	0	44535	19477	9240	86619683	18202
1481219973028685910	500605452	0	45595	20077	8973	49266258	18181
1481219973529286256	500600971	0	44031	20163	8775	46810746	17776
1481219974030035560	500748551	0	46640	20874	9427	88750781	18705
1481219974530638698	500600775	0	45186	20546	8847	47244827	18124
1481219975031240752	500600787	0	46320	21410	9335	46631912	18285
1481219975531846432	500604745	0	45195	20809	8713	88902246	18402
1481219976032443444	500596720	0	45276	20997	9382	47231258	18435
1481219976533052498	500606493	0	44644	20279	9553	46915984	18192
1481219977033662178	500608536	0	46456	20602	9479	88614596	18494
1481219977534269024	500607656	0	45737	20562	8831	47234563	17972
1481219978035016245	500745346	0	46642	21569	9435	52375585	18593
1481219978535621299	500604341	0	44059	20277	9303	83221504	18522
1481219979036225229	500603327	0	45901	20855	8930	47225607	18342
1481219979536829283	500603491	0	45543	20449	8944	62040922	18021
1481219980037432837	500602495	0	46693	21034	9298	73529088	18337
1481219980538040267	500605816	0	45434	20524	8769	47155140	17983
1481219981038642196	500602445	0	46564	20844	9217	75654374	18482
1481219981539254167	500610124	0	44407	20999	8851	60000684	18104
1481219982039920763	500665580	0	47170	21872	9657	47019181	18925
1481219982540532984	500611701	0	45667	20270	9032	86047850	18113
1481219983041139788	500605254	0	45791	21004	8892	49795865	18534
1481219983541744593	500605484	0	44549	20060	8906	46786007	18022
1481219984042347688	500600631	0	45181	20261	8894	88736217	18553
1481219984543023076	500673533	0	44855	19374	9013	47268533	18022
1481219985043626922	500604723	0	45498	20113	9042	46628856	18565
1481219985544232518	500603073	0	44546	19796	8449	88959619	18413
1481219986044906406	500673635	0	48062	21354	9415	47273162	18719
