#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	CID_WRITE_RETIRED	BRANCH_MISPRED	BRANCH_PRED
1481374277432850759	automotive_bitcount	1500	56	1.000000	0.484000	0.528000	472644157	701684289	919	1510	4	3685858	100335935
1481374277941704038	automotive_bitcount	1500	56	1.000000	0.937000	1.016000	751342066	1185084453	112	224	0	4838823	149159053
1481374278450717859	automotive_bitcount	1500	56	1.000000	0.922000	1.000000	750917860	1187093097	111	222	0	4838746	148592822
1481374278959509346	automotive_bitcount	1500	56	1.000000	0.921000	0.999000	750930150	1190133235	109	218	0	4829902	148093186
1481374279468253207	automotive_bitcount	1500	56	1.000000	0.920000	0.998000	750895757	1189307142	111	222	0	4825873	148334385
1481374279976989777	automotive_bitcount	1500	56	1.000000	0.915000	0.992000	750875049	1188111327	111	222	0	4837230	148137932
1481374280485879764	automotive_bitcount	1500	56	1.000000	0.931000	1.010000	750902940	1187339087	111	222	0	4845492	147732086
1481374280995206627	automotive_bitcount	1500	56	1.000000	0.920000	0.998000	750909283	1185956758	109	218	0	4893517	147222225
1481374281503942864	automotive_bitcount	1500	56	1.000000	0.919000	0.997000	750994905	1186998820	110	220	0	4854670	147229520
1481374282012779309	automotive_bitcount	1500	55	1.000000	0.919000	0.998000	750882969	1185771069	109	218	0	4894140	147214969
1481374282521418546	automotive_bitcount	1500	55	1.000000	0.916000	0.993000	750873825	1187138104	109	218	0	4843193	147218740
1481374283030201949	automotive_bitcount	1500	55	1.000000	0.929000	1.007000	750883699	1186632601	109	218	0	4866851	147224617
1481374283538985270	automotive_bitcount	1500	55	1.000000	0.943000	1.023000	750873349	1188005540	108	216	0	4818543	147230831
1481374284047784631	automotive_bitcount	1500	55	1.000000	0.919000	0.997000	750880951	1187073894	109	218	0	4849718	147222328
