#Timestamp	CPU_CYCLES	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	CID_WRITE_RETIRED	BRANCH_MISPRED	BRANCH_PRED
1481374277449416333	472644157	701684289	919	1510	4	3685858	100335935
1481374277950282346	751342066	1185084453	112	224	0	4838823	149159053
1481374278450894026	750917860	1187093097	111	222	0	4838746	148592822
1481374278951491580	750895650	1190701510	111	222	0	4838772	147665107
1481374279452112093	750930150	1190133235	109	218	0	4829902	148093186
1481374279952703855	750895757	1189307142	111	222	0	4825873	148334385
1481374280453294576	750875049	1188111327	111	222	0	4837230	148137932
1481374280953897130	750902940	1187339087	111	222	0	4845492	147732086
1481374281454505476	750909283	1185956758	109	218	0	4893517	147222225
1481374281955169864	750994905	1186998820	110	220	0	4854670	147229520
1481374282455759543	750882969	1185771069	109	218	0	4894140	147214969
1481374282956342431	750873825	1187138104	109	218	0	4843193	147218740
1481374283456932402	750883699	1186632601	109	218	0	4866851	147224617
1481374283957514706	750873349	1188005540	108	216	0	4818543	147230831
1481374284458104885	750880951	1187073894	109	218	0	4849718	147222328
1481374284958695190	750882975	1187308777	109	218	0	4835953	147216299
1481374285459280411	750878917	1187942248	109	218	0	4817739	147231047
1481374285959902757	750931403	1187022958	110	220	0	4845065	147214134
1481374286460491978	750881449	1186117115	109	218	0	4885132	147219020
1481374286961140907	750971853	1185776741	109	218	0	4877409	147170286
1481374287461731003	750887126	1188041775	109	218	0	4816374	147232487
1481374287962316349	750874547	1186233649	109	218	0	4882988	147218419
1481374288462906153	750883034	1187019738	109	218	0	4853010	147218048
1481374288963493999	750880679	1186943765	108	216	0	4853489	147217187
1481374289464086845	750886817	1186335266	109	218	0	4879744	147223003
1481374289964671858	750875471	1187881842	109	218	0	4817280	147222001
1481374290465314412	750962324	1187072453	110	220	0	4853450	147227442
1481374290965902133	750880717	1183398952	109	218	0	4934285	148268651
1481374291466493354	750883951	1181344979	109	218	0	4994221	148955198
1481374291967082408	750883448	1181465359	109	218	0	4991426	148978994
1481374292467676629	750890266	1180194071	109	218	0	5045901	148777465
