#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1496408270264262778	641626384	54732	3715627	55599786	138011586	161651014	10683818
1496408270765220758	994612948	87785	5813285	83285056	208867775	250103652	16745952
1496408271266017196	991703048	86383	5753420	87954435	214666537	252208198	16522515
1496408271766722760	973307310	73940	3315124	66603124	218806875	201472810	18263732
1496408272267454115	1163963606	70683	2467076	69337578	248894464	214175401	19838487
1496408272768226595	1273168024	71671	4035654	89308977	414457350	314894210	23266346
1496408273269170699	1701485966	40333	7584466	155171612	737919964	519136360	25304313
1496408273769857013	1669794307	31878	5996518	158222670	785952522	522572570	17947568
1496408274270535701	1674729645	29038	4329407	159761806	796809699	500383570	16727687
1496408274771261848	1707703292	37196	5409221	164160237	785060130	514016608	19467913
1496408275271998495	1753421845	68438	8618211	170494270	741793085	542789959	28309397
1496408275772691725	1793915515	92007	11029243	187016369	702848823	551649978	34178452
1496408276273381205	1793866832	83690	11818356	197005564	689041176	556265609	33531943
1496408276774220935	1789087843	19877	13879488	231116518	708805322	575721322	32741258
1496408277274890373	1802409230	6919	16913814	278737436	851698688	660614394	32890469
1496408277775564770	1802434575	7641	17337851	286038283	841928268	668857004	29744408
1496408278276239917	1802421336	8676	18551131	323473956	780828185	664962661	25098220
1496408278776970855	1802646513	11995	19773944	345096655	712074303	656328805	21279335
1496408279277604919	1802284235	13032	19641886	341388492	714975057	648258470	19835339
1496408279778231815	1802249735	9454	19689911	353173664	724549993	652368948	19386869
1496408280278919754	1802474001	9284	19642984	361855508	719561971	658460056	18356437
1496408280779543609	1802257430	10539	20007782	351174627	715999005	660444102	19996004
1496408281280172339	1802254505	11318	19615275	346963103	718819335	649627069	22161675
1496408281780803986	1802270770	10611	19430038	356651523	715386108	654415792	18592090
1496408282281546591	1802686670	11750	18671817	335356396	696314972	637024531	19542091
1496408282782271404	1802607959	19219	18396399	307175511	663993932	618607473	22505560
1496408283282997718	1802605191	17447	18315493	321513929	674842310	625070748	19727999
1496408283783718323	1802602944	19667	18518602	308207649	663795606	625429016	21122285
1496408284284459261	1007761631	38026	3778058	73326934	198258538	222500126	14240098
