#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1496402052365188221	parsec.dedup	1800	35	1.200000	0.512000	0.637000	641434020	54677	3696136	55555411	137892116	161382798	10641431
1496402052875496812	parsec.dedup	1800	36	1.100000	1.209000	1.448000	993693377	87968	5802732	83277935	208677477	249713379	16745281
1496402053385771571	parsec.dedup	1800	36	1.100000	1.218000	1.459000	992424858	86542	5769295	88232027	215246020	252899142	16522210
1496402053896000330	parsec.dedup	1800	36	1.100000	1.246000	1.492000	1168825978	70617	2597251	68969808	247756821	214816684	19631195
1496402054406100922	parsec.dedup	1800	36	1.100000	1.162000	1.392000	1305476501	68722	4755595	95493180	439692908	337285166	23665227
1496402054915917806	parsec.dedup	1800	37	1.200000	1.334000	1.600000	1680264583	47572	7628557	145894310	705454256	507587064	26214334
1496402055425362233	parsec.dedup	1800	39	1.200000	2.143000	2.578000	1695178292	30805	5600770	160478456	806671257	530562929	18262103
1496402055934682826	parsec.dedup	1800	39	1.200000	2.215000	2.664000	1658735889	33921	4965072	150428954	801586019	521158149	18022735
1496402056443796794	parsec.dedup	1800	40	1.200000	2.264000	2.723000	1688338595	35389	4973362	170552177	758465718	485064210	18179769
1496402056953098763	parsec.dedup	1800	40	1.200000	2.173000	2.614000	1737251152	63897	8148983	166291775	745905477	538873717	26943020
1496402057462646981	parsec.dedup	1800	41	1.200000	2.221000	2.671000	1794043089	92002	11052647	187082792	703360845	552361872	34239662
1496402057972286448	parsec.dedup	1800	41	1.200000	2.148000	2.584000	1792710543	93858	11003231	184467352	684948400	545304108	34119884
1496402058481776458	parsec.dedup	1800	41	1.200000	2.137000	2.570000	1793191885	76928	11805218	198597323	683403921	549625646	33810933
1496402058991168968	parsec.dedup	1800	41	1.200000	2.110000	2.538000	1802501841	15016	14908666	245641076	781433388	614341629	32067559
1496402059500048645	parsec.dedup	1800	42	1.200000	2.231000	2.683000	1802383213	14211	16153139	269038206	741630208	617328341	29512806
1496402060008968906	parsec.dedup	1800	42	1.200000	2.288000	2.752000	1802422460	6947	18790192	310248539	821567574	681280583	26667152
1496402060517920708	parsec.dedup	1800	42	1.200000	2.287000	2.751000	1802767007	12258	19069892	352748767	712294998	649492800	20020691
1496402061027479842	parsec.dedup	1800	42	1.200000	2.259000	2.717000	1802986259	11399	20215851	341417127	719972352	658094972	20863831
1496402061536945644	parsec.dedup	1800	43	1.200000	2.267000	2.727000	1802653286	12456	19412865	346009460	712740583	648162685	20920234
1496402062046290237	parsec.dedup	1800	43	1.200000	2.274000	2.735000	1802623587	10407	19402023	352267462	715486896	649137668	21110891
1496402062555203706	parsec.dedup	1800	43	1.200000	2.262000	2.721000	1802529505	10198	19484647	358202620	719241873	657207001	17985678
1496402063064205174	parsec.dedup	1800	43	1.200000	2.263000	2.722000	1802545366	12269	19667016	348657683	718710314	653181577	19406898
1496402063573097060	parsec.dedup	1800	43	1.200000	2.270000	2.730000	1802600374	8079	19678538	359778417	729880105	660020779	19463898
1496402064082154695	parsec.dedup	1800	43	1.200000	2.297000	2.763000	1802557445	8945	19066107	351888375	715273994	647012588	19168818
1496402064591389289	parsec.dedup	1800	43	1.200000	2.261000	2.719000	1792336396	17253	18568352	312843615	665558797	621046333	22407705
1496402065100513840	parsec.dedup	1800	43	1.200000	2.153000	2.590000	1794059484	18999	17758557	313635630	666191860	609923893	20972676
1496402065609876517	parsec.dedup	1800	43	1.200000	2.224000	2.675000	1802629523	16226	18557445	323235663	677975311	630917391	20434262
1496402066119303777	parsec.dedup	1800	43	1.200000	2.196000	2.641000	1426033734	30996	10495840	176562796	412097007	408100856	18633164
1496402066628921661	parsec.dedup	1800	42	1.200000	1.590000	1.908000	916434036	39928	3336073	58248341	165898461	194094767	14248944
1496402067138385921	parsec.dedup	1800	41	1.100000	1.143000	1.369000	915860921	40159	3356309	58022437	165489617	194152885	14234263
1496402067647805514	parsec.dedup	1800	40	1.100000	1.139000	1.364000	639576770	15192	1684341	44704802	114179699	118572308	7957571
1496402068157920606	parsec.facesim	1800	40	1.100000	1.125000	1.347000	995079409	87328	5828445	82659717	208344220	249605485	16781462
1496402068668070865	parsec.facesim	1800	40	1.100000	1.221000	1.462000	993445621	87006	5790566	85092448	211030496	250848970	16666297
1496402069178296624	parsec.facesim	1800	40	1.100000	1.225000	1.467000	1013263719	80602	5273687	102412677	249351726	261863826	16018820
1496402069687792383	parsec.facesim	1800	40	1.100000	1.239000	1.484000	906489136	15594	1318609	149953727	368100557	248007927	7633955
1496402070197714393	parsec.facesim	1800	40	1.100000	1.360000	1.629000	908245266	36453	3167372	72133167	189312791	186058794	11492210
1496402070707330194	parsec.facesim	1800	40	1.100000	1.210000	1.449000	903301765	8575	8650522	108988651	142584554	211609150	5822873
1496402071216714704	parsec.facesim	1800	40	1.100000	1.091000	1.305000	902151679	1878	6503498	110508956	184761767	216397312	5652925
1496402071726011172	parsec.facesim	1800	40	1.100000	1.134000	1.358000	902455256	4997	9619894	114361321	146752403	223350746	5048253
1496402072235119390	parsec.facesim	1800	40	1.100000	1.121000	1.342000	904054226	13675	3597764	85570053	173450317	162267634	7281471
1496402072744565650	parsec.facesim	1800	39	1.100000	1.105000	1.323000	903717399	11465	2546501	78160432	161308846	137058564	4903230
1496402073253709702	parsec.facesim	1800	39	1.100000	1.097000	1.314000	903735812	11221	2565001	77278876	158811245	135803839	4488575
1496402073763073587	parsec.facesim	1800	39	1.100000	1.093000	1.309000	904690197	16623	2411792	80936337	165297787	143157190	5686609
1496402074272199889	parsec.facesim	1800	39	1.100000	1.108000	1.327000	902018820	462	15646326	168916091	187640006	339558488	4146562
1496402074781512315	parsec.facesim	1800	40	1.100000	1.230000	1.473000	902128515	650	4035739	76716551	1153947093	414031527	115050003
1496402075290607159	parsec.facesim	1800	40	1.200000	1.747000	2.098000	901944727	2029	18710440	192609723	272199281	411711992	10617152
1496402075799790669	parsec.facesim	1800	40	1.100000	1.197000	1.434000	1288429627	51873	2553803	73285095	507703555	322245569	17351447
1496402076308914054	parsec.facesim	1800	41	1.200000	2.287000	2.751000	1802429755	454	2101661	86998960	884367996	489139902	21593724
1496402076818164648	parsec.facesim	1800	41	1.200000	2.307000	2.775000	1536243693	1511	1624268	77694142	707337928	397746482	20856592
1496402077327489241	parsec.facesim	1800	42	1.200000	2.148000	2.584000	1802458244	452	1973625	91529189	807968691	466206241	27712507
1496402077836725334	parsec.facesim	1800	42	1.200000	2.274000	2.735000	1687890918	1620	1120146	74500251	603222934	352619255	27574893
1496402078346453760	parsec.facesim	1800	42	1.200000	1.938000	2.329000	1754120079	1192	141380	16674455	417032061	229578372	53490118
1496402078855813687	parsec.facesim	1800	42	1.200000	1.931000	2.321000	1764125821	1138	132853	16470777	414939013	228404068	53076422
1496402079365348280	parsec.facesim	1800	43	1.200000	1.950000	2.343000	1771250826	1121	127684	16666744	421434617	231654439	53914379
1496402079874709165	parsec.facesim	1800	43	1.200000	1.912000	2.298000	1757507305	1171	138605	16603101	414934625	228895716	53595251
1496402080384172508	parsec.facesim	1800	43	1.200000	1.961000	2.357000	1764554398	1121	128073	16575397	416344167	228769052	53310848
1496402080893657517	parsec.facesim	1800	43	1.200000	1.949000	2.342000	1771567593	1129	131950	16515202	414893425	228409439	52987311
1496402081402995069	parsec.facesim	1800	43	1.200000	1.901000	2.285000	1759915838	1145	132316	16588735	417101133	229570425	53365293
1496402081912486662	parsec.facesim	1800	43	1.200000	1.904000	2.288000	1776671502	1135	130234	16730572	421015143	231884471	54323010
1496402082421834755	parsec.facesim	1800	43	1.200000	1.917000	2.304000	1761407203	1151	132636	16373586	412081946	226752987	52591064
1496402082931255973	parsec.facesim	1800	44	1.200000	1.935000	2.325000	1790158868	695	1447380	68268519	681862878	386636698	35602187
1496402083440447317	parsec.facesim	1800	44	1.200000	2.274000	2.735000	1368036508	1143	1119703	110022002	549178115	323676331	15956440
1496402083949795535	parsec.facesim	1800	44	1.200000	1.950000	2.343000	910222867	1440	1148227	108997020	230830677	167161444	10779397
1496402084459443128	parsec.facesim	1800	42	1.200000	1.292000	1.550000	681299875	50067	3483647	57506591	143641441	163569937	11281715
1496402084969774345	parsec.freqmine	1800	42	1.100000	0.776000	0.928000	994990608	87338	5805979	83169878	208937687	250422904	16739851
1496402085479761145	parsec.freqmine	1800	41	1.100000	1.228000	1.471000	992229155	86155	5759052	87307516	214038035	252392750	16527874
1496402085989862738	parsec.freqmine	1800	41	1.100000	1.230000	1.473000	974253924	36930	2655946	60399620	136677028	133342465	7716771
1496402086499200289	parsec.freqmine	1800	40	1.100000	1.033000	1.236000	903803378	1970	552951	40041449	78013718	47809848	955514
1496402087008367549	parsec.freqmine	1800	40	1.100000	0.984000	1.177000	903224311	2067	570088	40074298	78228572	48244783	1004364
1496402087517521851	parsec.freqmine	1800	39	1.100000	0.984000	1.177000	903449793	1959	543210	40042099	78003814	47642715	990521
1496402088026674361	parsec.freqmine	1800	39	1.100000	0.982000	1.175000	903604057	1961	541294	40049029	78025875	47634577	993139
1496402088536469995	parsec.freqmine	1800	39	1.100000	0.982000	1.175000	903549107	1961	567389	40039633	78001852	48007469	982264
1496402089045565922	parsec.freqmine	1800	38	1.100000	0.981000	1.174000	903479990	1961	533012	40049545	78004694	47469975	980334
1496402089554695433	parsec.freqmine	1800	38	1.100000	0.982000	1.175000	903713131	1973	542013	40054475	78049424	47642617	989014
1496402090063767151	parsec.freqmine	1800	38	1.100000	0.980000	1.173000	903479473	1970	547622	40052770	78029629	47700429	981270
1496402090572869370	parsec.freqmine	1800	38	1.100000	0.980000	1.173000	903355342	1969	539851	40058763	78041211	47605440	979176
1496402091081942338	parsec.freqmine	1800	38	1.100000	0.978000	1.170000	903698602	1963	563467	40065257	78039884	47995801	979601
1496402091591228140	parsec.freqmine	1800	38	1.100000	0.980000	1.173000	903533469	1964	543365	40065814	78041534	47645826	974001
1496402092100318692	parsec.freqmine	1800	37	1.100000	0.979000	1.171000	903370044	1963	535152	40058896	78029120	47512405	971445
1496402092609453077	parsec.freqmine	1800	37	1.100000	0.979000	1.171000	903725512	1971	541592	40073067	78079924	47651354	981722
1496402093118595546	parsec.freqmine	1800	37	1.100000	0.977000	1.169000	903675846	1970	541056	40074266	78066188	47634589	980202
1496402093627676056	parsec.freqmine	1800	37	1.100000	0.978000	1.170000	1411436555	6034	4845140	73158502	283924970	337271841	8134738
1496402094137186649	parsec.freqmine	1800	40	1.200000	2.302000	2.769000	1762736345	38170	5933497	168444764	372194977	317414572	48870894
1496402094646604909	parsec.freqmine	1800	40	1.200000	1.754000	2.106000	1737457344	10935	13091682	228313020	719987387	489265261	25460071
1496402095155672377	parsec.freqmine	1800	41	1.200000	2.398000	2.889000	1803192325	474	20796401	302777606	1082040670	777696609	6378254
1496402095664855346	parsec.freqmine	1800	42	1.200000	2.416000	2.911000	1802681158	472	19966621	303633460	1092923835	770285914	6235992
1496402096173932439	parsec.freqmine	1800	42	1.200000	2.390000	2.879000	1802680425	452	19526360	307088481	1123686810	782442702	5157283
1496402096683003908	parsec.freqmine	1800	43	1.200000	2.422000	2.918000	1802649512	454	19658130	304807303	1118815361	780695123	6465009
1496402097192175460	parsec.freqmine	1800	43	1.200000	2.427000	2.924000	1802706721	458	20067363	304615698	1105104287	780237687	6060500
1496402097701257887	parsec.freqmine	1800	43	1.200000	2.410000	2.904000	1802691144	458	20312148	303319906	1097091449	779896431	6921155
1496402098210339480	parsec.freqmine	1800	44	1.200000	2.424000	2.920000	1802685195	460	19853304	303398587	1116449662	780603511	6993728
1496402098719419074	parsec.freqmine	1800	44	1.200000	2.436000	2.935000	1802765720	456	21138452	300856695	1091678361	785089948	6289084
1496402099228492959	parsec.freqmine	1800	44	1.200000	2.421000	2.917000	1802414995	458	19973712	300775113	1102826742	773832459	6860463
1496402099737680594	parsec.freqmine	1800	44	1.200000	2.415000	2.910000	1802451256	458	20257227	299429278	1106000181	778029990	7352105
1496402100246800438	parsec.freqmine	1800	44	1.200000	2.440000	2.940000	1802470374	454	20760992	298292269	1099153232	780229046	6525984
1496402100756002448	parsec.freqmine	1800	45	1.200000	2.422000	2.918000	1802428775	460	19043732	293584000	1019037052	706963548	9611026
1496402101265237083	parsec.freqmine	1800	44	1.200000	2.212000	2.661000	1798875855	684	13678225	265152297	713576779	485903838	17375560
1496402101774346676	parsec.freqmine	1800	44	1.200000	2.156000	2.593000	1784412711	3841	21411072	233732560	551201146	573465048	23078854
1496402102283688020	parsec.freqmine	1800	44	1.200000	2.175000	2.614000	1441032103	5173	18312883	188820023	447286589	499691118	18961464
1496402102793698570	parsec.streamcluster	1800	43	1.100000	0.814000	0.973000	850021409	73249	4955160	72878724	181626615	214114521	14281195
1496402103303926912	parsec.streamcluster	1800	42	1.100000	1.228000	1.471000	993422437	87471	5811254	84328305	210063678	250468395	16781806
1496402103814169588	parsec.streamcluster	1800	42	1.100000	1.230000	1.473000	997975661	85425	5738714	88882868	216267166	252817745	16557695
1496402104323649389	parsec.streamcluster	1800	42	1.100000	1.264000	1.514000	1625246656	14509	2335152	73103235	486826034	322729682	46645712
1496402104833198315	parsec.streamcluster	1800	43	1.200000	2.186000	2.629000	1802513130	950	2200226	60472903	516802887	341914890	57095963
1496402105342538450	parsec.streamcluster	1800	44	1.200000	2.192000	2.636000	1802499825	971	2225360	60464382	516966830	342701201	57093855
1496402105851936085	parsec.streamcluster	1800	44	1.200000	2.194000	2.639000	1802474255	919	2210791	60510543	516901229	342215138	57101070
1496402106361594678	parsec.streamcluster	1800	45	1.200000	2.197000	2.642000	1802507585	912	2202618	60568646	516958846	341951480	57072529
1496402106871146437	parsec.streamcluster	1800	45	1.200000	2.196000	2.641000	1802780060	1000	2165124	60200557	515979348	340669724	57607019
1496402107380480739	parsec.streamcluster	1800	45	1.200000	2.196000	2.641000	1802725429	997	2014663	59771035	513741350	335702305	59868753
1496402107889832374	parsec.streamcluster	1800	45	1.200000	2.200000	2.646000	1802747606	958	1955752	59380309	513084622	334235756	59728015
1496402108399273675	parsec.streamcluster	1800	45	1.200000	2.199000	2.645000	1802764299	1136	1890082	59322576	513104661	332483998	58942027
1496402108908594352	parsec.streamcluster	1800	45	1.200000	2.198000	2.644000	1802695233	1138	1863113	59282540	512482543	331390436	58726421
1496402109418000903	parsec.streamcluster	1800	46	1.200000	2.197000	2.642000	1802459812	1035	1832467	59104909	512411645	330786372	58670515
1496402109927369205	parsec.streamcluster	1800	46	1.200000	2.194000	2.639000	1802434047	1089	1814927	59052353	511815689	330044640	57416653
1496402110436775715	parsec.streamcluster	1800	46	1.200000	2.193000	2.638000	1802446595	1127	1797202	59096430	511860094	329385339	57377261
1496402110946357141	parsec.streamcluster	1800	46	1.200000	2.192000	2.636000	1802486885	1121	1795830	59091660	511918892	329258439	57369517
1496402111455916567	parsec.streamcluster	1800	46	1.200000	2.191000	2.635000	1802479740	1079	1792883	59274517	511632327	329134663	57605313
1496402111965396910	parsec.streamcluster	1800	46	1.200000	2.193000	2.638000	1802768761	1128	1777654	58993141	511178377	328454389	57786817
1496402112474798670	parsec.streamcluster	1800	46	1.200000	2.192000	2.636000	1803310323	1130	1776307	59056730	511641016	328690308	57818621
1496402112985134137	parsec.streamcluster	1800	46	1.200000	2.192000	2.636000	687898842	58560	3963745	59244923	147319617	172959212	11482575
1496402113495336062	splash2x.barnes	1800	45	1.100000	0.806000	0.963000	994228826	87666	5796665	83598305	209422399	250517091	16751629
