#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1496403541720978728	354680494	32301	2263382	35416458	86853691	99691118	6491371
1496403542222051707	553831754	54514	3616240	50352173	127335818	152981771	10418458
1496403542722878979	553140731	53797	3602667	51570920	128873283	153661646	10352538
1496403543223640375	552730616	53161	3576551	53367456	131137509	154485574	10237783
1496403543724429855	553482495	51824	3547371	55618370	134191486	155751002	10118792
1496403544225178252	542699001	49976	2032077	41448795	148378898	129504121	12485647
1496403544726023649	514272380	46746	1636611	39124752	150551692	121189216	12110674
1496403545226784087	703485586	53942	1868856	50587379	177485772	162548651	14464042
1496403545727545317	789769415	46517	3232439	66794638	303341949	230895276	16256077
1496403546228372089	961424699	34247	5631274	91159383	413083430	314994900	18163365
1496403546729085819	974398786	16386	4207450	97094341	499383148	336151219	11329740
1496403547229814424	965185499	20158	3371357	88391179	503029510	331374837	10938989
1496403547730556070	957050714	19958	3025816	96429081	463604551	301266304	10795049
1496403548231277217	952015600	20669	3046457	91168649	478067198	312464406	11118077
1496403548732036572	973004089	23769	3335402	103190167	461642721	298420684	11542105
1496403549232827010	957417642	31429	4309161	93598591	446710537	315809230	14425275
1496403549733541032	973503516	32959	4331786	95528425	460103760	322850858	14503630
1496403550234321679	987189324	47940	5890236	106582502	425551268	324141432	18466517
1496403550735001825	997821911	54839	6592408	111452237	418703313	328504249	20188690
1496403551235661056	999272356	38397	7790910	128713374	407934626	335813342	19471983
1496403551736319369	1001311905	13212	8336274	136240672	404245219	337078433	18922206
1496403552236992558	999442678	4438	9814299	158426051	462388109	368532965	20027747
1496403552737657204	1001318797	3661	9789375	171617952	463689234	371704284	17056390
1496403553238389934	1001481851	3778	9814300	166976786	471608912	373867781	17205753
1496403553739050164	1001315865	3744	9933951	171770158	474548418	380810569	15595622
1496403554239726561	1001315217	3842	9957675	168100640	473201428	380030077	16383279
1496403554740387625	1001366725	3322	10828303	179332405	461373228	385936461	14618954
1496403555241049730	1001316246	3685	10674457	179340167	466057633	384696157	14533720
1496403555741726002	1001354525	4864	11370085	186440447	431721086	382655440	13469124
1496403556242406898	1001363661	6338	10901248	198147888	415161507	366743305	11449697
1496403556743158712	1001487834	8280	11467172	192112577	398464252	373714162	11831183
1496403557243837025	1001383026	6010	11216192	200270482	408442556	373143340	10937629
1496403557744489547	1001305242	7256	11204516	195025465	403937381	366902613	11914522
1496403558245145235	1001313981	6223	11343707	199394540	409377356	374584434	10706456
1496403558745799632	1001307318	4657	11417212	201649097	411236026	373819628	11440656
1496403559246453821	1001313588	7334	11102014	197654306	399744810	366709604	11416461
1496403559747183051	1001456334	5437	11407799	201646573	407556061	374641522	10660801
1496403560247904614	1001321793	3830	10910926	200374283	404908814	368816455	10805089
1496403560748560011	1001439056	8928	10675102	186224272	392712314	359844378	12586056
1496403561249215241	1001311363	9926	10405950	187342708	385019168	359441217	11613181
1496403561749916388	1001372503	10298	10413761	184177892	388046985	357764150	11525123
1496403562250722326	1001633875	11551	10699627	177763186	376845257	356727365	12887220
1496403562751484473	1001196263	11266	10648951	176602859	381022631	356109874	12831598
1496403563252245203	1001520348	11482	10304904	180301470	384874026	351000822	11966843
1496403563752989224	1001497293	8549	10943362	188406351	390601563	365524351	10990685
1496403564253718580	1001458353	11786	10533806	178422499	377815611	357429021	12086135
1496403564754480893	966123921	12418	9662549	157499330	351012004	333988769	12876383
1496403565255244456	509833202	24853	2172530	37697941	106857522	125028228	8833085
1496403565756023103	508491018	25200	2229585	36996582	105232173	124581611	8980117
1496403566256797499	508472548	25344	2224063	37060027	105405175	125183608	8863798
1496403566757574563	508590034	25220	2218073	37011834	105204674	124739973	8931311
1496403567258456626	433710825	8834	1179496	34515659	90522199	91607744	6657314
