#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495862652988673313	580757241	51938	3413116	52764152	131367395	152123816	9753006
1495862653489560960	901662763	83519	5349115	79030778	199098551	235959478	15320890
1495862653990190940	901116966	82350	5295664	83272488	204799772	238518315	15081621
1495862654490865628	901229500	73360	3370036	67932494	211516647	201056004	16750537
1495862654991498983	901137061	63538	2110646	57847972	215116622	179266717	17355302
1495862655492165172	901178925	64008	2309215	58528596	233322465	196949003	17293978
1495862655992871194	901302725	32703	3031284	76398508	404102257	275820783	12131833
1495862656493496507	901126455	18550	3018937	84237935	446870039	292856117	9518485
1495862656994104029	901093079	15877	3707484	96082272	417321060	286374850	8077091
1495862657494717426	901098456	16276	3927313	89763569	434032906	300689862	8769439
1495862657995434031	901297115	19628	2688103	84061631	437065427	290412610	9589002
1495862658496106678	901214185	19046	2529517	85166517	437603770	289621783	9152289
1495862658996782033	901215530	18081	2446759	85336651	443242004	290411017	9237495
1495862659497471013	901239715	22344	2952204	70883555	468187205	303380457	10457393
1495862659998163451	901248375	37226	4642209	83233951	391503377	289499405	14641757
1495862660498855515	901240830	43600	5252465	92825818	347346758	279065540	16010475
1495862660999598536	901341754	43492	5329020	93096535	346747513	280180954	15976882
1495862661500287933	901233011	42125	5322773	93524265	352637759	281469523	16221766
1495862662000979913	901247955	44613	5350268	92365703	338819181	278013188	15735521
1495862662501652477	901219130	43556	5213787	91241958	342569709	276675895	16234648
1495862663002282457	901135235	45034	5097631	89592649	334280884	272506355	16170012
1495862663502906854	901127180	45164	5115920	89482521	332931850	272481563	16114372
1495862664003533584	901126540	43106	5213885	90538376	344436916	276633612	16481745
1495862664504150564	901114445	43739	5490903	92510282	340122324	279189792	15683748
1495862665004782961	901136600	43419	5336860	91232794	341906534	277723324	16201897
1495862665505390775	901098590	38316	6810614	114032597	333259782	292844241	14006880
1495862666006011963	901118665	41746	6135248	101752883	340470878	287614663	14780590
1495862666506629985	901114899	38398	7152659	123107029	303990523	286466674	12127403
1495862667007235465	901091186	40776	6845292	128144056	291197693	278776889	10813627
1495862667507880320	901156395	38116	7616969	118061692	282778860	283651749	12418796
1495862668008494217	901110269	41541	7052607	122360706	289548637	278353270	10826811
1495862668509110822	901116110	38732	7050955	122084834	282856531	275521768	11510740
1495862669009707553	901072310	40412	7066853	130865462	292789938	283516032	10476860
1495862669510328783	901117040	39426	7233066	127265700	288799024	282370141	11162342
1495862670010937763	901096976	39307	7182944	129680723	291273386	280844166	10740447
1495862670511562118	901123895	39944	7246032	126839108	289426157	283504683	10775922
1495862671012254682	901237960	39376	7245454	131794400	293776206	285739013	10732370
1495862671512910078	901194300	38932	7235929	128963729	294127415	282545890	11559088
1495862672013526309	901112914	38824	7054483	124339737	284572598	277124277	11427659
1495862672514256080	901239271	37848	6983019	127971589	288796059	279375402	10951561
1495862673014958227	901333470	40703	6813704	124986935	283235965	274629729	10885615
1495862673515643874	901233830	40045	7044257	126935948	292368990	282590126	10929563
1495862674016283854	901155254	39627	7079508	123276468	282286125	278983505	11281975
1495862674516928626	901162981	37946	7560858	124007816	288365206	283133215	11756039
1495862675017575481	901164765	38580	7363454	123319517	288254240	282822810	11719184
1495862675518214086	901153471	40043	7112334	125290567	291201695	279081691	10942512
1495862676018876691	901189964	40983	7063794	122428811	287439386	276705383	11118831
1495862676519595546	901295359	40750	7095708	127818074	289843816	281518475	10844058
1495862677020240360	901168351	41744	7125276	123625760	285417592	281050410	10809206
1495862677520850798	901086870	38805	7156167	121395666	281780023	279146813	11327135
1495862678021608903	901377401	40119	7223496	127315461	290837085	283070476	11079076
1495862678522316175	901269189	39904	7084104	123500638	286205146	279618150	11273141
1495862679023001863	901238500	35069	6884870	113964856	276680879	273293419	11766422
1495862679523684635	901225550	40160	7025733	124910763	291206050	277876257	11092939
1495862680024449282	901384015	38666	6905987	115443150	270492313	270619865	12241300
1495862680525151304	901259275	39315	7235640	128466993	292178396	282770980	11041857
1495862681025742242	901069265	40106	7075917	125099588	285230662	279967879	11145040
1495862681526337597	901066864	40173	6909944	129155993	286719684	278913167	10744845
1495862682026937119	901085056	40034	7057426	128225858	288785030	282192520	11114065
1495862682527533058	901070150	39454	7236329	129797128	289627341	284680826	10680642
1495862683028151788	901119800	40976	7011480	122829726	285878374	278494943	11178146
1495862683528744393	901068955	38938	7251138	126983864	288567227	282614151	11321769
1495862684029397332	901173591	40442	7006954	120792737	285918539	277295021	11615983
1495862684530011729	901093917	40508	6997796	128306095	291169344	280176062	10820357
1495862685030726959	901286382	38877	7046961	132397979	289587500	282485379	10635284
1495862685531365439	901167735	39596	7097787	128794701	288964345	282914338	10836247
1495862686031966002	901082660	37988	7288127	127393651	289236554	282771403	11319387
