#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1495800931764845149	700857188	60767	22593	244431826	1047137	565829066	113
1495800932265454587	700853766	58733	22121	244050118	1046654	564976321	112
1495800932766061401	700849032	58957	21976	243919973	1048037	564745431	113
1495800933266742464	700957720	56884	21485	243948980	1047702	564689193	112
1495800933767352445	700853296	58500	21843	244194605	1046950	565375995	113
1495800934267964341	700854428	57780	21501	243828863	1065837	564652158	112
1495800934768577822	700863164	60133	22510	243321893	1070821	563488162	113
1495800935269304427	701019348	58858	21673	243012633	1073334	562840356	114
1495800935769918574	700857692	60524	22830	243419193	1073863	563836819	110
1495800936270526804	700854572	58236	21863	243028338	1065407	562910054	112
1495800936771140784	700860044	58603	21977	243565641	1059704	564149038	113
1495800937271825931	626670125	386365	128009	215140173	1050511	493874305	1767
1495800937772484369	552147062	5895734	1714476	130946373	2059112	258292868	29618
1495800938273146308	700927377	7661161	2218102	161402951	2637437	313200930	38707
1495800938773760871	700867115	7520803	2188004	164822130	2602834	325700866	38085
1495800939274574268	701141181	7324291	2149927	165360971	2592851	328409801	37727
1495800939775292040	701004798	1339134	662699	154093397	1676201	397332722	9836
1495800940275986895	700976604	358179	149005	144994422	3174591	321837075	1699
1495800940776664875	700947542	57146	25723	240834996	4069315	502687085	113
1495800941277350938	700964891	53414	22721	241516321	3816137	503732359	112
1495800941778029960	700949661	55022	31651	241638850	3547366	504560466	113
1495800942278713482	700959210	54182	29638	241569746	3757374	503727615	112
1495800942779525712	701138434	56313	29151	241524938	3785101	504313995	114
1495800943280154275	700879982	55647	29457	241602827	3845510	504882363	113
1495800943780780505	700877444	55878	34064	241346902	3790717	505569060	113
1495800944281409736	700880332	55593	37836	240871550	4260526	503750241	113
1495800944782036091	700880244	57922	27948	240869799	3947064	502359415	113
1495800945282663946	700879944	55783	27691	240751279	3875934	503438304	112
1495800945783286134	700872432	57792	33226	241843897	3316147	504203481	113
1495800946283946156	700864748	55583	33459	242080202	3033023	504788638	113
1495800946784560928	700921944	57231	27103	242154638	3209949	503354334	113
1495800947285182367	700871106	56126	27937	241993230	3192777	504730719	113
1495800947785811638	700881218	56058	25234	241952857	3223733	504164625	113
1495800948286432994	700874412	54228	27368	241748509	3267564	505060116	112
1495800948787055724	700871009	56261	29753	241678222	3427606	505464097	113
1495800949287685246	700880987	55789	34960	240730791	3895753	502160448	112
1495800949788309976	700877856	56746	33681	240777164	4063654	501920397	113
1495800950288997873	700876060	256509	107025	192705540	2996152	423863345	1120
1495800950789620561	700961280	300340	122814	182590988	2174995	408922415	1409
1495800951290247833	700879006	54962	26164	241862719	2381541	503916158	113
1495800951790869105	700872040	55635	25338	242238242	2370214	504257015	113
1495800952291492043	700869836	54291	28163	242141181	2666519	505005992	112
1495800952792180065	700967242	55384	26051	242193574	2531337	504419850	111
1495800953292776754	700834928	54597	29092	242079547	2526671	505207349	112
1495800953793373942	700839105	54450	30301	242241832	2477130	505516800	113
1495800954294017631	700896441	55439	36483	242203290	2351104	506337561	113
1495800954794619444	700845556	56538	35646	242258550	2256991	504703042	113
1495800955295224216	700847183	56894	35262	242070160	2382028	502678514	113
1495800955795826905	700848016	57879	24226	241665745	2194452	503893842	113
1495800956296424677	700836648	55150	24289	242442395	2424498	504243739	112
1495800956797025323	700841901	55575	23447	242576768	2703951	504210909	113
1495800957297636929	700862887	51808	23425	243034427	2583891	503495988	112
1495800957798325034	700958727	55490	34961	242526718	2487667	504670727	113
1495800958299051430	700848294	56030	24523	242542873	2587818	504058712	113
1495800958799655911	701014666	57751	24760	242177821	2453233	505137122	113
1495800959300263933	700854997	57376	24878	242003897	2322125	504776419	113
1495800959800871288	700850807	57460	24789	242084467	2400671	503652018	113
1495800960301466935	700834912	55887	22810	242297757	2453847	503637196	112
1495800960802067998	700841704	390658	161571	173982210	1932037	400792525	1911
1495800961302680895	700857256	160525	62632	202771677	2401920	434684217	621
1495800961803283167	700847964	57817	24553	242424066	2289972	506199907	113
1495800962304010272	701009322	56937	24274	242984827	2422684	506575927	113
1495800962804627252	700870855	56415	24301	242691057	2645958	506418272	113
1495800963305249399	700871997	57319	23781	242976060	2503809	506567135	113
1495800963805865921	700865066	56289	24242	242741295	2448210	507008205	113
1495800964306487859	700872062	56102	24898	242548663	2502554	506711081	112
1495800964807104715	700864175	57193	23226	242539201	2226358	507171734	113
1495800965307725445	700868140	56148	23610	242581733	2268602	506180772	112
1495800965808346425	700870515	58977	26122	241915351	2340633	504174592	113
1495800966309019363	700943014	56150	24900	242102596	2261792	505206226	113
1495800966809640677	700871502	58408	26578	242659271	2457064	505984785	114
1495800967310262490	700869708	55602	24844	242868123	2629532	505335620	112
1495800967810884387	700874162	56386	23464	242836225	2525651	505053020	113
1495800968311506326	700870926	55261	24111	242335762	2451706	505253486	112
1495800968812123931	700865513	57135	24329	242424450	2530687	505424031	113
1495800969312747870	700872907	55645	23256	242199640	2486181	506841618	112
1495800969813464891	701004888	58130	24842	242047134	2267621	505244072	113
1495800970314284705	701147752	56469	23715	242874226	2404398	505883758	111
1495800970814978310	700974212	59471	24317	242730847	2420037	505420567	114
1495800971315677873	700977012	502142	196934	137777767	1884759	336641886	2426
1495800971816365270	700968452	58848	24169	237824327	2361970	497325297	115
1495800972317094958	701019960	55770	23500	242650620	2352737	506036443	112
1495800972817714230	700869324	57301	24088	242613439	2524341	505077254	113
1495800973318333294	700867130	54694	23806	242644703	2626326	505012008	112
1495800973818987440	700871462	56248	24358	242464367	2544311	505157561	113
1495800974319607712	700913773	54927	24571	242860078	2391158	506310226	112
1495800974820227401	700871226	55947	25090	242656793	2500622	506390222	114
1495800975320842964	700862265	57160	24908	242375246	2207101	506824853	112
1495800975821452111	700851812	58382	24823	242207953	2343296	504689986	113
1495800976322070550	700867036	56684	30248	242204157	2311086	504873747	112
1495800976822685155	700862364	57308	35600	242310705	2341585	505520101	113
1495800977323300010	700862028	54197	36165	242894733	2575129	506069836	112
1495800977823973365	700868273	57027	33849	243073919	2628520	505286574	113
1495800978324587679	700934840	55999	35129	243064638	2592054	505737617	112
1495800978825205034	700864372	57374	38461	242754928	2512111	505961763	114
1495800979325832472	700878160	55916	38253	242716771	2577856	506350356	112
1495800979826450453	700867453	56594	38183	242586022	2412284	507196402	113
1495800980327074349	700875610	57024	36751	242283578	2336212	504951753	112
1495800980827691538	700866252	58078	36087	242845226	2402817	505547473	113
1495800981328313518	700866180	56207	33923	225137666	2383956	470375942	113
1495800981829016207	478165523	4299764	1253480	110231972	1648347	222924884	21566
1495800982329713478	700964510	7667815	2215163	161194427	2622902	311739727	38849
1495800982830330375	700865004	7549970	2189102	164029394	2596403	322045959	38319
1495800983330979355	700910143	7395035	2148797	167560145	2566180	335649897	37568
1495800983831624169	700915463	2386782	766185	115666736	1223201	279960458	13111
1495800984332219566	700832780	2345614	1429210	133533161	2155709	260479016	23756
1495800984832844046	700879024	374557	251831	100997947	4548218	266278820	3542
1495800985333427443	700816596	67537	24626	138675391	3344269	550681645	116
1495800985834021256	700832520	70762	25133	131747449	4121544	580824111	113
1495800986334597528	700808628	68511	25167	136033355	3626407	599864557	112
1495800986835198967	700827954	60731	24941	132334334	4108416	584099041	114
1495800987335853489	700932494	70468	25222	128562084	4453660	566762532	111
1495800987836449594	700835981	66922	24253	134076035	3932065	591942335	112
1495800988337050074	700839774	67462	24882	134413362	3846587	592694121	112
1495800988837643679	700832709	70913	25709	141265776	3490142	624873378	113
1495800989338243493	700839458	61113	22159	196772529	127120	885077839	112
1495800989838845681	700842954	63575	22635	116511111	1350019	486939895	122
1495800990339507703	700929208	61300	24331	130453916	3361068	427663399	120
1495800990840102225	700834726	69199	24410	127776295	4491011	562809753	114
1495800991340709747	700851050	66384	24893	133340693	3940182	588355795	112
1495800991841412394	700985036	69509	25023	137871456	3460189	608639747	113
1495800992342037666	700876266	67827	24515	130594228	4348687	575870725	112
1495800992842658146	700872934	68999	24777	131844091	4019566	580747180	113
1495800993343289334	700881640	66437	24426	136277464	3630203	601403192	112
1495800993843972814	700876512	69137	25010	132553076	4077310	584681127	114
1495800994344600211	700961672	63499	23966	169547540	1763195	757634802	112
1495800994845225775	700866026	64666	23199	182998227	242777	815733160	116
1495800995345844713	700872780	65977	24896	89913853	3502819	306958705	126
1495800995846468027	700877226	72835	23981	141121640	3009662	540086270	114
1495800996347095049	700881455	67174	25336	131338623	4106458	578641963	112
1495800996847724945	700882477	67103	25455	134657709	3790022	593889492	113
1495800997348349259	700875858	67641	25237	131949995	4132355	581912792	112
1495800997849082072	701027126	70073	25830	127415385	4572873	561172036	114
1495800998349709761	700879904	68591	25032	132938108	4071901	587137135	112
1495800998850330949	700869992	69626	25932	132719392	3985239	584345636	114
1495800999350958346	700878780	66343	24560	134715680	3865403	594408560	112
1495800999851596493	700893436	62450	24304	196596835	144750	884162837	113
1495801000352309431	700997524	65083	23537	129338914	762705	558846587	117
1495801000852996453	700963796	66753	25051	123952405	3485062	386511326	124
1495801001353763308	701072564	68572	24647	127364526	4576735	561135652	112
1495801001854445080	700956076	71180	25269	133647974	3883998	589613133	114
1495801002355073352	700882964	70251	25034	134022715	3876679	590547215	112
1495801002855695999	700872080	67979	25269	131415326	4220998	579607565	114
1495801003356325812	700881432	69868	25040	131480438	4012571	579138876	112
1495801003856958209	700886908	68332	25398	134576687	3853435	593788926	113
1495801004357581939	700876832	67846	24534	133400250	3874314	587532394	110
1495801004858199003	700861664	68832	25123	163472924	2212425	729634271	113
1495801005358831816	700878852	62428	23021	189838660	202429	848291022	114
1495801005859582796	701059964	61588	25548	95261967	3340920	333012322	125
1495801006360182735	700843436	66106	23699	135080827	2957251	509956831	115
1495801006860792423	700852768	72247	25762	129793746	4261307	571381112	114
1495801007361389154	700835654	67473	25995	135153198	3714918	595914314	112
1495801007861996092	700850576	66737	25286	133238931	3992095	587502801	113
1495801008362595281	700845370	69364	25756	128583782	4449809	566532345	112
1495801008863199927	700843832	69002	25211	131818479	4223471	581734253	113
1495801009363801158	700843392	67364	24904	134687428	3780107	593248743	112
1495801009864545721	701041922	68957	25884	131199378	4207996	578574530	114
1495801010365149368	700845562	62551	23431	193746184	276225	870668852	112
1495801010865748598	700840114	68781	24447	144693386	555753	632709576	117
1495801011366460537	479436073	3339123	987525	99734074	1704053	210095652	16719
1495801011867085808	700892383	7683517	2238272	159933958	2638350	308758359	38947
1495801012367693247	700850084	7552369	2194825	163461951	2608349	320753190	38435
1495801012868380644	700962903	7428915	2171375	167243128	2584176	334292909	37918
1495801013369029791	700908401	4816499	2263725	173575055	2938689	306666277	40318
1495801013869666437	700887482	3174695	2065605	172716752	2760915	329097529	37023
1495801014370309834	700907998	3552697	2377099	183209739	3110594	305536429	42208
1495801014870961189	700893546	3349160	2272832	174237288	2934181	291872353	39743
1495801015371612878	700933052	1220688	798229	88034620	1167129	185367772	13983
1495801015872202108	700830129	291422	53647	257195496	585755	761367008	118
1495801016372870338	700942256	85443	60267	264678286	664331	830658830	112
1495801016873462777	700822862	93379	52675	273328743	653569	819042939	113
1495801017374060090	700837496	92591	27953	272673276	617122	806523118	113
1495801017874664529	700846943	96774	46032	266401463	613384	785022785	113
1495801018375276509	700854618	93472	42600	264065463	672156	794122647	112
1495801018875879239	700839574	95947	39770	261988823	769668	808268087	114
1495801019376490178	700864818	94110	48177	257685296	705951	789148617	112
