#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1495800808582415355	parsec.dedup	1400	35	1.000000	0.320000	0.344000	451004063	4785634	1394131	107823688	1665920	213712436	24087
1495800809092320489	parsec.dedup	1400	35	1.000000	0.785000	0.830000	701444155	7689375	2228276	161935320	2633075	314026734	38895
1495800809602419539	parsec.dedup	1400	35	1.000000	0.794000	0.841000	700877972	7550524	2194483	165004063	2598240	324904086	38394
1495800810112155965	parsec.dedup	1400	35	1.000000	0.793000	0.840000	700944353	3985024	2555941	183417910	3155884	273563653	30817
1495800810622266682	parsec.dedup	1400	35	1.000000	0.798000	0.844000	700883758	3230712	2230494	182295926	2966392	273402033	26183
1495800811132325400	parsec.dedup	1400	35	1.000000	0.808000	0.854000	701015196	2747927	1712568	190338742	2774545	328605325	30113
1495800811642283409	parsec.dedup	1400	36	1.000000	0.803000	0.849000	700844792	1919703	1031974	322433045	1410811	824071490	14254
1495800812152130418	parsec.dedup	1400	36	1.000000	0.953000	1.010000	700932514	1617661	839619	334724593	1133585	880173474	11051
1495800812661488011	parsec.dedup	1400	36	1.000000	0.949000	1.005000	700841842	1396191	663604	366513030	900674	999228258	7324
1495800813170965271	parsec.dedup	1400	36	1.000000	0.979000	1.037000	700842174	1600934	726140	343270964	884797	944254062	8250
1495800813680163073	parsec.dedup	1400	36	1.000000	0.943000	0.999000	700839990	1428600	681043	345155581	885348	992363480	7854
1495800814189471874	parsec.dedup	1400	36	1.000000	0.981000	1.039000	700849024	1689672	781208	353494716	1373125	954020092	9049
1495800814698786301	parsec.dedup	1400	36	1.000000	0.962000	1.019000	700843632	1790333	832272	347783075	1646616	939489082	9711
1495800815208313227	parsec.dedup	1400	36	1.000000	0.937000	0.993000	700848624	1835563	841255	337126649	1795069	907268847	9852
1495800815717873570	parsec.dedup	1400	36	1.000000	0.931000	0.986000	700845676	1474017	682286	344053303	1402920	988265395	7660
1495800816227080122	parsec.dedup	1400	36	1.000000	0.938000	0.994000	700844604	1870614	879765	359239770	2020414	971271902	10264
1495800816736563090	parsec.dedup	1400	36	1.000000	0.912000	0.966000	700855980	2527399	1208013	351127861	2713829	823013498	14270
1495800817246051974	parsec.dedup	1400	36	1.000000	0.979000	1.037000	700959300	3310671	1628113	281373174	3297266	534950646	19148
1495800817755516193	parsec.dedup	1400	36	1.000000	0.885000	0.938000	700850436	3326293	1646427	277741300	3278380	529323945	19511
1495800818264994244	parsec.dedup	1400	36	1.000000	0.880000	0.932000	700867012	3284152	1624062	280141438	3279310	534184665	19293
1495800818774454212	parsec.dedup	1400	36	1.000000	0.878000	0.930000	700861232	3262539	1623368	280979825	3280385	536051059	18962
1495800819283943430	parsec.dedup	1400	36	1.000000	0.872000	0.924000	700848716	3373819	1692160	270939842	3263490	519185650	19981
1495800819793361565	parsec.dedup	1400	36	1.000000	0.879000	0.931000	700860177	3299565	1645860	276193568	3283926	526768333	19489
1495800820302878699	parsec.dedup	1400	36	1.000000	0.878000	0.930000	700874519	3306044	1663559	272437630	3624932	513379375	19659
1495800820812317709	parsec.dedup	1400	36	1.000000	0.877000	0.929000	700847688	3365515	1684545	267312354	3574448	506415595	20334
1495800821321907260	parsec.dedup	1400	36	1.000000	0.872000	0.924000	700864668	3292708	1684448	270632764	3584349	510812836	20035
1495800821831618853	parsec.dedup	1400	36	1.000000	0.870000	0.920000	700862748	3301344	1629849	274670362	3554497	516978286	19442
1495800822341221404	parsec.dedup	1400	36	1.000000	0.873000	0.925000	700838456	3289384	1622666	274031337	3341173	523836493	19562
1495800822850685414	parsec.dedup	1400	36	1.000000	0.877000	0.929000	700851256	3359493	1660667	269496864	3389129	512520743	19869
1495800823360260549	parsec.dedup	1400	36	1.000000	0.874000	0.926000	700849092	3266841	1604018	276573022	3405241	524583032	19116
1495800823869732308	parsec.dedup	1400	36	1.000000	0.875000	0.927000	700857152	2919908	1433674	267499171	2399453	562000756	16882
1495800824379087985	parsec.dedup	1400	36	1.000000	0.887000	0.940000	700835117	3158775	1567914	267905039	2726275	548197587	18745
1495800824888561536	parsec.dedup	1400	36	1.000000	0.886000	0.939000	700993375	2949226	1472003	265449031	2403556	553230410	17185
1495800825397980671	parsec.dedup	1400	36	1.000000	0.867000	0.919000	700890124	3343335	1687811	232542353	1967847	538815511	19454
1495800825907341056	parsec.dedup	1400	35	1.000000	0.857000	0.908000	700843958	3550444	1804428	226988118	2096554	524099787	20177
1495800826416790191	parsec.dedup	1400	35	1.000000	0.860000	0.911000	700888590	3452748	1723537	228655989	2057380	515101783	18686
1495800826926355825	parsec.dedup	1400	35	1.000000	0.865000	0.916000	700939802	3484558	1777273	230119697	2072529	520674599	20227
1495800827435820460	parsec.dedup	1400	35	1.000000	0.855000	0.906000	700886162	3476369	1766272	229042898	2050937	531595325	19397
1495800827945273178	parsec.dedup	1400	35	1.000000	0.853000	0.904000	700869092	3312485	1683981	233049333	1991409	534980621	19244
1495800828454695313	parsec.dedup	1400	35	1.000000	0.863000	0.914000	700885216	3109156	1576575	232212549	1871752	546203385	18812
1495800828964127948	parsec.dedup	1400	35	1.000000	0.867000	0.919000	700867684	3092959	1564415	233498989	1892570	545599620	18499
1495800829473504833	parsec.dedup	1400	35	1.000000	0.857000	0.908000	700847024	3492157	1770281	226827619	2040023	527662667	19537
1495800829983028676	parsec.dedup	1400	35	1.000000	0.855000	0.906000	700875668	3104137	1587727	235305109	1881020	545794799	18713
1495800830492530060	parsec.dedup	1400	35	1.000000	0.860000	0.911000	700832716	3194796	1609854	231399745	1913977	541810231	18757
1495800831001951320	parsec.dedup	1400	35	1.000000	0.858000	0.909000	700841917	2919033	1474409	236059036	1782456	558965589	17898
1495800831511652788	parsec.dedup	1400	35	1.000000	0.857000	0.908000	700836455	3216692	1627592	233224285	1950202	543712653	18856
1495800832021183589	parsec.dedup	1400	35	1.000000	0.862000	0.913000	700864909	3366976	1702182	231528801	2005872	534994100	18729
1495800832530589682	parsec.dedup	1400	35	1.000000	0.853000	0.904000	700839411	3169368	1596960	234960768	1940090	546790561	18365
1495800833040002692	parsec.dedup	1400	35	1.000000	0.860000	0.909000	700924482	3295074	1672787	229295096	1960740	538045605	19371
1495800833549437910	parsec.dedup	1400	35	1.000000	0.854000	0.905000	700853108	3463831	1756515	229135737	2032475	530312534	19631
1495800834058841212	parsec.dedup	1400	35	1.000000	0.859000	0.910000	700847474	3187572	1618118	234869374	1914046	542696807	19198
1495800834568278638	parsec.dedup	1400	35	1.000000	0.854000	0.905000	700872024	3126743	1578426	233665756	1864674	547676150	18580
1495800835077641231	parsec.dedup	1400	35	1.000000	0.854000	0.903000	700829428	3899077	1988625	220324189	2261690	501446876	20851
1495800835587127533	parsec.dedup	1400	35	1.000000	0.863000	0.913000	700821412	3030199	1526627	236711668	1830890	543961399	17561
1495800836096746459	parsec.dedup	1400	35	1.000000	0.866000	0.916000	700836914	3447914	1760869	228967137	2053689	521553456	19159
1495800836606214843	parsec.dedup	1400	35	1.000000	0.856000	0.905000	700959342	3404129	1727790	231780536	2016399	531648665	19558
1495800837115958519	parsec.dedup	1400	35	1.000000	0.851000	0.902000	700911304	3395320	1730523	231659782	2029857	527727193	19868
1495800837625490612	parsec.dedup	1400	35	1.000000	0.854000	0.905000	700857300	3387055	1712882	230991626	2009900	532456274	19629
1495800838134831081	parsec.dedup	1400	35	1.000000	0.857000	0.908000	700816640	3336260	1683905	228125033	1988851	530392883	19646
1495800838644200216	parsec.dedup	1400	35	1.000000	0.849000	0.899000	700857560	3170150	1612178	232545125	1904003	538162796	19234
1495800839153897850	parsec.dedup	1400	35	1.000000	0.858000	0.907000	701009170	3093611	1552752	234403379	1860302	542094098	18556
1495800839663774651	parsec.dedup	1400	35	1.000000	0.877000	0.927000	701016906	3499966	1784218	227472302	2066455	524305292	19579
1495800840173542535	parsec.dedup	1400	35	1.000000	0.859000	0.908000	701174900	3261096	1629441	232788739	1939801	535528516	19004
1495800840683173211	parsec.dedup	1400	35	1.000000	0.853000	0.904000	701031908	3382595	1686477	221803070	2033090	493824122	17825
1495800841192592804	parsec.dedup	1400	35	1.000000	0.849000	0.898000	700981596	3440048	1733559	231462617	2045516	531443881	19502
1495800841702152689	parsec.dedup	1400	35	1.000000	0.843000	0.891000	700976140	3589718	1790291	226667470	2181786	519751574	19588
1495800842211476074	parsec.dedup	1400	35	1.000000	0.851000	0.900000	700969374	3866052	1944729	222257916	2323148	505544185	20432
1495800842720803792	parsec.dedup	1400	35	1.000000	0.850000	0.899000	700982344	3301912	1654635	229970271	2057565	537458650	19359
1495800843230423635	parsec.dedup	1400	35	1.000000	0.857000	0.906000	700958776	3312759	1654587	231208372	2052523	535239764	19100
1495800843739814395	parsec.dedup	1400	35	1.000000	0.861000	0.912000	701126954	3314063	1689130	228104082	2089097	535801728	19351
1495800844249488904	parsec.dedup	1400	35	1.000000	0.854000	0.903000	701012880	3277502	1668452	229441408	2043269	536263172	18952
1495800844759178497	parsec.dedup	1400	35	1.000000	0.855000	0.904000	700967248	3164508	1587096	230864038	1981362	545030269	18841
1495800845268619923	parsec.dedup	1400	35	1.000000	0.864000	0.914000	700984844	3242647	1637843	230265543	2047182	537556127	19138
1495800845778025725	parsec.dedup	1400	35	1.000000	0.856000	0.907000	700951974	3560221	1784321	228778629	2150483	521092897	19934
1495800846287502901	parsec.dedup	1400	35	1.000000	0.853000	0.904000	700853744	3052529	1547664	234560762	1942392	547207408	18193
