#Timestamp	Benchmark	Run(#)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481215707903454799	security_rijndael_d	1	1500	57	1.000000	0.816000	0.885000	584615745	0	5502690	1980222	1595461	196679196	1291560
1481215708413699164	security_rijndael_d	1	1500	57	1.000000	0.815000	0.882000	585837412	0	5514391	1984732	1598034	197178073	1297250
1481215708923128860	security_rijndael_d	1	1500	57	1.000000	0.818000	0.885000	583878690	0	5484982	1978066	1594033	196568311	1290258
1481215709433447475	security_rijndael_d	1	1500	57	1.000000	0.817000	0.884000	582140321	0	5468018	1971212	1589918	195888374	1288091
1481215709943045005	security_rijndael_d	1	1500	57	1.000000	0.808000	0.875000	581369564	0	5464400	1980299	1585268	195624090	1283829
1481215710452642035	security_rijndael_d	1	1500	57	1.000000	0.812000	0.879000	581295342	0	5467097	1981297	1585050	195625786	1283870
1481215710962272690	security_rijndael_d	1	1500	57	1.000000	0.811000	0.879000	583421746	0	5486736	1981906	1591798	196328990	1290319
1481215711472533972	security_rijndael_d	1	1500	57	1.000000	0.817000	0.886000	582115736	0	5468261	1980242	1588436	195969594	1283612
1481215711981930876	security_rijndael_d	1	1500	57	1.000000	0.811000	0.878000	578392315	0	5438569	1974916	1577346	194526011	1278544
1481215712491444115	security_rijndael_d	1	1500	57	1.000000	0.802000	0.868000	582460766	0	5475009	1984837	1587187	196027091	1286873
1481215713000989853	security_rijndael_d	1	1500	57	1.000000	0.814000	0.881000	582838130	0	5484392	1989829	1588866	196074081	1286293
1481215713511108384	security_rijndael_d	1	1500	57	1.000000	0.817000	0.886000	583117172	0	5490616	1994018	1590018	196268301	1287896
1481215714021376457	security_rijndael_d	1	1500	57	1.000000	0.808000	0.875000	584066122	0	5504993	1998434	1594022	196444256	1292426
1481215714530882820	security_rijndael_d	1	1500	57	1.000000	0.815000	0.884000	582487625	0	5483997	1991284	1589301	196036533	1286783
1481215715040384350	security_rijndael_d	1	1500	57	1.000000	0.814000	0.883000	580295296	0	5453166	1981029	1582732	195252763	1282059
1481215715550505840	security_rijndael_d	1	1500	57	1.000000	0.816000	0.885000	583248933	0	5484345	1988693	1591419	196302261	1289129
1481215716060648204	security_rijndael_d	1	1500	57	1.000000	0.810000	0.878000	585625021	0	5506381	1990884	1598166	197012109	1293270
1481215716570156567	security_rijndael_d	1	1500	57	1.000000	0.811000	0.879000	582639959	0	5467430	1980502	1589790	196094421	1287902
1481215717080482974	security_rijndael_d	1	1500	57	1.000000	0.819000	0.888000	583985031	0	5488418	1986307	1594619	196726241	1290190
1481215717589930420	security_rijndael_d	1	1500	57	1.000000	0.817000	0.884000	580781118	0	5449576	1972184	1585974	195430964	1285201
1481215718100249993	security_rijndael_d	1	1500	57	1.000000	0.824000	0.894000	585381280	0	5500684	1992212	1596207	197044359	1295801
1481215718609944482	security_rijndael_d	1	1500	57	1.000000	0.821000	0.889000	582862003	0	5484099	1984786	1591467	196040747	1289727
1481215719120005513	security_rijndael_d	1	1500	57	1.000000	0.817000	0.884000	584512352	0	5491290	1987816	1595628	196765393	1292755
1481215719629672460	security_rijndael_d	1	1500	57	1.000000	0.823000	0.891000	583349546	0	5489373	1984563	1590993	196215705	1290902
1481215720139955950	security_rijndael_d	1	1500	57	1.000000	0.817000	0.884000	584604600	0	5491006	1978326	1596357	196800320	1292329
1481215720649418980	security_rijndael_d	1	1500	57	1.000000	0.816000	0.883000	580343581	0	5455404	1965392	1584226	195303849	1283125
1481215721159473677	security_rijndael_d	1	1500	57	1.000000	0.806000	0.872000	583478933	0	5483688	1976297	1593380	196454119	1289832
1481215721669030749	security_rijndael_d	1	1500	57	1.000000	0.819000	0.888000	581418958	0	5462818	1968153	1587073	195669689	1285841
1481215722178589612	security_rijndael_d	1	1500	57	1.000000	0.814000	0.883000	580950751	0	5463523	1970662	1586063	195545908	1285331
1481215722688013767	security_rijndael_d	1	1500	58	1.000000	0.817000	0.884000	581965366	0	5477111	1974133	1588342	195872370	1285904
1481215723197576130	security_rijndael_d	1	1500	57	1.000000	0.810000	0.877000	582576728	0	5477717	1975473	1590013	196078400	1289155
1481215723706984868	security_rijndael_d	1	1500	57	1.000000	0.814000	0.883000	580339126	0	5459563	1969880	1584091	195313583	1282114
1481215724216595440	security_rijndael_d	1	1500	57	1.000000	0.812000	0.879000	582156143	0	5480937	1986834	1587483	195786104	1288200
1481215724726687304	security_rijndael_d	1	1500	58	1.000000	0.813000	0.882000	585559815	0	5511212	1997434	1597261	197149379	1297544
1481215725236297376	security_rijndael_d	1	1500	57	1.000000	0.819000	0.888000	582329101	0	5475308	1984532	1589004	195983789	1288286
1481215725745815781	security_rijndael_d	1	1500	57	1.000000	0.816000	0.885000	582414428	0	5473617	1995313	1588706	195919292	1289038
1481215726255829312	security_rijndael_d	1	1500	58	1.000000	0.814000	0.883000	582285508	0	5476166	1992481	1587840	195838696	1289439
1481215726765558884	security_rijndael_d	1	1500	58	1.000000	0.814000	0.881000	582450242	0	5467940	1988980	1590136	196072390	1289397
1481215727275125747	security_rijndael_d	1	1500	58	1.000000	0.810000	0.877000	581122101	0	5454769	1983751	1587826	195705937	1286335
1481215727784666444	security_rijndael_d	1	1500	58	1.000000	0.814000	0.883000	582742188	0	5472815	1987425	1591217	196124349	1291404
1481215728294528641	security_rijndael_d	1	1500	58	1.000000	0.816000	0.885000	582015567	0	5467828	1985783	1587803	195810062	1287441
1481215728804083130	security_rijndael_d	1	1500	58	1.000000	0.810000	0.878000	583072294	0	5493549	1988545	1589685	196190136	1290430
1481215729313605451	security_rijndael_d	1	1500	58	1.000000	0.812000	0.879000	580378538	0	5466158	1994863	1583577	195309608	1283561
1481215729823248898	security_rijndael_d	1	1500	58	1.000000	0.814000	0.883000	583161886	0	5499010	2003728	1590687	196091224	1289961
1481215730333406096	security_rijndael_d	1	1500	58	1.000000	0.817000	0.886000	585416554	0	5524571	2016950	1597038	196902477	1296336
1481215730843094751	security_rijndael_d	1	1500	58	1.000000	0.817000	0.886000	584039690	0	5501296	2006451	1595067	196534179	1292265
1481215731353132115	security_rijndael_d	1	1500	58	1.000000	0.820000	0.889000	585382489	0	5510957	2010528	1599111	196922924	1296890
1481215731862692520	security_rijndael_d	1	1500	58	1.000000	0.822000	0.891000	583222259	0	5482148	2003095	1592821	196178980	1290435
1481215732372722426	security_rijndael_d	1	1500	58	1.000000	0.817000	0.886000	586058540	0	5511758	2007804	1601641	197285577	1298428
1481215732882312831	security_rijndael_d	1	1500	58	1.000000	0.817000	0.884000	581103681	0	5454073	2008137	1586880	195574253	1285915
1481215733391805778	security_rijndael_d	1	1500	58	1.000000	0.817000	0.884000	582616265	0	5484569	2006248	1590018	195984453	1288274
1481215733901310808	security_rijndael_d	1	1500	58	1.000000	0.814000	0.881000	580958710	0	5464625	1993321	1585196	195468673	1285719
1481215734410832129	security_rijndael_d	1	1500	58	1.000000	0.812000	0.879000	581147397	0	5457174	1992878	1586837	195545139	1287286
1481215734920412784	security_rijndael_d	1	1500	58	1.000000	0.816000	0.883000	581131765	0	5457846	1989281	1587060	195551553	1289636
1481215735429891689	security_rijndael_d	1	1500	58	1.000000	0.809000	0.876000	582933539	0	5478319	1988960	1592732	196109159	1291720
1481215735939457761	security_rijndael_d	1	1500	58	1.000000	0.816000	0.883000	579940250	0	5436691	1977470	1583674	195262682	1284546
1481215736449071499	security_rijndael_d	1	1500	58	1.000000	0.805000	0.871000	581975460	0	5469686	1986007	1589347	195819668	1290025
1481215736959098030	security_rijndael_d	1	1500	58	1.000000	0.810000	0.877000	585597475	0	5503058	2001468	1598762	197010660	1298782
1481215737468651977	security_rijndael_d	1	1500	58	1.000000	0.815000	0.884000	582383399	0	5470303	1988674	1591205	195978247	1292163
1481215737978170590	security_rijndael_d	1	1500	58	1.000000	0.821000	0.889000	583196808	0	5480753	1989094	1592135	196303475	1291323
1481215738487775412	security_rijndael_d	1	1500	58	1.000000	0.814000	0.881000	582221144	0	5471190	1987711	1589081	195851658	1289015
1481215738997281109	security_rijndael_d	1	1500	58	1.000000	0.819000	0.888000	581947331	0	5473012	1987644	1589155	195817588	1289431
1481215739506740263	security_rijndael_d	1	1500	58	1.000000	0.814000	0.883000	581951317	0	5459496	1984328	1587077	195826151	1288692
1481215740016036960	security_rijndael_d	1	1500	58	1.000000	0.815000	0.882000	580267412	0	5442689	1978032	1585308	195284353	1286781
1481215740525649656	security_rijndael_d	1	1500	58	1.000000	0.822000	0.890000	582565909	0	5470141	1983091	1590142	195920497	1291587
1481215741035155811	security_rijndael_d	1	1500	58	1.000000	0.819000	0.886000	582945707	0	5475492	1985288	1591538	196110551	1292052
1481215741544665841	security_rijndael_d	1	1500	58	1.000000	0.815000	0.882000	583515627	0	5472569	1981943	1592511	196358800	1293364
1481215742054260205	security_rijndael_d	1	1500	58	1.000000	0.817000	0.884000	581719416	0	5446647	1979316	1589128	195791133	1291515
1481215742564168652	security_rijndael_d	1	1500	58	1.000000	0.813000	0.880000	580996026	0	5454625	1975074	1586323	195467797	1288596
1481215743073889182	security_rijndael_d	1	1500	58	1.000000	0.823000	0.892000	583173346	0	5475865	1976695	1592253	196300834	1291858
1481215743583395837	security_rijndael_d	1	1500	58	1.000000	0.817000	0.884000	581737104	0	5463207	1982451	1589129	195800760	1289414
1481215744093461118	security_rijndael_d	1	1500	58	1.000000	0.811000	0.878000	587988770	0	5532890	2009461	1605127	197869860	1302456
1481215744603558774	security_rijndael_d	1	1500	58	1.000000	0.823000	0.891000	584847916	0	5487142	1991012	1596985	196811288	1295299
1481215745113170888	security_rijndael_d	1	1500	58	1.000000	0.815000	0.884000	582069432	0	5456469	1972320	1589729	195966268	1289277
1481215745623290127	security_rijndael_d	1	1500	58	1.000000	0.818000	0.885000	585051283	0	5496666	1985329	1598648	196932906	1296442
1481215746132857657	security_rijndael_d	1	1500	58	1.000000	0.816000	0.883000	584179252	0	5476962	1976599	1595984	196601517	1293534
1481215746642476479	security_rijndael_d	1	1500	58	1.000000	0.815000	0.882000	584329501	0	5485354	1987326	1595972	196644620	1293960
1481215747151939384	security_rijndael_d	1	1500	58	1.000000	0.820000	0.888000	580352004	0	5440597	1975230	1585483	195274284	1284406
1481215747661570122	security_rijndael_d	1	1500	58	1.000000	0.810000	0.877000	580971339	0	5462652	1982389	1585795	195490342	1286273
1481215748171162944	security_rijndael_d	1	1500	58	1.000000	0.812000	0.879000	581303185	0	5460527	1983111	1586000	195570810	1286147
1481215748681181641	security_rijndael_d	1	1500	58	1.000000	0.816000	0.883000	582765097	0	5477444	1986463	1590211	196017769	1290507
1481215749190826713	security_rijndael_d	1	1500	58	1.000000	0.811000	0.878000	583561963	0	5493407	1995285	1591131	196254646	1292351
1481215749700928244	security_rijndael_d	1	1500	58	1.000000	0.818000	0.885000	583592859	0	5495404	1994283	1592028	196327036	1292704
1481215750211111692	security_rijndael_d	1	1500	58	1.000000	0.816000	0.883000	586072861	0	5516027	2005730	1599295	197144492	1297779
1481215750720994348	security_rijndael_d	1	1500	58	1.000000	0.823000	0.892000	581749083	0	5475175	1983516	1588430	195782259	1290681
1481215751231068754	security_rijndael_d	1	1500	58	1.000000	0.811000	0.878000	583783519	0	5488860	1986869	1593072	196414936	1295832
1481215751741213702	security_rijndael_d	1	1500	58	1.000000	0.812000	0.879000	585194574	0	5499992	1985475	1597782	196950295	1297383
1481215752251370149	security_rijndael_e	1	1500	58	1.000000	0.818000	0.885000	399999103	0	3665838	1299333	991940	125950833	887123
1481215752760885221	security_rijndael_e	1	1500	58	1.000000	0.679000	0.737000	594601932	0	5278337	1845433	1232739	176850345	1196519
1481215753270325751	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	593183292	0	5257755	1843118	1228569	176588534	1189957
1481215753779758947	security_rijndael_e	1	1500	58	1.000000	0.805000	0.871000	593222930	0	5261134	1847710	1229670	176445312	1192032
1481215754289386727	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	590767231	0	5237817	1828392	1224770	175792491	1188311
1481215754799161049	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	593880481	0	5271476	1848640	1229465	176778925	1193278
1481215755308839621	security_rijndael_e	1	1500	58	1.000000	0.805000	0.873000	593635054	0	5280408	1855051	1228230	176577704	1191576
1481215755818437026	security_rijndael_e	1	1500	58	1.000000	0.805000	0.873000	594494097	0	5284843	1856544	1231390	176793254	1192704
1481215756327821723	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	594591397	0	5274002	1854995	1230232	176995763	1192093
1481215756837293628	security_rijndael_e	1	1500	58	1.000000	0.798000	0.865000	594439493	0	5276178	1856395	1231071	176928833	1192598
1481215757346622074	security_rijndael_e	1	1500	58	1.000000	0.799000	0.866000	591867037	0	5244650	1841633	1225952	176146661	1185484
1481215757856082812	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	593799316	0	5266134	1851009	1230363	176812481	1190036
1481215758365554508	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	595677816	0	5284616	1859198	1233538	177361676	1195200
1481215758875351122	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	594728620	0	5274622	1851406	1231845	177032848	1190878
1481215759384717402	security_rijndael_e	1	1500	58	1.000000	0.799000	0.865000	593795886	0	5268433	1849348	1228300	176653641	1189875
1481215759894407266	security_rijndael_e	1	1500	58	1.000000	0.805000	0.871000	592545352	0	5253194	1837692	1226825	176442858	1187418
1481215760404161713	security_rijndael_e	1	1500	58	1.000000	0.803000	0.871000	592828568	0	5263031	1848012	1226503	176507972	1187990
1481215760913907826	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	591968791	0	5256761	1849265	1226515	176129533	1188333
1481215761423435356	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	592870907	0	5233616	1844531	1227095	176559875	1188194
1481215761932916261	security_rijndael_e	1	1500	58	1.000000	0.799000	0.865000	592900629	0	5253903	1848971	1226953	176475572	1188493
1481215762442370916	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	592606866	0	5257248	1848719	1228991	176369303	1189755
1481215762951751821	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	591567476	0	5238617	1846026	1224658	176045171	1185959
1481215763461070100	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	591742079	0	5251187	1846692	1223349	176129140	1186497
1481215763970546338	security_rijndael_e	1	1500	58	1.000000	0.807000	0.873000	593113216	0	5254892	1850163	1227271	176596194	1188550
1481215764479984868	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	593180521	0	5259186	1850170	1228213	176534721	1188539
1481215764989738315	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	593779421	0	5268481	1846313	1229219	176769893	1190677
1481215765499321012	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	593332270	0	5264606	1847730	1227534	176620508	1191191
1481215766008994167	security_rijndael_e	1	1500	58	1.000000	0.802000	0.868000	590416220	0	5233023	1838820	1222722	175665955	1183410
1481215766518801489	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	591109362	0	5239385	1839157	1224125	175928102	1184994
1481215767028506686	security_rijndael_e	1	1500	58	1.000000	0.799000	0.865000	593470687	0	5254847	1843949	1230216	176661969	1189067
1481215767537943841	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	593728879	0	5268564	1852988	1229539	176681196	1191815
1481215768047431079	security_rijndael_e	1	1500	58	1.000000	0.799000	0.865000	593695325	0	5275006	1850214	1228550	176747201	1190664
1481215768556873442	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	593624895	0	5270686	1850373	1228261	176629154	1191237
1481215769066342180	security_rijndael_e	1	1500	58	1.000000	0.802000	0.870000	590577020	0	5231247	1830760	1223378	175843196	1182546
1481215769575960127	security_rijndael_e	1	1500	58	1.000000	0.788000	0.853000	592026021	0	5248184	1843692	1224150	176220903	1187022
1481215770085481657	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	594497848	0	5279625	1858829	1230329	176886498	1192852
1481215770595137479	security_rijndael_e	1	1500	58	1.000000	0.802000	0.868000	594447106	0	5272186	1849048	1230465	176876787	1192858
1481215771104692217	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	591538719	0	5236384	1832569	1224295	176126394	1185549
1481215771614392623	security_rijndael_e	1	1500	58	1.000000	0.800000	0.868000	592889328	0	5257577	1849014	1227721	176413724	1189387
1481215772123911319	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	590582862	0	5241359	1842871	1223271	175765156	1184192
1481215772633658974	security_rijndael_e	1	1500	58	1.000000	0.797000	0.863000	592877306	0	5264626	1853057	1226589	176409700	1188523
1481215773143521463	security_rijndael_e	1	1500	58	1.000000	0.807000	0.873000	592249956	0	5261132	1851674	1226050	176215531	1187668
1481215773653643161	security_rijndael_e	1	1500	58	1.000000	0.805000	0.871000	593995350	0	5273099	1849398	1227789	176761772	1191053
1481215774163711276	security_rijndael_e	1	1500	58	1.000000	0.808000	0.876000	595290509	0	5283005	1845694	1233258	177137391	1193302
1481215774673169014	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	592713162	0	5246602	1838818	1227500	176391258	1188769
1481215775183437587	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	595678149	0	5279936	1853844	1233924	177448863	1196055
1481215775693525576	security_rijndael_e	1	1500	58	1.000000	0.807000	0.873000	594125343	0	5270221	1852058	1230568	176848627	1190105
1481215776203416398	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	592782140	0	5256443	1847135	1226622	176446409	1188640
1481215776713472929	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	595244219	0	5280921	1859357	1231210	177122527	1192809
1481215777223020918	security_rijndael_e	1	1500	58	1.000000	0.808000	0.876000	592092858	0	5250430	1848719	1226619	176198125	1185010
1481215777733085490	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	595376177	0	5280126	1854259	1231545	177201365	1193411
1481215778243281188	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	596208388	0	5275593	1843600	1233893	177544629	1193262
1481215778753622261	security_rijndael_e	1	1500	58	1.000000	0.809000	0.876000	595224736	0	5287985	1855431	1232792	177159735	1193160
1481215779263322708	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	593998962	0	5268003	1851248	1228029	176764570	1188469
1481215779773358823	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	595376471	0	5281064	1855481	1233964	177276776	1193944
1481215780283323187	security_rijndael_e	1	1500	58	1.000000	0.800000	0.868000	595070587	0	5275290	1852796	1231242	177106579	1193723
1481215780792832175	security_rijndael_e	1	1500	58	1.000000	0.809000	0.877000	593835074	0	5268587	1849932	1228478	176664850	1191960
1481215781302388622	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	594498147	0	5273366	1853311	1229852	176942986	1191472
1481215781811852443	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	594012631	0	5269403	1847566	1229353	176779931	1190124
1481215782322051558	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	597243137	0	5298864	1864938	1235224	177795278	1197116
1481215782832220047	security_rijndael_e	1	1500	58	1.000000	0.805000	0.871000	593680558	0	5269866	1849312	1230195	176614360	1190743
1481215783341769327	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	592270310	0	5239087	1827857	1226420	176286154	1186896
1481215783851872650	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	593761900	0	5264301	1843803	1229825	176783711	1190816
1481215784361344888	security_rijndael_e	1	1500	58	1.000000	0.802000	0.868000	591947309	0	5260890	1846482	1226025	176082575	1186955
1481215784870784751	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	591674328	0	5245045	1838725	1223532	176034561	1185835
1481215785381040116	security_rijndael_e	1	1500	58	1.000000	0.802000	0.868000	593071562	0	5256583	1838298	1228990	176655394	1188568
1481215785890447771	security_rijndael_e	1	1500	58	1.000000	0.796000	0.863000	587577342	0	5210870	1831759	1217002	174879281	1178544
1481215786399914925	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	590369445	0	5228985	1840432	1221317	175721270	1184383
1481215786910053832	security_rijndael_e	1	1500	58	1.000000	0.805000	0.871000	593108017	0	5263532	1846591	1228390	176524505	1188847
1481215787419508611	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	590511693	0	5240922	1839351	1222348	175620930	1184081
1481215787929568976	security_rijndael_e	1	1500	58	1.000000	0.805000	0.871000	594153279	0	5279649	1849223	1230112	176845372	1191184
1481215788439152714	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	594976011	0	5284444	1852236	1229754	177057718	1192264
1481215788949278454	security_rijndael_e	1	1500	58	1.000000	0.802000	0.868000	594401965	0	5272360	1854161	1229663	177000736	1188641
1481215789458734733	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	592827664	0	5245388	1852626	1226380	176562284	1188242
1481215789968868098	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	592599687	0	5265458	1851916	1227143	176427177	1189249
1481215790478847087	security_rijndael_e	1	1500	58	1.000000	0.809000	0.876000	597358956	0	5309426	1874043	1235840	177766867	1198029
1481215790988742368	security_rijndael_e	1	1500	58	1.000000	0.811000	0.878000	594561165	0	5276325	1858249	1231095	176899879	1189936
1481215791498793524	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	596463161	0	5290476	1864624	1232488	177491921	1192775
1481215792009109930	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	596475237	0	5296513	1864647	1233000	177392741	1193216
1481215792518800419	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	593317069	0	5253070	1849428	1228129	176516754	1188463
1481215793028922533	security_rijndael_e	1	1500	58	1.000000	0.805000	0.871000	595524298	0	5285286	1866431	1231022	177131851	1191908
1481215793538585605	security_rijndael_e	1	1500	58	1.000000	0.809000	0.876000	594449148	0	5275386	1858812	1229962	176879328	1191006
1481215794048083301	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	593591304	0	5266504	1853730	1228219	176562563	1189386
1481215794558294958	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	595463070	0	5289367	1861499	1232520	177123194	1195002
1481215795068328655	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	594636764	0	5275022	1861886	1229268	176886692	1192831
1481215795577916894	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	589362423	0	5221329	1839405	1218273	175272369	1179942
1481215796088039258	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	593684751	0	5269993	1854052	1228862	176716652	1191770
1481215796597759997	security_rijndael_e	1	1500	58	1.000000	0.802000	0.867000	593337900	0	5255695	1850988	1226669	176510856	1188755
1481215797107310318	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	592676804	0	5260505	1854741	1224621	176294183	1187160
1481215797617455141	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	595628363	0	5276971	1858799	1231351	177285065	1191543
1481215798127665089	security_rijndael_e	1	1500	58	1.000000	0.798000	0.864000	596058116	0	5299139	1866267	1234502	177418280	1194774
1481215798637192702	security_rijndael_e	1	1500	58	1.000000	0.807000	0.873000	593333205	0	5259985	1850251	1226883	176690224	1187828
1481215799146541107	security_rijndael_e	1	1500	58	1.000000	0.803000	0.869000	593040134	0	5257528	1852176	1225398	176384251	1187168
1481215799656647221	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	591942057	0	5246660	1841357	1225051	176153821	1187824
1481215800166896128	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	595352464	0	5279860	1850065	1231599	177251208	1194183
1481215800677079242	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	595685351	0	5279744	1856281	1233652	177369060	1194571
1481215801187518857	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	594393300	0	5278638	1854055	1231463	176869639	1192885
1481215801697773722	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	590586215	0	5236709	1843888	1222807	175788923	1186163
1481215802208001962	security_rijndael_e	1	1500	58	1.000000	0.810000	0.877000	595316274	0	5286954	1854511	1232393	177174316	1196229
1481215802717749284	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	594086997	0	5267824	1844413	1229587	176827085	1193709
1481215803228280816	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	594206735	0	5269252	1844979	1230257	176802308	1192866
1481215803738477514	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	594390620	0	5269562	1854182	1228605	176967525	1192902
1481215804248677586	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	595764996	0	5288959	1862269	1231887	177344625	1194767
1481215804758227950	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	594146136	0	5265815	1847633	1228895	176701884	1192612
1481215805268290522	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	594746988	0	5272055	1847785	1231424	177060474	1194879
1481215805777826886	security_rijndael_e	1	1500	59	1.000000	0.808000	0.875000	594724810	0	5274294	1849354	1229635	177014147	1191589
1481215806288011834	security_rijndael_e	1	1500	59	1.000000	0.810000	0.877000	595349426	0	5279378	1851287	1233231	177221826	1194617
1481215806797673614	security_rijndael_e	1	1500	58	1.000000	0.811000	0.878000	595286256	0	5274844	1854760	1231963	177125456	1192591
1481215807307209477	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	593985244	0	5264567	1845878	1228728	176801822	1189217
1481215807817603217	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	587363617	0	5210800	1832681	1216263	174783139	1177779
1481215808327748415	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	592797939	0	5258727	1847572	1227214	176510550	1188487
1481215808837876738	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	596114837	0	5284374	1850375	1232420	177420864	1195602
1481215809347460559	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	592386120	0	5241615	1842525	1225425	176402654	1186916
1481215809857617174	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	593518874	0	5262309	1845352	1229149	176651686	1190498
1481215810367719580	security_rijndael_e	1	1500	58	1.000000	0.804000	0.870000	593639729	0	5260259	1847072	1227790	176762887	1190005
1481215810877385860	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	590479856	0	5224160	1835098	1223892	175786430	1183228
1481215811386829682	security_rijndael_e	1	1500	58	1.000000	0.800000	0.866000	591904271	0	5238753	1829636	1225564	176231280	1185622
1481215811897003963	security_rijndael_e	1	1500	59	1.000000	0.801000	0.867000	593757285	0	5260083	1849822	1227684	176784711	1190207
1481215812407057119	security_rijndael_e	1	1500	58	1.000000	0.801000	0.867000	594474578	0	5264300	1849417	1230741	177013512	1192244
1481215812917456025	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	595082124	0	5277625	1857687	1233320	177164128	1195679
1481215813427711640	security_rijndael_e	1	1500	58	1.000000	0.807000	0.873000	594680861	0	5272015	1852878	1231291	177059648	1192789
1481215813937432587	security_rijndael_e	1	1500	59	1.000000	0.808000	0.875000	593995673	0	5264909	1857263	1229041	176767237	1190939
1481215814446869992	security_rijndael_e	1	1500	58	1.000000	0.806000	0.872000	595093693	0	5282433	1856679	1232923	177162562	1196864
1481215814957209315	security_rijndael_e	1	1500	59	1.000000	0.805000	0.871000	594359618	0	5270004	1857511	1230007	176998788	1192682
1481215815466780262	security_rijndael_e	1	1500	58	1.000000	0.808000	0.875000	594873776	0	5275014	1859416	1231633	177060060	1193742
