#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496373691451744896	641084571	6555916	1925102	138026010	2221519	273345399	31208
1496373691952701792	994382210	10380578	3071381	208785152	3503113	408547553	49903
1496373692453478730	992000855	10170326	3020432	215234148	3467264	431126859	49060
1496373692954299877	979385051	6073481	2990429	219068508	3873678	353530538	39018
1496373693455099690	1157606607	4486608	3071314	246240474	4486827	378585372	34953
1496373693955836420	1289735992	4341938	2584757	414619708	3689526	926273672	37390
1496373694456645150	1697953348	4477279	1870078	759761863	2511741	2004328442	24316
1496373694957316630	1686848171	3890298	1445990	801959877	2218463	2419729583	16526
1496373695458004360	1664386863	4404796	1630329	786800090	2720542	2337371679	18264
1496373695958686799	1709686227	5375379	2018917	779991923	3604088	2206411969	23771
1496373696459373154	1750809804	7032794	2749546	723017828	5426391	1849376197	34968
1496373696960059384	1790540854	8187648	3419884	694620045	7443041	1334657609	49387
1496373697460737948	1794623650	8009887	3314568	690470277	6313896	1392676377	42682
1496373697961428969	1802481955	7097568	2730070	760275350	2877954	1642843198	15735
1496373698462132824	1799294917	3576411	1278698	796325037	1885812	1847014384	7547
1496373698962797138	1802379961	2882538	993740	838716356	1631044	1915501409	5859
1496373699463536285	1802478626	2648741	920110	814279117	1305820	1934836433	5637
1496373699964196015	1802572625	2404205	904667	761673592	1189432	1909956741	7016
1496373700464881370	1802468157	3335145	1378839	716243801	1550478	1842071107	12497
1496373700965505767	1802257923	3636270	1556700	702857434	1682676	1831769673	14239
1496373701466129622	1802244255	2675047	1048742	721805941	1180288	1891981781	9092
1496373701966753935	1802251070	2760924	1101076	720720876	1255715	1885072973	9606
1496373702467378624	1802254466	2538911	973221	723253260	1169064	1914726504	8288
1496373702968000479	1789908466	3553240	1602824	686965040	1907243	1778484921	12280
1496373703468688167	1802373094	4703124	2235587	671788814	2415010	1729260700	16556
1496373703969423939	1802744846	5546994	2657799	660903810	2832797	1652990978	19831
1496373704470162628	1802629686	4896084	2267484	677364465	2430728	1737021136	16787
1496373704970930316	1802797724	5333271	2583086	657243825	2750770	1679385101	19504
1496373705471673546	1006105608	9652611	4967432	200930672	5137590	397530981	37751
1496373705972412609	916404430	10431273	5279942	168239195	5236198	306857567	40329
1496373706473161839	916409932	8130703	4135283	173179743	4543551	320857045	30713
1496373706974008694	665513437	5228806	1544026	127191010	2162962	259534705	24591
1496373707474762549	993901973	10391787	3054720	208067759	3479125	405870705	49865
1496373707975514071	991949550	10210661	3043357	213502869	3460503	426215165	49256
1496373708476335176	977886807	5574352	1838054	293942050	2216724	664439087	27753
1496373708977063614	908720906	1518938	1019779	311571562	1466242	808562025	14925
1496373709477883052	907001295	1447815	734977	175559943	1518498	488204592	10723
1496373709978638741	904229184	395706	245548	173015812	1306749	460766854	3409
1496373710479328346	903603379	508131	194189	153094256	1072619	460615667	1796
1496373710980024409	904508242	674863	288721	145597522	1554573	387256435	3075
1496373711480716556	905747198	957633	529883	180209204	1578711	424360623	7336
1496373711981405869	905242860	752903	438272	160825947	1322627	391373667	6255
1496373712482180016	905385707	787578	457953	161484544	1370241	392693208	6663
1496373712982867121	904919490	566012	329791	161118241	1155434	452467227	4883
1496373713483603434	903076172	95927	41931	497778255	698414	999439955	325
1496373713984308373	903135190	145088	70700	929203012	1293679	1333525897	783
1496373714485004436	910143619	1838063	1155543	227901581	1800782	607533996	20113
1496373714985706791	1685830666	8929052	389537	797107799	12560547	1509845430	6258
