#Timestamp	CPU_CYCLES	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	CID_WRITE_RETIRED	BRANCH_MISPRED	BRANCH_PRED
1481340940446582084	634165073	977984190	920	1512	4	4242725	130220913
1481340940947343763	1001582479	1577397597	109	218	0	6635218	202043052
1481340941447931276	1001174002	1578593158	109	218	0	6676714	188991770
1481340941948499413	1001134693	1595483259	109	218	0	6134390	198009209
1481340942449094801	1001182961	1576477905	109	218	0	6665748	203168120
1481340942949667522	1001168629	1561778009	109	218	0	7011336	194031744
1481340943450303243	1001131324	1611103983	109	218	0	5836545	191821298
1481340943950880922	1001271071	1575723398	109	218	0	6679534	203152868
1481340944451460810	1001160247	1570161403	109	218	0	6781879	200117996
1481340944952040697	1001153190	1593039217	109	218	0	6329718	188060679
1481340945452623335	1001164080	1586495740	109	218	0	6375857	200815047
1481340945953201806	1001159182	1579132648	109	218	0	6560401	203161671
1481340946453787193	1001163930	1562935909	109	218	0	7064263	192228719
1481340946954361998	1001151136	1612330467	109	218	0	5666771	193589265
1481340947454943969	1001161726	1578482388	109	218	0	6578438	203168649
1481340947955591023	1001293456	1566785652	110	220	0	6775114	199502597
1481340948456175786	1001166208	1604897458	108	216	0	6095025	186963381
1481340948956756423	1001159812	1577845155	109	218	0	6627516	202542982
1481340949457403603	1001293396	1577714460	109	218	0	6633610	203181294
1481340949958012199	1001214507	1567988795	109	218	0	6936852	190234829
1481340950458622545	1001219808	1604738529	109	218	0	5888224	195585399
1481340950959217390	1001187985	1578626748	109	218	0	6576068	203171594
1481340951459821445	1001205129	1562647773	109	218	0	6864249	197728920
1481340951960496208	1001349143	1611889606	110	220	0	5928565	188138931
1481340952461106387	1001206932	1575858316	109	218	0	6679515	203167028
1481340952961708733	1001210290	1575820285	108	216	0	6672325	202088676
1481340953462318620	1001218707	1577611555	108	216	0	6708832	189041465
1481340953962918758	1001197316	1596459797	109	218	0	6110135	197896636
1481340954463522396	1001206947	1577137960	109	218	0	6636643	203165863
1481340954964190409	923313264	1465717821	156	293	1	5707174	171319744
1481340955464843171	754695663	865130467	2693	3525	4	4572774	187254328
1481340955965547476	1001408690	1176231438	2145	2256	0	6554616	256326718
1481340956466172322	1001249525	1177142200	2145	2254	0	6570832	256517016
1481340956966787876	1001230842	1181029256	2198	2308	0	6122281	255929932
1481340957467408222	1001235928	1176298693	2143	2252	0	6554160	256328546
1481340957968029901	1001227325	1174919792	2142	2253	0	6572414	256052159
1481340958468655664	1001256139	1181752986	2198	2306	0	6135973	256116416
