#Timestamp	Benchmark	Run(#)	GPU Frequency (MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Power(W)	inst_executed_cs	sm_inst_executed_texture	sm_inst_executed_global_loads	m_inst_executed_global_stores	threads_launched	gpu_busy	sm_executed_ipc	sm_issued_ipc	l2_write_bytes	l2_read_bytes	sm_active_cycles	sm_active_warps	sm_warps_launched
512 binomialOPtions 1 76 32 0.820000 0.631600  nan nan nan nan nan nan nan nan nan nan nan nan nan
1024 binomialOPtions 1 76 32 0.820000 0.338800  nan nan nan nan nan nan nan nan nan nan nan nan nan
1536 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
2048 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000015 nan nan nan nan nan
2560 binomialOPtions 1 76 32 0.820000 0.307800  nan nan nan nan nan nan nan 0.000008 nan nan nan nan nan
3072 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000008 nan nan nan nan nan
3584 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000003 nan nan nan nan nan
4096 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
4608 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
5120 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000003 nan nan nan nan nan
5632 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000003 nan nan nan nan nan
6144 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000003 nan nan nan nan nan
6656 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000003 nan nan nan nan nan
7168 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000003 nan nan nan nan nan
7680 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
8192 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
8704 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
9216 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
9728 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
10240 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
10752 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
11264 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
11776 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
12288 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
12736 binomialOPtions 1 76 31 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
13248 binomialOPtions 1 76 31 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
13760 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
14272 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
14784 binomialOPtions 1 76 31 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
15296 binomialOPtions 1 76 31 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
15808 binomialOPtions 1 76 31 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
16320 binomialOPtions 1 76 31 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
16832 binomialOPtions 1 76 32 0.820000 0.308000  nan nan nan nan nan nan nan 0.000000 nan nan nan nan nan
