512	binomialOPtions	1	76	24	0.820000	0.5911692307692308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1024	binomialOPtions	1	76	24	0.820000	0.3601076923076923	52.839256	0.0	0.0	0.000908	42.96907	54.443259	0.0	0.0	0.0	0.0	49.594839	3058.390747	1.386022
1472	binomialOPtions	1	76	24	0.820000	0.31629230769230765	0.0	0.0	0.0	0.0	0.741285	0.648419	0.0	0.0	218.200563	201.124879	0.0	0.0	0.120512
1984	binomialOPtions	1	76	24	0.820000	0.30799999999999994	0.0	0.0	0.0	0.0	0.74168	0.343808	0.0	1.5e-05	9.354119	2.609448	0.226597	15.275037	0.023992
2496	binomialOPtions	1	76	24	0.820000	0.31032307692307687	0.0	0.378325	0.0	0.0	1.622181	0.71432	5e-06	8e-06	3.033425	7.855138	0.455479	14.99113	0.0
3008	binomialOPtions	1	76	24	0.820000	0.31273846153846147	0.0	0.0323	0.0	0.0	0.779014	0.0	5e-06	8e-06	3.038648	7.916958	0.226059	15.340852	0.023935
3520	binomialOPtions	1	76	24	0.820000	0.31626153846153837	0.0	0.032302	0.0	0.0	0.741762	0.311218	3e-06	3e-06	3.136081	5.380828	0.226631	14.98657	0.023955
4032	binomialOPtions	1	76	24	0.820000	0.31629230769230765	0.0	0.038411	0.0	0.0	0.741385	0.342221	3e-06	0.0	3.131234	5.38582	0.228219	15.274882	0.023976
4544	binomialOPtions	1	76	24	0.820000	0.3115538461538461	0.0	0.024743	0.0	0.0	0.741756	0.311087	0.0	0.0	3.135493	2.67825	0.0	15.043592	0.023935
5056	binomialOPtions	1	76	24	0.820000	0.31392307692307686	0.0	0.024451	0.0	0.0	0.741417	0.343225	0.0	3e-06	3.129344	2.608666	0.224939	0.0	0.023958
5568	binomialOPtions	1	76	25	0.820000	0.30918461538461534	0.0	0.018338	0.0	0.0	0.0	0.310375	3e-06	3e-06	3.127298	5.333547	0.227337	15.29815	0.023912
6080	binomialOPtions	1	76	25	0.820000	0.31747692307692305	0.0	0.018338	0.0	0.0	0.741084	0.081434	3e-06	3e-06	1.702494	5.332327	0.224438	14.613291	0.0
6592	binomialOPtions	1	76	24	0.820000	0.3127384615384615	0.0	0.018338	0.0	0.0	0.741762	0.262599	3e-06	3e-06	1.43303	5.389997	0.223985	15.237427	0.023983
7104	binomialOPtions	1	76	24	0.820000	0.31392307692307686	0.0	0.018359	0.0	0.0	0.741544	0.310902	3e-06	3e-06	3.133122	5.39237	0.226946	15.097942	0.023999
7616	binomialOPtions	1	76	25	0.820000	0.3115538461538461	0.0	0.024478	0.0	0.0	0.741894	0.343109	0.0	0.0	3.135654	2.608503	0.0	0.0	0.023969
8128	binomialOPtions	1	76	24	0.820000	0.3115538461538461	0.0	0.018359	0.0	0.0	0.0	0.0	0.0	0.0	1.434506	0.0	0.0	0.0	0.0
8640	binomialOPtions	1	76	24	0.820000	0.31036923076923073	0.0	0.012239	0.0	0.0	0.0	0.0	0.0	0.0	2.78344	0.0	0.0	0.0	0.0
9152	binomialOPtions	1	76	24	0.820000	0.30918461538461534	0.0	0.006121	0.0	0.0	0.0	0.0	0.0	0.0	2.78344	0.0	0.0	0.0	0.0
9664	binomialOPtions	1	76	24	0.820000	0.3115538461538461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10176	binomialOPtions	1	76	24	0.820000	0.3115538461538461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
