#Timestamp	CPU_CYCLES	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495873805975583613	582477686	52346	3430163	53004983	131906305	152762761	9692547
1495873806476443259	901590363	83822	5358756	79046432	199252948	236108938	15221010
1495873806977075156	901162535	82469	5309360	83515053	205172900	238852030	14989413
1495873807477751553	901215905	73035	3430345	67301609	210685184	200114114	16789526
1495873807978381825	901139331	63402	2176547	57664947	214560554	178738436	17473652
1495873808479093930	901154295	63941	2322616	58909422	238492054	200039718	16605995
1495873808979777076	901366774	32584	2945148	75908367	403869272	274569621	12176835
1495873809480379307	901080466	19993	3270467	83332191	443210659	296936337	10003676
1495873809980996662	901110105	16327	3793341	89429791	437035040	304135015	8700397
1495873810481598517	901089339	16886	3573065	90360195	431184809	293345107	8869217
1495873810982206997	901090861	17575	2296914	93312637	421544168	271128765	8922766
1495873811482809936	901090140	19533	2484219	84601932	437483634	289146342	9421860
1495873811983415541	901088295	18709	2461077	85808203	438143931	288777208	9422871
1495873812484091354	901121210	21311	2839550	69816871	472870130	304285631	10302782
1495873812984697918	901190445	37059	4659499	82662919	391089858	289277796	14645936
1495873813485315648	901113390	43327	5333918	92376985	345789934	278768736	16124550
1495873813985938628	901116455	43391	5382035	92836542	345921364	280030136	16072806
1495873814486557817	901120319	42004	5372121	93135427	351114604	280975371	16305212
1495873814987252505	901254541	44575	5430363	91929031	336437275	277592882	15806565
1495873815487876985	901119730	43361	5263377	91112804	342689290	276672461	16321751
1495873815988485299	901099000	44879	5161148	89255757	332931007	271821752	16289911
1495873816489178946	901248145	44987	5123034	89437683	333981459	272074908	16272954
1495873816989792551	901105905	43151	5248422	90220466	342308650	275926754	16564408
1495873817490399198	901095160	43613	5511259	92415746	340666030	279291851	15822914
1495873817991037178	901146120	43401	5380957	91034942	340849878	277569539	16261747
1495873818491647158	901102725	38084	6842786	113777023	333537181	292752615	14216964
1495873818992262763	901112164	41881	6150292	101204406	338417148	286580946	14847381
1495873819492878452	901104876	38426	7210124	122002870	304772412	287147910	12519534
1495873819993527390	901166675	40609	6941416	127176376	291080216	278686596	11065685
1495873820494211162	901236250	37899	7572918	117699647	280154706	282161287	12627111
1495873820994825642	901103485	41080	7109925	122846500	289273854	278329951	10984611
1495873821495424539	901081334	38915	7099999	121102501	280862099	274976222	11757419
1495873821996036269	901106196	40280	7178079	130058346	292659566	283525208	10693560
1495873822496648791	901100135	39455	7246256	128368643	288980346	282564716	11287948
1495873822997287938	901151619	39182	7202764	127702355	288478364	279263009	11074671
1495873823497916502	901136979	39535	7340647	126648830	288793789	283812761	11080737
1495873823998587857	901206803	39087	7276932	131284616	292087833	284945865	11026163
1495873824499190545	901084718	39084	7153904	128701677	292350088	280614504	11610870
1495873824999784776	901070311	38607	7256871	125967173	287721199	279990527	11556878
1495873825500376547	901066570	38475	7101577	127711662	290018591	282775920	11406996
1495873826000968736	901062465	40588	6950190	125510018	284245897	276644326	11028625
1495873826501576550	901094965	40463	7086452	126402840	291609458	282644255	11103169
1495873827002166405	901069525	39126	7157559	123291838	282438045	279456428	11665324
1495873827502773385	901095130	37987	7604527	123410415	286726897	282584788	11838961
1495873828003383865	901094105	38620	7379370	122527166	286607837	281950977	11973871
1495873828503986554	901090425	39808	7135943	125506049	290512569	278682522	11176288
1495873829004612909	901130605	41163	7170636	122982179	289868898	277838399	11237592
1495873829505209014	901067930	39030	6911726	123807995	280323446	273392008	11094754
1495873830005922869	901285246	41925	7122653	122414821	283897704	279951457	10920023
1495873830506651183	901311113	39841	7039476	121921222	280016598	277759631	11421110
1495873831007358704	901276382	40048	7333798	124798807	288652517	282437655	11225972
1495873831508030518	901215124	39489	7120106	123818059	285210993	279742366	11475856
1495873832008702415	901210650	34732	6898296	113457580	276270711	272922159	11871941
1495873832509444270	901339480	40269	7063059	124281716	289689702	278142432	11241940
1495873833010136583	901241850	38462	7021831	121016638	278744546	274123983	12024047
1495873833510877688	901338500	39551	7131457	121582086	282795172	277967556	11596715
1495873834011492293	901104400	40067	7038059	125404291	284041043	279870673	11304692
1495873834512106190	901106589	39802	6943346	128584802	287722447	277909511	11026389
1495873835012729254	901127781	39748	7095540	127866885	286495000	281485217	11335153
1495873835513335067	901090919	39544	7190767	129558372	289026079	283676654	10830974
1495873836013939172	901083526	40253	7059021	124397149	285317408	279211101	11095878
1495873836514594944	901186420	39555	7319067	125477218	289521554	282696861	11517449
1495873837015200799	901095710	40633	7009934	123456765	289081092	278520095	11454184
1495873837515796530	901063115	39529	7039653	124344026	286226496	277948394	11518064
1495873838016496676	901271015	39419	7061998	131988597	289052556	282358570	10727339
1495873838517093657	901066625	38781	7168717	131633847	290536944	284345737	10847502
1495873839017685678	901072675	38591	7215042	124135088	285385370	279474654	11626349
1495873839518294575	901096165	39620	7164506	125140024	285194869	281034552	11323947
1495873840018917347	901125774	40850	7115736	123723555	288635492	278831819	11383822
1495873840519648661	901317241	39132	6946137	124471093	279791622	276729457	11488704
1495873841020284057	901138684	40567	7032129	129814126	287853552	281018109	10547405
1495873841520897246	901106322	39304	6741470	123027193	281594066	275345778	10755885
1495873842021515434	613667479	16978	2835799	60297913	145182336	141161487	7215685
1495873842522140581	901127987	82706	5348395	80531794	201749503	236774446	15248852
1495873843022868936	901291426	83422	5326935	80717172	201459272	237303561	15267966
1495873843523496125	901150359	81245	5204390	83345328	204354462	237077651	14930402
1495873844024163063	901201785	17721	1465059	145452536	356946520	244954442	7865937
1495873844524785585	901119305	38037	1560496	83283961	238007186	191411571	11924955
1495873845025387649	901090309	9232	9803414	112032078	143153982	225703178	6258515
1495873845525986671	901077131	522	6558785	111129586	182787010	215703231	5576735
1495873846026591234	901088565	4378	9749619	117476739	146225384	226092300	4980027
1495873846527196423	901089179	13312	3698346	85051551	170041577	163380856	7735855
1495873847027810695	901105511	10741	2617906	77218972	162026203	137531916	5062669
1495873847528418675	901099635	13204	2625822	77971437	160654259	140238151	5167494
1495873848029066780	901086875	8962	2654852	74752508	154474987	132612827	4265517
1495873848529675677	901177645	8449	12859094	154416052	186826234	306217646	5800327
1495873849030280782	901087735	224	7031441	100595500	985212728	415842928	95046874
1495873849530888179	901096949	236	16218340	173076033	442332058	416691291	30799774
1495873850031499784	901104421	50845	4364103	75143049	308352585	246753575	12370894
1495873850532101764	901083290	226	945653	43258670	445715512	249042175	13095099
1495873851032707786	901090100	228	911716	42194569	432916483	242912891	13432346
1495873851533313641	901093055	224	921655	41635257	426149997	240454056	13696300
1495873852033917288	901083735	320	744995	46998474	419540329	235112356	14115661
1495873852534676852	901369295	248	812591	44658850	398756897	233108395	15873729
1495873853035303373	901128940	226	798672	43901695	391442158	229196655	16267163
1495873853535927145	901123644	224	806594	43423833	387129018	227498620	16453754
1495873854036553917	901134476	1230	363789	42985769	288951794	177470044	14475758
1495873854537174939	901120605	224	22078	6467409	171239123	92044797	15320304
1495873855037805211	901133115	228	23468	6285084	167019051	90184787	14547459
1495873855538429858	901126420	224	22614	6360456	167744925	90257304	14911358
1495873856039127838	901138815	228	23462	6405275	169253315	91215734	14955873
1495873856539759110	901256504	224	22463	6589853	174414130	93439218	15624459
1495873857040380340	901118936	226	23716	6368088	168273026	90595135	14851222
1495873857541010028	901134030	224	22568	6386821	168490197	90671139	14989808
1495873858041635592	901130405	226	22577	6647310	175819273	94129662	15816503
1495873858542261780	901124635	224	23318	6387525	169691614	91506927	14853872
1495873859042891219	901137355	222	23804	6468673	170859820	91881654	15277447
