#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496374351125385275	parsec.dedup	1400	41	1.000000	0.322000	0.346000	497127234	5308740	1561064	113331511	1804927	225348306	25257
1496374351635502575	parsec.dedup	1400	41	1.000000	0.822000	0.871000	773192472	8523786	2521175	170290038	2865658	332457205	40915
1496374352145520001	parsec.dedup	1400	41	1.000000	0.818000	0.867000	771840557	8387762	2493804	173515285	2838725	344325126	40351
1496374352655364510	parsec.dedup	1400	41	1.000000	0.830000	0.879000	719301269	3448285	2641976	188291406	3342611	271306620	29156
1496374353165238103	parsec.dedup	1400	41	1.000000	0.821000	0.870000	933963112	4066967	2736748	218893999	3895243	340996600	31585
1496374353675343695	parsec.dedup	1400	41	1.000000	0.803000	0.851000	998385069	3692877	1997494	352050273	2846292	797732042	30378
1496374354185227079	parsec.dedup	1400	41	1.000000	0.897000	0.950000	1333548384	3914304	1851056	575280739	2470444	1469092929	23099
1496374354694530797	parsec.dedup	1400	42	1.000000	1.443000	1.532000	1334878997	3161119	1207379	677062851	1786414	1869323958	15487
1496374355203788891	parsec.dedup	1400	42	1.000000	1.523000	1.618000	1290361776	4310636	1603012	617297571	2428249	1694744310	17436
1496374355713414942	parsec.dedup	1400	43	1.000000	1.526000	1.620000	1313260155	3701630	1367667	653730865	2236353	1855217991	15186
1496374356223008868	parsec.dedup	1400	43	1.000000	1.510000	1.603000	1341144113	4884671	1843234	624476520	3304790	1653129766	21699
1496374356732375628	parsec.dedup	1400	43	1.000000	1.504000	1.597000	1331097214	5444569	2071869	603085196	3998602	1500851674	25146
1496374357241925179	parsec.dedup	1400	43	1.000000	1.501000	1.594000	1394208424	6543243	2735125	560101125	6056916	1076789259	40077
1496374357751443939	parsec.dedup	1400	43	1.000000	1.463000	1.553000	1394726905	6492076	2716240	563235417	6018138	1082616704	39845
1496374358261047323	parsec.dedup	1400	43	1.000000	1.448000	1.537000	1394220254	6532771	2627590	550454047	3809224	1159274058	25553
1496374358770518083	parsec.dedup	1400	43	1.000000	1.470000	1.561000	1402174699	6611433	2530936	578522420	2592970	1259656608	14725
1496374359279604927	parsec.dedup	1400	43	1.000000	1.502000	1.595000	1402108120	2316556	809846	658645802	1412159	1493411183	4673
1496374359788603104	parsec.dedup	1400	43	1.000000	1.573000	1.670000	1401960134	2291787	789956	651846657	1221227	1500389126	4528
1496374360297658114	parsec.dedup	1400	43	1.000000	1.581000	1.679000	1401788790	2259724	780705	652182605	1163599	1508273369	4491
1496374360806766416	parsec.dedup	1400	43	1.000000	1.581000	1.679000	1401751928	2096479	725122	643385960	1009315	1521508130	4400
1496374361315708385	parsec.dedup	1400	43	1.000000	1.557000	1.653000	1401788354	1989422	752278	576563824	938322	1494003451	6310
1496374361824816603	parsec.dedup	1400	43	1.000000	1.517000	1.611000	1402200656	2779485	1162788	558349402	1318597	1432797919	10726
1496374362333911863	parsec.dedup	1400	43	1.000000	1.494000	1.586000	1401793902	2414493	959090	564439557	1095171	1481463751	8557
1496374362843250165	parsec.dedup	1400	43	1.000000	1.525000	1.619000	1401854312	2646141	1070080	558715186	1203697	1456100663	9646
1496374363352337009	parsec.dedup	1400	43	1.000000	1.514000	1.607000	1401788209	2077648	801205	565931957	927489	1482151649	6892
1496374363861389144	parsec.dedup	1400	43	1.000000	1.521000	1.615000	1401773003	2164049	844659	569299832	969377	1487532151	7247
1496374364370442863	parsec.dedup	1400	43	1.000000	1.517000	1.611000	1401758204	2399277	951774	556985544	1062577	1470102457	8154
1496374364879431956	parsec.dedup	1400	43	1.000000	1.514000	1.607000	1401777548	2307221	918099	559573411	1197855	1462490321	8077
1496374365388622591	parsec.dedup	1400	43	1.000000	1.526000	1.620000	1401823396	3378166	1524257	540809784	1701284	1401765572	11306
1496374365897949018	parsec.dedup	1400	43	1.000000	1.483000	1.574000	1402076220	3526492	1581510	542923665	1743485	1399301919	11677
1496374366408197193	parsec.dedup	1400	43	1.000000	1.500000	1.593000	1401798613	4522792	2156976	516603620	2309277	1284702014	16261
1496374366917906369	parsec.dedup	1400	43	1.000000	1.465000	1.555000	1402171388	4253843	1987659	529598954	2153051	1348444019	14967
1496374367427198421	parsec.dedup	1400	43	1.000000	1.473000	1.564000	1402066811	4204911	1948067	526300431	2084515	1339302372	14620
1496374367936429848	parsec.dedup	1400	43	1.000000	1.470000	1.561000	1307788165	4723334	2350888	455379981	2662625	1120111024	17178
