#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1495799541934567917	545522980	5565229	1618872	122886684	1905462	242767835	27575
1495799542435396042	861434859	9003064	2606109	189346119	3058250	367420711	45310
1495799542936017042	873278984	8932811	2596105	197463907	3061025	391550539	45281
1495799543436660693	718661100	6357120	2153310	158893556	2509832	300344789	30811
1495799543937436318	587130297	3463475	1858825	127304924	2161852	202394566	13916
1495799544438168851	591682208	3511552	1891710	128162086	2176421	203719246	14041
1495799544938874477	590951896	3497735	1905902	128328968	2178239	204002443	14008
1495799545439618586	840252983	3494160	2191982	202443530	3068184	329295808	35946
1495799545940274162	901182096	2163059	1173555	401113541	1592998	1095974204	16165
1495799546440913716	901155910	1771362	912013	433772831	1231041	1162046325	11836
1495799546941555610	901164445	1963810	888993	441355150	1194913	1210517691	10493
1495799547442181559	901125406	1635003	752407	421448284	963564	1284689012	8683
1495799547942853473	901213598	2100777	952040	426899830	1650146	1221057906	11334
1495799548443487520	901141576	1901445	885764	441399758	1874837	1233823451	10356
1495799548944141613	901177955	2210319	991157	435575661	2162288	1178678737	11577
1495799549444796126	901182465	2367818	1082554	465359479	2472996	1210613515	12885
1495799549945425352	901134784	3409052	1653256	414847447	3684957	921615485	19424
1495799550446068949	901161847	4143011	2064732	348725925	4149631	663851593	24187
1495799550946791593	901302488	4160166	2059993	345235167	4151845	658710005	24528
1495799551447491354	901262215	4103561	2001576	352339632	4130971	671821304	23585
1495799551948126703	901145211	4205695	2073295	340658414	4130533	651591024	24728
1495799552448770456	901167655	4147805	2054680	343451645	4284946	652078712	24422
1495799552949409171	901146915	4186027	2086618	336135867	4554218	635255931	24985
1495799553450050785	901153655	4194831	2087109	336595898	4566955	635181288	24955
1495799553950679404	901134614	4181129	2065458	341103425	4502653	642429402	24336
1495799554451314876	901142616	4230495	2076809	339533274	4198337	649939009	24414
1495799554951973185	901192920	4183887	2042665	342603634	4350446	648451719	24089
1495799555452759302	901414441	3862108	1880695	338541199	3487285	685380155	22142
1495799555953420589	901186939	3947429	1939356	333075179	3422882	685883188	23154
1495799556454058097	901155210	3690167	1824872	318295662	2758377	696136182	21748
1495799556954679858	901122415	4135260	2079509	291001068	2553166	671820308	24516
1495799557455315713	901143539	4551781	2315119	278208087	2837437	627682927	24674
1495799557955957028	901152196	4222986	2131926	288623650	2629296	657343246	24938
1495799558456601684	901162525	4247026	2159207	287075108	2632219	663190846	24425
1495799558957273008	901204885	4112773	2056134	290050616	2542997	670484148	24142
1495799559457957211	901239270	3777403	1900436	293154208	2355001	691897721	22751
1495799559958614957	901182350	4217402	2112891	286220008	2590628	664441423	24299
1495799560459311539	901251085	4044529	2019070	290970593	2504479	673926875	23728
1495799560959956580	901172535	3742135	1879443	293895266	2367947	695830912	22625
1495799561460610870	901174049	3904997	1956985	293526760	2468316	686272830	23194
1495799561961246827	901144217	4111041	2057725	289748101	2564818	671233263	23549
1495799562461871365	901130368	4033745	2030743	291528400	2532727	678237721	23237
1495799562962515445	901148431	4232323	2141255	284907969	2606435	664332617	24657
1495799563463149561	901154655	3997152	2006061	293641867	2485346	679338201	23830
1495799563963764261	901109105	4320107	2184657	282980892	2650045	653923625	24579
1495799564464377953	901101354	4164433	2096345	288380333	2573354	659977946	23496
1495799564965015354	901143166	4159951	2105606	289338073	2561650	665015663	23469
1495799565465633996	901121309	4121949	2065959	290975500	2544240	668964125	23966
1495799565966274846	901154676	4164703	2096616	291099910	2576009	664966645	24591
1495799566466899142	901115935	4140280	2085506	287503576	2567351	667823386	24185
1495799566967580647	901234579	4198892	2119373	286039903	2596400	657413932	24901
1495799567468239972	901189541	4366976	2219114	281490658	2694330	648164321	25004
1495799567968876881	901140220	3814253	2034277	278713073	2448000	641569872	22367
1495799568469631316	901361210	4302204	2162255	284366808	2637449	655850005	24368
1495799568970371167	901329000	3997819	2010629	281312278	2470755	634018806	21893
1495799569471088336	901293889	4178838	2082922	290684960	2583358	667383217	24343
1495799569971774337	901235197	4509313	2268102	280778320	2779599	645260057	24862
