#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496367470512955299	parsec.dedup	1800	38	1.100000	0.706000	0.844000	641039556	6536797	1920553	138106628	2217851	273498360	31259
1496367471023228724	parsec.dedup	1800	39	1.100000	1.219000	1.460000	994634935	10394852	3080425	208871722	3513715	408953053	50044
1496367471533493358	parsec.dedup	1800	39	1.100000	1.223000	1.465000	991578692	10167179	3030810	214943940	3471514	431449986	49052
1496367472043496158	parsec.dedup	1800	39	1.100000	1.189000	1.424000	1159536407	4476354	3031420	246471911	4509502	378986805	35042
1496367472553499626	parsec.dedup	1800	39	1.200000	1.317000	1.580000	1303064978	3601501	2123252	473371511	3125721	1135529683	33227
1496367473063723968	parsec.dedup	1800	41	1.200000	1.968000	2.365000	1692051683	4376587	1991236	741901308	2651620	1970463963	24511
1496367473573074728	parsec.dedup	1800	42	1.200000	2.219000	2.669000	1714961337	3975554	1510264	838225680	2060125	2328495174	15742
1496367474082253029	parsec.dedup	1800	43	1.200000	2.174000	2.615000	1657562127	4557413	1679880	797459876	2938156	2251802851	17612
1496367474591617081	parsec.dedup	1800	43	1.200000	2.409000	2.902000	1659905569	4976719	1857419	768033571	3660933	2175292714	20888
1496367475101017591	parsec.dedup	1800	43	1.200000	2.207000	2.655000	1752730152	7213191	2875621	700427100	5995141	1742005137	37382
1496367475610573267	parsec.dedup	1800	44	1.200000	2.096000	2.521000	1792718583	8537498	3478696	700991987	7706534	1344516820	47194
1496367476120078735	parsec.dedup	1800	44	1.200000	2.188000	2.632000	1795804754	7903385	3227431	689013428	6616933	1390087899	45898
1496367476629545162	parsec.dedup	1800	44	1.200000	2.171000	2.611000	1796054500	8126781	3324829	702200362	6840164	1386335583	46334
1496367477139039713	parsec.dedup	1800	44	1.200000	2.184000	2.627000	1778177702	8158249	3253386	647904653	5198654	1403954970	37918
1496367477648392973	parsec.dedup	1800	45	1.200000	2.177000	2.618000	1791740924	8132904	3294752	654262048	5835427	1376143832	42330
1496367478157722066	parsec.dedup	1800	45	1.200000	2.135000	2.568000	1799893418	6329378	2485096	732643812	5407648	1555587802	31405
1496367478666815451	parsec.dedup	1800	45	1.200000	2.245000	2.700000	1802760061	5133941	1944444	732739457	2615069	1737551189	14232
1496367479176082086	parsec.dedup	1800	45	1.200000	2.237000	2.691000	1802646949	7473672	3164161	629247679	3194110	1590817047	26092
1496367479685152555	parsec.dedup	1800	45	1.200000	2.163000	2.602000	1793892799	6501407	2861511	641757235	3017492	1621930309	26454
1496367480194194107	parsec.dedup	1800	45	1.200000	2.189000	2.633000	1802289264	2381782	887405	720158560	1245419	1911063971	7967
1496367480703185034	parsec.dedup	1800	46	1.200000	2.267000	2.727000	1802470831	2423859	907298	725137221	1262762	1911062918	8141
1496367481212249502	parsec.dedup	1800	46	1.200000	2.284000	2.747000	1802258080	2766648	1069001	724435471	1352784	1898151030	9387
1496367481721263263	parsec.dedup	1800	46	1.200000	2.297000	2.763000	1802327655	2756109	1068935	732705326	1329723	1906968730	9570
1496367482230179357	parsec.dedup	1800	46	1.200000	2.304000	2.771000	1802243400	3326694	1363409	702937106	1606606	1839177430	12623
1496367482739277034	parsec.dedup	1800	46	1.200000	2.258000	2.716000	1802204961	3445358	1391483	715524020	1594973	1845662331	12499
1496367483248583585	parsec.dedup	1800	46	1.200000	2.289000	2.758000	1802298820	3156428	1261531	717860505	1463796	1865184616	11092
1496367483758009845	parsec.dedup	1800	46	1.200000	2.261000	2.719000	1802668964	3253935	1305937	705021596	1531788	1856536494	12162
1496367484267212855	parsec.dedup	1800	47	1.200000	2.276000	2.742000	1802537995	3285452	1410724	694123027	1805893	1789449258	11144
1496367484776620948	parsec.dedup	1800	47	1.200000	2.255000	2.712000	1208942765	9047079	4428603	302510138	4870512	661253378	34291
1496367485286042750	parsec.dedup	1800	45	1.200000	1.306000	1.567000	916239981	10599329	5112815	166697132	5262197	304355809	39794
1496367485795341510	parsec.dedup	1800	44	1.100000	1.151000	1.378000	909798326	10305446	4961338	165512813	5137464	302329000	39176
1496367486304911602	parsec.dedup	1800	44	1.100000	1.147000	1.374000	696103058	2079427	904829	121460800	1741157	239096959	5275
1496367486816103735	parsec.facesim	1800	43	1.100000	0.749000	0.895000	995270625	10382026	3060563	206072886	3493098	399806985	49854
1496367487326670785	parsec.facesim	1800	43	1.100000	1.230000	1.473000	994590301	10250254	3020848	210780239	3461464	415961381	49373
1496367487837389501	parsec.facesim	1800	43	1.100000	1.232000	1.475000	1005925242	9547040	2858610	240504153	3330871	489561245	45631
1496367488347127719	parsec.facesim	1800	43	1.100000	1.238000	1.483000	903532672	1272935	765422	358607363	1141690	869408689	8674
1496367488856921561	parsec.facesim	1800	42	1.100000	1.292000	1.547000	910102031	1846126	1140155	206919719	1910038	550582755	18662
1496367489366378863	parsec.facesim	1800	42	1.100000	1.192000	1.428000	904405658	828923	358746	143308822	1359827	432173079	4410
1496367489875643956	parsec.facesim	1800	42	1.100000	1.105000	1.323000	903961323	204088	128702	184393378	1039954	509470888	957
1496367490384991091	parsec.facesim	1800	42	1.100000	1.134000	1.358000	903810147	782680	251734	146799508	1197977	446632480	2360
1496367490894284518	parsec.facesim	1800	42	1.100000	1.140000	1.365000	906096472	906443	507345	172698793	1728082	409769991	6904
1496367491403656861	parsec.facesim	1800	41	1.100000	1.147000	1.374000	905202590	651152	380003	159521770	1375192	380106666	5013
1496367491913019746	parsec.facesim	1800	41	1.100000	1.105000	1.323000	905585907	735881	443018	160603692	1349997	390854426	6451
1496367492422324047	parsec.facesim	1800	41	1.100000	1.106000	1.324000	905687001	735408	440639	159855351	1369560	388400184	6505
