#Timestamp	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1496367470538299722	641039556	6536797	1920553	138106628	2217851	273498360	31259
1496367471039347243	994634935	10394852	3080425	208871722	3513715	408953053	50044
1496367471540121598	991578692	10167179	3030810	214943940	3471514	431449986	49052
1496367472040894662	973449953	6118055	2964891	217135008	3856277	349917420	38727
1496367472541610309	1159536407	4476354	3031420	246471911	4509502	378986805	35042
1496367473042411663	1303064978	3601501	2123252	473371511	3125721	1135529683	33227
1496367473543177643	1692051683	4376587	1991236	741901308	2651620	1970463963	24511
1496367474043859374	1714961337	3975554	1510264	838225680	2060125	2328495174	15742
1496367474544541062	1657562127	4557413	1679880	797459876	2938156	2251802851	17612
1496367475045232459	1659905569	4976719	1857419	768033571	3660933	2175292714	20888
1496367475546013689	1752730152	7213191	2875621	700427100	5995141	1742005137	37382
1496367476046772669	1792718583	8537498	3478696	700991987	7706534	1344516820	47194
1496367476547534732	1795804754	7903385	3227431	689013428	6616933	1390087899	45898
1496367477048284629	1796054500	8126781	3324829	702200362	6840164	1386335583	46334
1496367477549178650	1778177702	8158249	3253386	647904653	5198654	1403954970	37918
1496367478049932589	1791740924	8132904	3294752	654262048	5835427	1376143832	42330
1496367478550711569	1799893418	6329378	2485096	732643812	5407648	1555587802	31405
1496367479051477798	1802760061	5133941	1944444	732739457	2615069	1737551189	14232
1496367479552208487	1802646949	7473672	3164161	629247679	3194110	1590817047	26092
1496367480052842092	1793892799	6501407	2861511	641757235	3017492	1621930309	26454
1496367480553466364	1802289264	2381782	887405	720158560	1245419	1911063971	7967
1496367481054153636	1802470831	2423859	907298	725137221	1262762	1911062918	8141
1496367481554783991	1802258080	2766648	1069001	724435471	1352784	1898151030	9387
1496367482055422888	1802327655	2756109	1068935	732705326	1329723	1906968730	9570
1496367482556043951	1802243400	3326694	1363409	702937106	1606606	1839177430	12623
1496367483056663223	1802204961	3445358	1391483	715524020	1594973	1845662331	12499
1496367483557303370	1802298820	3156428	1261531	717860505	1463796	1865184616	11092
1496367484058040350	1802668964	3253935	1305937	705021596	1531788	1856536494	12162
1496367484558790872	1802537995	3285452	1410724	694123027	1805893	1789449258	11144
1496367485059534935	1208942765	9047079	4428603	302510138	4870512	661253378	34291
1496367485560279623	916239981	10599329	5112815	166697132	5262197	304355809	39794
1496367486061076478	909798326	10305446	4961338	165512813	5137464	302329000	39176
1496367486561886625	696103058	2079427	904829	121460800	1741157	239096959	5275
1496367487062630938	995270625	10382026	3060563	206072886	3493098	399806985	49854
1496367487563514751	994590301	10250254	3020848	210780239	3461464	415961381	49373
1496367488064409898	1005925242	9547040	2858610	240504153	3330871	489561245	45631
1496367488565273878	903532672	1272935	765422	358607363	1141690	869408689	8674
1496367489065977024	910102031	1846126	1140155	206919719	1910038	550582755	18662
1496367489566672254	904405658	828923	358746	143308822	1359827	432173079	4410
1496367490067366985	903961323	204088	128702	184393378	1039954	509470888	957
1496367490568059048	903810147	782680	251734	146799508	1197977	446632480	2360
1496367491068793820	906096472	906443	507345	172698793	1728082	409769991	6904
1496367491569493550	905202590	651152	380003	159521770	1375192	380106666	5013
1496367492070180613	905585907	735881	443018	160603692	1349997	390854426	6451
1496367492570880760	905687001	735408	440639	159855351	1369560	388400184	6505
1496367493071597823	903694163	270106	152107	189146055	720795	654057982	2123
1496367493572282845	903602505	105789	43656	1097913997	1405531	1463870448	329
1496367494072965867	903248600	184305	92737	329360372	615734	867935921	1012
1496367494573671555	1244266684	5545864	1544245	475355898	7241528	878606797	25968
1496367495074344202	1802563110	9105788	49873	888895216	14114373	1702468799	229
1496367495575019557	1555382469	10267090	84355	721426165	10641523	1437615604	797
1496367496075698787	1802438855	16767345	48726	808777740	13132059	1629700085	225
1496367496576415976	1710742157	8656924	88701	621374248	9236645	1310596668	860
1496367497077104289	1775034839	260562	100199	391694317	433439	798475217	745
1496367497577801769	1775730746	256249	100352	392545181	437778	800317805	742
1496367498078509416	1781541101	260086	102723	392644202	436492	800454701	731
1496367498579310021	1776678064	259191	102415	392366041	436501	799994172	741
1496367499080001501	1782313235	262672	103330	392626831	438643	800513309	759
1496367499580666273	1778794496	259091	101832	393252208	436807	801663067	738
1496367500081338920	1772953019	260086	101774	391771197	435958	798690090	738
1496367500582002066	1785061120	263620	103879	393329926	438643	801914308	760
1496367501082659796	1780784997	256886	100731	392306777	436529	799818863	735
1496367501583323735	1784417423	2646000	99895	449027456	2255558	910612784	708
1496367502084055548	1802634759	16839672	50017	799758725	13266715	1625751654	234
1496367502584752820	1643846762	14141812	47149	741919122	11406827	1517347452	223
1496367503085455592	1137171495	2542245	994933	434253709	4120586	973529887	2006
1496367503586176280	636969108	712146	221237	85084751	1218217	219703427	2838
1496367504086946469	992778332	10249661	3036781	212220911	3482063	418388640	49322
1496367504587755823	993501411	10305730	3063757	210588152	3501585	416114081	49653
1496367505088461637	1015731939	9595188	2850000	207741778	3297549	418435217	46030
1496367505589218034	904134662	218934	110021	78124678	197275	187884580	1281
1496367506089911805	903137016	214560	109005	78064430	200994	187629215	1294
1496367506590617994	903744635	207249	106208	77891420	194450	187403005	1245
1496367507091328682	903479367	208277	106663	77796282	194380	187266816	1238
1496367507592020787	903227174	203779	105907	77819702	194624	187273957	1240
1496367508092792767	903575139	211182	109414	77836250	194007	187315793	1238
1496367508593488331	902854933	203060	105841	77760422	192334	187197998	1235
1496367509094248352	903623834	211097	110121	77875429	194134	187403412	1242
1496367509594941499	903131867	208243	107554	77843315	193964	187373396	1239
1496367510095633437	903262765	207917	106998	77834941	194660	187368564	1237
1496367510596328042	903244718	208109	107471	77866547	194072	187432367	1241
1496367511097024523	903422134	205970	106663	77823246	194049	187359996	1238
1496367511597723586	903592674	207801	107269	77915626	194644	187527324	1246
1496367512098413066	903219022	206020	107224	77866796	192953	187383778	1243
1496367512599167379	911760328	296847	162567	85451218	270871	213650258	2067
1496367513099849360	1762840040	915219	560636	414424927	3572587	2325792606	5867
1496367513600533506	1728220907	2402317	1543566	372931906	12497069	852987001	20372
1496367514101204028	1802416265	257815	54475	1022709486	1687783	1983478184	250
1496367514601873092	1802412900	259842	53215	1074136971	1635381	2019645495	241
1496367515102538822	1802407275	226821	51544	1109721880	1531757	2075324239	231
1496367515603204718	1802396677	244655	50655	1119221196	1390143	2080608353	227
1496367516103876782	1802424346	248881	50688	1106321297	1498407	2060290953	231
1496367516604547762	1802405071	243821	51406	1110403509	1506497	2068724961	227
1496367517105295742	1802708431	253763	50716	1104505916	1631794	2056862308	228
1496367517606070180	1802791810	246797	49521	1110539197	1608898	2059988986	226
1496367518106738035	1802409645	256155	50426	1089994538	1771946	2029624849	227
1496367518607403641	1802386550	243817	50503	1100450050	1735959	2050049350	231
1496367519108069329	1802406856	245581	50557	1111056801	1738253	2051949522	228
1496367519608781017	1802403689	241995	50022	1086306752	1892833	2021205047	229
1496367520109451248	1798727457	205178	56717	811597963	2062958	1761267960	272
1496367520610125061	1782655187	306478	115075	680159810	2738563	1511745814	1217
1496367521110799999	1802436645	320369	141123	567542532	5336943	1375997817	1534
1496367521611499688	957719009	3081374	929312	270056538	3082948	600608165	14281
1496367522112324793	995303618	10434076	3039572	206721122	3454673	400705035	49931
1496367522613104939	993775052	10262442	3007990	211918897	3417102	419941072	49102
1496367523113876128	1144400051	7486156	2288302	309317339	2990516	653788249	36744
1496367523614566191	1801714736	157028	62159	529466657	2009639	1215655345	827
1496367524115240421	1802435090	141099	56684	531073633	2007768	1219120994	804
1496367524615924943	1802464050	141369	58090	531214521	2008421	1219706446	797
1496367525116603423	1802443489	139930	57732	531213355	2008437	1219742366	799
1496367525617285237	1802459980	143059	57624	531092593	2007727	1219231757	795
1496367526117969300	1802461291	144499	59296	528909596	2013384	1218564348	783
1496367526618758405	1802471150	144204	57894	527867443	2017172	1218128894	787
1496367527119581885	1803338985	139077	57673	527911029	2019264	1219712228	865
1496367527620291407	1802549518	146827	58978	527268564	2030229	1219366605	904
1496367528120969470	1802455958	142755	57623	527008856	2053507	1219710441	925
1496367528621653784	1802456114	145929	57721	526123292	2159006	1218303972	886
1496367529122372097	1802475550	141813	58382	525933282	2192107	1218535635	913
1496367529623054452	1802583949	147422	59233	525923140	2213431	1218460376	873
1496367530123852182	1802466215	142760	58816	525761574	2206131	1218293808	889
1496367530624539162	1802881906	146688	60112	524624462	2244608	1215968701	898
