#Timestamp	CPU_CYCLES	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	CID_WRITE_RETIRED	BRANCH_MISPRED	BRANCH_PRED
1481370521359736170	633966559	977114975	924	1520	4	4204391	130099226
1481370521860557850	1001704284	1575791903	114	228	0	6684453	201904593
1481370522361145404	1001172069	1579187734	114	228	0	6654052	188804413
1481370522861725333	1001159382	1590774575	114	228	0	6191147	198055484
1481370523362316762	1001176604	1576402183	113	226	0	6658325	203149519
1481370523862901233	1001188470	1562134139	110	220	0	7029718	193226341
1481370524363477663	1001133660	1610695108	112	224	0	5805621	192589674
1481370524864053384	1001150879	1575704991	113	226	0	6669981	203132527
1481370525364632229	1001155331	1568170465	113	226	0	6804901	199796478
1481370525865300617	1001147654	1597104476	114	228	0	6240965	187660835
1481370526365874713	1001335534	1582711077	113	226	0	6475978	201479656
1481370526866447809	1001144741	1579218535	113	226	0	6555963	203160464
1481370527367022030	1001144366	1564230154	113	226	0	7030884	191636735
1481370527867599709	1001151855	1610340461	113	226	0	5713576	194157213
1481370528368178805	1001155974	1577256422	113	226	0	6615476	203142369
1481370528868751234	1001146816	1562709619	110	220	0	6833481	199177645
1481370529369333705	1001158060	1611589958	113	226	0	5951650	186649770
1481370529869905051	1001142658	1577331291	113	226	0	6612217	203151208
1481370530370663814	1001513371	1577549137	114	228	0	6632012	202900574
1481370530871250993	1001172491	1570672701	113	226	0	6872703	189620317
1481370531371826464	1001151897	1600358619	113	226	0	6009514	196448438
1481370531872403185	1001149883	1577375186	113	226	0	6608639	203135116
1481370532372986573	1001163750	1561014844	113	226	0	6968768	195996374
1481370532873573335	1001168610	1612224527	113	226	0	5830093	189784463
1481370533374246765	1001344235	1576531397	113	226	0	6657771	203174565
1481370533874898319	1001304944	1575703976	110	220	0	6647033	201420044
1481370534375672499	1001541984	1584352852	114	228	0	6516270	188877469
1481370534876324720	1001310314	1594264985	113	226	0	6164576	198750047
1481370535376977733	1001298078	1577177153	113	226	0	6631151	203151635
1481370535877671412	929623912	1473785557	160	301	1	5806160	172164545
1481370536378368258	749956713	861467374	2688	3522	4	4468574	186479499
1481370536879031563	1001327439	1160264222	2115	2229	0	7257107	252997863
1481370537379694284	1001322250	1165851397	2169	2281	0	6842026	252771101
1481370537880395005	1001400475	1161542673	2120	2235	0	7264357	253285230
1481370538381055684	1001322489	1160702550	2115	2229	0	7261978	253056713
1481370538881730239	1001342856	1165709379	2169	2280	0	6867949	252784178
1481370539382390418	1001321095	1161776100	2118	2231	0	7262685	253311132
1481370539883053598	1001322810	1165316302	2169	2283	0	6859929	252750970
1481370540383774485	1001440290	1162207946	2119	2232	0	7250498	253319913
1481370540884365081	1001176540	1161335657	2116	2228	0	7252169	253216365
1481370541384955386	1001180175	1166201395	2169	2280	0	6819863	252847092
1481370541885592565	1001272470	1161228522	2117	2230	0	7279305	253196449
1481370542386198244	1001209440	1164401541	2148	2260	0	7001532	253023926
1481370542886786882	1001174985	1164768374	2141	2253	0	7075169	253355429
1481370543387380353	1001184705	1161628135	2113	2222	0	7267437	253281380
1481370543887965991	1001171645	1166013715	2170	2282	0	6836592	252794134
1481370544388555795	1001175540	1161660588	2115	2226	0	7259616	253296263
1481370544889142932	1001174470	1162664719	2125	2237	0	7182958	253268148
1481370545389726320	1001165835	1165389581	2161	2272	0	6919340	252909791
1481370545890315624	1001175255	1162077504	2118	2231	0	7239864	253400200
1481370546390906220	1001180220	1169207192	2175	2287	0	6906327	253574084
1481370546891492649	1001166305	1166381933	2127	2239	0	7270412	254174485
1481370547392091537	1001199370	1165394391	2123	2234	0	7289482	254060274
1481370547892680341	1001173615	1170196202	2178	2290	0	6865210	253680601
1481370548393264437	1001168690	1166423552	2123	2232	0	7305867	254293469
1481370548893852492	1001172029	1165827487	2125	2237	0	7314122	254153165
1481370549394441421	1001176501	1170279207	2177	2288	0	6883186	253671721
1481370549895020975	1001158920	1166087770	2126	2238	0	7297694	254206493
1481370550395733155	1001423925	1167236824	2139	2252	0	7187679	254100051
1481370550896364626	928609116	1077477428	2025	2165	1	6715647	234661376
1481370551396984638	748567273	865701590	10965	21242	4	2249480	52550421
1481370551897609026	1001254470	1183587065	13857	27238	0	2930360	70147455
1481370552398195789	1001167239	1188372589	13713	26958	0	2954478	70267388
1481370552898792551	1001190030	1188585012	13678	26888	0	2948629	70427685
1481370553399388647	1001188840	1176934829	13721	26959	0	2968693	70320626
1481370553900028493	1001277966	1187122663	13750	27028	0	2957413	70095565
1481370554400732923	1001421385	1188136890	13735	27002	0	2999604	70346147
1481370554901335810	1001197823	1185061915	13633	26794	0	2960187	70509298
1481370555401956031	1001232710	1176219271	13761	27042	0	2973936	70184015
1481370555902579169	1001247620	1188776092	13725	26982	0	2947699	70147334
1481370556403195890	1001228922	1186127224	13716	26963	0	2989830	70208020
1481370556903815069	1001227219	1185431164	13634	26795	0	2952362	70559488
1481370557404441874	1001259140	1176477029	13828	27178	0	2955810	70222583
1481370557905055511	1001228255	1189290943	13667	26863	0	2958564	70133548
1481370558405729107	1001345846	1184894835	13698	26929	0	2992233	70198267
1481370558906336578	1001215818	1185477891	13639	26805	0	2952879	70503264
1481370559406953466	1001227391	1176769240	13756	27033	0	2955466	70261554
1481370559907578020	1001251355	1189319883	13730	26990	0	2930230	70159727
1481370560408261700	1001361951	1186314897	13716	26964	0	2984794	70236178
1481370560908870504	1001215724	1185073423	13627	26780	0	2932766	70554147
1481370561409496725	1001246200	1176267879	13753	27028	0	2980110	70200243
1481370561910120988	1001250331	1186112328	13702	26933	0	2959333	70065890
1481370562410795626	1001339944	1184926600	13695	26922	0	2997934	70297906
1481370562911410555	1001235840	1188451845	13675	26882	0	2944632	70402960
1481370563412029651	1001238006	1177181973	13662	26841	0	2944423	70404111
1481370563912661372	1001264470	1188207905	13809	27147	0	2931603	70237825
1481370564413274593	1001221560	1187404820	13722	26977	0	3000878	70330450
1481370564913890814	1001222999	1186229758	13639	26804	0	2944244	70618534
1481370565414518952	1001260231	1176296778	13761	27044	0	2982572	70206894
1481370565915192298	1001253595	1187716049	13708	26945	0	2952232	70136456
1481370566415804602	673435833	918642612	5233	9934	5	1853552	48372060
1481370566916412240	1001216599	1424221780	5877	11483	0	2661902	75276514
1481370567417034002	1001243461	1427703398	6153	12050	0	2627105	73625035
1481370567917635307	1001195520	1435120620	5824	11393	0	2610506	73281431
1481370568418317028	1001367975	1434454476	5825	11395	0	2646804	73626978
1481370568918985541	1001336385	1437312535	5827	11399	0	2712076	75545260
1481370569419664345	1001349300	1419736920	6047	11823	0	2654779	74694673
1481370569920575233	1001821215	1432111022	5984	11712	0	2624137	73448746
1481370570421171704	1001193505	1435101980	5825	11395	0	2612618	73301142
1481370570921766175	1001190205	1432431479	5825	11395	0	2653155	73689679
1481370571422362438	1001186524	1436414507	5824	11393	0	2710857	76133680
1481370571922974867	1001220261	1417309400	6069	11865	0	2645640	74059078
1481370572423591713	1001237350	1430712179	5961	11668	0	2622240	73470166
1481370572924183142	1001184515	1431636125	5824	11393	0	2613744	73266957
1481370573424789030	1001204320	1433787714	5824	11393	0	2645181	73662721
1481370573925457918	1001336830	1434553942	5826	11397	0	2702952	75124686
1481370574426069639	1001216670	1421997819	5913	11553	0	2661774	75007659
1481370574926699568	1001265375	1427230523	6117	11980	0	2630556	73641306
1481370575427296289	1001186439	1435095798	5824	11393	0	2612659	73320786
1481370575927907968	1001221731	1432621247	5825	11395	0	2649707	73612008
1481370576428506314	1001198175	1434854942	5824	11393	0	2694210	74950702
1481370576929112494	1001205455	1423610759	5868	11468	0	2658417	75184707
1481370577429728381	1001233044	1425170342	6162	12065	0	2640150	73680456
1481370577930336019	1001211291	1434971487	5825	11395	0	2615075	73310977
1481370578430936282	1001199255	1432719715	5825	11395	0	2632966	73533679
1481370578931523544	673889375	1044386076	1319	2248	5	7255377	114784594
1481370579432113390	1001178240	1606481625	358	677	0	11224081	175717985
1481370579932769444	1001309444	1616894605	276	526	0	11299176	176732115
1481370580433351165	1001160946	1606907333	358	677	0	11221339	175731167
1481370580933924053	1001148019	1616720485	276	526	0	11301984	176732870
1481370581434505274	1001160941	1606806359	358	677	0	11227644	175732312
1481370581935079203	1001143238	1606853123	359	679	0	11231707	175795428
1481370582435789966	1001416103	1617078052	276	526	0	11299607	176729445
1481370582936369979	1001160480	1606681247	359	679	0	11223736	175734811
1481370583436972033	1001204052	1616922957	275	524	0	11301148	176741715
1481370583937649879	1001356052	1607215447	359	679	0	11224514	175763402
1481370584438243433	1001182463	1616802605	275	524	0	11301311	176751043
1481370584938837738	1001183512	1606349419	359	679	0	11228061	175690062
1481370585439439375	1001199153	1607220620	358	677	0	11229486	175817712
1481370585940030471	1001182711	1616392956	276	526	0	11296987	176663242
1481370586440697942	1001330624	1606948903	360	681	0	11223882	175757116
1481370586941296746	1001198003	1616587048	276	526	0	11299119	176706804
1481370587441893134	1001190182	1607016733	357	675	0	11223353	175745092
1481370587942482897	1001178275	1616848930	276	526	0	11300462	176750567
1481370588443078034	674289634	747991834	1216	2047	5	5394066	90687792
1481370588943699630	1001237816	584830642	3679	6329	0	7599681	100379667
1481370589444308435	1001219658	547632769	3378	5614	0	7117091	95476767
1481370589944987906	1001353401	547846596	3417	5795	0	6977211	94045044
1481370590445736210	1001500810	578404960	3583	6040	0	7629029	100679225
1481370590946361556	1001249411	516751925	3215	5374	0	6476816	88867129
1481370591446978736	1001235138	609561778	3781	6455	0	8140150	105878385
1481370591947597207	1001232731	486176106	3018	4958	0	5985155	83782984
1481370592448216178	1001233291	629541508	3821	6566	0	8276382	107850915
1481370592948836690	1001238239	493917777	3006	4874	0	6240433	86272946
1481370593449474661	1001280285	601731199	3795	6541	0	7869375	103431266
1481370593950086799	1001219940	524564915	3225	5294	0	6733602	91526113
1481370594450837937	1001490426	571340621	3573	6120	0	7396022	98123810
1481370594951444783	1001223324	556696275	3440	5739	0	7274732	97044543
1481370595452062962	1001230985	539640449	3362	5677	0	6842151	92673322
1481370595952674683	1001221730	591753003	3670	6219	0	7856856	102946462
1481370596453299238	1001245340	503865403	3129	5194	0	6270833	86706835
1481370596953916459	1001233470	622551023	3845	6592	0	8302991	107705571
1481370597454537763	1001245755	485155759	2949	4815	0	6026883	83982394
1481370597955201276	1001211279	617473820	3829	6578	0	8075399	105778415
1481370598455815622	1001333531	503321712	3082	4996	0	6387392	88009883
1481370598956432009	1001231455	592250762	3717	6418	0	7734500	101658449
1481370599457047105	1001234300	534816979	3289	5430	0	6911624	93252402
1481370599957716535	1001331551	560855997	3505	5977	0	7214818	96340746
1481370600458310631	1001186624	567002760	3506	5878	0	7441019	98767118
1481370600958921935	1001141447	527415463	3281	5525	0	6675928	90564891
1481370601459640323	1001437807	586056550	3629	6140	0	7757995	101953827
1481370601960340294	1001398761	509121141	3166	5270	0	6368997	87605881
1481370602461038848	1001396164	616936932	3829	6556	0	8251765	107099865
1481370602961712778	1001350685	478302732	2964	4851	0	5860551	82411807
1481370603462378499	1001329441	629717929	3824	6570	0	8286781	107905800
1481370603963055970	1001333479	495824827	3028	4895	0	6258340	86659215
1481370604463735066	667025947	350153393	4131	7256	5	3836047	59526939
1481370604964433204	1001404890	676304376	2131	3863	0	11990935	89320846
1481370605465105675	1001340301	671822228	3979	7166	0	11940197	96509349
1481370605965856355	1001495580	731398532	3804	6816	0	9958758	88784547
1481370606466548368	1001387400	646111714	2222	4048	0	12184811	90274465
1481370606967213339	1001326005	701902090	3979	7166	0	11504815	94888587
1481370607467878643	1001330015	731564513	2800	4807	0	10554524	90614866
1481370607968568781	1001380649	621222288	3223	6051	0	12289688	91442452
1481370608469229002	1001314391	724028809	3979	7166	0	10852753	91547352
1481370608969896306	1001320419	703774263	2210	3858	0	11008400	87538712
1481370609470687694	1001595081	641522700	3815	7004	0	12058353	95694494
1481370609971308790	1001234140	729894729	3980	7168	0	10464492	89703674
1481370610471922553	1001232475	688190696	2188	3837	0	11448118	88774858
1481370610972515982	1001182129	652146041	3837	7025	0	11893992	95011815
1481370611473118787	1001200021	735472046	3979	7166	0	10290597	89338580
1481370611973720008	1001207670	683976724	2184	3832	0	11532494	89151665
1481370612474314687	1001181095	659682119	3839	7026	0	12200088	95649460
1481370612974930783	1001227405	733090487	3980	7168	0	9909102	88603779
1481370613475653671	1001451279	661701297	2045	3694	0	11964163	88802376
1481370613976260683	1001207111	685137881	3980	7168	0	11941160	96934064
1481370614476877863	1001231165	731801800	3455	6119	0	10184957	89412801
1481370614977507917	1001265435	634615877	2570	4743	0	12250210	90645247
1481370615478125388	1001226365	712157134	3978	7164	0	11261706	93830894
1481370615978738942	1001230675	723286031	2545	4356	0	10673965	89837163
1481370616479359205	1001234980	624170865	3479	6504	0	12331391	93172361
1481370616980018634	313689716	232046373	1198	1847	5	1667894	21851385
1481370617480693189	654943049	852142713	2296	2709	0	7875071	115264747
1481370617981308952	885629031	1151877428	3101	3649	0	10664297	155844513
1481370618481923172	886710711	1154600536	3102	3649	0	10657021	156115741
1481370618982531810	885707803	1153126554	3098	3645	0	10652518	155977532
1481370619483214240	881483640	1147371466	3065	3606	0	10605976	155358329
1481370619983801377	886068086	1153549950	3102	3649	0	10663303	156020134
1481370620484389181	878552647	1143786634	3064	3606	0	10568142	154800818
1481370620984975944	885924528	1152945083	3100	3647	0	10656957	155955988
1481370621485636998	877077039	1141975562	3061	3602	0	10547457	154509566
1481370621986218719	885842472	1153281423	3104	3653	0	10652523	155946636
1481370622486805774	876372573	1140613332	3061	3602	0	10544919	154338487
1481370622987392245	884818208	1151921424	3092	3640	0	10645614	155865699
1481370623487998966	886662032	1153939408	3081	3622	0	10670401	156238299
1481370623988587103	885710068	1153407189	3099	3650	0	10654895	156030567
1481370624489168782	885179295	1151651392	3101	3649	0	10657761	155807899
1481370624989752628	882280134	1148630415	3084	3634	0	10602918	155401464
1481370625490357933	886894846	1155404563	3088	3633	0	10670570	156335514
1481370625990960154	884241821	1150552583	3102	3651	0	10639162	155630791
1481370626491549583	884360534	1151501295	3100	3645	0	10632377	155643905
1481370626992134846	885593668	1152880511	3092	3642	0	10641551	156078614
1481370627492726441	866905657	1128721270	3035	3572	0	10430349	152625920
1481370627993316287	884952378	1151915636	3087	3633	0	10639431	155930087
1481370628493914800	886093680	1154363709	3078	3618	0	10661370	156239218
1481370628994512854	884258941	1150881380	3098	3645	0	10639303	155688056
1481370629495217950	875900199	1140191486	3061	3602	0	10532824	154255492
1481370629995808838	885561919	1152591471	3104	3653	0	10649365	155828977
1481370630496398351	885997302	1153337843	3098	3645	0	10656778	156021142
1481370630996986405	887280176	1155145165	3098	3646	0	10670853	156328442
1481370631497603501	886105524	1153642191	3078	3618	0	10657435	156189777
1481370631998228139	549816830	612524410	3732	4636	5	5092511	75744693
1481370632498857068	706498184	653001532	5773	6189	0	3916523	62204005
1481370632999466539	692769907	640838762	5668	6081	0	3837033	61035244
1481370633500094718	686592211	634935937	5614	6018	0	3811346	60461044
1481370634000740398	697660730	644968621	5705	6119	0	3867874	61438888
1481370634501346327	694579059	642773562	5676	6085	0	3851686	61190160
1481370635001949423	704858705	651364036	5760	6175	0	3905530	62060217
1481370635502553311	702067491	649277065	5737	6150	0	3892176	61828676
1481370636003168615	698942861	646062184	5711	6121	0	3875444	61536815
1481370636503871878	706153772	652970408	5771	6185	0	3912886	62202376
1481370637004570557	701862889	648743641	5735	6150	0	3894610	61803101
1481370637505298487	701499253	648606878	5734	6148	0	3887251	61779908
1481370638005978625	703850259	650473915	5750	6166	0	3904619	61954264
1481370638506669429	704093021	651074123	5754	6167	0	3897201	62020135
1481370639007349233	701478717	648669588	5733	6146	0	3885644	61787178
1481370639508032371	707903571	654678693	5783	6200	0	3926550	62359005
1481370640008646092	695001605	642637571	5683	6092	0	3852064	61203951
1481370640509233563	697116999	644475103	5701	6118	0	3867607	61398284
1481370641009851284	700800430	648484910	5731	6141	0	3886698	61745957
1481370641510494297	704646164	651898955	5759	6177	0	3908386	62083198
1481370642011086226	688881634	636916786	5638	6047	0	3815751	60686438
1481370642511672030	707279032	654884842	5789	6206	0	3923274	62352563
1481370643012320460	703700325	650711592	5754	6170	0	3892220	61981884
1481370643512911056	703112593	649727434	5748	6169	0	3900184	61898549
1481370644013509777	702258687	649654343	5742	6157	0	3887774	61860421
1481370644514117456	704052588	650872240	5754	6167	0	3897730	62001231
1481370645014748635	701450771	648660451	5734	6148	0	3890048	61788622
1481370645515420856	693433263	641175375	5672	6087	0	3840091	61070770
1481370646016031077	690040845	638799811	5649	6057	0	3823144	60818628
1481370646516652007	687377934	635756803	5622	6029	0	3808282	60559035
1481370647017274811	697401588	644477969	5701	6115	0	3864664	61404859
1481370647517876199	704729779	652092826	5760	6177	0	3909318	62087591
1481370648018484961	704824800	651399232	5763	6180	0	3907741	62066626
1481370648519089474	695230547	642375186	5683	6095	0	3856476	61200733
1481370649019689653	707366953	654609069	5785	6204	0	3916125	62351719
1481370649520460916	696744855	644697580	5702	6114	0	3858091	61398243
1481370650021105762	703761945	650810133	5756	6173	0	3903755	61993170
1481370650521754275	701250249	648603054	5735	6150	0	3885403	61774493
1481370651022376371	701635114	648773993	5735	6150	0	3892741	61804365
1481370651523005884	704598492	652045227	5761	6179	0	3906566	62082032
1481370652023654438	707475672	653710873	5783	6199	0	3921940	62283413
1481370652524278368	701985092	649185204	5741	6157	0	3893857	61836910
1481370653024911547	700957529	648107495	5729	6143	0	3878520	61722559
1481370653525604518	696593601	644257735	5698	6111	0	3860017	61355297
1481370654026224906	704108268	651630301	5756	6171	0	3898911	62053754
1481370654526853418	706161499	653481195	5776	6194	0	3911995	62236263
1481370655027487223	701051163	648323937	5733	6147	0	3881797	61750828
1481370655528119860	696198112	643791818	5694	6107	0	3857764	61331840
1481370656028776540	703058353	650127277	5747	6158	0	3895964	61930807
1481370656529404677	673769773	622963187	5513	5916	0	3732852	59322628
1481370657030037065	705622244	652782383	5769	6185	0	3912040	62168124
1481370657530751245	702889466	649321734	5743	6159	0	3893747	61875694
1481370658031377382	703726676	651375227	5754	6170	0	3897172	62014207
1481370658532021687	693955912	641076889	5674	6086	0	3848553	61091287
1481370659032639324	713353724	659570570	5829	6250	0	3955973	62815985
1481370659533321379	701584582	648517178	5732	6146	0	3890225	61776504
1481370660033928100	696918110	644282083	5695	6105	0	3864986	61378966
1481370660534545946	703447586	650663793	5750	6161	0	3896216	61970600
1481370661035215959	517218236	495794755	7679	8579	5	4418355	62220215
1481370661535828221	849955007	897658231	16453	16976	0	10161943	134886009
1481370662036420526	846123061	897872513	16445	16969	0	10157075	134744347
1481370662537012621	846524207	900595602	16476	17002	0	10180475	135016803
1481370663037640592	846785525	898592487	16457	16979	0	10154375	134811600
1481370663538252063	827357841	879268371	16073	16588	0	9934775	131827396
1481370664038899535	843187468	896043564	16429	16950	0	10132982	134329841
1481370664539501505	841402713	891754514	16305	16827	0	10090141	133860457
1481370665040102185	836478964	887588249	16222	16739	0	10038071	133114680
1481370665540747989	824478094	877862352	16050	16564	0	9916188	131541893
1481370666041363543	824192642	876250927	16070	16585	0	9903480	131354238
1481370666541967139	823791013	875583122	16014	16527	0	9895695	131242328
1481370667042579819	838155499	894330586	16400	16923	0	10089200	133873444
1481370667543192623	839180181	884807895	16213	16728	0	10019615	133035537
1481370668043814552	845283108	899134305	16490	17014	0	10166971	134757222
1481370668544408940	848368214	903311017	16530	17056	0	10206853	135422725
1481370669044999286	842124530	891046409	16319	16841	0	10082377	133838602
1481370669545728257	840437103	891870512	16254	16773	0	10084242	133822976
1481370670046340770	835727798	881699474	16165	16682	0	9980347	132483169
1481370670546923032	841185660	893782892	16319	16840	0	10105080	134068560
1481370671047506128	831637682	878391793	16076	16588	0	9934594	131998049
1481370671548238141	835575488	888706308	16263	16783	0	10040268	133245903
1481370672048938904	842161745	885020240	16211	16729	0	10023875	133342360
1481370672549624959	844326698	896312077	16441	16965	0	10134274	134492586
1481370673050312305	831682140	881361681	16126	16644	0	9975406	132331302
1481370673550991484	848684663	905519548	16567	17095	0	10229569	135624298
1481370674051665247	848201330	902230068	16537	17064	0	10190159	135271409
1481370674552343760	846288395	893549568	16379	16903	0	10105896	134377585
1481370675053019897	847840887	900196745	16478	17002	0	10180791	135082239
1481370675553696994	847016144	903897711	16556	17081	0	10206440	135417946
1481370676054372715	849893145	904356860	16559	17086	0	10207972	135595369
1481370676555063102	844626843	892614083	16371	16893	0	10089696	134177007
1481370677055804574	850722640	897352187	16453	16978	0	10159477	134938159
1481370677556511712	842574304	893388512	16372	16892	0	10096421	134067679
1481370678057203183	827894114	878297580	16067	16587	0	9922575	131816828
1481370678557879070	842062726	894444795	16386	16908	0	10107721	134205754
1481370679058639042	522465782	444125696	10229	11804	5	5125645	67343968
1481370679559243888	739685881	590744404	13797	15729	0	6847181	88610880
1481370680059908775	733826154	585784187	13689	15600	0	6792279	87892445
1481370680560572205	754960018	602426284	14102	16082	0	6989897	90398796
1481370681061194468	745895962	596165831	13894	15823	0	6922735	89423465
1481370681561813439	729915278	584204547	13616	15529	0	6787513	87630108
1481370682062446826	736092742	586820943	13743	15657	0	6807255	88064160
1481370682563048297	735207564	586715333	13727	15658	0	6820017	88051424
1481370683063648935	743666199	594811798	13850	15781	0	6899751	89196340
1481370683564275947	745392817	595612600	13909	15856	0	6915754	89382186
1481370684064891752	733262458	585696478	13682	15596	0	6803557	87877870
1481370684565571973	742518004	592185023	13868	15798	0	6871750	88837089
1481370685066192861	745203992	595847122	13882	15828	0	6908543	89361762
1481370685566834082	729459162	580989393	13605	15501	0	6749237	87205385
1481370686067452094	740186741	591063772	13808	15739	0	6858559	88664381
1481370686568056024	738968795	590648875	13777	15707	0	6847180	88591898
1481370687068694370	734554027	585914861	13709	15622	0	6804004	87922026
1481370687569295216	731340157	584924622	13635	15546	0	6787912	87729607
1481370688069910270	732585677	585293386	13664	15576	0	6790782	87802539
1481370688570596491	725035948	577490999	13529	15424	0	6711102	86691581
1481370689071278337	731181059	583703067	13625	15518	0	6770755	87570286
1481370689571893016	747086233	596396591	13930	15874	0	6917623	89465017
1481370690072530029	738415839	590519632	13763	15691	0	6843243	88572791
1481370690573159875	735884227	586428618	13747	15663	0	6804965	88025597
