#Timestamp	Benchmark	Run(#)	GPU Frequency (MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Power(W)	inst_executed_cs	sm_inst_executed_texture	sm_inst_executed_global_loads	m_inst_executed_global_stores	threads_launched	gpu_busy	sm_executed_ipc	sm_issued_ipc	l2_write_bytes	l2_read_bytes	sm_active_cycles	sm_active_warps	sm_warps_launched
2199580	cfd	1	460	25	0.820000	0.8782205128205126	0.0	0.01712	0.0	2.6666666666666664e-06	0.6643786666666667	1.1526526666666668	2e-06	3.333333333333333e-07	5.56053	6.1468126666666665	0.7375773333333333	48.429224000000005	0.02876366666666667
2200089	cfd	1	460	26	0.820000	0.8679487179487179	0.0	0.016987333333333333	0.0	0.0	0.6937833333333333	0.432358	1.3333333333333332e-06	0.0	4.594523333333334	7.009115	0.14112366666666668	14.366091000000003	0.021935
2200599	cfd	1	460	26	0.820000	0.8691230769230769	0.0	0.013474666666666668	0.0	0.0	0.09077666666666666	0.09392233333333333	3.333333333333333e-07	3.333333333333333e-07	1.7094656666666666	1.7781126666666667	0.048134666666666666	4.082462333333333	0.006941333333333334
2201108	cfd	1	460	26	0.820000	0.867553846153846	0.0	0.005927000000000001	0.0	0.0	0.09492366666666667	0.0425	0.0	0.0	0.6524199999999999	0.9141833333333333	0.091192	3.9670833333333335	0.003073666666666667
2201617	cfd	1	460	27	0.820000	0.8774051282051282	20.967854	0.004186333333333334	0.0	0.0	0.131954	0.06422266666666666	0.0	0.0	0.3808753333333333	0.7601573333333334	0.017905666666666667	2.791495	0.004279333333333333
2202125	cfd	1	460	27	0.820000	0.9093435897435898	104.16501666666666	0.004628333333333334	0.0	0.0	0.13176666666666667	0.04027633333333334	0.0	0.0	0.45249433333333333	0.7643643333333333	0.048956	2.3787350000000003	0.0025383333333333334
2202638	cfd	1	460	26	0.820000	0.9512358974358973	103.80435	0.24292099999999997	0.0	0.0	0.07829833333333334	0.063154	0.0	0.0	0.5468123333333333	0.5878536666666667	0.07226033333333333	4.031488333333333	0.004272666666666667
2203151	cfd	1	460	26	0.820000	1.1806410256410256	177.41940433333335	3.0470616666666666	2.0695973333333333	0.7736976666666666	2.242929333333333	0.06418733333333333	0.0	0.0	36.106727	0.5949023333333333	0.047936	113.40036066666666	0.004275666666666666
2203666	cfd	1	460	26	0.820000	1.9473487179487179	297.09131500000007	7.117352666666666	7.087056666666666	2.2166946666666667	13.551265	45.78264866666667	0.0017473333333333334	6.666666666666666e-07	142.99946366666666	1063.970345	142.16614933333332	3131.903414	0.25021266666666664
2204179	cfd	1	460	26	0.820000	2.299605128205128	305.91409766666663	10.719428666666667	13.012137333333333	2.758399666666667	18.800215333333334	99.99478	3.333333333333333e-07	0.0	282.19601700000004	2851.2972936666665	199.44064066666667	5916.131934333333	0.6625679999999999
2204695	cfd	1	460	26	0.820000	2.1789948717948717	307.66140866666666	13.999222666666668	11.980581333333333	2.521659666666667	19.39847	99.99598633333333	0.0	0.0	337.79207233333335	3343.721418333333	199.47768766666664	6326.583945666666	0.6083646666666667
2205208	cfd	1	460	26	0.820000	2.071394871794872	306.7079946666667	14.652403666666666	11.547767666666667	2.5322036666666667	18.302999666666665	99.99517033333335	0.0	0.0	319.3836953333333	3093.3581510000004	199.61671833333332	5619.164935333334	0.5510676666666666
2205726	cfd	1	460	26	0.820000	2.0867538461538464	307.04664900000006	14.010922666666666	11.562494333333333	2.537769	17.966758333333335	99.99834266666666	0.0	0.0	314.2999756666667	3074.57976	199.56705933333333	5877.012575666667	0.5531233333333333
