#Timestamp	CPU_CYCLES	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	CID_WRITE_RETIRED	BRANCH_MISPRED	BRANCH_PRED
1481379069807387437	313848102	479661773	919	1510	4	2081248	64870325
1481379070308181033	500825772	763298056	109	218	0	3994284	100603851
1481379070808787962	500603002	810005667	109	218	0	2658631	102481097
1481379071309386350	500598470	796397241	109	218	0	3086548	91265628
1481379071810050655	500660344	761033752	110	220	0	3932067	102272309
1481379072310627834	500588886	811913194	109	218	0	2697553	100727075
1481379072811229471	500592482	796261111	109	218	0	3093829	91266746
1481379073311855776	500601884	761022344	109	218	0	3842600	105948555
1481379073812482455	500648202	810699637	108	216	0	2851458	97080209
1481379074313089384	500605605	796631172	109	218	0	3081017	91262604
1481379074813692564	500602061	764860597	109	218	0	3741018	108080650
1481379075314296451	500604261	807926154	109	218	0	2905999	94947100
1481379075814945631	500647908	796273925	110	220	0	3086597	91510574
1481379076315550935	500604058	772253833	109	218	0	3626090	109094317
1481379076816156614	500603139	799799140	109	218	0	3034300	93625759
1481379077316760502	500604618	785790268	109	218	0	3373566	93996196
1481379077817363598	500602865	786401691	109	218	0	3292168	108305924
1481379078317968611	500604318	797017109	108	216	0	3066335	91974660
1481379078818572248	500601073	776240880	109	218	0	3625424	96757086
1481379079319250803	500678293	797161622	111	222	0	3008536	106259184
1481379079819980482	500727175	796364626	112	224	0	3078094	91270487
1481379080320579162	500599043	766441169	110	220	0	3890957	99566961
1481379080821180591	500598215	807868064	110	220	0	2699344	103452737
1481379081321782437	500601919	796801018	111	222	0	3066054	91263592
1481379081822382199	500598671	761711663	109	218	0	3959968	101560550
1481379082322981879	500600072	811536163	108	216	0	2654600	101436094
1481379082823586183	500602219	797169786	109	218	0	3058647	91275537
1481379083324197154	500610832	762142778	108	216	0	3826899	105099892
1481379083824875208	500677110	811595945	110	220	0	2793531	97937684
1481379084325477388	500601746	797442440	109	218	0	3052907	91273945
1481379084826074650	500596161	764216668	109	218	0	3733146	107961625
1481379085326672371	500596377	809426747	109	218	0	2883194	95067752
1481379085827272259	500600062	797441003	109	218	0	3049560	91263492
1481379086327873022	500599676	771765024	109	218	0	3639627	109182711
1481379086828469993	500594503	802253241	109	218	0	2951845	93830047
1481379087329067422	500597418	786812920	109	218	0	3336154	93997440
1481379087829673476	500601966	786400360	110	220	0	3293162	108317292
1481379088330269530	500597379	796705038	108	216	0	3083440	91991664
1481379088830857626	500587085	776023369	109	218	0	3639469	96663079
1481379089331521389	500663874	797042368	109	218	0	3013310	106363035
1481379089832115193	500592609	795326314	109	218	0	3114965	91260054
1481379090332710623	500594249	767071199	109	218	0	3877692	99410292
1481379090833310302	500598449	807826895	111	222	0	2694435	103609006
1481379091333952023	500641424	796802640	111	222	0	3066065	91263637
1481379091834577661	500590728	762696985	111	222	0	3922682	101554103
1481379092335141798	500595461	810647419	111	222	0	2682749	101424519
1481379092835745478	500594698	797168687	111	222	0	3059390	91272756
1481379093336376032	500637138	762154380	109	218	0	3830615	104984464
1481379093836971169	500595497	812174995	111	222	0	2753181	98030132
1481379094337561974	500591305	796247252	111	222	0	3089899	91252974
1481379094838156653	500591892	762522534	111	222	0	3778075	107890740
1481379095338751749	500596128	809273617	111	222	0	2906480	95131160
1481379095839346845	500592698	796373724	111	222	0	3086729	91257291
1481379096340009608	500662319	770123555	112	224	0	3686658	108841054
1481379096840608120	500596134	801939055	111	222	0	2979974	94167677
1481379097341206425	500598578	788829161	111	222	0	3285195	93344074
1481379097841808146	500599389	782877014	109	218	0	3369177	108530367
1481379098342402700	500593152	797319128	110	220	0	3061642	92350475
1481379098843003921	500600690	778855926	115	229	0	3553598	96023137
1481379099343710350	342951666	552900800	135	252	1	1764681	63944987
1481379099844336280	491896340	606950767	2255	3104	4	3467838	131197724
1481379100344999334	500661204	629887714	1186	1298	0	4025654	137680993
1481379100845614597	500613694	635644494	1223	1335	0	3765029	138053602
1481379101346212776	500599494	634058606	1220	1331	0	3786383	137724882
1481379101846817539	500602806	635246047	1223	1335	0	3763873	137972251
1481379102347453801	500627936	633952761	1220	1332	0	3787712	137708121
1481379102848105439	500655586	635776039	1222	1332	0	3762356	138086259
1481379103348819827	500716215	632994136	1200	1311	0	3926120	138071076
1481379103849502965	500682747	630751180	1186	1297	0	4024606	137879254
1481379104350291686	500787810	634876500	1220	1330	0	3780544	137896815
1481379104850969157	500679854	635012944	1221	1331	0	3782059	137916045
1481379105351658462	500684224	633771791	1217	1326	0	3794438	137665775
1481379105852346141	500689281	634697269	1219	1329	0	3786764	137854693
1481379106353035321	500685942	635658750	1222	1332	0	3792532	138067695
1481379106853717583	500683224	631186466	1199	1309	0	3939227	137585294
1481379107354396429	500676987	630180524	1179	1288	0	4058102	137861837
1481379107855223734	500825955	634510410	1219	1329	0	3796497	137824583
1481379108355913789	500686556	634488531	1219	1328	0	3790226	137824185
1481379108856600635	500687524	634444047	1219	1329	0	3784848	137805980
1481379109357339023	500734137	634140999	1217	1326	0	3790133	137748952
1481379109857980452	500643366	634181905	1219	1329	0	3789191	137755498
1481379110358609256	500628279	633352537	1209	1319	0	3857284	137896116
1481379110859249186	500637354	630321394	1174	1284	0	4081341	137990164
1481379111359963449	500714300	634306336	1223	1336	0	3793409	137821063
1481379111860599170	500635627	634474793	1222	1335	0	3780603	137814252
1481379112361233557	500632152	634502691	1220	1331	0	3780903	137829075
1481379112861870487	500637882	634834913	1220	1330	0	3785062	137889100
1481379113362504541	500630442	634730272	1221	1332	0	3777651	137870288
1481379113863134637	500631693	632679118	1214	1326	0	3844905	137624973
1481379114363766983	500630123	630399182	1175	1286	0	4070859	138025107
1481379114864405121	500636569	634198650	1215	1325	0	3826391	137898976
1481379115365121634	500715738	634235903	1219	1329	0	3793357	137755822
1481379115865754021	500630937	634443531	1219	1329	0	3786918	137812198
1481379116366394617	500640483	635302957	1220	1329	0	3779362	137979562
1481379116867034130	500640109	634488074	1220	1330	0	3783999	137812096
1481379117367671226	500634902	633338681	1214	1322	0	3814894	137665349
1481379117868311031	500637932	630535792	1173	1282	0	4082589	138079066
1481379118368952002	500641096	634109507	1213	1323	0	3868745	137972621
1481379118869692598	500641953	634237064	1219	1330	0	3785819	137781958
1481379119370406861	500810751	635217123	1222	1333	0	3771895	137953995
1481379119871039832	500631873	635609009	1224	1336	0	3773333	138047462
1481379120371682969	500643786	635362969	1222	1333	0	3767847	137995255
1481379120872323399	500638482	633720905	1217	1329	0	3817083	137825026
1481379121372963411	500638230	628683158	1175	1286	0	4088457	137562745
1481379121873595174	500630334	633063118	1211	1323	0	3890617	137793259
1481379122374231645	500636133	634655771	1219	1329	0	3790729	137842332
1481379122874943116	500710188	635308718	1224	1337	0	3777956	137989222
1481379123375572962	500629623	634564128	1221	1332	0	3779745	137838164
1481379123876217183	500643576	635377364	1223	1335	0	3766426	138000797
1481379124376850946	500632305	634570618	1221	1332	0	3784392	137867839
1481379124877481834	500631237	629418793	1176	1288	0	4085124	137792953
1481379125378111055	500627235	633193092	1206	1315	0	3885124	137879098
1481379125878745109	500633361	634954165	1220	1330	0	3788928	137910178
1481379126379381580	500634822	634424176	1219	1329	0	3787858	137794386
1481379126880082676	333203490	406169900	1343	1735	3	2670388	88749649
1481379127380755147	500675308	642779649	8142	15932	2	1676181	38944959
1481379127881382910	500624024	657639397	7546	14840	0	1666350	38784319
1481379128382031048	500643594	648471104	7536	14803	0	1648513	39233910
1481379128882689894	500664105	656355384	7633	15013	0	1658253	38807251
1481379129383366240	500674587	653229781	7490	14720	0	1654478	39176302
1481379129883987003	500619487	652989262	7701	15140	0	1645773	38831468
1481379130384662099	500608415	656248276	7534	14815	0	1665730	39066263
1481379130885261695	500665411	647917909	7648	15027	0	1646691	38896651
1481379131385854874	500593496	656400889	7585	14918	0	1676562	38823358
1481379131886492387	500619600	645321270	7636	15003	0	1646026	39307283
1481379132387214566	500744919	658922796	7534	14815	0	1673616	38786453
1481379132887841579	500617212	650671270	7457	14647	0	1648869	39197859
1481379133388489883	500646874	654316863	7712	15169	0	1656928	38824354
1481379133889142563	500626130	654929076	7515	14774	0	1659174	39145048
1481379134389831617	500716006	649683651	7662	15058	0	1644766	38819271
1481379134890463797	500631099	655656291	7578	14904	0	1675558	38786102
1481379135391082809	500619162	645188178	7647	15024	0	1656224	39331780
1481379135891703239	500618655	657863543	7520	14788	0	1672123	38757648
1481379136392329251	500623535	650302964	7463	14659	0	1647988	39201510
1481379136892978931	500648040	655033883	7706	15158	0	1652725	38847561
1481379137393611652	500629068	654652957	7512	14763	0	1650931	39163730
1481379137894253706	500644828	650450827	7669	15076	0	1648806	38799312
1481379138395089969	500835819	656147664	7567	14882	0	1678688	38758033
1481379138895782190	500691435	643944054	7648	15026	0	1657114	39307024
1481379139396482161	500698248	658679059	7527	14802	0	1670452	38781212
1481379139897122299	500632634	649538025	7532	14797	0	1642947	39253124
1481379140397769020	500654136	655507204	7643	15031	0	1659167	38804387
1481379140898407241	500633265	653983016	7501	14742	0	1654509	39193421
1481379141399047754	500642926	650864781	7676	15090	0	1654213	38794508
1481379141899693600	500635988	656955719	7558	14864	0	1667662	38740663
1481379142400319571	500631784	646116765	7648	15026	0	1649870	39346306
1481379142900946792	500627574	657071792	7555	14857	0	1674978	38812658
1481379143401585888	500631119	647841405	7562	14856	0	1649442	39264991
1481379143902228984	500649777	656411934	7598	14943	0	1668941	38810073
1481379144402858455	500626443	652998205	7488	14716	0	1651304	39183831
1481379144903494301	500634891	650679225	7671	15080	0	1651490	38827354
1481379145404121397	500628949	656264757	7563	14874	0	1679417	38810837
1481379145904750368	500627037	644788111	7649	15028	0	1654850	39380521
