#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	CID_WRITE_RETIRED	BRANCH_MISPRED	BRANCH_PRED
1481379069790669071	automotive_bitcount	1000	53	0.900000	0.220000	0.218000	313848102	479661773	919	1510	4	2081248	64870325
1481379070299635808	automotive_bitcount	1000	53	0.900000	0.529000	0.516000	500825772	763298056	109	218	0	3994284	100603851
1481379070808649462	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500603002	810005667	109	218	0	2658631	102481097
1481379071317626616	automotive_bitcount	1000	53	0.900000	0.548000	0.535000	500660344	761033752	110	220	0	3932067	102272309
1481379071826581145	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500588886	811913194	109	218	0	2697553	100727075
1481379072335538174	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500592482	796261111	109	218	0	3093829	91266746
1481379072844400411	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500601884	761022344	109	218	0	3842600	105948555
1481379073353390231	automotive_bitcount	1000	53	0.900000	0.562000	0.549000	500648202	810699637	108	216	0	2851458	97080209
1481379073862588344	automotive_bitcount	1000	53	0.900000	0.559000	0.546000	500605605	796631172	109	218	0	3081017	91262604
1481379074371523164	automotive_bitcount	1000	53	0.900000	0.540000	0.528000	500602061	764860597	109	218	0	3741018	108080650
1481379074880521943	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500604261	807926154	109	218	0	2905999	94947100
1481379075389353597	automotive_bitcount	1000	53	0.900000	0.555000	0.542000	500647908	796273925	110	220	0	3086597	91510574
1481379075898368209	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500604058	772253833	109	218	0	3626090	109094317
1481379076407349280	automotive_bitcount	1000	53	0.900000	0.561000	0.548000	500603139	799799140	109	218	0	3034300	93625759
1481379076916338517	automotive_bitcount	1000	53	0.900000	0.551000	0.538000	500604618	785790268	109	218	0	3373566	93996196
1481379077425289546	automotive_bitcount	1000	53	0.900000	0.561000	0.548000	500602865	786401691	109	218	0	3292168	108305924
1481379077934244866	automotive_bitcount	1000	53	0.900000	0.534000	0.522000	500604318	797017109	108	216	0	3066335	91974660
1481379078443221520	automotive_bitcount	1000	53	0.900000	0.547000	0.534000	500601073	776240880	109	218	0	3625424	96757086
1481379078952278299	automotive_bitcount	1000	53	0.900000	0.556000	0.543000	500678293	797161622	111	222	0	3008536	106259184
1481379079461219870	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500727175	796364626	112	224	0	3078094	91270487
1481379079970229440	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500599043	766441169	110	220	0	3890957	99566961
1481379080479165052	automotive_bitcount	1000	53	0.900000	0.563000	0.550000	500598215	807868064	110	220	0	2699344	103452737
1481379080988224498	automotive_bitcount	1000	53	0.900000	0.559000	0.546000	500601919	796801018	111	222	0	3066054	91263592
1481379081497039902	automotive_bitcount	1000	53	0.900000	0.538000	0.526000	500598671	761711663	109	218	0	3959968	101560550
1481379082006113931	automotive_bitcount	1000	53	0.900000	0.557000	0.544000	500600072	811536163	108	216	0	2654600	101436094
1481379082515134668	automotive_bitcount	1000	53	0.900000	0.553000	0.540000	500602219	797169786	109	218	0	3058647	91275537
1481379083024176197	automotive_bitcount	1000	53	0.900000	0.558000	0.545000	500610832	762142778	108	216	0	3826899	105099892
