#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481241043946667102	bzip2d	2000	51	1.300000	1.562000	2.072000	1001247535	0	1059937	471395	3678298	246109556	3086266
1481241044455786840	bzip2d	2000	51	1.300000	1.477000	1.959000	1001496500	0	1110783	497908	3663663	258280502	3128312
1481241044965123494	bzip2d	2000	51	1.300000	1.400000	1.856000	1001247374	0	1089371	477889	3834049	230720846	3237781
1481241045474315524	bzip2d	2000	51	1.300000	1.521000	2.016000	1001234276	0	1094680	502608	3502858	272067759	2976599
1481241045983547845	bzip2d	2000	51	1.300000	1.426000	1.890000	1001246175	0	1122936	488689	4007171	216816498	3403878
1481241046492757457	bzip2d	2000	51	1.300000	1.420000	1.882000	1001239664	0	1052401	486514	3428306	284227603	2806001
1481241047001944070	bzip2d	2000	51	1.300000	1.470000	1.949000	1001264506	0	1107394	485493	3962767	216290985	3435601
1481241047511146349	bzip2d	2000	51	1.300000	1.383000	1.833000	1001381110	0	1107067	499147	3523619	272437260	2917016
1481241048020270378	bzip2d	2000	51	1.300000	1.447000	1.918000	1001390520	0	1121739	496984	4004043	226762694	3461908
1481241048529413491	bzip2d	2000	51	1.300000	1.550000	2.055000	1001658856	0	1086284	483650	3503863	262092236	2909707
1481241049038722645	bzip2d	2000	51	1.300000	1.488000	1.973000	1001363114	0	1115692	498591	3839559	242373515	3295481
1481241049547996258	bzip2d	2000	51	1.300000	1.388000	1.840000	1001403835	0	1080142	486341	3679714	246765612	3083933
1481241050057041121	bzip2d	2000	51	1.300000	1.457000	1.931000	1001374720	0	1112934	496909	3663800	258030657	3129174
1481241050566305150	bzip2d	2000	51	1.300000	1.560000	2.068000	1001437635	0	1084357	484160	3839456	230846765	3240676
1481241051075491638	bzip2d	2000	51	1.300000	1.514000	2.009000	1001234715	0	1099249	493884	3502716	272954727	2975989
1481241051586552171	bzip2d	2000	51	1.300000	1.402000	1.859000	1001267131	0	1091467	513629	3983376	215653040	3380826
1481241052096395618	bzip2d	2000	51	1.300000	1.457000	1.931000	1001568924	0	1079333	491044	3419764	281258488	2844149
1481241052606463482	bzip2d	2000	51	1.300000	1.430000	1.897000	1001332775	0	1100542	474307	4005163	213653145	3439952
1481241053115906220	bzip2d	2000	51	1.300000	1.384000	1.835000	1001277500	0	1060054	492509	3479037	277957834	2859201
1481241053625091458	bzip2d	2000	51	1.300000	1.486000	1.970000	1001239930	0	1148300	495322	4062562	222192962	3519288
1481241054134409362	bzip2d	2000	51	1.300000	1.545000	2.050000	1001237836	0	1054034	479328	3449382	266807663	2868054
1481241054643634100	bzip2d	2000	51	1.300000	1.454000	1.928000	1001229599	0	1133988	493164	3893718	236203161	3350755
1481241055153610173	bzip2e	2000	51	1.300000	1.389000	1.841000	666089063	0	1019276	497478	3231491	165369384	3390901
1481241055663223994	bzip2e	2000	51	1.300000	1.699000	2.254000	1001317050	0	443447	213253	10915701	364359512	9736369
1481241056172795524	bzip2e	2000	52	1.300000	1.724000	2.287000	1001442500	0	608464	295578	11328133	348584287	10687028
1481241056682235679	bzip2e	2000	52	1.300000	1.727000	2.291000	1001253140	0	657592	348379	9383571	389181765	8674548
1481241057191385667	bzip2e	2000	52	1.300000	1.723000	2.286000	1001400300	0	356849	182124	11140881	357650571	9949957
1481241057700899988	bzip2e	2000	52	1.300000	1.738000	2.306000	1001416610	0	680823	335875	10914907	358749814	10301664
1481241058210159893	bzip2e	2000	52	1.300000	1.719000	2.281000	1001399255	0	636603	321848	9587675	385977484	8618460
1481241058719355005	bzip2e	2000	52	1.300000	1.733000	2.299000	1001426555	0	364599	187795	11596428	340933022	10660751
1481241059228818535	bzip2e	2000	53	1.300000	1.728000	2.293000	1001373225	0	680640	342799	10239651	375299399	9618874
1481241059737950856	bzip2e	2000	53	1.300000	1.736000	2.305000	1001506500	0	533848	255039	10149108	382678670	8768094
1481241060247258260	bzip2e	2000	53	1.300000	1.742000	2.311000	1001497164	0	480976	260191	11705564	334168680	11201499
1481241060756399873	bzip2e	2000	53	1.300000	1.723000	2.286000	1001227896	0	652534	339302	9607563	384199441	8985221
1481241061265534652	bzip2e	2000	53	1.300000	1.733000	2.301000	1001228895	0	467129	218494	10767258	368529286	9361781
1481241061774652556	bzip2e	2000	53	1.300000	1.725000	2.289000	1001256805	0	544547	293499	11251760	344821679	10815077
1481241062283879627	bzip2e	2000	53	1.300000	1.731000	2.297000	1001219255	0	660192	338448	9446230	388688334	8801992
1481241062793125782	bzip2e	2000	53	1.300000	1.724000	2.287000	1001218345	0	464220	216488	10843012	361716706	9667185
1481241063302324686	bzip2e	2000	53	1.300000	1.713000	2.273000	1001247190	0	641827	332195	9419215	387260212	8693881
1481241063811444382	bzip2e	2000	53	1.300000	1.739000	2.309000	1001205945	0	346638	177715	11188821	351341303	10034760
1481241064320661453	bzip2e	2000	53	1.300000	1.717000	2.280000	1001182440	0	672093	336900	10746638	365433146	10123260
1481241064829807815	bzip2e	2000	53	1.300000	1.746000	2.316000	1001252135	0	581259	304407	9703756	384577784	8463863
1481241065338978970	bzip2e	2000	54	1.300000	1.724000	2.287000	1001288575	0	403458	216955	11654779	337931989	11007115
1481241065848284166	bzip2e	2000	54	1.300000	1.737000	2.304000	1001238050	0	673091	342037	10079201	378429021	9450244
1481241066357544529	bzip2e	2000	54	1.300000	1.739000	2.307000	1001245776	0	505726	244495	10306343	378602388	8930815
1481241066866873142	bzip2e	2000	54	1.300000	1.722000	2.286000	1001360748	0	506771	274325	11592027	337358192	11103450
1481241067376271505	bzip2e	2000	54	1.300000	1.734000	2.302000	322034399	0	512889	259780	1752336	124409371	1024607
1481241067885619492	consumer_jpeg_c	2000	52	1.300000	1.727000	2.293000	709384684	0	882509	361554	1578273	370621830	301033
1481241068394790480	consumer_jpeg_c	2000	53	1.300000	0.880000	1.164000	875201666	0	1096677	446190	1940923	458175339	372601
1481241068903757217	consumer_jpeg_c	2000	53	1.300000	1.690000	2.242000	885011467	0	1104585	450941	1962640	463269363	376651
1481241069412932413	consumer_jpeg_c	2000	53	1.300000	1.713000	2.273000	873759752	0	1092435	446003	1936742	457474727	372363
1481241069922010234	consumer_jpeg_c	2000	54	1.300000	1.685000	2.235000	884600979	0	1114032	453633	1963486	462899558	379299
1481241070431224513	consumer_jpeg_c	2000	54	1.300000	1.705000	2.262000	879251093	0	1099588	448060	1954354	460114435	374609
1481241070940243084	consumer_jpeg_c	2000	54	1.300000	1.718000	2.279000	884794438	0	1106142	450940	1961917	463249066	376830
1481241071449437905	consumer_jpeg_c	2000	54	1.300000	1.713000	2.273000	876022414	0	1105641	450135	1941695	458586994	375157
1481241071958672101	consumer_jpeg_c	2000	54	1.300000	1.714000	2.274000	885877007	0	1114770	453583	1969504	463691646	377559
1481241072467735547	consumer_jpeg_c	2000	54	1.300000	1.702000	2.258000	882564227	0	1106075	451029	1956792	462036395	376246
1481241072976735617	consumer_jpeg_c	2000	54	1.300000	1.728000	2.293000	879432735	0	1095342	447130	1952891	460270426	372874
1481241073485898646	consumer_jpeg_c	2000	54	1.300000	1.696000	2.252000	886104601	0	1113156	452493	1964670	464026530	376528
1481241073995078176	consumer_jpeg_c	2000	54	1.300000	1.722000	2.285000	884924962	0	1108440	451369	1962191	463274859	376670
1481241074504240288	consumer_jpeg_c	2000	54	1.300000	1.722000	2.285000	884805922	0	1106310	450951	1962080	463257762	376598
1481241075013397984	consumer_jpeg_c	2000	54	1.300000	1.703000	2.259000	873294280	0	1100694	449630	1939668	456991842	374035
1481241075522589805	consumer_jpeg_c	2000	54	1.300000	1.704000	2.261000	886030499	0	1109124	452076	1969682	463798922	378266
1481241076031546834	consumer_jpeg_c	2000	54	1.300000	1.724000	2.289000	886141507	0	1107136	450602	1967523	463925417	376886
1481241076540848655	consumer_jpeg_c	2000	54	1.300000	1.735000	2.302000	875119862	0	1096072	445236	1939107	458437544	372519
1481241077049835892	consumer_jpeg_c	2000	54	1.300000	1.675000	2.224000	886704684	0	1110675	452068	1964368	464354273	377898
1481241077559085547	consumer_jpeg_c	2000	54	1.300000	1.724000	2.287000	885491207	0	1113893	454537	1967761	463456450	379770
1481241078068081367	consumer_jpeg_c	2000	54	1.300000	1.727000	2.291000	886142026	0	1109931	451914	1970244	463793701	378533
1481241078577475189	consumer_jpeg_c	2000	54	1.300000	1.713000	2.273000	878672715	0	1096146	447283	1944979	460353240	372234
1481241079086464759	consumer_jpeg_c	2000	55	1.300000	1.713000	2.273000	885533451	0	1115194	453387	1965749	463497531	377668
1481241079595657664	consumer_jpeg_c	2000	55	1.300000	1.724000	2.287000	886171801	0	1112412	451956	1969601	463836011	379539
1481241080104557734	consumer_jpeg_c	2000	55	1.300000	1.724000	2.287000	887785609	0	1107079	450798	1971072	464578617	377940
1481241080613786680	consumer_jpeg_c	2000	55	1.300000	1.707000	2.265000	886473539	0	1108262	449884	1966080	464377658	377997
1481241081122788209	consumer_jpeg_c	2000	55	1.300000	1.727000	2.291000	876490257	0	1101353	447702	1943110	458828231	375636
1481241081632404531	consumer_jpeg_c	2000	55	1.300000	1.667000	2.212000	887747854	0	1105356	450967	1972952	464679039	378549
1481241082141424435	consumer_jpeg_c	2000	55	1.300000	1.706000	2.263000	887881474	0	1112154	452066	1967626	465139507	378512
1481241082650884506	consumer_jpeg_d	2000	54	1.300000	1.713000	2.274000	512731030	0	2675686	966594	1347015	228827688	834155
1481241083160384036	consumer_jpeg_d	2000	54	1.300000	1.400000	1.856000	700883848	0	4835643	1773882	2020474	301154569	1467996
1481241083669861108	consumer_jpeg_d	2000	53	1.300000	1.358000	1.800000	701727192	0	4844669	1773409	2021988	301837305	1469516
1481241084179368679	consumer_jpeg_d	2000	53	1.300000	1.381000	1.831000	713942561	0	4924817	1800963	2059887	307215506	1494440
1481241084688843334	consumer_jpeg_d	2000	53	1.300000	1.361000	1.804000	701951403	0	4842832	1767954	2022565	301893660	1469722
1481241085198468822	consumer_jpeg_d	2000	53	1.300000	1.378000	1.827000	701880346	0	4845286	1770896	2017865	302069428	1468229
