#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN
1495813497239379361	parsec.dedup	1000	32	0.900000	0.425000	0.416000	320600178	3507722	1013441	82230042	1226250	164712977	17586
1495813497749341578	parsec.dedup	1000	32	0.900000	0.515000	0.499000	500901943	5796853	1674037	120182500	1977036	231485682	29211
1495813498259125963	parsec.dedup	1000	32	0.900000	0.517000	0.501000	500616176	5755849	1693602	121964391	1990084	238721497	29196
1495813498768930722	parsec.dedup	1000	32	0.900000	0.518000	0.502000	500686218	5574831	1623163	126942774	1931313	256472394	28154
1495813499278080107	parsec.dedup	1000	32	0.900000	0.520000	0.504000	500739575	3874937	1845646	137378821	2319475	222094973	25591
1495813499787997449	parsec.dedup	1000	32	0.900000	0.530000	0.514000	500765208	2895423	2118183	151536744	2532557	218335101	23418
1495813500297867625	parsec.dedup	1000	33	0.900000	0.541000	0.524000	500660385	2445538	1481388	136163878	2144432	215244498	18482
1495813500807406677	parsec.dedup	1000	33	0.900000	0.540000	0.523000	500662764	2371687	1440826	151274401	2231081	260096939	25373
1495813501316862103	parsec.dedup	1000	33	0.900000	0.527000	0.511000	500627070	1490691	807291	233575864	1075355	589921255	11077
1495813501826710904	parsec.dedup	1000	33	0.900000	0.615000	0.596000	500627857	1510336	803504	237196903	1135252	599539912	11008
1495813502336075372	parsec.dedup	1000	33	0.900000	0.622000	0.603000	500609243	920752	446836	261412289	594868	713189418	5214
1495813502845305674	parsec.dedup	1000	33	0.900000	0.631000	0.612000	500771745	975261	466679	266349222	686657	726887791	5282
1495813503354565225	parsec.dedup	1000	33	0.900000	0.632000	0.613000	500635908	1200806	540078	251562863	686519	691372669	6330
1495813503864052193	parsec.dedup	1000	33	0.900000	0.633000	0.614000	500677176	1118820	503988	252629426	654051	689452071	5722
1495813504373224454	parsec.dedup	1000	33	0.900000	0.623000	0.604000	500630739	1161060	541134	249757839	793377	715406670	6241
1495813504882993713	parsec.dedup	1000	33	0.900000	0.637000	0.617000	500625627	1234237	566686	258206764	1015812	697420938	6316
1495813505392339556	parsec.dedup	1000	33	0.900000	0.622000	0.603000	500622320	1281541	590403	255634551	1162819	690624496	6778
1495813505901577233	parsec.dedup	1000	33	0.900000	0.629000	0.610000	500697970	1242825	576850	250740710	1154843	694643683	6800
1495813506411112367	parsec.dedup	1000	33	0.900000	0.621000	0.602000	500624973	1377877	612455	250308449	1421539	673896304	7261
1495813506920463211	parsec.dedup	1000	33	0.900000	0.610000	0.591000	500698323	1183756	549396	258462516	1149416	699621873	6389
1495813507429681179	parsec.dedup	1000	33	0.900000	0.631000	0.612000	500642889	1205468	560002	250146550	1214461	694216678	6492
1495813507938960522	parsec.dedup	1000	33	0.900000	0.615000	0.596000	500640218	1544510	718505	279073770	1704460	702331800	8441
1495813508448391407	parsec.dedup	1000	33	0.900000	0.642000	0.622000	500623525	1986456	953386	248938218	2127653	567689488	11162
1495813508957891042	parsec.dedup	1000	33	0.900000	0.592000	0.574000	500623941	2355245	1190034	209447178	2462069	398101052	14139
1495813509467449760	parsec.dedup	1000	33	0.900000	0.577000	0.559000	500630949	2423146	1221150	206253105	2470786	392820926	14397
1495813509976886353	parsec.dedup	1000	33	0.900000	0.572000	0.554000	500631369	2423664	1225384	204163823	2468201	389833321	14617
1495813510486414821	parsec.dedup	1000	33	0.900000	0.568000	0.550000	500623660	2387389	1206900	207000744	2466124	394946918	14298
1495813510996120580	parsec.dedup	1000	33	0.900000	0.569000	0.551000	500680331	2398464	1189594	209232695	2470529	398448488	14140
1495813511505491215	parsec.dedup	1000	33	0.900000	0.576000	0.558000	500624715	2460061	1217751	205279416	2461586	392201255	14261
1495813512014986308	parsec.dedup	1000	33	0.900000	0.572000	0.554000	500634871	2481318	1232211	201545499	2453521	386219745	14770
1495813512524481026	parsec.dedup	1000	32	0.900000	0.577000	0.559000	500645345	2431280	1220408	204265230	2452931	390006207	14570
1495813513033880911	parsec.dedup	1000	33	0.900000	0.574000	0.556000	500644044	2431027	1220893	203212244	2718110	382870369	14375
1495813513543357129	parsec.dedup	1000	33	0.900000	0.573000	0.555000	500643825	2452675	1257871	198582497	2706171	375662761	15056
1495813514052894930	parsec.dedup	1000	33	0.900000	0.572000	0.554000	500657190	2476608	1265715	197977962	2685140	375333170	15019
1495813514562351023	parsec.dedup	1000	33	0.900000	0.570000	0.552000	500642157	2405190	1230079	201166900	2724096	379181285	14714
1495813515071893991	parsec.dedup	1000	32	0.900000	0.572000	0.553000	500634507	2468843	1252471	199719977	2670493	378010322	14922
1495813515581419334	parsec.dedup	1000	32	0.900000	0.569000	0.551000	500757267	2408979	1208479	205153604	2667004	385931918	14112
1495813516090990177	parsec.dedup	1000	33	0.900000	0.570000	0.552000	500645325	2428787	1221192	203472790	2480934	390526309	14411
